ortho,phon,lemme,Lexique383 cgram,Lexique383 freqlemfilms2,Lexique383 freqfilms2,Lexique383 islem,Lexique383 nblettres,Lexique383 puorth,Lexique383 puphon,Lexique383 nbsyll,Lexique383 cgramortho,Megalex-auditory rt.m,Megalex-auditory rt.sd,Megalex-auditory rt.n,Megalex-auditory zrt.m,Megalex-auditory zrt.sd,Megalex-auditory zrt.n,Megalex-auditory acy,Megalex-auditory acy.n,Megalex-auditory nbphon,Megalex-auditory puPhon,Megalex-auditory pld20,Megalex-auditory accd,Megalex-auditory fb,Megalex-auditory ff,Megalex-auditory ft,node,freqlemfilms2,freqlemlivres,freqfilms2,freqlivres,all,replace,delins
rafle,Rafl,rafler,VER,3.56,0.68,0,5,5,4,1,"NOM,VER",1040.2615,149.2414,45,-0.1611519292,0.771242,45,0.9375,48,4,4,1.45,545,2.57000003,1.46,4.03,105040,3.56,5.2,0.68,0.61,41,18,23
rafle,Rafl,rafle,NOM,1.23,0.78,1,5,5,4,1,"NOM,VER",1040.2615,149.2414,45,-0.1611519292,0.771242,45,0.9375,48,4,4,1.45,545,2.57000003,1.46,4.03,105039,1.23,3.11,0.78,1.96,41,18,23
rafler,Rafle,rafler,VER,3.56,0.81,1,6,6,5,2,VER,1025.0824,179.60398,43,-0.357619594,0.753054,43,0.9361702,47,5,5,1.55,515,1.42000002,0.81,2.23,105042,3.56,5.2,0.81,1.42,45,26,19
rage,RaZ,rager,VER,0.71,0.54,0,4,4,3,1,"NOM,VER",969.9573,190.02238,33,-0.5851130334,0.9481925,33,0.7333333,45,3,3,1.0,456,44.45999985,16.08,60.54,105095,0.71,2.64,0.54,0.34,115,85,30
rage,RaZ,rage,NOM,15.97,15.54,1,4,4,3,1,"NOM,VER",969.9573,190.02238,33,-0.5851130334,0.9481925,33,0.7333333,45,3,3,1.0,456,44.45999985,16.08,60.54,105094,15.97,45.34,15.54,44.12,115,85,30
rageant,RaZ@,rager,VER,0.71,0.0,0,7,5,4,2,"ADJ,VER",956.1058,120.48736,46,-0.7304553621,0.8168479,46,0.9787234,47,4,3,1.45,518,0.34000001,0.25,0.59,105101,0.71,2.64,0.0,0.14,37,29,8
rageant,RaZ@,rageant,ADJ,0.25,0.25,1,7,5,4,2,"ADJ,VER",956.1058,120.48736,46,-0.7304553621,0.8168479,46,0.9787234,47,4,3,1.45,518,0.34000001,0.25,0.59,105100,0.25,0.2,0.25,0.2,37,29,8
rager,RaZe,rager,VER,0.71,0.09,1,5,5,4,2,VER,1012.0852,153.58201,40,-0.2400984903,1.0924585,40,0.8888889,45,4,3,1.0,480,0.27,0.09,0.36,105103,0.71,2.64,0.09,0.27,122,98,24
rageur,RaZ9R,rageur,ADJ,0.07,0.05,1,6,6,5,2,ADJ,981.2688,161.53604,43,-0.5147602649,0.8041488,43,0.9148936,47,5,3,1.55,694,4.45999997,0.05,4.51,105106,0.07,9.26,0.05,4.46,34,34,0
rageuse,RaZ2z,rageur,ADJ,0.07,0.01,0,7,0,0,2,ADJ,1065.9838,203.03694,44,-0.0288155593,1.0562901,44,0.9574468,47,5,3,2.15,666,2.57000003,0.01,2.58,105108,0.07,9.26,0.01,2.57,19,17,2
ragots,Rago,ragot,NOM,5.67,5.6,0,6,0,4,2,"ADJ,NOM",940.081,109.07602,45,-0.7879464947,0.660009,45,0.9782609,46,4,4,1.45,433,4.19000003,5.71,9.9,105122,0.12,0.47,0.11,0.41,20,19,1
ragots,Rago,ragot,NOM,5.67,5.6,0,6,0,4,2,"ADJ,NOM",940.081,109.07602,45,-0.7879464947,0.660009,45,0.9782609,46,4,4,1.45,433,4.19000003,5.71,9.9,105123,5.67,4.32,5.6,3.78,20,19,1
ragots,Rago,ragot,ADJ,0.12,0.11,0,6,0,4,2,"ADJ,NOM",940.081,109.07602,45,-0.7879464947,0.660009,45,0.9782609,46,4,4,1.45,433,4.19000003,5.71,9.9,105122,0.12,0.47,0.11,0.41,20,19,1
ragots,Rago,ragot,ADJ,0.12,0.11,0,6,0,4,2,"ADJ,NOM",940.081,109.07602,45,-0.7879464947,0.660009,45,0.9782609,46,4,4,1.45,433,4.19000003,5.71,9.9,105123,5.67,4.32,5.6,3.78,20,19,1
ragoût,Ragu,ragoût,NOM,3.44,3.37,1,6,6,4,2,NOM,1080.6872,179.81929,41,0.0741105126,0.91017,41,0.9111111,45,4,4,1.65,561,3.64999997,3.37,7.02,105126,3.44,4.46,3.37,3.65,13,12,1
raid,REd,raid,NOM,3.98,2.82,1,4,4,3,1,NOM,1075.5984,179.95298,45,0.0167847455,0.8220572,45,0.9183673,49,3,2,1.05,566,1.61999999,2.82,4.44,105141,3.98,2.84,2.82,1.62,79,60,19
raideur,REd9R,raideur,NOM,0.62,0.62,1,7,6,4,2,NOM,1084.4732,176.81266,48,0.269936276,0.9764712,48,0.96,50,5,2,1.7,809,7.03000009,0.62,7.65,105148,0.62,7.03,0.62,7.03,13,12,1
raidi,REdi,raidir,VER,0.57,0.03,0,5,0,0,2,VER,1073.3545,183.10504,37,-0.0077650055,0.939387,37,0.7708333,48,4,2,1.85,416,3.04000005,0.03,3.07,105149,0.57,19.59,0.03,3.04,16,8,8
raidir,RediR,raidir,VER,0.57,0.17,1,6,6,5,2,VER,1096.8045,180.33149,38,0.1719937167,0.8956012,38,0.8297872,47,5,2,1.7,643,1.55,0.17,1.72,105154,0.57,19.59,0.17,1.55,12,9,3
raie,RE,raie,NOM,2.49,1.71,1,4,4,2,1,"NOM,VER",1126.1357,216.67011,30,0.2921699647,1.185812,30,0.6666667,45,2,2,1.0,328,7.8400001,1.74,9.58,105168,2.49,11.01,1.71,7.5,262,144,118
raie,RE,rayer,VER,7.42,0.03,0,4,4,2,1,"NOM,VER",1126.1357,216.67011,30,0.2921699647,1.185812,30,0.6666667,45,2,2,1.0,328,7.8400001,1.74,9.58,105169,7.42,11.22,0.03,0.34,262,144,118
rail,Raj,rail,NOM,9.31,1.7,1,4,4,3,1,NOM,984.8923,167.37675,44,-0.4671602777,0.904141,44,0.9361702,47,3,3,1.0,500,2.49999996,1.7,4.2,105174,9.31,16.22,1.7,2.5,139,106,33
raillerie,Raj°Ri,raillerie,NOM,0.9,0.54,1,9,8,4,3,NOM,1105.7483,148.51325,34,0.406229758,0.8142205,34,0.7608696,46,5,6,2.9,586,1.15,0.54,1.69,105183,0.9,3.04,0.54,1.15,2,2,0
railleur,Raj9R,railleur,ADJ,0.04,0.03,1,8,7,4,2,"ADJ,NOM",1150.5064,245.17999,36,0.4929801101,1.1760169,36,0.7916667,48,5,4,1.4,674,1.15,0.19,1.34,105185,0.04,1.89,0.03,1.08,31,19,12
railleur,Raj9R,railleur,ADJ,0.04,0.03,1,8,7,4,2,"ADJ,NOM",1150.5064,245.17999,36,0.4929801101,1.1760169,36,0.7916667,48,5,4,1.4,674,1.15,0.19,1.34,105186,0.17,0.14,0.16,0.07,31,19,12
railleur,Raj9R,railleur,NOM,0.17,0.16,1,8,7,4,2,"ADJ,NOM",1150.5064,245.17999,36,0.4929801101,1.1760169,36,0.7916667,48,5,4,1.4,674,1.15,0.19,1.34,105185,0.04,1.89,0.03,1.08,31,19,12
railleur,Raj9R,railleur,NOM,0.17,0.16,1,8,7,4,2,"ADJ,NOM",1150.5064,245.17999,36,0.4929801101,1.1760169,36,0.7916667,48,5,4,1.4,674,1.15,0.19,1.34,105186,0.17,0.14,0.16,0.07,31,19,12
rainure,RenyR,rainure,NOM,0.43,0.2,1,7,7,5,2,NOM,1004.055,113.66737,46,-0.324168907,0.7355084,46,0.9215686,51,5,4,1.9,673,1.42000002,0.2,1.62,105205,0.43,3.51,0.2,1.42,7,5,2
raisin,REz5,raisin,NOM,9.4,5.88,1,6,6,4,2,NOM,974.6582,151.50462,46,-0.578052212,0.5956823,46,0.9787234,47,4,2,1.95,507,4.86000005,5.88,10.74,105213,9.4,9.53,5.88,4.86,2,2,0
raison,REz§,raison,NOM,467.94,424.28,1,6,6,4,2,NOM,969.2701,138.60789,49,-0.6883180262,0.7614455,49,0.98,50,4,2,2.65,469,247.49999824,424.28,671.78,105217,467.94,308.78,424.28,247.5,15,13,2
raisonne,REzOn,raisonner,VER,8.72,1.5,0,8,0,0,2,VER,1069.7362,95.94189,49,0.0180947806,0.5563909,49,0.9607843,51,5,4,2.55,692,1.49000002,1.5,2.99,105229,8.72,10.27,1.5,1.49,6,6,0
raisonner,REzone,raisonner,VER,8.72,4.66,1,9,9,6,3,VER,1040.4754,224.13124,46,-0.3325216647,1.0981586,46,1.0,48,6,6,1.7,590,5.26999999,4.66,9.93,105233,8.72,10.27,4.66,5.27,24,16,8
rajoutait,RaZutE,rajouter,VER,13.09,0.05,0,9,0,0,3,VER,1076.2608,146.57525,47,0.0735619705,0.8281428,47,1.0,47,6,6,2.6,730,1.01000001,0.05,1.06,105280,13.09,9.32,0.05,1.01,16,9,7
rajoute,RaZut,rajouter,VER,13.09,4.11,0,7,0,0,2,VER,1085.3666,149.7976,45,0.1897178776,0.7321191,45,0.9375,48,5,5,1.8,677,2.36000002,4.11,6.47,105282,13.09,9.32,4.11,2.36,21,0,21
rajouter,RaZute,rajouter,VER,13.09,3.73,1,8,7,5,3,VER,1040.6663,172.61679,46,-0.2128482596,0.8186026,46,1.0,47,6,6,1.9,697,2.3,3.73,6.03,105284,13.09,9.32,3.73,2.3,23,8,15
rajouts,RaZu,rajout,NOM,0.27,0.04,0,7,0,4,2,NOM,1072.2434,134.9331,39,0.0956612271,0.8536796,39,0.8863636,44,4,4,1.55,459,0.14,0.04,0.18,105293,0.27,0.2,0.04,0.14,31,21,10
rajustais,RaZystE,rajuster,VER,0.41,0.0,0,9,0,0,3,VER,1136.8253,144.91357,48,0.5017316796,0.7474488,48,1.0,49,7,7,2.8,740,0.07000001,0.0,0.07,105300,0.41,6.08,0.0,0.07,13,6,7
rajustant,RaZyst@,rajuster,VER,0.41,0.1,0,9,0,0,3,VER,1189.1514,188.50804,44,0.8898789227,0.9528574,44,0.9361702,47,7,7,2.75,718,1.15,0.1,1.25,105302,0.41,6.08,0.1,1.15,12,8,4
rajuste,RaZyst,rajuster,VER,0.41,0.02,0,7,0,0,2,VER,1281.9899,176.89281,38,1.2933390349,0.9398615,38,0.8125,48,6,6,2.6,799,1.28000002,0.02,1.3,105303,0.41,6.08,0.02,1.28,12,0,12
rajuster,RaZyste,rajuster,VER,0.41,0.02,1,8,8,7,3,VER,1106.4189,135.67168,47,0.4052651442,0.6876071,47,0.96,50,7,7,2.7,718,1.01000001,0.02,1.03,105306,0.41,6.08,0.02,1.01,21,5,16
râlait,RalE,râler,VER,6.61,0.15,0,6,0,0,2,VER,943.2358,181.86273,42,-0.8104003349,1.0077593,42,0.877551,49,4,4,1.4,400,2.36000002,0.15,2.51,114302,6.61,10.41,0.15,2.36,94,72,22
râlante,Ral@t,râlant,ADJ,0.02,0.02,0,7,0,0,2,ADJ,1106.5634,229.25526,33,0.4161373724,1.1875072,33,0.7727273,44,5,5,1.85,701,0.14,0.02,0.16,114305,0.02,0.47,0.02,0.14,24,12,12
râle,Ral,râle,NOM,1.89,1.04,1,4,4,3,1,"NOM,VER",948.3801,193.6921,44,-0.7326058449,1.1022999,44,0.9,50,3,3,1.0,419,7.90999992,2.74,10.65,114306,1.89,9.46,1.04,5.88,173,124,49
râle,Ral,râler,VER,6.61,1.7,0,4,4,3,1,"NOM,VER",948.3801,193.6921,44,-0.7326058449,1.1022999,44,0.9,50,3,3,1.0,419,7.90999992,2.74,10.65,114307,6.61,10.41,1.7,2.03,173,124,49
ralenti,Ral@ti,ralenti,NOM,9.2,3.08,1,7,7,6,3,"NOM,VER",1049.7795,162.56033,46,-0.1518135758,0.7919931,46,1.0,46,6,6,2.3,675,14.46000001,4.74,19.2,105313,9.2,10.61,3.08,10.2,9,0,9
ralenti,Ral@ti,ralentir,VER,17.42,1.66,0,7,7,6,3,"NOM,VER",1049.7795,162.56033,46,-0.1518135758,0.7919931,46,1.0,46,6,6,2.3,675,14.46000001,4.74,19.2,105314,17.42,30.95,1.66,4.26,9,0,9
ralentir,Ral@tiR,ralentir,VER,17.42,5.25,1,8,8,7,3,VER,1092.8429,182.97259,41,0.118278394,0.8682324,41,0.9534884,43,7,7,2.5,815,5.20000001,5.25,10.45,105317,17.42,30.95,5.25,5.2,17,2,15
râler,Rale,râler,VER,6.61,3.05,1,5,5,4,2,VER,912.7032,138.57153,44,-1.0035564616,0.6922127,44,0.9565217,46,4,4,1.0,489,2.77,3.05,5.82,114310,6.61,10.41,3.05,2.77,176,118,58
rallié,Ralje,rallié,ADJ,0.11,0.01,1,6,6,4,2,"VER,ADJ,NOM",1055.972,168.5088,44,-0.0620746034,0.8236834,44,0.9782609,46,5,5,1.5,601,2.97000003,0.19,3.16,105372,0.11,0.81,0.01,0.27,71,44,27
rallié,Ralje,rallié,ADJ,0.11,0.01,1,6,6,4,2,"VER,ADJ,NOM",1055.972,168.5088,44,-0.0620746034,0.8236834,44,0.9782609,46,5,5,1.5,601,2.97000003,0.19,3.16,105373,0.01,0.47,0.01,0.2,71,44,27
rallié,Ralje,rallié,NOM,0.01,0.01,1,6,6,4,2,"VER,ADJ,NOM",1055.972,168.5088,44,-0.0620746034,0.8236834,44,0.9782609,46,5,5,1.5,601,2.97000003,0.19,3.16,105372,0.11,0.81,0.01,0.27,71,44,27
rallié,Ralje,rallié,NOM,0.01,0.01,1,6,6,4,2,"VER,ADJ,NOM",1055.972,168.5088,44,-0.0620746034,0.8236834,44,0.9782609,46,5,5,1.5,601,2.97000003,0.19,3.16,105373,0.01,0.47,0.01,0.2,71,44,27
rallié,Ralje,rallier,VER,2.35,0.17,0,6,6,4,2,"VER,ADJ,NOM",1055.972,168.5088,44,-0.0620746034,0.8236834,44,0.9782609,46,5,5,1.5,601,2.97000003,0.19,3.16,105371,2.35,13.78,0.17,2.5,71,44,27
rallier,Ralje,rallier,VER,2.35,0.89,1,7,7,4,2,VER,1022.591,165.6573,47,-0.3305251025,0.8167804,47,1.0,47,5,5,1.5,556,4.86000005,0.89,5.75,105359,2.35,13.78,0.89,4.86,71,44,27
rallonge,Ral§Z,rallonger,VER,1.45,0.46,0,8,8,5,2,"NOM,VER",1128.0287,157.58619,38,0.4428639768,0.827396,38,0.9069767,43,5,5,2.8,659,1.42000002,1.18,2.6,105380,1.45,1.35,0.46,0.2,13,1,12
rallonge,Ral§Z,rallonge,NOM,0.91,0.72,1,8,8,5,2,"NOM,VER",1128.0287,157.58619,38,0.4428639768,0.827396,38,0.9069767,43,5,5,2.8,659,1.42000002,1.18,2.6,105379,0.91,2.09,0.72,1.22,13,1,12
ralluma,Ralyma,rallumer,VER,4.85,0.0,0,7,0,0,3,VER,1060.7447,193.30969,48,-0.2161972017,0.8798992,48,1.0,48,6,6,2.3,605,2.03000001,0.0,2.03,105393,4.85,8.99,0.0,2.03,18,12,6
rallume,Ralym,rallumer,VER,4.85,1.88,0,7,0,0,2,VER,1140.319,221.83325,38,0.4938775965,1.0224415,38,0.8297872,47,5,5,1.95,607,1.21999998,1.88,3.1,105400,4.85,8.99,1.88,1.22,16,0,16
rallumer,Ralyme,rallumer,VER,4.85,1.5,1,8,7,6,3,VER,983.3486,105.16109,51,-0.4270761141,0.6473377,51,1.0,51,6,6,1.95,570,2.36000002,1.5,3.86,105402,4.85,8.99,1.5,2.36,24,7,17
rallye,Rali,rallye,NOM,1.74,1.68,1,6,5,4,2,NOM,1050.7692,149.79321,41,0.000374005,1.020323,41,0.877551,49,4,4,1.1,483,0.40999999,1.68,2.09,105413,1.74,0.54,1.68,0.41,64,55,9
ramassa,Ramasa,ramasser,VER,43.76,0.26,0,7,0,0,3,VER,1081.4983,156.34507,46,0.1420720485,0.809396,46,0.9591837,49,6,6,1.95,629,11.82000014,0.26,12.08,105434,43.76,74.8,0.26,11.82,23,17,6
ramassage,RamasaZ,ramassage,NOM,0.91,0.9,1,9,7,6,3,NOM,1154.9034,191.21018,48,0.6462845666,1.1002888,48,0.9795918,49,7,7,2.4,897,1.34999999,0.9,2.25,105435,0.91,1.35,0.9,1.35,2,0,2
ramassais,RamasE,ramasser,VER,43.76,0.81,0,9,0,0,3,VER,1051.0691,164.55146,48,-0.0766251801,0.6658142,48,1.0,48,6,6,2.25,684,1.07999998,0.81,1.89,105439,43.76,74.8,0.81,1.08,24,17,7
