node,all,replace,delins
10343,20,7,13
10344,20,7,13
10345,84,39,45
10346,84,39,45
10347,19,15,4
10348,2,1,1
10349,2,1,1
10350,20,16,4
10351,20,16,4
10352,20,16,4
10353,20,16,4
10354,17,17,0
10355,26,22,4
10356,26,22,4
10357,4,3,1
10358,40,24,16
10359,40,24,16
10360,40,24,16
10361,3,3,0
10362,5,5,0
10363,40,24,16
10364,40,24,16
10365,14,13,1
10366,3,2,1
10367,5,1,4
10368,26,22,4
10369,26,22,4
10370,26,22,4
10371,26,22,4
10372,13,6,7
10373,4,2,2
10374,4,2,2
10375,99,61,38
10376,39,29,10
10377,39,29,10
10378,39,29,10
10379,34,30,4
10380,34,30,4
10381,43,17,26
10382,43,17,26
10383,43,17,26
10384,35,29,6
10385,8,6,2
10386,10,8,2
10387,12,5,7
10388,39,24,15
10389,10,4,6
10390,10,4,6
10391,39,24,15
10392,33,24,9
10393,19,17,2
10394,31,23,8
10395,31,23,8
10396,31,23,8
10397,31,23,8
10398,19,17,2
10399,48,25,23
10400,20,17,3
10401,18,9,9
10402,18,9,9
10403,18,9,9
10404,10,4,6
10405,3,3,0
10406,11,3,8
10407,6,4,2
10408,3,1,2
10409,11,3,8
10410,18,9,9
10411,7,5,2
10412,7,5,2
10413,7,5,2
10414,8,4,4
10415,8,4,4
10416,3,0,3
10417,3,0,3
10418,8,4,4
10419,17,3,14
10422,17,3,14
10424,9,7,2
10425,18,9,9
10426,25,19,6
10427,25,19,6
10428,99,61,38
10429,42,31,11
10430,42,31,11
10431,42,31,11
10432,42,31,11
10433,42,31,11
10434,42,31,11
10435,42,31,11
10436,42,31,11
10437,42,31,11
10438,42,31,11
10439,8,5,3
10440,39,24,15
10441,12,7,5
10442,18,11,7
10443,18,11,7
10444,16,10,6
10445,12,7,5
10448,12,7,5
10449,48,18,30
10450,48,18,30
10451,30,12,18
10452,5,1,4
10453,5,1,4
10454,48,18,30
10455,30,12,18
10456,5,1,4
10459,9,7,2
10460,9,7,2
10468,9,7,2
10475,30,12,18
10476,1,0,1
10477,35,22,13
10478,35,22,13
10479,19,15,4
10480,5,4,1
10481,88,46,42
10482,28,17,11
10483,4,4,0
10484,6,5,1
10485,8,7,1
10486,8,7,1
10487,6,5,1
10488,17,7,10
10489,7,6,1
10490,7,6,1
10491,28,17,11
10494,9,6,3
10495,9,6,3
10496,9,6,3
10497,8,5,3
10498,13,3,10
10499,13,3,10
10500,13,3,10
10501,9,6,3
10502,9,6,3
10503,28,17,11
10504,6,4,2
10505,70,51,19
10506,70,51,19
10507,70,51,19
10508,70,51,19
10509,70,51,19
10510,70,51,19
10511,70,51,19
10512,9,5,4
10513,28,17,11
10514,15,12,3
10515,14,9,5
10516,14,9,5
10517,13,10,3
10520,17,0,17
10521,17,0,17
10522,13,5,8
10523,2,0,2
10524,14,10,4
10525,3,0,3
10526,13,5,8
10527,13,5,8
10528,13,5,8
10529,13,5,8
10530,13,5,8
10531,13,10,3
10532,17,14,3
10533,14,11,3
10534,32,13,19
10535,19,16,3
10537,19,16,3
10538,19,16,3
10539,19,16,3
10540,19,16,3
10541,18,13,5
10542,11,8,3
10543,18,13,5
10544,18,13,5
10545,22,19,3
10546,47,33,14
10547,47,33,14
10548,34,22,12
10549,53,29,24
10550,53,29,24
10551,4,0,4
10552,53,29,24
10553,53,29,24
10554,5,2,3
10555,5,2,3
10556,29,17,12
10557,29,17,12
10558,6,3,3
10559,6,3,3
10560,29,17,12
10561,58,23,35
10562,58,23,35
10563,60,36,24
10564,10,8,2
10565,9,5,4
10566,9,5,4
10567,9,5,4
10568,9,5,4
10569,9,7,2
10570,2,0,2
10571,8,6,2
10572,8,6,2
10573,58,23,35
10574,60,36,24
10575,10,2,8
10576,4,1,3
10577,30,20,10
10578,34,22,12
10579,7,2,5
10580,60,36,24
10581,60,36,24
10582,60,36,24
10583,60,36,24
10584,20,15,5
10585,26,19,7
10586,26,19,7
10587,21,15,6
10588,45,31,14
10590,45,31,14
10591,44,34,10
10592,4,3,1
10593,45,31,14
10594,44,34,10
10596,18,11,7
10597,44,34,10
10598,44,34,10
10599,44,34,10
10600,44,34,10
10601,14,0,14
10602,14,0,14
10603,14,0,14
10604,14,0,14
10605,14,0,14
10606,14,0,14
10607,14,0,14
10608,8,2,6
10609,8,2,6
10614,2,2,0
10615,9,6,3
10616,5,5,0
10617,5,5,0
10618,4,0,4
10619,4,0,4
10622,2,0,2
10624,2,0,2
10626,52,21,31
10627,52,21,31
10628,52,21,31
10629,21,13,8
10630,3,0,3
10631,21,11,10
10632,21,11,10
10633,21,11,10
10634,21,11,10
10635,18,12,6
10636,21,1,20
10637,21,1,20
10643,21,1,20
10644,24,12,12
10655,21,1,20
10656,21,1,20
10657,3,1,2
10658,24,12,12
10659,8,1,7
10660,3,1,2
10661,20,12,8
10662,7,2,5
10663,24,12,12
10664,24,12,12
10665,24,12,12
10666,24,12,12
10667,3,0,3
10668,2,0,2
10669,2,0,2
10670,3,0,3
10671,16,15,1
10673,14,13,1
10674,14,13,1
10675,14,13,1
10676,14,13,1
10677,16,16,0
10678,5,0,5
10679,5,0,5
10680,9,9,0
10686,5,0,5
10687,14,9,5
10689,16,16,0
10690,5,0,5
10693,5,0,5
10694,2,0,2
10695,16,15,1
10696,4,0,4
10697,9,9,0
10698,9,9,0
10699,9,9,0
10700,9,9,0
10701,9,9,0
10702,9,9,0
10703,9,9,0
10704,9,9,0
10705,9,5,4
10706,7,5,2
10707,12,0,12
10708,12,0,12
10709,13,10,3
10711,13,10,3
10712,13,10,3
10713,16,14,2
10714,15,12,3
10715,15,12,3
10716,15,12,3
10717,15,12,3
10718,18,14,4
10719,18,14,4
10720,2,0,2
10721,2,0,2
10722,20,2,18
10723,20,2,18
10724,10,8,2
10726,10,8,2
10727,16,14,2
10728,4,0,4
10729,10,8,2
10730,10,8,2
10731,10,8,2
10732,10,8,2
10733,10,8,2
10734,10,8,2
10737,9,8,1
10738,12,10,2
10739,12,10,2
10742,15,5,10
10743,10,9,1
10745,3,1,2
10746,10,9,1
10747,10,9,1
10748,10,9,1
10749,10,9,1
10750,12,12,0
10751,13,12,1
10752,13,12,1
10753,15,13,2
10754,1,0,1
10755,1,0,1
10759,7,1,6
10760,7,1,6
10761,7,6,1
10764,13,10,3
10765,3,1,2
10766,12,12,0
10767,2,0,2
10768,7,6,1
10769,7,6,1
10770,7,6,1
10771,7,6,1
10772,7,6,1
10773,7,6,1
10774,7,6,1
10775,7,6,1
10776,3,1,2
10777,3,1,2
10778,40,24,16
10781,234,131,103
10782,3,1,2
10783,4,1,3
10784,2,0,2
10785,2,0,2
10786,4,2,2
10787,3,1,2
10788,3,1,2
10789,8,3,5
10790,1,0,1
10791,1,0,1
10792,22,13,9
10793,16,14,2
10794,16,14,2
10795,57,33,24
10796,57,33,24
10797,12,3,9
10798,12,3,9
10804,57,33,24
10805,27,20,7
10806,7,7,0
10807,18,8,10
10810,31,25,6
10811,31,25,6
10812,31,25,6
10815,3,3,0
10816,5,5,0
10817,5,5,0
10818,3,3,0
10819,3,3,0
10821,3,3,0
10822,5,5,0
10823,9,3,6
10824,9,3,6
10829,2,2,0
10830,2,2,0
10837,5,5,0
10849,14,5,9
10850,14,5,9
10851,10,7,3
10856,9,8,1
10867,5,5,0
10876,14,5,9
10877,65,39,26
10878,65,39,26
10928,55,34,21
10929,22,12,10
10930,6,1,5
10931,90,46,44
10932,90,46,44
10933,1,0,1
10934,46,31,15
10935,234,131,103
10936,5,1,4
10938,5,1,4
10943,90,46,44
10944,103,58,45
10945,90,46,44
10946,2,0,2
10947,27,7,20
10948,27,7,20
10949,13,6,7
10950,13,6,7
10951,77,57,20
10952,77,57,20
10953,77,57,20
10954,132,93,39
10955,132,93,39
10956,132,93,39
10957,132,93,39
10958,132,93,39
10959,132,93,39
10960,132,93,39
10961,132,93,39
10962,132,93,39
10963,77,57,20
10964,77,57,20
10965,77,57,20
10967,104,70,34
10968,104,70,34
10973,24,14,10
10974,24,14,10
10975,7,7,0
10976,1,0,1
10977,1,0,1
10978,12,9,3
10979,18,8,10
10980,18,8,10
10981,23,15,8
10982,9,9,0
10983,64,42,22
10984,64,42,22
10985,64,42,22
10986,64,42,22
10988,11,11,0
10989,11,11,0
10995,6,6,0
10996,6,6,0
10998,6,6,0
11008,12,8,4
11009,14,7,7
11010,14,7,7
11011,11,8,3
11014,16,0,16
11015,16,0,16
11016,20,4,16
11017,20,4,16
11018,20,4,16
11019,20,4,16
11020,20,4,16
11022,61,43,18
11023,2,1,1
11024,11,4,7
11025,11,4,7
11039,2,2,0
11043,15,11,4
11045,15,11,4
11048,6,0,6
11049,88,61,27
11050,88,61,27
11051,4,0,4
11052,1,0,1
11053,1,0,1
11054,42,22,20
11055,42,22,20
11056,32,13,19
11057,32,13,19
11058,32,13,19
11077,2,0,2
11078,2,0,2
11079,2,0,2
11080,2,0,2
11082,79,47,32
11105,8,0,8
11106,8,0,8
11182,6,4,2
11183,6,4,2
11203,5,3,2
11204,5,3,2
11205,5,3,2
11206,13,8,5
11207,13,8,5
11306,79,47,32
11318,27,14,13
11319,27,14,13
11320,27,14,13
11322,83,53,30
11323,83,53,30
11324,83,53,30
11325,83,53,30
11328,1,0,1
11329,83,53,30
11330,83,53,30
11331,83,53,30
11332,83,53,30
11333,83,53,30
11345,2,0,2
11346,27,21,6
11347,27,21,6
11348,5,0,5
11349,5,0,5
11350,4,0,4
11351,4,0,4
11352,4,0,4
11353,4,0,4
11354,5,0,5
11355,5,0,5
11356,8,0,8
11359,234,131,103
11361,39,20,19
11367,13,6,7
11368,13,6,7
11369,13,6,7
11370,13,6,7
11371,7,5,2
11372,7,5,2
11373,7,5,2
11374,7,5,2
11375,7,5,2
11376,11,1,10
11377,3,2,1
11378,2,1,1
11379,7,5,2
11380,7,5,2
11381,2,1,1
11383,12,3,9
11384,7,5,2
11385,78,45,33
11386,78,45,33
11387,78,45,33
11388,78,45,33
11389,78,45,33
11390,78,45,33
11391,51,18,33
11392,22,14,8
11393,3,1,2
11394,33,16,17
11395,33,16,17
11396,33,16,17
11397,33,16,17
11398,2,0,2
11399,2,0,2
11400,23,14,9
11401,23,14,9
11402,51,18,33
11403,3,2,1
11404,51,18,33
11405,35,18,17
11414,51,18,33
11415,8,1,7
11416,8,1,7
11417,2,0,2
11418,35,18,17
11419,19,8,11
11420,11,10,1
11421,2,2,0
11422,11,10,1
11423,1,0,1
11424,23,15,8
11425,3,1,2
11426,22,14,8
11427,8,4,4
11428,35,18,17
11429,35,18,17
11430,35,18,17
11431,35,18,17
11432,30,3,27
11433,30,3,27
11436,30,3,27
11437,20,14,6
11445,30,3,27
11446,30,3,27
11447,20,14,6
11448,13,1,12
11449,10,8,2
11450,7,3,4
11451,20,14,6
11452,20,14,6
11453,20,14,6
11454,20,14,6
11455,20,14,6
11456,20,14,6
11457,20,14,6
11458,20,14,6
11459,20,14,6
11460,20,14,6
11461,15,12,3
11462,15,12,3
11463,67,44,23
11464,67,44,23
11465,67,44,23
11466,67,44,23
11493,1,1,0
11495,2,2,0
11507,5,1,4
11508,5,1,4
11533,67,44,23
11534,26,20,6
11535,27,19,8
11536,27,19,8
11537,27,19,8
11538,27,19,8
11539,26,21,5
11540,26,20,6
11541,26,20,6
11542,2,0,2
11543,26,20,6
11544,42,25,17
11545,42,25,17
11546,1,1,0
11547,42,25,17
11548,42,25,17
11549,6,1,5
11550,6,1,5
11555,22,14,8
11556,22,14,8
11557,22,14,8
11558,16,7,9
11559,16,7,9
11560,16,7,9
11561,16,7,9
11562,16,7,9
11563,16,7,9
11564,16,7,9
11565,16,7,9
11566,11,5,6
11567,11,5,6
11570,143,89,54
11571,12,6,6
11573,14,10,4
11574,14,10,4
11575,6,2,4
11576,6,2,4
11577,14,10,4
11578,14,10,4
11579,2,0,2
11580,2,0,2
11581,2,0,2
11582,67,44,23
11622,21,6,15
11623,21,6,15
11624,21,6,15
11625,21,6,15
11626,21,6,15
11627,21,6,15
11628,61,36,25
11629,16,6,10
11630,16,6,10
11631,7,4,3
11632,7,4,3
11666,37,27,10
11701,37,27,10
11702,143,89,54
11703,143,89,54
11704,13,10,3
11713,22,13,9
11714,1,1,0
11715,22,13,9
11718,61,47,14
11719,61,47,14
11736,30,23,7
11737,30,23,7
11738,30,23,7
11739,30,23,7
11740,30,23,7
11741,30,23,7
11742,16,7,9
11750,16,7,9
11751,16,7,9
11752,16,7,9
11755,13,8,5
11756,13,8,5
11757,100,60,40
11758,27,19,8
11759,28,18,10
11760,28,18,10
11761,28,18,10
11762,28,18,10
11763,24,19,5
11764,45,20,25
11765,45,20,25
11766,56,35,21
11767,9,7,2
11768,9,4,5
11769,9,4,5
11770,9,4,5
11771,9,4,5
11772,9,7,2
11773,7,6,1
11774,7,6,1
11775,45,20,25
11776,56,35,21
11777,3,0,3
11778,19,16,3
11779,19,16,3
11780,27,19,8
11781,5,1,4
11782,56,35,21
11783,56,35,21
11784,56,35,21
11785,56,35,21
11786,56,35,21
11787,56,35,21
11788,56,35,21
11791,21,15,6
11792,26,18,8
11793,26,18,8
11794,23,15,8
11795,34,11,23
11796,34,11,23
11797,43,36,7
11798,17,14,3
11799,21,15,6
11800,4,2,2
11801,43,36,7
11802,43,36,7
11803,43,36,7
11804,43,36,7
11805,43,36,7
11808,6,4,2
11810,2,0,2
11811,2,0,2
11813,6,4,2
11815,52,35,17
11816,4,1,3
11817,14,5,9
11818,4,2,2
11819,14,5,9
11820,28,10,18
11821,28,10,18
11822,28,10,18
11823,28,10,18
11835,56,40,16
11836,56,40,16
11837,20,18,2
11838,21,19,2
11839,18,16,2
11840,22,5,17
11843,22,5,17
11844,14,12,2
11845,4,4,0
11846,4,4,0
11847,1,1,0
11852,14,12,2
11853,16,14,2
11854,16,14,2
11855,16,14,2
11856,14,12,2
11857,14,12,2
11858,14,12,2
11859,14,12,2
11860,14,12,2
11861,14,12,2
11862,14,12,2
11863,14,12,2
11864,52,35,17
11867,30,19,11
11868,30,19,11
11869,30,19,11
11870,30,19,11
11871,28,21,7
11872,52,35,17
11873,41,32,9
11874,41,32,9
11875,31,17,14
11876,11,9,2
11877,23,17,6
11878,23,17,6
11879,23,17,6
11880,23,17,6
11881,11,9,2
11882,34,27,7
11883,12,10,2
11884,4,1,3
11885,14,12,2
11886,41,32,9
11887,23,13,10
11888,7,3,4
11889,7,2,5
11890,27,24,3
11891,10,6,4
11892,52,35,17
11893,13,5,8
11894,31,17,14
11895,31,17,14
11896,31,17,14
11897,31,17,14
11898,31,17,14
11899,31,17,14
11900,31,17,14
11901,31,17,14
11902,31,17,14
11903,31,17,14
11904,18,15,3
11906,10,4,6
11910,5,4,1
11911,61,36,25
11912,61,36,25
11913,143,89,54
11914,16,16,0
11915,26,22,4
11916,26,22,4
11917,26,22,4
11918,22,22,0
11919,45,36,9
11923,16,16,0
11924,4,0,4
11925,45,36,9
11926,45,36,9
11927,45,36,9
11928,45,36,9
11929,45,36,9
11930,45,36,9
11931,45,36,9
11932,45,36,9
11933,12,12,0
11934,17,10,7
11935,55,29,26
11936,55,29,26
11937,9,8,1
11938,9,8,1
11939,55,29,26
11940,28,11,17
11941,55,29,26
11948,1,1,0
11952,28,11,17
11953,28,11,17
11954,28,11,17
11955,28,11,17
11956,77,53,24
11957,39,33,6
11958,39,33,6
11959,39,33,6
11963,7,6,1
11964,72,67,5
11965,72,67,5
11966,38,25,13
11967,38,25,13
11969,13,13,0
11970,13,13,0
11980,3,3,0
11983,12,8,4
11984,12,8,4
11985,12,8,4
11986,12,8,4
11989,24,16,8
11990,24,16,8
11991,24,16,8
11992,27,24,3
11993,27,24,3
11994,27,24,3
11995,27,24,3
11996,27,24,3
11997,27,24,3
11999,17,17,0
12002,31,26,5
12003,31,26,5
12004,144,96,48
12006,44,31,13
12007,44,31,13
12012,63,25,38
12013,63,25,38
12014,8,0,8
12015,8,0,8
12016,5,0,5
12017,5,0,5
12018,8,0,8
12019,8,0,8
12020,33,26,7
12055,22,19,3
12076,6,2,4
12077,63,25,38
12078,63,25,38
12079,63,25,38
12080,63,25,38
12081,63,25,38
12082,63,25,38
12083,63,25,38
12084,5,2,3
12085,79,45,34
12086,79,45,34
12087,79,45,34
12088,79,45,34
12089,79,45,34
12090,79,45,34
12091,79,45,34
12092,79,45,34
12093,63,27,36
12094,63,27,36
12095,219,163,56
12096,59,37,22
12097,137,74,63
12098,1,1,0
12099,1,1,0
12100,1,1,0
12101,1,1,0
12102,40,30,10
12104,14,14,0
12105,147,113,34
12106,31,24,7
12107,31,24,7
12108,15,12,3
12109,31,24,7
12110,12,9,3
12111,8,8,0
12112,13,13,0
12113,50,41,9
12114,20,15,5
12115,4,3,1
12116,4,3,1
12117,15,8,7
12118,15,8,7
12119,9,5,4
12120,3,2,1
12121,3,2,1
12122,2,0,2
12123,16,7,9
12124,16,7,9
12125,24,10,14
12126,16,7,9
12127,24,10,14
12128,20,15,5
12129,30,26,4
12130,30,26,4
12131,1,1,0
12132,1,1,0
12138,1,1,0
12139,2,0,2
12140,2,0,2
12141,1,1,0
12155,50,41,9
12157,151,119,32
12159,1,1,0
12160,1,1,0
12164,11,9,2
12165,11,9,2
12171,6,6,0
12172,6,6,0
12173,34,31,3
12175,7,7,0
12176,7,7,0
12177,5,5,0
12178,14,14,0
12179,34,31,3
12181,10,10,0
12182,10,10,0
12183,151,119,32
12187,5,3,2
12188,151,119,32
12202,37,31,6
12207,34,32,2
12208,40,31,9
12209,40,31,9
12210,4,3,1
12211,4,3,1
12212,4,3,1
12213,8,0,8
12214,5,4,1
12217,40,31,9
12218,40,31,9
12219,112,102,10
12222,120,94,26
12223,18,15,3
12224,18,15,3
12225,3,0,3
12246,21,20,1
12247,13,6,7
12248,1,0,1
12249,1,0,1
12250,17,12,5
12251,17,12,5
12252,17,12,5
12253,24,17,7
12254,24,17,7
12255,24,17,7
12256,24,19,5
12257,24,17,7
12258,24,17,7
12259,24,19,5
12260,21,20,1
12261,24,19,5
12263,2,0,2
12264,2,0,2
12265,2,0,2
12266,115,96,19
12267,115,96,19
12268,103,87,16
12269,115,96,19
12270,29,18,11
12271,29,18,11
12272,103,87,16
12273,13,13,0
12274,13,13,0
12275,14,14,0
12276,25,15,10
12277,25,15,10
12278,9,7,2
12279,25,15,10
12280,25,17,8
12281,18,11,7
12282,3,2,1
12283,3,2,1
12284,15,8,7
12285,15,8,7
12286,15,8,7
12287,15,8,7
12288,17,10,7
12289,17,10,7
12290,2,0,2
12291,2,0,2
12292,18,4,14
12293,18,4,14
12294,18,4,14
12295,17,10,7
12296,18,4,14
12297,18,4,14
12298,1,1,0
12299,17,10,7
12300,16,11,5
12301,5,1,4
12302,17,10,7
12303,9,7,2
12304,9,7,2
12305,9,7,2
12306,9,7,2
12307,9,7,2
12308,9,7,2
12309,9,7,2
12310,9,7,2
12311,11,11,0
12313,11,11,0
12316,12,7,5
12317,12,7,5
12318,12,7,5
12319,14,9,5
12320,32,19,13
12321,32,19,13
12322,32,19,13
12323,18,13,5
12326,32,19,13
12327,32,19,13
12335,18,13,5
12336,14,9,5
12337,18,13,5
12338,18,13,5
12339,18,13,5
12340,19,14,5
12343,19,19,0
12344,19,19,0
12345,96,88,8
12346,96,88,8
12347,3,3,0
12348,3,3,0
12349,12,12,0
12350,22,22,0
12351,9,9,0
12352,9,9,0
12353,12,12,0
12354,22,22,0
12355,27,19,8
12356,1,0,1
12357,9,5,4
12358,5,1,4
12359,3,0,3
12360,27,19,8
12361,27,19,8
12362,5,1,4
12363,5,1,4
12364,11,11,0
12365,113,88,25
12366,113,88,25
12377,66,60,6
12378,113,88,25
12379,9,7,2
12380,9,7,2
12381,66,60,6
12382,66,60,6
12383,66,60,6
12384,66,60,6
12385,66,60,6
12386,66,60,6
12387,66,60,6
12388,66,60,6
12389,219,126,93
12390,232,150,82
12391,232,150,82
12392,98,69,29
12393,39,19,20
12394,39,19,20
12395,98,69,29
12396,218,148,70
12397,218,148,70
12398,218,148,70
12399,218,148,70
12400,218,148,70
12401,218,148,70
12402,31,24,7
12403,1,0,1
12404,1,0,1
12405,43,37,6
12406,43,37,6
12407,43,37,6
12408,43,37,6
12409,39,34,5
12410,90,71,19
12411,90,71,19
12412,50,47,3
12413,12,12,0
12414,19,19,0
12415,19,19,0
12416,8,8,0
12417,8,8,0
12418,90,71,19
12419,10,10,0
12420,10,10,0
12421,7,7,0
12422,7,7,0
12423,33,28,5
12424,22,17,5
12427,22,17,5
12428,11,5,6
12429,50,47,3
12430,50,47,3
12431,50,47,3
12432,50,47,3
12433,139,96,43
12434,57,48,9
12435,57,48,9
12436,84,68,16
12437,66,51,15
12438,139,96,43
12439,139,96,43
12440,125,105,20
12441,139,96,43
12442,139,96,43
12443,23,18,5
12444,23,18,5
12445,125,105,20
12446,99,88,11
12447,10,9,1
12448,99,88,11
12449,2,0,2
12450,125,105,20
12451,155,147,8
12453,155,147,8
12455,218,148,70
12456,21,16,5
12460,32,25,7
12461,32,25,7
12462,32,25,7
12463,32,25,7
12464,23,18,5
12465,105,73,32
12466,105,73,32
12468,1,1,0
12469,1,1,0
12470,8,7,1
12471,105,73,32
12472,56,39,17
12473,56,39,17
12474,13,13,0
12475,15,15,0
12476,15,15,0
12477,15,15,0
12478,15,15,0
12479,13,13,0
12480,10,9,1
12481,1,0,1
12482,13,13,0
12483,13,13,0
12484,56,39,17
12485,105,73,32
12486,105,73,32
12487,7,7,0
12488,7,7,0
12489,7,7,0
12490,36,29,7
12491,8,5,3
12492,4,3,1
12494,26,20,6
12496,1,0,1
12497,1,0,1
12498,32,22,10
12499,58,40,18
12500,58,40,18
12501,58,40,18
12502,58,40,18
12503,38,25,13
12504,121,83,38
12505,121,83,38
12506,9,6,3
12507,121,83,38
12508,75,48,27
12509,75,48,27
12510,20,16,4
12511,34,24,10
12512,34,24,10
12513,34,24,10
12514,34,24,10
12515,20,16,4
12516,14,12,2
12517,19,17,2
12518,19,17,2
12519,121,83,38
12520,121,83,38
12521,44,31,13
12522,14,8,6
12523,11,9,2
12524,9,8,1
12525,30,23,7
12526,4,2,2
12527,32,22,10
12528,12,5,7
12529,75,48,27
12530,75,48,27
12531,75,48,27
12532,75,48,27
12533,10,6,4
12534,56,39,17
12535,56,39,17
12536,56,39,17
12537,56,39,17
12538,17,14,3
12539,17,14,3
12546,196,146,50
12547,20,13,7
12548,18,10,8
12549,18,10,8
12550,18,10,8
12551,18,10,8
12552,20,13,7
12553,22,8,14
12554,22,8,14
12555,22,8,14
12556,17,9,8
12562,22,8,14
12563,22,8,14
12564,1,1,0
12565,1,1,0
12566,1,1,0
12567,1,1,0
12571,17,9,8
12572,8,2,6
12573,21,14,7
12574,21,14,7
12575,12,8,4
12576,17,9,8
12577,17,9,8
12578,17,9,8
12579,17,9,8
12599,112,77,35
12601,112,77,35
12602,112,77,35
12603,5,5,0
12604,8,6,2
12605,8,6,2
12606,8,6,2
12607,5,5,0
12608,11,9,2
12609,112,77,35
12610,112,77,35
12611,112,77,35
12613,28,15,13
12614,28,15,13
12615,28,15,13
12616,28,15,13
12619,85,59,26
12620,26,3,23
12621,26,3,23
12622,5,1,4
12623,5,1,4
12626,26,3,23
12627,15,7,8
12637,26,3,23
12638,26,3,23
12639,15,7,8
12640,11,1,10
12641,11,1,10
12642,11,1,10
12644,4,3,1
12645,6,2,4
12646,15,7,8
12647,15,7,8
12648,15,7,8
12649,15,7,8
12650,15,7,8
12651,15,7,8
12652,15,7,8
12653,15,7,8
12655,16,15,1
12659,23,16,7
12660,1,0,1
12661,1,0,1
12662,21,13,8
12663,21,13,8
12664,21,13,8
12665,21,13,8
12666,21,16,5
12669,22,16,6
12671,14,10,4
12672,2,0,2
12673,2,0,2
12674,14,9,5
12675,14,9,5
12676,14,9,5
12677,14,9,5
12678,10,8,2
12679,10,8,2
12680,29,10,19
12681,29,10,19
12682,8,4,4
12690,5,1,4
12691,5,1,4
12692,3,3,0
12693,3,3,0
12696,18,16,2
12697,11,9,2
12698,3,3,0
12699,3,3,0
12700,14,10,4
12701,10,6,4
12702,8,4,4
12703,8,4,4
12704,8,4,4
12705,8,4,4
12726,3,0,3
12727,2,0,2
12728,2,0,2
12729,3,0,3
12732,196,146,50
12733,31,16,15
12734,4,2,2
12735,31,16,15
12736,7,0,7
12737,7,0,7
12738,7,0,7
12739,7,0,7
12744,21,17,4
12745,21,17,4
12746,15,13,2
12747,15,13,2
12748,196,146,50
12749,13,12,1
12750,1,0,1
12752,16,11,5
12753,16,11,5
12754,13,8,5
12755,23,13,10
12756,23,13,10
12757,23,13,10
12758,19,10,9
12759,3,3,0
12760,23,13,10
12761,23,13,10
12762,12,12,0
12763,12,12,0
12764,12,12,0
12769,19,10,9
12770,19,10,9
12771,19,10,9
12772,19,10,9
12781,22,8,14
12782,22,8,14
12783,112,77,35
12784,85,59,26
12785,85,59,26
12786,85,59,26
12787,32,21,11
12788,32,21,11
12789,85,59,26
12790,85,59,26
12791,3,3,0
12792,3,3,0
12793,196,146,50
12794,6,1,5
12795,189,141,48
12798,196,146,50
12799,112,77,35
12800,112,77,35
12801,15,15,0
12802,80,63,17
12804,34,32,2
12805,18,17,1
12806,2,0,2
12807,18,17,1
12808,20,18,2
12811,20,18,2
12812,52,52,0
12813,34,32,2
12814,52,52,0
12815,52,52,0
12816,52,52,0
12817,52,52,0
12818,52,52,0
12819,52,52,0
12820,52,52,0
12821,52,52,0
12822,80,63,17
12823,80,63,17
12824,82,67,15
12825,82,67,15
12826,28,24,4
12827,82,67,15
12828,82,67,15
12831,18,17,1
12832,18,17,1
12833,13,13,0
12834,28,24,4
12836,28,24,4
12837,23,23,0
12840,2,0,2
12841,23,23,0
12842,23,23,0
12843,23,23,0
12844,23,23,0
12845,23,23,0
12846,23,23,0
12847,8,4,4
12848,8,4,4
12849,2,0,2
12852,2,0,2
12863,6,1,5
12864,196,146,50
12865,2,0,2
12872,55,31,24
12873,55,31,24
12874,55,31,24
12875,55,31,24
12878,1,0,1
12879,1,0,1
12880,16,3,13
12882,2,0,2
12890,2,0,2
12900,4,0,4
12901,28,15,13
12902,28,15,13
12903,28,15,13
12904,28,15,13
12905,3,1,2
12906,3,1,2
12907,7,7,0
12908,14,13,1
12909,14,13,1
12910,4,4,0
12911,4,2,2
12913,7,7,0
12914,4,1,3
12917,8,2,6
12919,10,8,2
12921,10,8,2
12922,161,132,29
12923,10,6,4
12924,10,6,4
12926,10,6,4
12927,12,7,5
12929,13,2,11
12930,13,2,11
12931,20,9,11
12932,20,9,11
12933,20,9,11
12934,20,9,11
12935,20,9,11
12936,5,5,0
12937,5,5,0
12938,10,6,4
12939,4,1,3
12940,4,1,3
12941,11,7,4
12942,15,9,6
12944,11,7,4
12945,1,0,1
12946,1,0,1
12947,1,0,1
12948,1,0,1
12950,46,41,5
12951,161,132,29
12953,8,4,4
12954,8,4,4
12955,5,4,1
12956,5,4,1
12957,5,4,1
12958,5,4,1
12959,59,45,14
12960,16,14,2
12961,16,14,2
12962,16,14,2
12963,16,14,2
12967,161,132,29
12968,41,32,9
12969,4,3,1
12970,4,3,1
12972,52,47,5
12973,52,47,5
12974,52,47,5
12977,52,47,5
12980,44,37,7
12981,44,37,7
12982,7,2,5
12983,7,2,5
12984,44,37,7
12985,5,4,1
12986,59,32,27
12987,59,32,27
12990,42,35,7
12991,42,35,7
12994,59,32,27
12995,48,42,6
12996,4,4,0
12997,4,4,0
12998,10,10,0
12999,10,10,0
13000,10,10,0
13001,4,4,0
13002,4,4,0
13009,59,32,27
13010,59,32,27
13012,13,13,0
13013,13,13,0
13014,48,42,6
13015,22,12,10
13016,61,49,12
13018,61,49,12
13023,48,42,6
13024,48,42,6
13025,48,42,6
13026,48,42,6
13027,48,42,6
13028,48,42,6
13029,48,42,6
