idx,degree
6576,4
6577,3
6581,3
6584,8
6585,5
6586,5
6587,2
6588,1
6594,2
6595,5
6596,1
6597,10
6599,1
6601,8
6605,6
6606,6
6607,2
6610,1
6611,11
6612,3
6613,1
6616,2
6620,6
6621,1
6624,1
6625,1
6628,3
6630,2
6631,2
6632,1
6633,1
6635,1
6639,1
6640,1
6641,1
6643,2
6644,13
6650,9
6653,9
6657,1
6661,1
6665,1
6671,2
6690,8
6695,10
6696,2
6699,11
6700,2
6708,2
6718,10
6719,8
6731,3
6732,8
6736,4
6737,1
6739,1
6741,2
6743,1
6746,2
6747,1
6748,1
6749,2
6750,1
6755,1
6759,5
6761,5
6775,3
6777,8
6778,8
6779,1
6780,3
6782,6
6790,5
6791,8
6792,1
6798,1
6799,5
6802,2
6807,1
6809,6
6812,2
6820,5
6821,1
6822,5
6823,1
6824,3
6826,1
6828,1
6829,1
6830,1
6831,1
6833,1
6836,3
6841,5
6842,1
6846,4
6850,6
6852,1
6853,3
6854,1
6855,5
6857,5
6860,2
6861,1
6866,5
6870,6
6873,3
6879,1
6880,1
6884,4
6885,3
6889,8
6891,2
6896,2
6898,9
6899,9
6900,1
6903,2
6904,7
6905,5
6906,1
6910,3
6913,1
6918,3
6919,6
6920,9
6922,4
6923,3
6926,7
6933,10
6935,8
6936,3
6937,7
6938,8
6940,3
6941,8
6943,9
6944,1
6945,3
6949,6
6950,1
6953,1
6954,1
6955,2
6958,1
6960,1
6969,1
6970,1
6971,9
6975,2
6976,1
6977,2
6978,2
6979,2
6981,7
6993,4
6994,8
6995,8
6997,3
6999,2
7000,1
7002,1
7008,1
7017,1
7018,8
7019,7
7023,2
7030,2
7031,5
7034,6
7035,3
7036,6
7037,8
7038,1
7040,7
7041,1
7042,12
7043,8
7045,1
7046,1
7048,3
7050,1
7054,1
7055,3
7063,4
7066,1
7071,1
7074,1
7075,1
7080,1
7085,2
7086,2
7091,1
7092,5
7093,2
7094,1
7096,1
7098,3
7100,1
7101,1
7116,1
7117,1
7118,1
7121,1
7122,1
7134,3
7138,1
7141,7
7143,1
7144,1
7145,3
7146,2
7148,2
7150,1
7151,1
7153,1
7154,1
7155,1
7156,4
7158,1
7160,3
7161,5
7162,3
7167,5
7171,6
7172,3
7173,4
7174,3
7175,3
7176,3
7178,1
7179,3
7184,1
7185,2
7186,5
7187,1
7188,3
7195,2
7196,2
7198,1
7200,3
7201,2
7202,1
7203,5
7204,4
7205,6
7206,5
7207,2
7209,3
7210,2
7211,1
7215,1
7216,2
7218,4
7219,3
7220,1
7221,7
7224,3
7229,1
7233,2
7234,5
7237,4
7239,3
7240,4
7241,4
7244,1
7247,1
7248,5
7249,6
7250,8
7251,4
7252,8
7253,12
7254,9
7255,7
7256,7
7257,4
7260,7
7261,3
7263,5
7265,2
7268,1
7269,1
7270,4
7271,1
7274,4
7279,4
7282,8
7283,2
7285,6
7287,7
7288,2
7289,1
7292,2
7293,3
7294,3
7298,9
7299,4
7304,4
7305,6
7310,4
7311,3
7313,1
7315,2
7317,6
7318,1
7321,2
7326,2
7327,5
7328,12
7330,2
7332,10
7338,3
7339,11
7340,13
7341,1
7343,7
7345,2
7349,2
7356,1
7357,1
7358,4
7359,2
7363,12
7364,6
7366,1
7367,1
7368,3
7369,1
7370,8
7371,12
7375,1
7379,12
7380,2
7387,1
7388,11
7390,1
7391,8
7393,12
7395,1
7396,9
7398,9
7399,7
7400,11
7402,11
7408,7
7410,8
7411,2
7413,9
7414,1
7415,10
7416,1
7417,8
7419,8
7421,4
7422,9
7423,1
7424,1
7426,9
7427,5
7429,2
7430,2
7432,11
7433,1
7435,10
7436,10
7437,2
7438,1
7439,2
7440,1
7441,4
7443,7
7445,7
7446,10
7449,11
7450,1
7451,1
7452,6
7454,1
7455,2
7461,8
7462,6
7463,9
7465,9
7466,5
7467,6
7468,5
7469,1
7471,2
7472,7
7474,4
7483,3
7488,3
7489,2
7490,2
7493,3
7495,1
7496,3
7499,1
7500,4
7502,4
7504,8
7506,7
7507,4
7508,4
7512,6
7513,3
7514,1
7515,6
7518,3
7519,1
7520,4
7521,1
7522,3
7524,1
7525,7
7526,3
7527,1
7528,5
7529,6
7530,1
7531,6
7536,5
7543,1
7544,8
7555,1
7556,1
7557,2
7559,13
7560,3
7564,13
7570,2
7571,12
7574,3
7576,5
7577,6
7581,4
7582,4
7583,1
7585,4
7586,12
7591,4
7593,1
7596,1
7600,1
7602,3
7603,1
7604,12
7605,1
7606,3
7607,12
7611,4
7613,1
7616,4
7621,3
7630,2
7631,14
7632,6
7634,5
7637,5
7638,2
7639,1
7640,13
7646,2
7647,1
7648,1
7651,8
7654,1
7656,4
7657,2
7658,7
7661,6
7663,1
7664,1
7668,8
7671,3
7673,1
7674,3
7675,6
7676,9
7679,12
7680,11
7682,2
7683,3
7685,2
7686,1
7687,13
7688,11
7691,5
7693,3
7695,1
7696,1
7697,2
7698,3
7699,1
7704,10
7705,5
7706,3
7707,2
7709,11
7713,6
7714,2
7715,2
7716,15
7717,8
7723,2
7724,6
7725,6
7726,6
7727,10
7728,8
7729,1
7732,7
7733,2
7734,6
7736,4
7737,6
7738,6
7740,1
7742,6
7744,1
7751,1
7755,6
7758,6
7760,2
7761,1
7764,2
7765,7
7766,1
7768,1
7770,1
7771,7
7772,1
7778,1
7779,12
7788,6
7789,7
7790,1
7792,1
7793,8
7795,6
7797,8
7808,3
7810,8
7811,3
7814,2
7816,8
7819,15
7823,7
7826,1
7827,1
7837,1
7852,1
7853,1
7854,1
7859,7
7866,2
7867,2
7868,2
7876,1
7878,1
7881,9
7883,10
7885,1
7886,6
7891,13
7900,5
7902,10
7904,3
7905,9
7907,1
7908,1
7909,1
7914,1
7915,3
7917,9
7921,5
7923,9
7924,9
7932,11
7933,9
7935,6
7936,1
7937,5
7940,6
7941,6
7942,2
7943,6
7944,2
7945,4
7948,6
7949,3
7950,5
7952,14
7953,3
7956,1
7957,3
7959,9
7962,3
7963,3
7964,5
7968,4
7971,7
7972,1
7976,1
7977,1
7979,1
7980,1
7988,8
7990,4
7992,1
7998,2
8002,6
8003,2
8004,3
8005,1
8008,5
8010,5
8013,5
8014,7
8019,1
8020,1
8021,5
8033,2
8036,2
8042,7
8055,1
8056,5
8062,3
8064,2
8065,1
8066,1
8073,7
8074,3
8075,1
8076,9
8081,2
8085,9
8090,2
8091,9
8092,9
8093,2
8096,3
8098,10
8100,10
8101,2
8102,1
8112,3
8122,1
8123,1
8124,1
8125,2
8126,12
8127,4
8129,10
8131,1
8132,4
8133,2
8134,4
8137,2
8138,7
8141,8
8142,8
8143,2
8145,9
8146,4
8147,1
8148,1
8149,2
8151,3
8152,10
8153,10
8155,2
8217,5
8229,1
8230,7
8231,1
8232,2
8237,1
8244,2
8251,2
8256,8
8257,1
8269,1
8270,8
8271,1
8273,1
8292,3
8294,1
8298,1
8310,1
8311,1
8313,1
8317,1
8324,1
8325,1
8330,1
8338,1
