idx,name,ortho,phono
10109,10109,loom,lum
10110,10110,loon,lun
10111,10111,looney,luni
10112,10112,loop,lup
10113,10113,loose,lus
10114,10114,loosen,lusN
10115,10115,loot,lut
10116,10116,lop,lap
10119,10119,lord,lord
10120,10120,lore,lor
10122,10122,lorn,lorn
10123,10123,lorry,lcri
10124,10124,lose,luz
10126,10126,loss,lcs
10127,10127,lost,lcst
10128,10128,lot,lat
10129,10129,lotion,loS|n
10130,10130,lotos,lot|s
10131,10131,lottery,latXi
10132,10132,loud,lWd
10133,10133,lounge,lWnJ
10134,10134,lour,lWr
10135,10135,louse,lWs
10136,10136,lousy,lWzi
10137,10137,lout,lWt
10138,10138,louvre,luvX
10139,10139,lovable,l^vxbL
10140,10140,love,l^v
10141,10141,loving,l^vIG
10143,10143,lower,loX
10146,10146,lox,laks
10147,10147,loyal,lOL
10149,10149,luau,luW
10150,10150,lubber,l^bX
10155,10155,lucent,lusNt
10161,10161,luck,l^k
10162,10162,lucky,l^ki
10164,10164,lucre,lukX
10167,10167,luff,l^f
10168,10168,lug,l^g
10172,10172,lull,l^l
10175,10175,lumber,l^mbX
10181,10181,lump,l^mp
10184,10184,lunch,l^nC
10185,10185,luncheon,l^nC|n
10189,10189,lung,l^G
10190,10190,lunge,l^nJ
10191,10191,lupine,lupxn
10192,10192,lurch,lRC
10193,10193,lure,lUr
10195,10195,lurk,lRk
10197,10197,lush,l^S
10198,10198,lust,l^st
10200,10200,lustre,l^stX
10201,10201,lusty,l^sti
10207,10207,lying,lYIG
10208,10208,lymph,lImf
10209,10209,lymphatic,lImf@tIk
10210,10210,lynch,lInC
10211,10211,lyre,lYr
10212,10212,lyric,lIrxk
10213,10213,m,Em
10214,10214,ma,ma
10219,10219,macaw,mxkc
10220,10220,mace,mes
10221,10221,macerate,m@sxret
10232,10232,macrocosm,m@krxkazM
10233,10233,macron,mekran
10235,10235,mad,m@d
10236,10236,madam,m@dM
10239,10239,madden,m@dN
10240,10240,madder,m@dX
10241,10241,madding,m@dIG
10242,10242,made,med
10244,10244,mademoiselle,m@dxmwxzEl
10254,10254,maggot,m@g|t
10264,10264,magnate,m@gnet
10266,10266,magnet,m@gn|t
10275,10275,magnifier,m@gnxfYX
10276,10276,magnify,m@gnxfY
10288,10288,mail,mel
10289,10289,mailed,meld
10290,10290,maim,mem
10291,10291,main,men
10296,10296,maize,mez
10300,10300,major,meJX
10304,10304,make,mek
10310,10310,malady,m@lxdi
10317,10317,Malay,mxle
10319,10319,malediction,m@lxdIkS|n
10329,10329,malice,m@lxs
10330,10330,malicious,mxlIS|s
10331,10331,malign,mxlYn
10335,10335,mall,mcl
10339,10339,mallet,m@l|t
10340,10340,mallow,m@lo
10346,10346,malt,mclt
10348,10348,mama,mamx
10349,10349,mambo,mambo
10350,10350,mammal,m@mL
10352,10352,mammary,m@mXi
10353,10353,mammon,m@mxn
10354,10354,mammoth,m@mxT
10355,10355,man,m@n
10356,10356,manacle,m@nIkL
10357,10357,manage,m@nIJ
10361,10361,manager,m@nIJX
10376,10376,manful,m@nfL
10378,10378,mange,menJ
10379,10379,manger,menJX
10380,10380,mangle,m@GgL
10381,10381,mango,m@Ggo
10383,10383,mangy,menJi
10384,10384,manhandle,m@nh@ndL
10393,10393,manifest,m@nxfEst
10395,10395,manifesto,m@nxfEsto
10402,10402,manna,m@nx
10403,10403,manned,m@nd
10404,10404,mannequin,m@nIk|n
10405,10405,manner,m@nX
10406,10406,mannikin,m@nIkxn
10407,10407,mannish,m@nIS
10408,10408,manorial,mxnoriL
10410,10410,manse,m@ns
10412,10412,mansion,m@nC|n
10415,10415,manta,m@ntx
10416,10416,manteau,m@nto
10417,10417,mantel,m@ntL
10422,10422,manual,m@nyuL
10426,10426,manure,mxnUr
10428,10428,Manx,m@Gks
10429,10429,many,mEni
10431,10431,Maori,mWri
10432,10432,map,m@p
10433,10433,maple,mepL
10434,10434,mar,mar
10438,10438,marble,marbL
10440,10440,march,marC
10442,10442,mare,mEr
10443,10443,margarine,marJXxn
10444,10444,marge,marJ
10445,10445,margent,marJ|nt
10446,10446,margin,marJ|n
10451,10451,marina,mXinx
10453,10453,marine,mXin
10458,10458,marjoram,marJXxm
10459,10459,mark,mark
10461,10461,marked,markt
10463,10463,market,mark|t
10464,10464,markka,marka
10467,10467,marl,marl
10468,10468,marlin,marl|n
10471,10471,marmoreal,marmoriL
10474,10474,maroon,mXun
10476,10476,marquee,marki
10478,10478,marquetry,markxtri
10479,10479,marquise,markiz
10481,10481,marriage,m@rIJ
10482,10482,marrow,m@ro
10483,10483,marry,m@ri
10484,10484,Mars,marz
10485,10485,marsh,marS
10486,10486,marshal,marSL
10489,10489,mart,mart
10490,10490,marten,martN
10491,10491,Martian,marS|n
10495,10495,martyr,martX
10496,10496,marvel,marvL
10500,10500,mascara,m@sk@rx
10504,10504,mash,m@S
10505,10505,mask,m@sk
10507,10507,mason,mesN
10511,10511,mass,m@s
10513,10513,massage,mxsaZ
10517,10517,massive,m@sIv
10518,10518,mast,m@st
10519,10519,master,m@stX
10523,10523,mastery,m@stXi
10532,10532,mat,m@t
10534,10534,match,m@C
10536,10536,mate,met
10537,10537,material,mxtIriL
10542,10542,maternal,mxtRnL
10543,10543,maternity,mxtRn|ti
10544,10544,math,m@T
10547,10547,matinee,m@tNe
10548,10548,matins,m@tNz
10549,10549,matriarch,metriark
10550,10550,matriarchal,metriarkL
10551,10551,matriarchy,metriarki
10554,10554,matrimonial,m@trxmoniL
10555,10555,matrimony,m@trxmoni
10557,10557,matron,metrxn
10558,10558,matter,m@tX
10559,10559,matting,m@tIG
10562,10562,maturate,m@Cxret
10563,10563,maturation,m@CXeS|n
10564,10564,mature,mxCUr
10568,10568,maunder,mcndX
10570,10570,mauve,mov
10573,10573,maw,mc
10576,10576,maxim,m@ksxm
10577,10577,maximal,m@ksxmL
10579,10579,may,me
10580,10580,maya,mayx
10581,10581,mayapple,me@pL
10582,10582,maybe,mebi
10586,10586,mayor,meX
10589,10589,mazy,mezi
10590,10590,McCoy,mxkO
10591,10591,me,mi
10592,10592,mead,mid
10593,10593,meadow,mEdo
10595,10595,meadowy,mEdoi
10596,10596,meagre,migX
10597,10597,meal,mil
10598,10598,mealtime,miltYm
10600,10600,mean,min
10602,10602,meaning,minIG
10603,10603,meant,mEnt
10604,10604,meantime,mintYm
10605,10605,measles,mizLz
10606,10606,measly,mizLi
10607,10607,measurable,mEZXxbL
10610,10610,meat,mit
10611,10611,mecca,mEkx
10617,10617,medal,mEdL
10619,10619,meddler,mEdlX
10622,10622,medial,midiL
10623,10623,median,midixn
10624,10624,mediate,midiet
10626,10626,mediator,midietX
10627,10627,medic,mEdIk
10634,10634,medico,mEdIko
10639,10639,medium,midixm
10640,10640,medley,mEdli
10642,10642,meek,mik
10644,10644,meeting,mitIG
10652,10652,meld,mEld
10653,10653,melee,mele
10658,10658,mellow,mElo
10659,10659,melodeon,mxlodixn
10660,10660,melodic,mxladIk
10661,10661,melodious,mxlodixs
10664,10664,melody,mElxdi
10665,10665,melon,mEl|n
10666,10666,melt,mElt
10667,10667,member,mEmbX
10670,10670,memo,mEmo
10673,10673,memorable,mEmXxbL
10675,10675,memorial,mxmoriL
10676,10676,memorize,mEmXYz
10677,10677,memory,mEmXi
10678,10678,men,mEn
10679,10679,menace,mEn|s
10680,10680,menage,mxnaZ
10682,10682,mend,mEnd
10686,10686,menial,miniL
10695,10695,mental,mEntL
10698,10698,mention,mEnC|n
10699,10699,mentor,mEntor
10700,10700,menu,mEnyu
10701,10701,meow,miW
10707,10707,mercer,mRsX
10712,10712,mercy,mRsi
10713,10713,mere,mIr
10715,10715,merge,mRJ
10716,10716,merger,mRJX
10720,10720,merit,mEr|t
10724,10724,merry,mEri
10725,10725,mesa,mesx
10727,10727,mesdemoiselles,medxmwxzEl
10728,10728,mesh,mES
10731,10731,mesmerize,mEzmXYz
10732,10732,mesquite,mxskit
10733,10733,mess,mEs
10741,10741,met,mEt
10745,10745,metal,mEtL
10746,10746,metallic,mxt@lIk
10760,10760,meteor,mitiX
10764,10764,meter,mitX
10777,10777,mew,myu
10778,10778,mews,myuz
10782,10782,mica,mYkx
10783,10783,mice,mYs
10787,10787,microcosm,mYkrxkazM
10789,10789,micron,mYkran
10794,10794,mid,mId
10795,10795,midday,mIde
10796,10796,midden,mIdN
10797,10797,middle,mIdL
10800,10800,middling,mIdlIG
10801,10801,middy,mIdi
10802,10802,midge,mIJ
10803,10803,midget,mIJ|t
10805,10805,midst,mIdst
10809,10809,miff,mIf
10810,10810,might,mYt
10811,10811,mighty,mYti
10818,10818,mike,mYk
10819,10819,mil,mIl
10820,10820,milch,mIlk
10821,10821,mild,mYld
10823,10823,mile,mYl
10824,10824,mileage,mYlIJ
10839,10839,millet,mIl|t
10845,10845,milling,mIlIG
10850,10850,mime,mYm
10852,10852,mimetic,mxmEtIk
10853,10853,mimic,mImIk
10857,10857,mince,mIns
10859,10859,mind,mYnd
10860,10860,mine,mYn
10862,10862,miner,mYnX
10867,10867,mingle,mIGgL
10872,10872,minion,mInyxn
10874,10874,minister,mIn|stX
10879,10879,mink,mIGk
10881,10881,minnow,mIno
10883,10883,minster,mInstX
10884,10884,minstrel,mInstrL
10885,10885,mint,mInt
10888,10888,minus,mYn|s
10889,10889,minute,mIn|t
10892,10892,minx,mIGks
10895,10895,mirage,mXaZ
10896,10896,mire,mYr
10897,10897,mirror,mIrX
10898,10898,mirth,mRT
10920,10920,miscible,mIsxbL
10924,10924,miscount,mIskWnt
10930,10930,miser,mYzX
10944,10944,mislike,mIslYk
10953,10953,miss,mIs
10954,10954,missal,mIsL
10955,10955,missend,mIsEnd
10957,10957,missing,mIsIG
10958,10958,mission,mIS|n
10959,10959,missive,mIsIv
10960,10960,misspell,mIspEl
10961,10961,mist,mIst
10964,10964,mister,mIstX
10966,10966,mistral,mIstrL
10970,10970,misty,mIsti
10973,10973,mitigate,mIt|get
10974,10974,mitigation,mIt|geS|n
10976,10976,mitre,mYtX
10977,10977,mitt,mIt
10978,10978,mitten,mItN
10979,10979,mix,mIks
10980,10980,mixture,mIksCX
10981,10981,mizen,mIzN
10983,10983,moan,mon
10984,10984,moat,mot
10985,10985,mob,mab
10986,10986,mobile,mobL
10988,10988,mobilize,mobxlYz
10989,10989,mobilizer,mobxlYzX
10990,10990,mobster,mabstX
10992,10992,mock,mak
10993,10993,modal,modL
10994,10994,mode,mod
10995,10995,model,madL
10996,10996,moderate,madXet
10998,10998,moderator,madXetX
11001,11001,modernity,mxdRn|ti
11005,11005,modest,mad|st
11007,11007,modification,madxfxkeS|n
11008,11008,modifier,madxfYX
11009,11009,modify,madxfY
11012,11012,modular,maJUlX
11013,11013,modulate,maJxlet
11015,11015,modulator,maJxletX
11016,11016,module,maJul
11017,11017,mogul,mogL
11020,11020,moil,mOl
11021,11021,moire,mware
11022,11022,moist,mOst
11023,11023,moisten,mOsN
11025,11025,molar,molX
11027,11027,mold,mold
11029,11029,molder,moldX
11031,11031,mole,mol
11035,11035,molest,mxlEst
11037,11037,molester,mxlEstX
11038,11038,moll,mal
11039,11039,mollification,malxfxkeS|n
11040,11040,mollify,malxfY
11043,11043,molt,molt
11044,11044,molten,moltN
11045,11045,moly,moli
11053,11053,monarch,manXk
11056,11056,monarchy,manXki
11058,11058,monastery,man|stEri
11062,11062,Monday,m^nde
11063,11063,monetary,man|tEri
11064,11064,money,m^ni
11066,11066,monger,m^GgX
11067,11067,Mongol,maGgL
11072,11072,monitor,man|tX
11073,11073,monitory,man|tori
11074,11074,monk,m^Gk
11075,11075,monkey,m^Gki
11078,11078,monocle,manIkL
11079,11079,monodic,mxnadIk
11087,11087,monologist,mxnalxJ|st
11105,11105,monster,manstX
11106,11106,monstrance,manstrxns
11108,11108,monstrous,manstrxs
11110,11110,month,m^nT
11113,11113,moo,mu
11114,11114,mood,mud
11115,11115,moody,mudi
11116,11116,moon,mun
11117,11117,moor,mor
11118,11118,mooring,mUrIG
11120,11120,moose,mus
11121,11121,moot,mut
11122,11122,mop,map
11123,11123,mope,mop
11125,11125,moraine,mXen
11126,11126,moral,mcrL
11127,11127,morale,mX@l
11132,11132,moralize,mcrxlYz
11133,11133,moralizer,mcrxlYzX
11134,11134,morass,mX@s
11142,11142,morgue,morg
11145,11145,Mormon,mormxn
11146,11146,morn,morn
11150,11150,moron,moran
11152,11152,morose,mXos
11153,11153,morpheme,morfim
11155,11155,morphia,morfix
11156,11156,morphine,morfin
11161,11161,morrow,maro
11162,11162,morsel,morsL
11163,11163,mortal,mortL
11164,11164,mortality,mort@l|ti
11165,11165,mortally,mortLi
11166,11166,mortar,mortX
11167,11167,mortgage,morgIJ
11168,11168,mortgagee,morgIJi
11170,11170,mortice,mort|s
11172,11172,mortification,mort|fxkeS|n
11173,11173,mortify,mort|fY
11176,11176,mosey,mozi
11177,11177,Moslem,mazlxm
11178,11178,mosque,mask
11179,11179,mosquito,mxskito
11180,11180,moss,mcs
11181,11181,most,most
11182,11182,mot,mo
11183,11183,motel,motEl
11184,11184,motet,motEt
11185,11185,moth,mcT
11186,11186,mother,m^DX
11189,11189,motile,motL
11191,11191,motion,moS|n
11194,11194,motive,motIv
11196,11196,motor,motX
11199,11199,mottle,matL
11200,11200,motto,mato
11201,11201,mound,mWnd
11202,11202,mount,mWnt
11203,11203,mountain,mWntN
11208,11208,mouse,mWs
11209,11209,mouser,mWzX
11210,11210,mousey,mWsi
11211,11211,moustache,m^st@S
11212,11212,mouth,mWT
11215,11215,move,muv
11216,11216,mover,muvX
11217,11217,movie,muvi
11218,11218,mow,mW
11219,11219,much,m^C
11222,11222,muck,m^k
11224,11224,mud,m^d
11225,11225,muddle,m^dL
11230,11230,muff,m^f
11231,11231,muffin,m^fxn
11232,11232,muffle,m^fL
11234,11234,mufti,m^fti
11235,11235,mug,m^g
11236,11236,muggy,m^gi
11242,11242,mulch,m^lC
11243,11243,mulct,m^lkt
11244,11244,mule,myul
11247,11247,mull,m^l
11248,11248,mullein,m^lxn
11249,11249,mullet,m^l|t
11252,11252,mullion,m^lyxn
11262,11262,mum,m^m
11263,11263,mumble,m^mbL
11264,11264,mummer,m^mX
11267,11267,mummy,m^mi
11268,11268,mumps,m^mps
11269,11269,munch,m^nC
11270,11270,mundane,m^nden
11274,11274,munition,myUnIS|n
11276,11276,murder,mRdX
11277,11277,murk,mRk
11278,11278,murmur,mRmX
11281,11281,muscle,m^sL
11287,11287,mush,m^S
11290,11290,musician,myUzIS|n
11292,11292,musk,m^sk
11299,11299,Muslim,m^zlxm
11301,11301,muss,m^s
11303,11303,must,m^st
11304,11304,mustang,m^st@G
11305,11305,mustard,m^stXd
11306,11306,muster,m^stX
11307,11307,musty,m^sti
11308,11308,mutability,myutxbIl|ti
11309,11309,mutable,myutxbL
11314,11314,mute,myut
11315,11315,mutilate,myutxlet
11317,11317,mutilator,myutxletX
11321,11321,mutt,m^t
11322,11322,mutter,m^tX
11323,11323,mutton,m^tN
11326,11326,muzzle,m^zL
11327,11327,my,mY
11328,11328,mycological,mYkxlaJIkL
11329,11329,mycologist,mYkalxJ|st
11330,11330,mycology,mYkalxJi
11331,11331,mynah,mYnx
11333,11333,myriad,mIri|d
11335,11335,myrrh,mR
11336,11336,myrtle,mRtL
11337,11337,myself,mYsElf
11339,11339,mystery,mIstXi
11340,11340,mystic,mIstIk
11341,11341,mystical,mIstIkL
11345,11345,mystique,mIstik
11346,11346,myth,mIT
11350,11350,n,En
11351,11351,nab,n@b
11352,11352,nabob,nebab
11354,11354,nacre,nekX
11356,11356,nag,n@g
11358,11358,naif,naif
11359,11359,nail,nel
11361,11361,naive,naiv
11362,11362,naivete,naivxte
11363,11363,naivety,naivxti
11365,11365,name,nem
11368,11368,nap,n@p
11370,11370,nape,nep
11381,11381,nard,nard
11382,11382,nares,n@riz
11383,11383,naris,n@rxs
11384,11384,narrate,n@ret
11385,11385,narration,nEreS|n
11387,11387,narrator,n@retX
11388,11388,narrow,n@ro
11391,11391,nasal,nezL
11395,11395,nasty,n@sti
11396,11396,natal,netL
11398,11398,natatorial,netxtoriL
11400,11400,natatory,netxtori
11401,11401,nation,neS|n
11409,11409,native,netIv
11411,11411,natty,n@ti
11412,11412,natural,n@CXL
11416,11416,naturally,n@CXLi
11417,11417,nature,neCX
11418,11418,naught,nct
11421,11421,nautch,ncC
11425,11425,naval,nevL
11428,11428,navigate,n@vxget
11430,11430,navigator,n@vxgetX
11431,11431,navy,nevi
11432,11432,nay,ne
11436,11436,neap,nip
11437,11437,near,nIr
11438,11438,nearby,nIrbY
11440,11440,neat,nit
11441,11441,neath,niT
11443,11443,neb,nEb
11444,11444,nebula,nEbyUlx
11446,11446,nebulous,nEbyUlxs
11447,11447,necessarily,nEs|sErxli
11452,11452,neck,nEk
11455,11455,necklace,nEklxs
11458,11458,necropolis,nxkrapLxs
11460,11460,nectar,nEktX
11462,11462,needle,nidL
11465,11465,needs,nidz
11466,11466,needy,nidi
11469,11469,negation,nIgeS|n
11479,11479,negus,nigxs
11480,11480,neighbor,nebX
11482,11482,neither,niDX
11488,11488,neon,nian
11500,11500,Neptunian,nEptunixn
11501,11501,neptunium,nEptunixm
11503,11503,nerve,nRv
11504,11504,nervous,nRvxs
11505,11505,nest,nEst
11506,11506,nestle,nEsL
11507,11507,nestling,nEslIG
11508,11508,net,nEt
11509,11509,nether,nEDX
11511,11511,nettle,nEtL
11513,11513,neural,nUrL
11523,11523,neuter,nutX
11530,11530,never,nEvX
11533,11533,nevus,nivxs
11534,11534,newel,nuL
11537,11537,newly,nuli
11539,11539,news,nuz
11541,11541,newsy,nuzi
11542,11542,newt,nut
11543,11543,next,nEkst
11546,11546,nib,nIb
11547,11547,nibble,nIbL
11549,11549,niche,nIC
11550,11550,nick,nIk
11551,11551,nickel,nIkL
11553,11553,nicker,nIkX
11556,11556,niece,nis
11557,11557,nifty,nIfti
11561,11561,nigh,nY
11566,11566,nil,nIl
11567,11567,nimble,nImbL
11571,11571,nine,nYn
11573,11573,nineteen,nYntin
11574,11574,ninety,nYnti
11575,11575,ninny,nIni
11576,11576,ninth,nYnT
11578,11578,nip,nIp
11579,11579,nipper,nIpX
11580,11580,nipple,nIpL
11581,11581,nippy,nIpi
11583,11583,nisei,nise
11584,11584,niter,nYtX
11592,11592,nix,nIks
11595,11595,noble,nobL
11598,11598,nocturnal,naktRnL
11599,11599,nocturne,naktRn
11601,11601,nod,nad
11602,11602,noddle,nadL
11603,11603,noddy,nadi
11604,11604,node,nod
11605,11605,nodular,naJUlX
11606,11606,nodule,naJul
11608,11608,noel,noEl
11610,11610,noise,nOz
11612,11612,noisy,nOzi
11616,11616,nominal,namxnL
11618,11618,nomination,namxneS|n
11620,11620,nominee,namxni
11621,11621,nonage,nanIJ
11623,11623,nonce,nans
11632,11632,none,n^n
11634,11634,nones,nonz
11654,11654,noodle,nudL
11655,11655,nook,nUk
11656,11656,noon,nun
11658,11658,noose,nus
11659,11659,nor,nor
11661,11661,norm,norm
11662,11662,normal,normL
11663,11663,normality,norm@l|ti
11664,11664,normalize,normxlYz
11665,11665,normally,normLi
11666,11666,Norse,nors
11667,11667,north,norT
11674,11674,nose,noz
11678,11678,nostrum,nastrxm
11679,11679,nosy,nozi
11681,11681,notable,notxbL
11684,11684,notation,noteS|n
11685,11685,notch,naC
11686,11686,note,not
11687,11687,noted,not|d
11690,11690,notice,not|s
11693,11693,notion,noS|n
11699,11699,nougat,nug|t
11700,11700,noun,nWn
11703,11703,novel,navL
11710,11710,novice,navxs
11712,11712,now,nW
11717,11717,nozzle,nazL
11718,11718,nth,EnT
11719,11719,nuance,nuans
11720,11720,nub,n^b
11722,11722,nubble,n^bL
11726,11726,nude,nud
11727,11727,nudge,n^J
11728,11728,nudism,nudIzM
11729,11729,nudist,nud|st
11732,11732,nugget,n^g|t
11734,11734,null,n^l
11738,11738,numb,n^m
11739,11739,number,n^mbX
11740,11740,numbly,n^mli
11741,11741,numerable,numXxbL
11743,11743,numerate,numXet
11752,11752,nurse,nRs
11753,11753,nursery,nRsXi
11754,11754,nursling,nRslIG
11755,11755,nurture,nRCX
11756,11756,nut,n^t
11762,11762,nuts,n^ts
11764,11764,nutty,n^ti
11765,11765,nuzzle,n^zL
11766,11766,nylon,nYlan
11767,11767,nymph,nImf
11768,11768,o,o
11769,11769,oaf,of
11770,11770,oafish,ofIS
11771,11771,oak,ok
11772,11772,oaken,ok|n
11773,11773,oakum,okM
11774,11774,oar,or
11776,11776,oasis,oes|s
11777,11777,oat,ot
11778,11778,oath,oT
11785,11785,obese,obis
11786,11786,obey,obe
11789,11789,obi,obi
11790,11790,obit,obIt
11792,11792,object,abJEkt
11798,11798,oblate,ablet
11799,11799,oblation,xbleS|n
11804,11804,oblique,oblik
11805,11805,obliterate,xblItXet
11808,11808,obloquy,ablxkwi
11810,11810,oboe,obo
11815,11815,obsequy,absxkwi
11820,11820,obsess,xbsEs
11821,11821,obsession,absES|n
11831,11831,obtain,xbten
11839,11839,occasion,xkeZ|n
11840,11840,occasional,xkeZ|nL
11841,11841,occidental,aksxdEntL
11842,11842,occlude,xklud
11843,11843,occult,xk^lt
11847,11847,occur,xkR
11849,11849,ocean,oS|n
11852,11852,ocelot,asxlat
11853,11853,ochre,okX
11856,11856,octave,aktIv
11864,11864,ocular,akyUlX
11865,11865,odd,ad
11866,11866,oddity,ad|ti
11867,11867,odds,adz
11868,11868,ode,od
11869,11869,odious,odixs
11871,11871,odor,odX
11872,11872,odorous,odXxs
11873,11873,odyssey,ad|si
11874,11874,of,xv
11875,11875,off,cf
11877,11877,offend,xfEnd
11878,11878,offense,xfEns
11880,11880,offer,cfX
11881,11881,offering,cfXIG
11884,11884,office,cfxs
11885,11885,officer,cfxsX
11888,11888,officiate,xfISiet
11890,11890,offing,cfIG
11891,11891,offish,cfIS
11894,11894,oft,cft
11895,11895,often,cfxn
11896,11896,ogle,ogL
11897,11897,ogre,ogX
11898,11898,ohm,om
11899,11899,ohmic,omIk
11900,11900,oil,Ol
11902,11902,okay,oke
11904,11904,old,old
11905,11905,olden,old|n
11909,11909,oleo,olio
11914,11914,olive,alIv
11916,11916,omen,omxn
11918,11918,omit,omIt
11924,11924,once,w^ns
11925,11925,oncoming,cnk^mIG
11926,11926,one,w^n
11927,11927,oneness,w^n|s
11928,11928,onerous,onXxs
11931,11931,onion,^nyxn
11934,11934,onrush,cnr^S
11936,11936,onto,cntu
11937,11937,onus,on|s
11939,11939,onyx,anIks
11941,11941,ooze,uz
11942,11942,oozy,uzi
11943,11943,opal,opL
11946,11946,ope,op
11947,11947,open,opxn
11948,11948,opener,opxnX
11953,11953,operable,apXxbL
11961,11961,opiate,opixt
11962,11962,opine,opYn
11963,11963,opinion,xpInyxn
11964,11964,opium,opixm
11965,11965,opossum,xpasM
11968,11968,oppose,xpoz
11969,11969,opposite,apxz|t
11970,11970,opposition,apxzIS|n
11971,11971,oppress,xprEs
11972,11972,oppression,xprES|n
11974,11974,opt,apt
11975,11975,optic,aptIk
11976,11976,optical,aptIkL
11978,11978,optics,aptIks
11986,11986,opus,opxs
11987,11987,oracle,crxkL
11989,11989,oral,orL
11990,11990,orange,crInJ
11994,11994,orate,oret
11995,11995,oration,oreS|n
11998,11998,oratorio,crxtorio
11999,11999,oratory,crxtori
12000,12000,orb,orb
12011,12011,order,ordX
12019,12019,ordure,orJX
12031,12031,orgy,orJi
12032,12032,oriel,oriL
12042,12042,oriole,oriol
12048,12048,ornate,ornet
12054,12054,orris,cr|s
12062,12062,oscillate,asxlet
12063,12063,oscillation,asxleS|n
12064,12064,oscillator,asxletX
12069,12069,osier,oZX
12072,12072,osprey,aspri
12083,12083,other,^DX
12085,12085,otter,atX
12088,12088,ounce,Wns
12089,12089,ours,Wrz
12091,12091,oust,Wst
12092,12092,ouster,WstX
12093,12093,out,Wt
12106,12106,outdoor,Wtdor
12107,12107,outdoors,Wtdorz
12108,12108,outer,WtX
12111,12111,outfight,WtfYt
12112,12112,outfit,WtfIt
12117,12117,outgo,Wtgo
12119,12119,outgrow,Wtgro
12120,12120,outgrowth,WtgroT
12123,12123,outing,WtIG
12125,12125,outlaw,Wtlc
12126,12126,outlay,Wtle
12132,12132,outplay,Wtple
12138,12138,outre,utre
12140,12140,outrider,WtrYdX
12141,12141,outright,WtrYt
12145,12145,outside,WtsYd
12146,12146,outsider,WtsYdX
12147,12147,outsize,WtsYz
12156,12156,oval,ovL
12158,12158,ovary,ovXi
12159,12159,ovation,oveS|n
12160,12160,oven,^vxn
12161,12161,over,ovX
12164,12164,overall,ovXcl
12165,12165,overalls,ovXclz
12167,12167,overawe,ovXc
12168,12168,overboard,ovXbord
12178,12178,overgrow,ovXgro
12179,12179,overhand,ovXh@nd
12181,12181,overhaul,ovXhcl
12183,12183,overhear,ovXhIr
12186,12186,overland,ovXl@nd
12187,12187,overlap,ovXl@p
12188,12188,overlay,ovXle
12189,12189,overleap,ovXlip
12191,12191,overlord,ovXlord
12192,12192,overly,ovXli
12195,12195,overplay,ovXple
12197,12197,overseas,ovXsiz
12198,12198,overseer,ovXsIr
12200,12200,overshoe,ovXSu
12201,12201,overshoot,ovXSut
12202,12202,oversight,ovXsYt
12203,12203,oversize,ovXsYz
12204,12204,overt,ovRt
12206,12206,overthrow,ovXTro
12208,12208,overtone,ovXton
12212,12212,overturn,ovXtRn
12215,12215,ovoid,ovOd
12217,12217,ovum,ovM
12218,12218,owl,Wl
12219,12219,owlet,Wl|t
12221,12221,own,on
12223,12223,ox,aks
12225,12225,oxen,aks|n
12227,12227,oxidation,aksxdeS|n
12232,12232,oyster,OstX
12233,12233,ozone,ozon
12234,12234,p,pi
12235,12235,pa,pa
12237,12237,pace,pes
12238,12238,pacemaker,pesmekX
12239,12239,pacer,pesX
12242,12242,pacific,pxsIfIk
12244,12244,pacifier,p@sxfYX
12245,12245,pacify,p@sxfY
12246,12246,pack,p@k
12247,12247,package,p@kIJ
12248,12248,packer,p@kX
12249,12249,packet,p@k|t
12251,12251,pact,p@kt
12252,12252,pad,p@d
12253,12253,padding,p@dIG
12254,12254,paddle,p@dL
12255,12255,paddock,p@dxk
12256,12256,paddy,p@di
12259,12259,paean,pian
12261,12261,page,peJ
12266,12266,paid,ped
12267,12267,pail,pel
12268,12268,pain,pen
12270,12270,paint,pent
12271,12271,pair,pEr
12273,12273,pajamas,pxJamxz
12275,12275,pal,p@l
12276,12276,palace,p@lxs
12281,12281,palate,p@l|t
12292,12292,paling,pelIG
12295,12295,pall,pcl
12298,12298,pallet,p@lxt
12299,12299,palliate,p@liet
12300,12300,palliation,p@lieS|n
12302,12302,pallid,p@lxd
12303,12303,pallor,p@lX
12304,12304,palm,pam
12305,12305,palmate,p@lmet
12306,12306,palmer,pamX
12309,12309,palmy,pami
12312,12312,palpate,p@lpet
12313,12313,palpation,p@lpeS|n
12317,12317,palter,pcltX
12318,12318,pampa,p@mpx
12319,12319,pamper,p@mpX
12322,12322,pan,p@n
12331,12331,panda,p@ndx
12334,12334,pander,p@ndX
12337,12337,panel,p@nL
12338,12338,panelist,p@nLxst
12339,12339,pang,p@G
12340,12340,panhandle,p@nh@ndL
12341,12341,panic,p@nIk
12342,12342,panicle,p@nIkL
12344,12344,pannier,p@nyX
12345,12345,pannikin,p@nIkxn
12348,12348,pansy,p@nzi
12349,12349,pant,p@nt
12354,12354,panther,p@nTX
12357,12357,pantry,p@ntri
12358,12358,pants,p@ns
12359,12359,panty,p@nti
12360,12360,pap,p@p
12361,12361,papa,papx
12363,12363,papal,pepL
12365,12365,papaya,pxpYx
12366,12366,paper,pepX
12368,12368,papery,pepXi
12370,12370,papillary,p@pxlEri
12372,12372,papist,pep|st
12376,12376,par,par
12377,12377,para,parx
12378,12378,parable,p@rxbL
