idx,degree
8837,1
8839,1
8841,1
8842,1
8843,1
8844,2
8845,4
8846,1
8847,1
8848,1
8849,1
8857,1
8867,1
8871,1
8874,1
8875,1
8880,2
8892,1
8894,2
8896,1
8897,1
8907,1
8908,1
8916,1
8922,1
8929,1
8932,1
8934,1
8950,1
8953,1
8954,1
8955,1
8956,1
8981,1
8990,2
8991,1
8992,2
9033,1
9041,4
9042,3
9044,4
9046,2
9048,1
9082,1
9116,2
9117,2
9122,1
9124,1
9133,1
9154,1
9156,1
9161,1
9165,1
9167,2
9171,3
9172,1
9178,2
9179,13
9184,1
9186,8
9187,1
9188,1
9191,1
9192,1
9202,1
9203,1
9206,1
9207,1
9214,1
9215,1
9218,1
9220,1
9230,3
9236,2
9249,3
9252,14
9254,1
9255,8
9262,1
9264,2
9265,2
9266,3
9267,1
9268,1
9271,1
9272,1
9276,2
9280,1
9284,1
9286,1
9290,2
9291,2
9297,1
9298,1
