idx,degree
4576,3
4577,2
4578,1
4579,1
4582,1
4583,2
4584,4
4585,1
4589,1
4592,10
4594,4
4595,1
4597,3
4603,1
4606,1
4607,2
4610,3
4611,10
4614,2
4616,2
4618,2
4622,2
4629,29
4632,1
4633,1
4635,1
4637,4
4640,1
4642,1
4644,2
4645,1
4648,4
4653,1
4670,1
4673,1
4675,33
4678,2
4679,3
4681,4
4685,1
4686,1
4687,11
4688,1
4689,19
4690,5
4695,2
4698,1
4699,6
4701,1
4704,2
4707,1
4709,2
4713,1
4714,1
4719,2
4720,1
4721,2
4722,1
4723,1
4725,2
4733,1
4734,2
4736,2
4738,1
4739,1
4741,1
4744,1
4747,2
4748,2
4749,1
4750,1
4752,1
4753,2
4755,1
4756,2
4758,2
4760,1
4763,3
4766,1
4768,1
4769,1
4772,1
4773,2
4776,2
4778,1
4779,1
4781,1
4782,1
4788,1
4789,2
4790,1
4792,2
4803,1
4808,20
4817,3
4818,3
4821,5
4822,1
4823,2
4825,2
4826,3
4828,1
4831,34
4836,20
4844,1
4846,26
4848,1
4854,4
4856,1
4859,1
4860,6
4864,5
4865,19
4867,11
4868,6
4870,1
4872,1
4875,2
4877,1
4878,21
4880,1
4881,31
4882,1
4883,16
4884,1
4887,7
4888,1
4889,1
4891,1
4893,17
4894,1
4895,2
4901,19
4904,1
4910,31
4912,1
4913,21
4914,20
4920,8
4921,3
4922,32
4923,1
4924,30
4925,7
4927,4
4928,7
4931,5
4932,13
4934,11
4937,25
4944,12
4945,2
4947,22
4948,1
4950,10
4951,1
4953,16
4954,1
4955,15
4963,1
4970,1
4975,4
4976,1
4977,1
4983,1
4985,1
4987,1
4993,2
4995,1
4998,1
5005,12
5012,1
5018,1
5027,1
5028,1
5029,1
5032,2
5037,2
5047,2
5048,1
5060,1
5061,1
5063,1
5067,1
5074,1
5075,2
5081,5
5082,1
5085,1
5086,1
5089,1
5091,1
5092,1
5097,16
5098,9
5099,1
5100,10
5103,1
5107,17
5112,1
5113,4
5117,3
5122,1
5124,4
5126,5
5127,1
5128,1
5129,4
5131,22
5132,4
5142,3
5143,8
5144,1
5145,29
5146,16
5147,6
5148,8
5149,11
5155,6
5156,1
5157,1
5159,33
5160,16
5161,7
5162,1
5163,13
5165,11
5166,1
5167,10
5168,2
5169,25
5176,2
5178,2
5180,19
5183,1
5184,30
5185,1
5187,5
5189,7
5190,24
5192,13
5193,20
5194,5
5198,1
5199,7
5200,1
5201,12
5203,26
5204,1
5205,25
5206,5
5207,7
5211,1
5212,20
5213,11
5214,6
5215,13
5216,16
5219,5
5220,11
5221,12
5222,20
5228,4
5229,8
5230,12
5232,20
5233,2
5234,6
5236,7
5237,3
5238,1
5239,7
5243,13
5244,5
5245,10
5247,2
5251,8
5252,10
5253,1
5255,2
5256,6
5257,6
5258,9
5259,8
5261,14
5262,8
5263,7
5264,2
5265,3
5268,7
5269,1
5270,3
5272,3
5273,9
5275,1
5276,13
5277,3
5279,5
5280,12
5281,6
5282,9
5283,9
5284,3
5285,3
5286,3
5288,3
5289,3
5290,8
5291,11
5292,1
5294,12
5295,8
5296,9
5297,6
5300,2
5301,2
5302,11
5303,3
5304,9
5305,7
5306,2
5307,8
5308,6
5309,8
5311,10
5314,5
5315,12
5317,7
5318,14
5320,22
5321,1
5322,1
5323,3
5324,1
5326,4
5327,25
5328,4
5329,2
5331,18
5332,20
5333,1
5335,1
5336,3
5337,22
5339,16
5342,23
5343,1
5344,11
5345,9
5346,1
5347,29
5352,9
5353,13
5354,3
5355,3
5356,4
5358,27
5359,17
5361,1
5363,13
5364,10
5366,18
5376,1
5377,2
5378,9
5379,8
5381,15
5382,1
5385,6
5386,1
5387,1
5388,6
5389,3
5390,4
5391,1
5401,28
5402,14
5403,7
5404,8
5406,31
5407,19
5409,10
5411,15
5412,1
5413,1
5416,12
5417,2
5419,2
5420,19
5421,6
5422,8
5423,6
5424,1
5425,4
5427,24
5428,3
5429,7
5430,11
5433,1
5438,2
5458,5
5460,1
5461,15
5462,1
5468,1
5469,3
5474,6
5475,28
5476,14
5477,3
5478,3
5481,1
5484,4
5494,6
5496,1
5497,2
5498,4
5501,4
5503,3
5504,20
5505,1
5506,3
5507,1
5508,11
5510,2
5512,4
5513,2
5515,1
5516,1
5534,2
5536,1
5537,1
5539,1
5541,1
5542,1
5543,8
5545,3
5550,13
5553,5
5554,31
5555,1
5557,7
5560,2
5562,6
5564,1
5565,3
5566,3
5570,1
5582,3
5591,1
5594,1
5600,1
5601,4
5604,3
5607,2
5609,2
5610,1
5611,1
5613,4
5615,6
5618,4
5619,1
5624,1
5625,1
5628,3
5629,2
5630,2
5631,1
5633,1
5637,1
5642,1
5643,2
5644,1
5645,1
5648,3
5650,2
5653,1
5661,13
5670,2
5672,1
5673,1
5676,1
5679,1
5681,1
5685,2
5693,4
5696,1
5698,2
5699,1
5703,1
5705,1
5709,2
5711,2
5719,1
5720,1
5721,1
5723,1
5724,1
5725,1
5727,1
5732,1
5733,2
5734,1
5735,1
5736,1
5739,1
5745,1
5746,2
5747,1
5750,1
5751,3
5752,2
5755,2
5777,1
5779,1
5783,2
5784,1
5786,1
5787,1
5788,1
5790,2
5792,1
5794,1
5795,1
5796,1
5801,2
5807,1
5810,4
5812,5
5816,4
5817,2
5818,1
5819,2
5820,2
5821,1
5822,1
5823,1
5825,5
5827,7
5833,1
5835,1
5836,1
5843,1
5849,1
5853,1
5855,2
5856,1
5857,1
5858,4
5862,2
5863,8
5866,1
5868,1
5871,15
5872,2
5874,3
5882,1
5885,1
5887,1
5891,2
5902,1
5907,1
5909,1
5910,1
5917,1
5918,15
5919,2
5923,5
5926,6
5930,2
5936,6
5940,2
5941,2
5942,2
5943,3
5944,30
5945,6
5950,2
5952,1
5956,1
5958,1
5959,1
5960,1
5963,2
5964,1
5966,1
5971,2
6006,1
6008,2
6010,1
6013,1
6016,1
6018,2
6024,1
6034,2
6037,1
6043,1
6044,1
6045,3
6051,1
6053,3
6054,1
6062,1
6065,1
6066,2
6067,1
6071,1
6072,1
6073,1
6075,1
6079,2
6089,1
6091,1
6094,1
6098,1
6099,1
6131,2
6132,1
6133,1
6138,1
6139,13
6140,2
6141,15
6143,11
6149,21
6151,4
6153,3
6154,8
6156,1
6158,6
6159,4
6160,1
6161,2
6163,1
6165,19
6166,22
6167,14
6168,18
6169,2
6172,37
6173,27
6175,31
6176,7
6177,28
6178,14
6179,11
6180,22
6182,1
6184,26
6185,1
6187,2
6189,2
6190,12
6191,4
6198,7
6199,24
6200,2
6201,1
6202,1
6206,3
6209,21
6211,1
6212,2
6215,11
6220,18
6222,6
6225,1
6226,6
6227,1
6228,1
6229,1
6230,1
6231,4
6232,10
6235,1
6244,5
6246,15
6247,4
6248,1
6252,28
6253,7
6257,29
6258,1
6259,1
6260,6
6263,8
6264,7
6268,1
6269,10
6270,18
6271,1
6272,4
6274,30
6275,23
6277,31
6281,10
6282,24
6283,8
6284,2
6285,18
6286,1
6289,2
6294,20
6300,31
6301,2
6303,19
6305,30
6309,30
6310,4
6312,14
6315,12
6316,3
6318,1
6319,13
6325,3
6326,29
6327,10
6328,20
6331,8
6332,1
6333,1
6335,21
6337,2
6338,1
6339,1
6340,8
6341,6
6346,4
6347,6
6351,9
6352,1
6353,1
6355,6
6356,11
6358,7
6359,2
6362,4
6363,12
6364,10
6367,2
6368,12
6372,4
6373,8
6374,4
6375,1
6376,6
6379,2
6381,29
6382,12
6383,9
6385,7
6386,6
6387,6
6388,1
6389,11
6390,1
6391,1
6392,2
6393,16
6394,24
6395,1
6402,8
6403,8
6404,1
6407,3
6409,40
6410,11
6411,6
