lower,node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc
jaunt,9297,jaunt,Jcnt,10,9,1,9,1,0.488888889,0.611111111,0.611111111,-1
jaunty,9298,jaunty,Jcnti,1,0,1,0,1,-1,-1,-1,-1
jaw,9300,jaw,Jc,15,14,1,11,4,0.580952381,0.56043956,1,1
jazz,9302,jazz,J@z,7,6,1,3,4,0.428571429,0.466666667,1,1
jealous,9303,jealous,JElxs,2,2,0,1,1,0,0,-1,-1
jeans,9304,jeans,Jinz,4,3,1,2,2,0.166666667,0,0,1
jeer,9305,jeer,JIr,23,22,1,18,5,0.577075099,0.562770563,0.888888889,1
jell,9309,jell,JEl,17,15,2,13,4,0.433823529,0.466666667,0.717948718,0.5
jelly,9310,jelly,JEli,5,4,1,3,2,0.1,0.166666667,0.333333333,0
jennet,9311,jennet,JEn|t,4,2,2,2,2,0.166666667,1,1,0
jerk,9314,jerk,JRk,11,10,1,10,1,0.527272727,0.488888889,0.644444444,-1
jerkin,9315,jerkin,JRkxn,1,1,0,1,0,-1,-1,-1,-1
jersey,9317,jersey,JRzi,1,1,0,0,1,-1,-1,-1,-1
jess,9318,jess,JEs,12,10,2,8,4,0.303030303,0.311111111,0.571428571,0.666666667
jest,9320,jest,JEst,18,16,2,15,3,0.411764706,0.508333333,0.580952381,0.666666667
jet,9321,jet,JEt,20,17,3,14,6,0.331578947,0.448529412,0.637362637,0.333333333
jetty,9324,jetty,JEti,4,3,1,2,2,0.166666667,0.333333333,1,0
jew,9325,Jew,Ju,26,22,4,18,8,0.504615385,0.683982684,0.993464052,0.428571429
jewel,9326,jewel,JuL,6,5,1,2,4,0.466666667,0.4,1,1
jewry,9327,Jewry,JUri,2,2,0,1,1,0,0,-1,-1
jib,9328,jib,JIb,13,12,1,7,6,0.243589744,0.287878788,0.428571429,0.666666667
jiffy,9329,jiffy,JIfi,2,1,1,1,1,0,-1,-1,-1
jig,9330,jig,JIg,17,15,2,10,7,0.257352941,0.323809524,0.533333333,0.523809524
jigger,9331,jigger,JIgX,6,5,1,3,3,0.266666667,0.3,1,0.333333333
jiggle,9332,jiggle,JIgL,8,6,2,5,3,0.178571429,0.266666667,0.4,0.333333333
jilt,9334,jilt,JIlt,10,10,0,9,1,0.622222222,0.622222222,0.777777778,-1
jimmy,9335,jimmy,JImi,3,2,1,1,2,0,0,-1,0
jingle,9337,jingle,JIGgL,9,7,2,8,1,0.444444444,0.523809524,0.571428571,-1
jinx,9341,jinx,JIGks,2,2,0,2,0,1,1,1,-1
jitters,9344,jitters,JItXz,1,1,0,1,0,-1,-1,-1,-1
job,9345,job,Jab,19,18,1,13,6,0.339181287,0.379084967,0.615384615,0.666666667
jobber,9346,jobber,JabX,3,2,1,2,1,0.333333333,1,1,-1
jockey,9349,jockey,Jaki,5,5,0,3,2,0.4,0.4,1,1
jocular,9351,jocular,JakyUlX,1,0,1,1,0,-1,-1,-1,-1
jog,9355,jog,Jag,11,10,1,5,6,0.254545455,0.311111111,0.4,0.666666667
joggle,9356,joggle,JagL,5,4,1,3,2,0.1,0.166666667,0.333333333,0
johnny,9357,johnny,Jani,7,7,0,5,2,0.19047619,0.19047619,0.3,1
join,9358,join,JOn,8,5,3,6,2,0.142857143,0.4,0.266666667,0
joint,9359,joint,JOnt,5,4,1,3,2,0.1,0.166666667,0.333333333,0
joist,9360,joist,JOst,9,9,0,8,1,0.333333333,0.333333333,0.428571429,-1
joke,9361,joke,Jok,11,10,1,11,0,0.672727273,0.644444444,0.672727273,-1
jollity,9363,jollity,Jalxti,1,1,0,1,0,-1,-1,-1,-1
jolly,9364,jolly,Jali,8,8,0,6,2,0.392857143,0.392857143,0.666666667,1
jolt,9365,jolt,Jolt,7,7,0,7,0,0.714285714,0.714285714,0.714285714,-1
josh,9367,josh,JaS,7,7,0,2,5,0.523809524,0.523809524,1,1
joss,9368,joss,Jas,8,7,1,2,6,0.392857143,0.523809524,1,0.666666667
jostle,9369,jostle,JasL,5,4,1,3,2,0.3,0.5,1,0
jot,9370,jot,Jat,22,22,0,17,5,0.45021645,0.45021645,0.691176471,1
jounce,9371,jounce,JWns,3,2,1,3,0,1,1,1,-1
journal,9372,journal,JRnL,3,3,0,2,1,0.333333333,0.333333333,1,-1
journey,9376,journey,JRni,4,4,0,2,2,0.166666667,0.166666667,1,0
joust,9377,joust,JWst,5,4,1,5,0,0.6,1,0.6,-1
jovial,9378,jovial,JoviL,1,0,1,0,1,-1,-1,-1,-1
jovially,9380,jovially,JoviLi,1,0,1,0,1,-1,-1,-1,-1
jowl,9381,jowl,JWl,7,6,1,7,0,0.523809524,0.466666667,0.523809524,-1
joy,9382,joy,JO,9,8,1,4,5,0.333333333,0.428571429,1,0.6
judge,9388,judge,J^J,6,5,1,4,2,0.266666667,0.4,0.5,1
judo,9394,judo,Judo,1,1,0,1,0,-1,-1,-1,-1
jug,9395,jug,J^g,16,15,1,13,3,0.408333333,0.466666667,0.615384615,0.333333333
juggle,9397,juggle,J^gL,5,2,3,2,3,0.1,1,1,0
juggler,9398,juggler,J^gLX,1,0,1,0,1,-1,-1,-1,-1
juice,9400,juice,Jus,13,11,2,8,5,0.282051282,0.345454545,0.571428571,0.6
juicy,9401,juicy,Jusi,1,0,1,0,1,-1,-1,-1,-1
julep,9405,julep,Julxp,2,2,0,2,0,0,0,0,-1
jumble,9407,jumble,J^mbL,7,6,1,6,1,0.714285714,0.666666667,1,-1
jumbo,9408,jumbo,J^mbo,2,2,0,1,1,0,0,-1,-1
jump,9409,jump,J^mp,8,8,0,8,0,1,1,1,-1
junco,9410,junco,J^Gko,2,1,1,1,1,0,-1,-1,-1
junction,9411,junction,J^GkS|n,2,1,1,2,0,1,-1,1,-1
juncture,9412,juncture,J^GkCX,1,1,0,1,0,-1,-1,-1,-1
june,9413,June,Jun,16,15,1,12,4,0.375,0.4,0.590909091,1
jungle,9414,jungle,J^GgL,3,2,1,2,1,0.333333333,1,1,-1
junk,9417,junk,J^Gk,9,8,1,8,1,0.777777778,1,1,-1
junker,9418,Junker,yUGkX,1,1,0,1,0,-1,-1,-1,-1
jurist,9424,jurist,JUr|st,1,1,0,1,0,-1,-1,-1,-1
juror,9425,juror,JUrX,1,1,0,0,1,-1,-1,-1,-1
just,9426,just,J^st,12,10,2,11,1,0.318181818,0.466666667,0.381818182,-1
jut,9430,jut,J^t,15,14,1,12,3,0.380952381,0.43956044,0.590909091,0.333333333
jute,9431,jute,Jut,17,16,1,13,4,0.397058824,0.425,0.615384615,1
k,9435,k,ke,32,21,11,17,15,0.316532258,0.571428571,0.779411765,0.485714286
kabob,9436,kabob,kebab,1,1,0,1,0,-1,-1,-1,-1
kaiser,9438,kaiser,kYzX,4,4,0,4,0,1,1,1,-1
kale,9439,kale,kel,36,32,4,27,9,0.307936508,0.340725806,0.45014245,1
kapok,9445,kapok,kepak,1,1,0,0,1,-1,-1,-1,-1
karakul,9447,karakul,k@rxkL,2,2,0,1,1,0,0,-1,-1
karma,9449,karma,karmx,2,0,2,0,2,0,-1,-1,0
kayak,9451,kayak,kY@k,3,3,0,3,0,1,1,1,-1
kayo,9452,kayo,keo,10,9,1,1,9,0.8,0.777777778,-1,1
kazoo,9453,kazoo,kxzu,1,1,0,0,1,-1,-1,-1,-1
kedge,9454,kedge,kEJ,11,10,1,7,4,0.309090909,0.288888889,0.523809524,1
keel,9455,keel,kil,29,24,5,24,5,0.325123153,0.416666667,0.463768116,0.4
keen,9456,keen,kin,25,21,4,22,3,0.296666667,0.39047619,0.372294372,1
keep,9457,keep,kip,21,19,2,18,3,0.333333333,0.391812865,0.437908497,1
keg,9458,keg,kEg,8,8,0,4,4,0.321428571,0.321428571,0.5,1
kelp,9460,kelp,kElp,3,3,0,2,1,0.333333333,0.333333333,1,-1
kelt,9461,Kelt,kElt,13,13,0,11,2,0.397435897,0.397435897,0.563636364,0
ken,9462,ken,kEn,28,25,3,22,6,0.32010582,0.36,0.493506494,0.466666667
kennel,9463,kennel,kEnL,4,3,1,2,2,0,0,0,0
kepi,9464,kepi,kepi,4,3,1,1,3,0.166666667,0,-1,0.333333333
kept,9465,kept,kEpt,3,2,1,2,1,0,0,0,-1
ketch,9468,ketch,kEC,12,10,2,8,4,0.227272727,0.266666667,0.321428571,1
kettle,9469,kettle,kEtL,8,8,0,7,1,0.392857143,0.392857143,0.523809524,-1
khaki,9470,khaki,k@ki,12,12,0,5,7,0.287878788,0.287878788,0.4,0.714285714
kick,9475,kick,kIk,28,23,5,18,10,0.240740741,0.328063241,0.39869281,0.666666667
kid,9477,kid,kId,24,21,3,16,8,0.257246377,0.304761905,0.358333333,1
kill,9480,kill,kIl,36,31,5,26,10,0.276190476,0.333333333,0.44,0.688888889
killing,9481,killing,kIlIG,7,6,1,7,0,0.428571429,0.466666667,0.428571429,-1
kiln,9482,kiln,kIln,3,1,2,0,3,0.666666667,-1,-1,0.666666667
kilo,9483,kilo,kilo,3,2,1,1,2,0.333333333,0,-1,1
kilt,9487,kilt,kIlt,17,13,4,12,5,0.257352941,0.397435897,0.484848485,0.3
kilter,9488,kilter,kIltX,2,1,1,1,1,0,-1,-1,-1
kin,9490,kin,kIn,33,28,5,23,10,0.253787879,0.314814815,0.411067194,0.666666667
kind,9491,kind,kYnd,7,6,1,6,1,0.476190476,0.666666667,0.666666667,-1
kindle,9494,kindle,kIndL,1,1,0,1,0,-1,-1,-1,-1
kine,9498,kine,kYn,23,22,1,21,2,0.403162055,0.441558442,0.485714286,0
kinfolk,9500,kinfolk,kInfok,1,0,1,0,1,-1,-1,-1,-1
king,9501,king,kIG,17,15,2,8,9,0.375,0.466666667,0.785714286,0.805555556
kink,9502,kink,kIGk,15,11,4,12,3,0.457142857,0.654545455,0.696969697,0.666666667
kinsfolk,9503,kinsfolk,kInzfok,1,0,1,0,1,-1,-1,-1,-1
kip,9507,kip,kIp,31,27,4,22,9,0.253763441,0.327635328,0.38961039,0.777777778
kipper,9508,kipper,kIpX,9,7,2,8,1,0.25,0.428571429,0.321428571,-1
kirk,9509,kirk,kIrk,3,2,1,1,2,0.333333333,0,-1,1
kirtle,9510,kirtle,kRtL,10,9,1,6,4,0.2,0.222222222,0.466666667,0.333333333
kiss,9512,kiss,kIs,13,13,0,5,8,0.41025641,0.41025641,0.4,1
kit,9513,kit,kIt,35,28,7,23,12,0.235294118,0.322751323,0.42687747,0.484848485
kite,9517,kite,kYt,20,19,1,19,1,0.389473684,0.426900585,0.432748538,-1
kith,9518,kith,kIT,11,11,0,3,8,0.563636364,0.563636364,1,1
kitten,9519,kitten,kItN,7,6,1,5,2,0.238095238,0.266666667,0.4,1
kitty,9520,kitty,kIti,8,7,1,6,2,0.285714286,0.333333333,0.466666667,1
knack,9522,knack,n@k,20,19,1,15,5,0.326315789,0.356725146,0.495238095,1
knave,9524,knave,nev,15,12,3,9,6,0.333333333,0.46969697,0.777777778,0.466666667
knavery,9525,knavery,nevXi,1,0,1,0,1,-1,-1,-1,-1
knead,9527,knead,nid,21,16,5,11,10,0.238095238,0.341666667,0.563636364,0.422222222
knee,9528,knee,ni,31,23,8,19,12,0.393548387,0.596837945,0.894736842,0.454545455
kneel,9529,kneel,nil,27,23,4,20,7,0.333333333,0.387351779,0.531578947,0.761904762
kneeled,9530,kneeled,nild,6,4,2,4,2,0.466666667,1,1,1
knell,9531,knell,nEl,21,18,3,17,4,0.333333333,0.379084967,0.477941176,0.666666667
knelt,9532,knelt,nElt,11,9,2,8,3,0.545454545,0.777777778,1,0.666666667
knickers,9533,knickers,nIkXz,1,0,1,0,1,-1,-1,-1,-1
knife,9535,knife,nYf,8,7,1,4,4,0.428571429,0.428571429,1,1
knight,9536,knight,nYt,24,22,2,19,5,0.315217391,0.363636364,0.473684211,0.6
knit,9537,knit,nIt,28,27,1,22,6,0.341269841,0.333333333,0.493506494,1
knives,9538,knives,nYvz,3,3,0,3,0,1,1,1,-1
knob,9539,knob,nab,21,18,3,15,6,0.285714286,0.37254902,0.495238095,0.533333333
knobbed,9540,knobbed,nabd,4,2,2,0,4,0.5,0,-1,0.5
knobby,9541,knobby,nabi,6,5,1,3,3,0.266666667,0.3,1,0.333333333
knock,9542,knock,nak,19,19,0,15,4,0.391812865,0.391812865,0.580952381,1
knoll,9544,knoll,nol,27,25,2,19,8,0.35042735,0.386666667,0.590643275,0.75
knot,9545,knot,nat,27,27,0,23,4,0.378917379,0.378917379,0.501976285,1
know,9546,know,no,27,19,8,14,13,0.361823362,0.543859649,1,0.461538462
knowable,9547,knowable,noxbL,2,0,2,2,0,0,-1,0,-1
knowledge,9548,knowledge,nalIJ,2,2,0,2,0,0,0,0,-1
known,9549,known,non,26,22,4,18,8,0.326153846,0.376623377,0.549019608,0.785714286
knuckle,9550,knuckle,n^kL,6,6,0,4,2,0.266666667,0.266666667,0.5,1
kobold,9551,kobold,kobcld,1,1,0,0,1,-1,-1,-1,-1
koran,9555,Koran,kX@n,5,4,1,2,3,0.2,0.166666667,1,0.333333333
korean,9556,Korean,kXixn,1,0,1,0,1,-1,-1,-1,-1
koruna,9557,koruna,kcrxna,2,2,0,0,2,1,1,-1,1
kosher,9558,kosher,koSX,1,1,0,0,1,-1,-1,-1,-1
kraut,9560,kraut,krWt,7,6,1,3,4,0.19047619,0.2,0.333333333,0.5
kremlin,9561,kremlin,krEml|n,1,1,0,1,0,-1,-1,-1,-1
krona,9562,krona,kronx,3,2,1,1,2,0.333333333,0,-1,1
kulak,9564,kulak,kul@k,1,0,1,1,0,-1,-1,-1,-1
lab,9567,lab,l@b,20,18,2,10,10,0.326315789,0.39869281,0.377777778,1
label,9568,label,lebL,11,9,2,8,3,0.381818182,0.416666667,0.75,0
labial,9569,labial,lebiL,1,0,1,0,1,-1,-1,-1,-1
labor,9571,labor,lebX,7,6,1,5,2,0.19047619,0.266666667,0.4,0
lac,9578,lac,l@k,38,29,9,24,14,0.20341394,0.310344828,0.34057971,0.538461538
lace,9579,lace,les,29,25,4,18,11,0.275862069,0.31,0.437908497,0.818181818
lackey,9585,lackey,l@ki,10,7,3,4,6,0.155555556,0.19047619,0.5,0.2
lacquer,9588,lacquer,l@kX,12,10,2,4,8,0.181818182,0.222222222,0.5,0.321428571
lacrosse,9589,lacrosse,lxkrcs,1,0,1,1,0,-1,-1,-1,-1
lacy,9594,lacy,lesi,5,4,1,2,3,0.1,0.166666667,0,0.333333333
lad,9595,lad,l@d,34,27,7,21,13,0.228163993,0.316239316,0.39047619,0.58974359
ladder,9596,ladder,l@dX,10,7,3,4,6,0.177777778,0.285714286,0.166666667,0.466666667
laddie,9597,laddie,l@di,7,6,1,4,3,0.19047619,0.2,0.5,0.333333333
laden,9598,laden,ledN,4,3,1,1,3,0.5,0.333333333,-1,1
lading,9599,lading,ledIG,1,1,0,1,0,-1,-1,-1,-1
ladle,9600,ladle,ledL,4,3,1,0,4,0.5,0.333333333,-1,0.5
lady,9601,lady,ledi,6,5,1,1,5,0.266666667,0.2,-1,0.4
lag,9603,lag,l@g,27,25,2,17,10,0.310541311,0.353333333,0.470588235,1
lager,9604,lager,lagX,2,2,0,0,2,1,1,-1,1
laggard,9605,laggard,l@gXd,2,1,1,2,0,0,-1,0,-1
laid,9608,laid,led,30,23,7,17,13,0.225287356,0.308300395,0.367647059,0.615384615
lain,9609,lain,len,33,29,4,23,10,0.284090909,0.332512315,0.415019763,1
lair,9610,lair,lEr,30,25,5,22,8,0.294252874,0.363333333,0.458874459,0.785714286
laird,9611,laird,lErd,6,4,2,2,4,0.333333333,0.333333333,1,0.666666667
laity,9612,laity,lexti,1,1,0,1,0,-1,-1,-1,-1
lake,9613,lake,lek,32,28,4,22,10,0.280241935,0.30952381,0.406926407,1
lamb,9614,lamb,l@m,27,23,4,16,11,0.267806268,0.328063241,0.4,0.836363636
lame,9618,lame,lem,28,23,5,18,10,0.277777778,0.324110672,0.392156863,1
lamentation,9621,lamentation,l@mxnteS|n,1,0,1,0,1,-1,-1,-1,-1
lamination,9624,lamination,l@mxneS|n,1,0,1,0,1,-1,-1,-1,-1
lamp,9625,lamp,l@mp,11,8,3,9,2,0.327272727,0.571428571,0.472222222,1
lance,9629,lance,l@ns,10,7,3,5,5,0.2,0.333333333,0.6,0.3
lancer,9630,lancer,l@nsX,3,1,2,2,1,0.333333333,-1,1,-1
land,9632,land,l@nd,14,9,5,11,3,0.263736264,0.444444444,0.436363636,0
landau,9633,landau,l@ndW,1,0,1,0,1,-1,-1,-1,-1
landed,9634,landed,l@nd|d,1,1,0,1,0,-1,-1,-1,-1
language,9644,language,l@GgwIJ,1,1,0,0,1,-1,-1,-1,-1
languish,9646,languish,l@GgwIS,2,1,1,1,1,0,-1,-1,-1
languor,9647,languor,l@GgX,3,2,1,3,0,0.333333333,1,0.333333333,-1
lank,9648,lank,l@Gk,17,10,7,15,2,0.382352941,0.8,0.495238095,0
lanky,9649,lanky,l@Gki,4,2,2,2,2,0.166666667,0,0,0
lanolin,9650,lanolin,l@nLxn,1,0,1,1,0,-1,-1,-1,-1
laotian,9653,Laotian,leoS|n,1,0,1,1,0,-1,-1,-1,-1
lap,9654,lap,l@p,30,25,5,18,12,0.259770115,0.353333333,0.431372549,0.712121212
lapin,9658,lapin,l@pxn,4,4,0,3,1,0.166666667,0.166666667,0.333333333,-1
lappet,9659,lappet,l@pxt,1,1,0,0,1,-1,-1,-1,-1
lapse,9660,lapse,l@ps,8,4,4,4,4,0.25,0.333333333,0.5,0.666666667
larch,9664,larch,larC,6,5,1,3,3,0.4,0.4,1,1
lard,9665,lard,lard,15,14,1,11,4,0.380952381,0.43956044,0.672727273,0.5
larder,9666,larder,lardX,2,0,2,1,1,0,-1,-1,-1
large,9667,large,larJ,7,6,1,3,4,0.285714286,0.4,1,0.5
largo,9669,largo,largo,2,1,1,2,0,1,-1,1,-1
lariat,9670,lariat,l@rixt,2,2,0,2,0,0,0,0,-1
lark,9671,lark,lark,11,9,2,7,4,0.436363636,0.5,1,0.5
larva,9672,larva,larvx,1,0,1,1,0,-1,-1,-1,-1
laryngeal,9673,laryngeal,lXInJL,1,1,0,1,0,-1,-1,-1,-1
larynges,9674,larynges,lXInJiz,1,1,0,1,0,-1,-1,-1,-1
larynx,9676,larynx,l@rIGks,1,1,0,1,0,-1,-1,-1,-1
lascar,9677,lascar,l@skX,1,0,1,0,1,-1,-1,-1,-1
lash,9679,lash,l@S,26,21,5,16,10,0.304615385,0.39047619,0.45,1
lass,9680,lass,l@s,30,22,8,15,15,0.204597701,0.329004329,0.361904762,0.485714286
lasso,9682,lasso,l@so,3,2,1,1,2,0.333333333,0,-1,1
last,9683,last,l@st,14,12,2,12,2,0.296703297,0.378787879,0.393939394,1
latch,9685,latch,l@C,18,18,0,8,10,0.39869281,0.39869281,0.571428571,1
latchet,9686,latchet,l@C|t,2,2,0,2,0,1,1,1,-1
latchkey,9687,latchkey,l@Cki,2,1,1,1,1,1,-1,-1,-1
late,9688,late,let,32,26,6,21,11,0.256048387,0.313846154,0.385714286,0.818181818
latent,9689,latent,letNt,1,0,1,1,0,-1,-1,-1,-1
lateral,9690,lateral,l@tXL,2,1,1,1,1,0,-1,-1,-1
lath,9692,lath,l@T,15,15,0,5,10,0.485714286,0.485714286,0.6,1
lathe,9693,lathe,leD,13,12,1,3,10,0.58974359,0.560606061,0.333333333,1
lather,9694,lather,l@DX,8,7,1,4,4,0.25,0.333333333,0.166666667,1
latin,9695,Latin,l@tN,8,6,2,7,1,0.321428571,0.4,0.428571429,-1
latitude,9696,latitude,l@t|tud,2,0,2,2,0,0,-1,0,-1
latter,9699,latter,l@tX,21,17,4,15,6,0.219047619,0.272058824,0.380952381,0.4
lattice,9700,lattice,l@t|s,2,2,0,2,0,1,1,1,-1
laud,9702,laud,lcd,13,12,1,8,5,0.397435897,0.409090909,0.75,1
laudatory,9704,laudatory,lcd|tori,1,0,1,1,0,-1,-1,-1,-1
laugh,9705,laugh,l@f,19,19,0,9,10,0.356725146,0.356725146,0.444444444,1
launch,9706,launch,lcnC,5,4,1,4,1,0.2,0.333333333,0.333333333,-1
launder,9707,launder,lcndX,1,1,0,1,0,-1,-1,-1,-1
laureate,9708,laureate,lcrixt,2,1,1,2,0,0,-1,0,-1
laurel,9709,laurel,lcrL,5,4,1,4,1,0.6,0.5,1,-1
lava,9710,lava,lavx,3,2,1,2,1,0,0,0,-1
lave,9714,lave,lev,22,20,2,12,10,0.333333333,0.352631579,0.484848485,1
lavish,9716,lavish,l@vIS,1,1,0,1,0,-1,-1,-1,-1
law,9717,law,lc,24,15,9,14,10,0.289855072,0.523809524,0.637362637,0.444444444
lawn,9718,lawn,lcn,19,16,3,13,6,0.269005848,0.308333333,0.461538462,0.666666667
lawsuit,9720,lawsuit,lcsut,1,0,1,0,1,-1,-1,-1,-1
lawyer,9721,lawyer,lOX,7,6,1,4,3,0.19047619,0.266666667,0.5,0.333333333
lax,9722,lax,l@ks,11,7,4,5,6,0.181818182,0.142857143,0.3,0.466666667
lay,9725,lay,le,35,20,15,20,15,0.292436975,0.605263158,0.610526316,0.523809524
layer,9726,layer,leX,16,14,2,5,11,0.408333333,0.43956044,0.4,0.818181818
layette,9727,layette,leEt,2,0,2,1,1,1,-1,-1,-1
layman,9728,layman,lemxn,1,1,0,1,0,-1,-1,-1,-1
lazar,9730,lazar,l@zX,4,4,0,0,4,1,1,-1,1
laze,9731,laze,lez,23,19,4,12,11,0.304347826,0.380116959,0.484848485,0.818181818
lazy,9732,lazy,lezi,7,6,1,4,3,0.19047619,0.266666667,0.5,0.333333333
lea,9734,lea,li,43,22,21,24,19,0.301218162,0.632034632,0.608695652,0.590643275
leach,9735,leach,liC,22,19,3,8,14,0.445887446,0.497076023,0.428571429,1
lead,9736,lead,lEd,31,23,8,20,11,0.197849462,0.308300395,0.347368421,0.472727273
leaden,9737,leaden,lEdN,5,4,1,3,2,0.1,0.166666667,0.333333333,0
leaf,9738,leaf,lif,25,24,1,11,14,0.386666667,0.373188406,0.454545455,1
leafage,9739,leafage,lifIJ,1,1,0,1,0,-1,-1,-1,-1
leafless,9740,leafless,liflxs,1,1,0,1,0,-1,-1,-1,-1
league,9742,league,lig,19,17,2,4,15,0.567251462,0.617647059,1,0.866666667
leak,9743,leak,lik,36,31,5,22,14,0.280952381,0.322580645,0.372294372,1
leakage,9744,leakage,likIJ,1,1,0,1,0,-1,-1,-1,-1
leal,9745,leal,lil,31,29,2,17,14,0.397849462,0.391625616,0.691176471,1
lean,9746,lean,lin,33,30,3,19,14,0.301136364,0.331034483,0.397660819,1
leap,9747,leap,lip,30,27,3,15,15,0.331034483,0.367521368,0.495238095,0.876190476
leapt,9750,leapt,lipt,4,2,2,1,3,0.333333333,0,-1,0.666666667
learn,9751,learn,lRn,16,14,2,13,3,0.308333333,0.351648352,0.461538462,0.333333333
learned,9752,learned,lRnd,4,3,1,3,1,0.166666667,0.333333333,0.333333333,-1
learning,9753,learning,lRnIG,1,1,0,1,0,-1,-1,-1,-1
lease,9754,lease,lis,27,24,3,12,15,0.339031339,0.380434783,0.409090909,0.876190476
leash,9755,leash,liS,16,15,1,2,14,0.766666667,0.752380952,1,1
least,9756,least,list,12,9,3,9,3,0.272727273,0.361111111,0.444444444,0.666666667
leather,9757,leather,lEDX,10,10,0,6,4,0.355555556,0.355555556,0.666666667,1
leave,9758,leave,liv,26,21,5,11,15,0.341538462,0.433333333,0.345454545,0.876190476
leaven,9759,leaven,lEvxn,7,5,2,6,1,0.095238095,0.2,0.133333333,-1
leaves,9760,leaves,livz,8,5,3,6,2,0.285714286,0.4,0.466666667,1
ledge,9766,ledge,lEJ,18,13,5,10,8,0.235294118,0.358974359,0.333333333,0.75
ledger,9767,ledger,lEJX,6,5,1,1,5,0.4,0.6,-1,0.6
leer,9768,leer,lIr,34,28,6,25,9,0.308377897,0.399470899,0.503333333,0.611111111
leery,9769,leery,lIri,10,7,3,7,3,0.244444444,0.285714286,0.476190476,0.333333333
lees,9770,lees,liz,25,21,4,10,15,0.383333333,0.447619048,0.511111111,0.876190476
leeward,9771,leeward,liwXd,1,1,0,1,0,-1,-1,-1,-1
left,9773,left,lEft,11,8,3,7,4,0.2,0.285714286,0.333333333,0.666666667
leg,9776,leg,lEg,15,14,1,7,8,0.295238095,0.32967033,0.428571429,0.785714286
legal,9778,legal,ligL,6,3,3,4,2,0.2,0.333333333,0.5,0
legate,9783,legate,lEgxt,2,1,1,0,2,0,-1,-1,0
legatee,9784,legatee,lEgxti,2,1,1,1,1,0,-1,-1,-1
legation,9785,legation,lIgeS|n,2,1,1,2,0,0,-1,0,-1
legged,9789,legged,lEgd,4,2,2,0,4,0.666666667,1,-1,0.666666667
leggin,9790,leggin,lEgxn,3,3,0,2,1,0.333333333,0.333333333,1,-1
legibility,9792,legibility,lEJ|bIl|ti,1,0,1,1,0,-1,-1,-1,-1
legibly,9794,legibly,lEJ|bli,1,0,1,1,0,-1,-1,-1,-1
legion,9795,legion,liJ|n,2,2,0,2,0,0,0,0,-1
legitimate,9800,legitimate,lIJItxmxt,1,0,1,1,0,-1,-1,-1,-1
leisure,9804,leisure,liZX,3,3,0,1,2,0.333333333,0.333333333,-1,1
lek,9806,lek,lEk,23,22,1,16,7,0.28458498,0.311688312,0.425,1
lemming,9807,lemming,lEmIG,1,0,1,1,0,-1,-1,-1,-1
lemon,9808,lemon,lEmxn,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
lend,9811,lend,lEnd,17,14,3,12,5,0.308823529,0.340659341,0.575757576,0.4
lenitive,9816,lenitive,lEn|tIv,1,1,0,1,0,-1,-1,-1,-1
lenity,9817,lenity,lEn|ti,1,0,1,1,0,-1,-1,-1,-1
lens,9818,lens,lEnz,4,3,1,2,2,0.166666667,0.333333333,0,1
lent,9819,lent,lEnt,17,15,2,11,6,0.360294118,0.447619048,0.818181818,0.266666667
lentil,9820,lentil,lEntL,6,5,1,5,1,0.4,0.6,0.6,-1
leo,9821,Leo,lio,17,13,4,2,15,0.676470588,1,0,0.866666667
leopard,9823,leopard,lEpXd,2,1,1,1,1,0,-1,-1,-1
leper,9825,leper,lEpX,6,5,1,1,5,0.4,0.6,-1,0.6
lesion,9830,lesion,liZ|n,1,1,0,1,0,-1,-1,-1,-1
less,9831,less,lEs,24,19,5,14,10,0.221014493,0.304093567,0.395604396,0.555555556
lessee,9832,lessee,lEsi,5,4,1,1,4,0.3,0.166666667,-1,0.5
lessen,9833,lessen,lEsN,6,5,1,2,4,0.266666667,0.2,1,0.5
lest,9835,lest,lEst,23,20,3,17,6,0.288537549,0.352631579,0.485294118,0.466666667
let,9836,let,lEt,30,25,5,19,11,0.236781609,0.323333333,0.444444444,0.472727273
lethal,9838,lethal,liTL,1,1,0,0,1,-1,-1,-1,-1
letter,9841,letter,lEtX,13,12,1,8,5,0.243589744,0.287878788,0.464285714,0.6
lettuce,9843,lettuce,lEt|s,2,2,0,2,0,1,1,1,-1
letup,9844,letup,lEt^p,1,1,0,1,0,-1,-1,-1,-1
leu,9845,leu,lu,36,23,13,23,13,0.323809524,0.640316206,0.656126482,0.487179487
lev,9848,lev,lEf,17,14,3,9,8,0.257352941,0.351648352,0.361111111,0.785714286
leva,9849,leva,lEvx,5,4,1,1,4,0.3,0.5,-1,0.5
levee,9850,levee,lEvi,6,6,0,2,4,0.266666667,0.266666667,1,0.5
level,9851,level,lEvL,6,6,0,3,3,0.4,0.4,1,1
lever,9853,lever,lEvX,13,11,2,6,7,0.166666667,0.2,0.266666667,0.428571429
levity,9857,levity,lEvxti,2,2,0,2,0,0,0,0,-1
lewd,9858,lewd,lud,21,19,2,13,8,0.280952381,0.304093567,0.397435897,1
liability,9861,liability,lYxbIl|ti,1,1,0,1,0,-1,-1,-1,-1
