Item,IsWord,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
a,TRUE,1,1,359,2,79,72,1041179,5822980,1259642,9081174698,2,1
aabrihz,FALSE,2,5,680,NA,0,NA,0,0,0,0,5,NA
aadsaxsaxl,FALSE,3,7,568,NA,0,NA,0,0,0,0,3,NA
aadshaxsneyt,FALSE,3,8,800,NA,0,NA,0,0,0,0,3,NA
aadsihks,FALSE,2,6,632,NA,0,NA,0,0,0,0,3,NA
aagaxrawnt,FALSE,3,7,672,NA,0,NA,0,0,0,0,4,NA
aagaxraxniylz,FALSE,4,9,753,NA,0,NA,0,0,0,0,4,NA
aagaxrays,FALSE,3,6,672,NA,0,NA,0,0,0,0,4,NA
aakkaxsihz,FALSE,3,7,704,NA,0,NA,0,0,0,0,3,NA
aaklaxfiyn,FALSE,3,7,672,NA,0,NA,0,0,0,0,5,NA
aaklaxrv,FALSE,2,6,603,NA,0,NA,0,0,0,0,5,NA
aaliyf,FALSE,2,4,502,NA,15,NA,0,0,0,0,4,NA
aaliyst,FALSE,2,5,608,NA,3,NA,0,0,0,0,4,NA
aamaxflowshaxl,FALSE,4,9,736,NA,0,NA,0,0,0,0,4,NA
aamaxrn,FALSE,2,5,416,NA,4,NA,0,0,0,0,4,NA
aampaxlshaxz,FALSE,3,8,682,NA,0,NA,0,0,0,0,4,NA
aampaxtihd,FALSE,3,7,432,NA,0,NA,0,0,0,0,4,NA
aampaxtihss,FALSE,3,8,568,NA,0,NA,0,0,0,0,4,NA
aanaxrehsaxm,FALSE,4,8,696,NA,0,NA,0,0,0,0,4,NA
aanaxrst,FALSE,2,6,564,NA,1,NA,0,0,0,0,4,NA
aanch,FALSE,1,3,392,NA,14,NA,0,0,0,0,4,NA
aancheydz,FALSE,2,6,776,NA,0,NA,0,0,0,0,4,NA
aandaa,FALSE,2,4,504,NA,1,NA,0,0,0,0,5,NA
aandaxraxz,FALSE,3,7,664,NA,0,NA,0,0,0,0,4,NA
aandaxrn,FALSE,2,6,552,NA,0,NA,0,0,0,0,4,NA
aandaxrnz,FALSE,2,7,693,NA,0,NA,0,0,0,0,4,NA
aang,FALSE,1,2,376,NA,41,NA,0,0,0,0,3,NA
aanhhaard,FALSE,2,6,496,NA,0,NA,0,0,0,0,3,NA
aanjhehr,FALSE,2,5,464,NA,0,NA,0,0,0,0,4,NA
aankaan,FALSE,2,5,468,NA,0,NA,0,0,0,0,4,NA
aanskehrv,FALSE,2,7,544,NA,0,NA,0,0,0,0,5,NA
aantaxvow,FALSE,3,6,537,NA,0,NA,0,0,0,0,5,NA
aantiyaxnt,FALSE,3,7,632,NA,0,NA,0,0,0,0,5,NA
aanyhiyz,FALSE,2,6,576,NA,0,NA,0,0,0,0,3,NA
aapaxraynihv,FALSE,4,8,608,NA,0,NA,0,0,0,0,4,NA
aapmihkshaxs,FALSE,3,8,736,NA,0,NA,0,0,0,0,3,NA
aaraxptniy,FALSE,3,7,576,NA,0,NA,0,0,0,0,4,NA
aargaxflaakiy,FALSE,4,9,680,NA,0,NA,0,0,0,0,5,NA
aarihng,FALSE,2,4,472,NA,22,NA,0,0,0,0,5,NA
aarjhihz,FALSE,2,5,491,NA,5,NA,0,0,0,0,5,NA
aarkaxns,FALSE,2,6,429,NA,2,NA,0,0,0,0,7,NA
aarkaxsaxl,FALSE,3,7,584,NA,0,NA,0,0,0,0,6,NA
aarkaxst,FALSE,2,6,489,NA,2,NA,0,0,0,0,6,NA
aarkshaxl,FALSE,2,6,504,NA,0,NA,0,0,0,0,4,NA
aarkuhrk,FALSE,2,6,603,NA,1,NA,0,0,0,0,6,NA
aarkwaxrst,FALSE,2,8,584,NA,0,NA,0,0,0,0,5,NA
aarl,FALSE,1,3,327,NA,42,NA,0,0,0,0,4,NA
aarlayd,FALSE,2,5,480,NA,2,NA,0,0,0,0,5,NA
aarnziht,FALSE,2,6,489,NA,0,NA,0,0,0,0,5,NA
aarskaa,FALSE,2,5,481,NA,0,NA,0,0,0,0,4,NA
aarskaaz,FALSE,2,6,648,NA,0,NA,0,0,0,0,4,NA
aarskuwaxsihng,FALSE,4,9,776,NA,0,NA,0,0,0,0,4,NA
aartaxdihd,FALSE,3,7,552,NA,0,NA,0,0,0,0,5,NA
aartaxgrawt,FALSE,3,8,480,NA,0,NA,0,0,0,0,5,NA
aartaxlaxs,FALSE,3,7,576,NA,3,NA,0,0,0,0,5,NA
aartaxnaxrd,FALSE,3,8,568,NA,0,NA,0,0,0,0,5,NA
aartaxriyjh,FALSE,3,7,652,NA,0,NA,0,0,0,0,5,NA
aartaxshaandz,FALSE,3,9,691,NA,0,NA,0,0,0,0,5,NA
aartaxvihst,FALSE,3,8,680,NA,1,NA,0,0,0,0,5,NA
aartsmey,FALSE,2,6,584,NA,0,NA,0,0,0,0,5,NA
aasaxnayk,FALSE,3,6,664,NA,0,NA,0,0,0,0,5,NA
aasaxnaytaxs,FALSE,4,8,712,NA,0,NA,0,0,0,0,5,NA
aasaxvaxs,FALSE,3,6,696,NA,0,NA,0,0,0,0,4,NA
aasiyaxnbihn,FALSE,4,8,732,NA,0,NA,0,0,0,0,5,NA
aaskweynyhd,FALSE,2,9,896,NA,0,NA,0,0,0,0,4,NA
aastiyowaafskowlaxrk,FALSE,6,14,1123,NA,0,NA,0,0,0,0,7,NA
aazliyn,FALSE,2,5,504,NA,3,NA,0,0,0,0,4,NA
aback,TRUE,2,4,501,5,8,3,15,541,71,277737,4,1
abandon,TRUE,3,7,649,8,2,1,413,3130,414,2748847,8,1
abandoned,TRUE,3,8,782,8,2,0,678,7511,1028,6371992,8,2
abandoning,TRUE,4,9,603,8,0,0,86,1081,156,785043,8,2
abandonment,TRUE,4,11,708,12,1,1,49,947,73,1297503,12,2
abash,TRUE,2,4,579,6,4,4,0,2,2,12974,5,1
abated,TRUE,3,6,400,6,6,3,4,226,20,254497,6,2
abbey,TRUE,2,3,479,6,57,4,162,1069,281,4224864,4,1
abbot,TRUE,2,4,532,6,13,1,43,320,21,992552,5,1
abbreviations,TRUE,5,11,938,13,1,1,10,132,6,3703739,11,3
abdicate,TRUE,3,7,687,9,2,2,9,73,11,124825,8,1
abdomen,TRUE,3,7,483,6,1,0,171,1026,94,1490684,5,1
abdominal,TRUE,4,9,718,6,1,0,174,940,78,3090148,4,1
abduct,TRUE,2,6,728,7,5,2,36,58,12,129037,7,1
abducted,TRUE,3,8,639,8,2,1,255,850,402,837949,8,2
abduction,TRUE,3,8,589,10,2,2,185,754,263,1188510,9,2
abed,TRUE,2,4,433,5,14,19,10,88,10,150367,5,1
aberration,TRUE,4,7,856,11,2,1,28,450,95,447538,8,2
aberrations,TRUE,4,8,769,11,1,1,8,121,12,463436,8,3
abetted,TRUE,3,6,520,6,2,1,8,168,20,149650,6,2
abeyance,TRUE,3,6,808,5,0,0,2,66,15,137101,4,1
abhorrent,TRUE,3,8,633,9,0,0,9,153,44,174570,6,2
abide,TRUE,2,4,421,6,11,8,138,959,283,3722809,5,1
abilities,TRUE,4,8,690,7,1,0,312,4704,274,7578665,8,2
ability,TRUE,4,7,537,7,3,1,980,30299,3860,52004640,8,1
ablaze,TRUE,2,5,658,4,7,1,21,313,39,321927,4,1
able,TRUE,2,4,425,5,28,26,8155,67548,22021,109389656,5,1
abnormal,TRUE,3,8,768,9,1,0,148,1330,152,3966114,9,1
abnormalities,TRUE,5,12,754,11,1,0,25,593,54,2046863,12,3
abnormality,TRUE,5,11,721,11,1,0,26,250,34,544301,12,2
abnormally,TRUE,4,9,575,9,1,0,20,216,23,505747,9,2
aboard,TRUE,2,5,504,4,14,1,1358,4190,663,4084762,5,1
abode,TRUE,2,4,509,4,10,4,33,213,12,1250165,3,1
abolish,TRUE,3,6,650,8,1,0,24,585,165,912065,7,1
abolished,TRUE,3,7,729,9,1,1,20,638,92,1331439,7,2
abolition,TRUE,4,8,532,10,0,0,10,523,49,1132361,9,1
abolitionist,TRUE,5,11,978,13,2,3,11,197,28,229781,12,2
abolitionists,TRUE,5,10,846,13,1,1,13,151,13,133685,11,3
abominable,TRUE,5,10,645,8,0,0,32,158,17,324067,7,1
aboriginal,TRUE,5,9,618,9,0,0,9,1486,73,7046324,8,2
abort,TRUE,2,5,415,6,7,7,235,331,68,1570140,6,1
abortion,TRUE,3,7,595,9,2,1,369,10896,4422,9397315,8,2
abortionist,TRUE,4,10,868,12,2,2,4,67,18,68923,11,3
abortions,TRUE,3,8,758,9,1,1,35,1743,562,1340486,8,3
abound,TRUE,2,5,549,7,5,5,18,1068,31,1494791,6,1
abounded,TRUE,3,7,668,7,3,2,3,161,4,115655,7,2
abounding,TRUE,3,7,630,7,2,1,4,36,5,137857,7,2
about,TRUE,2,4,464,6,9,6,185206,693701,249031,1226763335,5,1
above,TRUE,2,4,565,6,6,3,2493,44493,3454,141896477,5,1
aboveground,TRUE,3,9,910,6,0,0,7,238,2,245904,5,1
abracadabra,TRUE,5,11,761,5,0,0,53,38,5,177335,5,NA
abrasion,TRUE,3,7,594,9,1,1,18,206,15,827778,8,1
abreast,TRUE,2,6,828,5,6,1,26,344,26,758922,4,1
abridgment,TRUE,3,9,531,7,0,1,0,22,0,60210,6,1
abroad,TRUE,2,5,649,5,4,1,250,5754,929,14838366,4,1
abrogated,TRUE,4,9,662,9,1,1,2,71,3,167198,9,2
abrupt,TRUE,2,6,509,7,0,0,58,1118,77,925586,7,1
abruptly,TRUE,3,8,557,7,0,0,45,2661,155,1054733,7,2
abs,TRUE,1,3,441,4,43,33,54,1211,93,7930065,4,NA
abscesses,TRUE,3,7,600,8,3,0,7,82,3,170615,6,2
absence,TRUE,2,6,768,8,1,1,322,8527,524,14681896,7,1
absences,TRUE,3,8,684,8,0,1,14,361,29,1076894,7,2
absent,TRUE,2,6,475,7,2,1,131,3206,313,8831540,7,1
absented,TRUE,3,8,601,8,0,2,0,18,2,22990,7,2
absentee,TRUE,3,7,753,9,3,2,18,683,353,1238718,8,2
absenteeism,TRUE,5,11,778,9,0,0,5,274,5,409780,8,3
absently,TRUE,3,8,678,7,1,0,0,458,2,95372,7,2
absolute,TRUE,3,7,571,9,2,2,577,6055,1249,16202148,8,1
absolutely,TRUE,4,9,649,9,0,0,5769,25214,17909,20818988,8,2
absolutes,TRUE,3,8,690,9,2,2,21,122,12,225325,8,2
absolution,TRUE,4,9,719,9,0,0,48,155,6,270168,7,1
absolve,TRUE,2,6,681,8,3,4,29,139,38,168029,7,1
absorb,TRUE,2,6,616,7,3,1,101,2340,280,2378096,7,1
absorbed,TRUE,2,7,548,8,3,1,78,2877,181,3125006,7,2
absorbing,TRUE,3,8,595,7,0,0,23,991,66,1613367,7,2
absorbs,TRUE,2,7,758,7,4,1,25,524,28,685141,7,2
absorption,TRUE,3,9,575,6,1,0,18,1421,38,5294724,4,1
abstain,TRUE,2,6,646,8,3,0,26,254,41,857265,7,1
abstention,TRUE,3,9,662,11,2,2,6,87,9,212609,10,1
abstinence,TRUE,3,9,646,9,1,0,45,1126,189,1160063,9,1
abstinent,TRUE,3,9,576,9,1,0,3,247,4,68711,9,1
abstract,TRUE,2,8,623,9,1,1,111,4713,221,55954667,9,1
abstractedness,TRUE,4,13,888,11,0,0,0,0,0,2130,9,3
abstracting,TRUE,3,10,658,10,2,0,1,61,2,341769,10,2
abstraction,TRUE,3,10,604,12,1,1,15,1001,24,2366467,11,2
abstractionism,TRUE,5,14,785,14,0,0,0,1,0,7579,12,3
abstractionists,TRUE,4,14,958,14,0,0,0,16,1,3731,12,4
abstractions,TRUE,3,11,794,12,1,1,5,449,6,666743,11,3
abstractive,TRUE,3,10,958,10,2,0,0,1,0,8109,10,2
abstruse,TRUE,2,7,597,6,0,0,3,66,3,83150,6,1
absurd,TRUE,2,5,659,7,1,0,495,2208,545,2149429,6,1
absurdities,TRUE,4,9,760,9,1,0,6,127,13,160509,9,3
absurdity,TRUE,4,8,701,9,1,0,32,506,61,548016,9,2
absurdly,TRUE,3,7,537,7,0,0,15,328,16,201854,6,2
abundance,TRUE,3,8,670,8,1,0,45,2751,108,4871563,8,1
abundant,TRUE,3,8,599,9,1,0,29,2169,84,3441495,9,1
abuse,TRUE,2,5,531,6,1,6,523,16706,3916,36270050,6,1
abused,TRUE,2,6,708,6,5,7,231,3147,1270,3319897,6,2
abusers,TRUE,3,7,708,7,3,3,11,599,146,722503,7,3
abuses,TRUE,3,7,575,6,5,7,25,1975,420,2546094,7,2
abusing,TRUE,3,7,573,6,3,2,61,832,314,1007630,7,2
abusive,TRUE,3,7,680,6,1,0,83,1762,582,3183793,7,2
abut,TRUE,2,4,361,5,13,7,6,85,20,190877,5,1
abyss,TRUE,2,4,502,6,6,0,90,712,88,1152924,4,1
academia,TRUE,5,8,750,8,0,1,12,819,61,2202285,7,1
academic,TRUE,4,8,615,9,1,2,238,20882,636,54888461,9,2
academically,TRUE,5,10,688,9,0,0,11,1236,93,825603,9,4
academics,TRUE,4,9,611,9,1,2,35,2100,139,6858100,9,3
academy,TRUE,4,7,467,8,2,1,633,9644,1349,29252165,8,1
accede,TRUE,2,5,589,7,5,2,7,114,14,199886,6,1
accelerate,TRUE,4,8,685,11,2,2,65,1349,196,3199272,9,1
accelerated,TRUE,5,10,623,11,1,2,49,1744,159,4336016,10,2
acceleration,TRUE,5,10,691,13,0,1,44,1394,59,4118345,8,2
accelerations,TRUE,5,12,900,13,0,1,0,56,2,165756,6,3
accelerator,TRUE,5,9,584,12,4,2,69,585,51,3687627,10,2
accelerometers,TRUE,6,12,780,14,1,1,0,65,3,149931,12,2
accent,TRUE,2,6,556,7,4,4,621,3344,405,6037126,7,1
accented,TRUE,3,8,605,7,2,2,1,554,13,998526,8,2
accents,TRUE,2,7,548,7,2,3,58,896,87,4122392,7,2
accentual,TRUE,4,10,686,9,0,0,0,12,0,18755,9,2
accentuate,TRUE,4,9,540,11,1,2,18,293,22,286206,10,1
accept,TRUE,2,6,684,7,3,3,2692,15060,3744,43171429,7,1
acceptable,TRUE,4,10,595,10,1,2,269,5591,914,14590887,9,2
acceptance,TRUE,3,9,708,11,1,1,161,5322,519,36864919,8,2
accepted,TRUE,3,8,616,7,0,1,801,12388,1636,46923207,8,2
accepting,TRUE,3,8,527,7,2,1,206,3567,580,6981931,7,2
accepts,TRUE,2,7,539,7,2,3,106,1600,191,6648729,7,2
access,TRUE,2,5,582,7,5,0,1615,27792,3841,217995377,6,1
accessed,TRUE,2,6,646,8,3,1,78,2310,27,8825835,6,2
accesses,TRUE,3,7,614,8,5,1,2,164,12,1861811,7,2
accessibility,TRUE,6,12,788,9,0,0,2,1060,52,19003056,8,2
accessible,TRUE,4,9,690,9,0,0,56,4157,358,18695865,8,2
accessories,TRUE,4,8,650,10,3,0,76,1879,132,158985898,8,2
accessors,TRUE,3,7,620,9,4,1,0,1,0,120022,7,3
accessory,TRUE,4,7,710,9,2,1,147,700,92,18694578,8,1
accident,TRUE,3,8,668,9,3,2,4146,9992,2929,18700748,9,1
accidental,TRUE,4,10,770,11,3,2,153,1552,293,3914534,11,2
accidentally,TRUE,5,11,958,11,2,0,449,1706,313,2636203,11,3
accidents,TRUE,3,9,768,9,1,2,340,2881,600,8930846,9,2
acclaim,TRUE,2,5,540,8,5,1,22,561,66,1784066,6,1
acclaimed,TRUE,2,6,641,8,5,0,20,959,141,2790613,6,2
acclamation,TRUE,4,9,928,6,0,1,1,48,4,114889,7,1
acclimatized,TRUE,4,10,825,10,0,0,2,25,1,27561,4,2
accolade,TRUE,3,6,588,9,2,1,1,84,6,361681,7,1
accolades,TRUE,3,7,615,9,1,1,9,356,49,2232640,7,2
accommodate,TRUE,4,8,712,12,1,2,109,3416,312,7003123,9,1
accommodated,TRUE,5,10,667,12,0,2,5,435,52,1513716,9,2
accommodating,TRUE,5,10,752,12,1,0,36,643,71,965701,10,2
accommodation,TRUE,5,10,818,14,1,1,48,1205,147,60589803,11,2
accommodations,TRUE,5,11,842,14,1,1,85,1473,94,10932659,11,3
accompanied,TRUE,4,9,579,11,2,1,105,5112,353,8119884,9,2
accompanies,TRUE,4,9,701,11,5,1,13,622,39,1094328,9,2
accompaniment,TRUE,4,11,678,14,2,2,15,520,29,1572132,12,2
accompaniments,TRUE,4,12,855,14,2,2,0,177,1,225897,12,3
accompanist,TRUE,4,10,728,12,0,1,10,63,5,155925,8,1
accompanists,TRUE,4,11,827,12,0,1,1,10,1,36633,3,2
accompany,TRUE,4,8,588,10,4,0,242,1773,115,3439497,9,1
accompanying,TRUE,5,10,617,10,0,0,47,2682,88,5681015,9,2
accomplice,TRUE,3,8,683,11,0,1,216,383,103,323290,9,1
accomplish,TRUE,3,8,611,11,1,0,298,3901,845,6091676,9,1
accomplished,TRUE,3,9,755,12,1,1,384,5338,978,7928651,9,2
accomplishing,TRUE,4,10,681,11,1,0,26,530,114,859045,10,2
accomplishment,TRUE,4,12,794,15,1,1,96,1781,270,1904294,13,2
accomplishments,TRUE,4,13,784,15,1,1,81,2077,264,3521534,13,3
accord,TRUE,2,5,434,7,12,5,83,2285,284,5034197,6,1
accordance,TRUE,3,8,642,7,0,0,81,1562,144,25194680,6,2
accorded,TRUE,3,7,489,7,2,0,7,574,31,874388,7,2
according,TRUE,3,7,543,10,5,0,2135,54686,6385,72554077,8,2
accordingly,TRUE,4,9,656,10,0,0,93,2794,129,8960086,8,3
accords,TRUE,2,6,578,7,8,3,9,761,102,742249,6,2
accost,TRUE,2,5,728,7,2,0,3,33,2,31284,6,1
account,TRUE,2,5,523,8,4,1,2280,20141,2500,203612136,6,1
accountability,TRUE,6,12,827,10,1,0,24,3816,605,9011124,8,2
accountable,TRUE,4,9,673,10,2,0,72,2720,937,3501799,8,2
accountant,TRUE,3,8,638,11,3,1,315,1134,199,4289265,9,2
accountants,TRUE,3,9,674,12,1,3,55,666,120,4461356,9,3
accounted,TRUE,3,7,579,9,2,0,154,2958,174,3850232,7,2
accounting,TRUE,3,7,728,8,3,0,230,5762,795,40819336,6,2
accounts,TRUE,2,6,848,8,4,2,534,10408,1657,42330284,6,2
accreditation,TRUE,5,11,693,14,0,1,9,1142,53,6733072,8,2
accredited,TRUE,4,9,583,9,1,0,16,612,46,9006302,6,2
accrue,TRUE,2,4,459,7,10,2,4,323,17,934795,5,1
accrued,TRUE,2,5,505,7,4,2,13,257,17,2391008,5,2
accruing,TRUE,3,6,619,6,1,0,2,118,13,388115,5,2
acculturation,TRUE,5,11,850,5,0,0,0,1383,1,160687,5,2
accumulate,TRUE,4,10,564,11,2,2,29,986,84,1715457,11,1
accumulated,TRUE,5,12,776,11,2,2,39,1654,135,4018104,12,2
accumulating,TRUE,5,12,709,11,2,0,18,612,66,722990,12,2
accuracy,TRUE,4,7,878,8,1,1,76,5135,580,29536020,8,1
accurate,TRUE,3,6,536,9,3,0,400,7849,1623,25148764,7,1
accurately,TRUE,4,8,549,9,0,0,58,3283,324,6587832,7,2
accusation,TRUE,4,9,782,11,2,2,143,1021,308,853309,10,2
accusations,TRUE,4,10,874,11,2,2,153,2136,624,1527028,10,3
accusative,TRUE,4,9,633,9,0,0,0,14,1,146982,8,1
accuse,TRUE,2,5,599,7,16,3,290,1197,389,1048371,6,1
accused,TRUE,2,6,590,7,5,3,666,9446,3683,8659913,6,2
accuses,TRUE,3,7,564,7,4,4,31,547,192,758916,7,2
accusing,TRUE,3,7,541,9,3,0,252,1465,574,875783,8,2
accusingly,TRUE,4,9,715,9,1,0,0,84,0,23383,8,3
accustomed,TRUE,3,8,615,9,1,0,149,2577,269,1649668,8,2
ace,TRUE,1,2,406,4,86,42,751,2970,120,11140861,3,1
acetone,TRUE,3,6,608,6,0,0,8,70,6,588744,5,1
ache,TRUE,1,2,329,5,89,19,127,1047,60,1073348,3,1
ached,TRUE,1,3,373,5,27,10,16,666,12,154765,3,2
aches,TRUE,1,3,549,6,56,14,77,586,85,1117440,4,2
achieve,TRUE,2,4,605,8,6,4,374,11360,1563,27333103,5,1
achieved,TRUE,2,5,635,8,4,3,219,7533,873,17086330,5,2
achievement,TRUE,3,8,621,12,1,1,178,11756,594,12845656,9,2
achievements,TRUE,3,9,697,12,1,1,55,2285,191,5607204,9,3
achievers,TRUE,3,6,600,9,2,2,9,299,11,417699,6,3
achieves,TRUE,2,5,620,8,6,4,16,583,33,1741941,5,2
achieving,TRUE,3,6,678,7,0,0,37,3743,258,8773550,5,2
aching,TRUE,2,4,407,7,21,4,105,880,55,730749,5,2
acid,TRUE,2,4,454,5,11,13,508,5145,334,30884468,5,1
acidic,TRUE,3,6,551,6,1,0,11,519,15,1167972,5,2
acidity,TRUE,4,7,540,6,0,1,10,399,11,762749,6,2
acids,TRUE,2,5,697,5,3,3,42,1537,72,8794560,5,2
acknowledge,TRUE,3,7,771,12,2,4,313,5087,869,6554270,8,1
acknowledged,TRUE,3,8,648,12,2,4,100,5302,701,5979804,8,2
acknowledges,TRUE,4,9,678,12,2,4,13,2380,285,2321868,9,2
acknowledging,TRUE,4,9,643,11,2,0,36,1625,196,1387586,9,2
acknowledgment,TRUE,4,11,908,11,3,2,26,981,49,1541454,12,1
acorn,TRUE,2,5,678,6,7,9,37,933,448,1832026,6,1
acoustic,TRUE,3,7,687,9,1,1,49,1374,114,10857691,8,1
acoustically,TRUE,4,9,692,11,0,0,1,70,6,172761,8,3
acquaint,TRUE,2,6,520,9,1,0,20,114,6,368772,7,1
acquaintance,TRUE,3,9,641,13,1,1,273,1167,102,1345150,10,2
acquaintances,TRUE,4,11,701,14,0,1,54,888,56,663898,10,3
acquainted,TRUE,3,8,748,9,1,0,231,836,48,1412535,7,2
acquire,TRUE,3,5,614,8,6,4,135,3452,277,8807297,6,1
acquired,TRUE,3,6,567,8,3,3,228,5772,289,12619643,6,2
acquires,TRUE,3,6,606,8,7,4,8,371,24,2207920,6,2
acquiring,TRUE,4,7,585,7,1,0,43,1751,113,3272383,6,2
acquisition,TRUE,4,9,688,12,2,2,74,3698,159,19177320,10,1
acquisitions,TRUE,4,10,802,12,2,2,33,1138,53,5270178,10,2
acquittal,TRUE,3,7,505,10,2,1,37,354,143,311555,8,NA
acquitted,TRUE,3,7,489,8,2,0,78,944,388,585811,7,NA
acre,TRUE,2,3,558,5,55,17,93,4231,260,6661571,4,1
acreage,TRUE,2,5,534,5,0,0,22,543,28,2136630,4,1
acres,TRUE,2,4,441,5,24,9,234,7329,728,14209201,5,2
acrobat,TRUE,3,7,544,8,1,1,30,172,9,14214832,8,1
acrobatics,TRUE,4,10,662,10,1,2,11,127,12,205213,10,3
acrobats,TRUE,3,8,705,8,1,1,19,122,11,158368,8,2
acropolis,TRUE,4,9,729,5,1,0,6,130,6,429879,4,1
across,TRUE,2,5,606,5,8,2,4801,74527,11899,76600131,4,1
acrylic,TRUE,3,7,440,8,1,1,23,1000,21,6241613,8,1
act,TRUE,1,3,385,4,52,22,5565,42257,8275,141086424,4,1
acted,TRUE,2,5,438,5,4,6,548,4239,930,4471107,5,2
acting,TRUE,2,5,416,6,2,2,2675,10136,2582,18408318,5,2
action,TRUE,2,5,351,7,14,7,3115,38931,8159,162029265,6,2
actions,TRUE,2,6,558,7,5,5,620,13935,2136,43260447,6,3
activate,TRUE,3,7,441,9,2,4,238,736,54,5018946,8,1
activated,TRUE,4,9,858,9,0,2,220,1464,123,7011218,8,2
activating,TRUE,4,9,758,9,0,0,44,264,15,1430694,8,2
activation,TRUE,4,9,685,9,0,0,43,655,27,10581402,7,2
active,TRUE,2,5,506,7,5,1,584,17997,2286,84091239,6,2
actively,TRUE,3,7,546,7,0,0,42,4207,520,8430340,6,3
activism,TRUE,4,9,544,8,0,2,9,1821,255,4048284,7,3
activist,TRUE,3,8,691,9,2,5,50,3737,962,4029769,9,3
activists,TRUE,3,7,684,10,1,4,18,5297,899,5126174,8,4
activity,TRUE,4,8,620,8,2,0,657,24669,2473,79634361,9,3
actor,TRUE,2,4,416,6,25,9,1343,9611,3815,16283217,5,2
actors,TRUE,2,5,491,7,9,4,644,6925,1454,12150790,5,3
actress,TRUE,2,6,502,8,1,0,817,5595,1923,7010056,7,1
acts,TRUE,1,4,547,4,25,14,636,9529,1509,23690086,4,2
actual,TRUE,2,5,592,7,5,1,884,13849,2378,42552937,6,1
actualities,TRUE,5,11,948,9,0,0,1,50,1,43873,6,3
actuality,TRUE,5,9,858,9,0,0,24,413,37,486439,5,2
actually,TRUE,2,5,496,7,5,1,16439,72504,38266,69447573,4,2
actuary,TRUE,4,7,718,7,1,0,7,146,37,583033,8,1
acuity,TRUE,4,7,597,4,0,0,14,661,8,729449,5,1
acute,TRUE,2,5,449,6,2,1,150,3508,229,11128841,6,1
acutely,TRUE,3,7,540,6,0,0,14,691,67,518257,6,2
acuteness,TRUE,3,8,654,6,1,1,1,15,3,38057,6,2
ad,TRUE,1,2,539,3,82,61,694,9589,2671,78774169,3,NA
adage,TRUE,2,4,451,5,4,1,32,381,55,423290,4,1
adamant,TRUE,3,7,609,8,0,0,50,716,160,510991,8,1
adamantly,TRUE,4,9,579,8,0,0,2,348,81,147125,8,2
adapt,TRUE,2,5,498,6,5,3,134,2618,277,4679868,6,1
adaptable,TRUE,4,9,898,8,1,1,17,446,33,1057340,8,2
adaptation,TRUE,4,9,662,11,1,2,81,2657,91,5314230,10,2
adapted,TRUE,3,7,718,7,2,3,56,4310,157,6767295,7,2
adapting,TRUE,3,7,572,7,3,1,27,942,85,1493600,7,2
adaptive,TRUE,3,7,629,7,3,1,11,1738,28,5711765,7,2
add,TRUE,1,2,418,4,82,23,1686,33576,4498,387249138,3,1
addendum,TRUE,3,6,577,9,2,1,15,120,9,1718292,7,1
addict,TRUE,2,5,431,7,5,3,273,1245,491,2913182,6,1
addicted,TRUE,3,7,640,7,1,0,231,1643,582,2387385,6,2
addicting,TRUE,3,7,539,8,2,0,3,55,15,1108227,7,2
addiction,TRUE,3,7,537,10,4,2,199,3809,967,9334031,8,2
addictions,TRUE,3,8,664,10,2,2,21,482,79,1117009,8,3
addictive,TRUE,3,7,492,8,2,2,57,1020,229,2309956,7,2
addicts,TRUE,2,6,629,7,4,3,106,1217,278,1501003,6,2
adding,TRUE,2,4,402,7,8,5,205,10642,1068,26798813,5,2
addition,TRUE,3,6,503,9,5,3,395,27926,2101,73434482,7,2
additional,TRUE,4,8,497,11,2,0,300,20060,2293,132188550,9,3
additionally,TRUE,4,8,589,11,2,0,16,3036,87,8737401,8,4
additions,TRUE,3,7,623,9,7,3,11,966,39,11580098,7,3
additives,TRUE,3,7,664,9,2,2,10,475,39,2212673,7,2
addle,TRUE,2,4,529,6,34,6,8,24,0,21363,5,1
address,TRUE,2,5,728,8,3,1,2666,24164,5214,261874562,6,1
addressed,TRUE,2,6,565,9,6,3,194,7991,1163,16180738,6,2
addressee,TRUE,3,6,567,9,2,3,6,164,1,513417,6,2
addresses,TRUE,3,7,713,9,4,2,162,3654,371,29369031,7,2
adds,TRUE,1,3,413,4,44,14,201,11634,686,14884114,3,2
adduce,TRUE,2,4,609,6,7,2,1,22,4,77225,4,1
adept,TRUE,2,5,520,4,2,2,33,902,50,1597568,4,1
adequacy,TRUE,4,8,535,7,0,0,1,533,13,1975306,7,1
adequate,TRUE,3,7,391,9,1,0,132,5940,543,15023940,6,1
adequately,TRUE,4,9,555,9,1,0,27,2331,227,4425890,8,2
adhere,TRUE,2,5,432,7,1,2,29,1100,133,2655276,6,1
adhered,TRUE,2,6,531,7,0,2,6,373,55,876827,6,2
adherence,TRUE,3,8,566,8,1,0,9,1354,49,1889709,8,2
adherents,TRUE,3,9,550,9,0,1,1,561,15,457213,6,2
adheres,TRUE,2,6,611,7,1,2,3,210,16,561210,6,2
adhesion,TRUE,3,7,639,7,0,0,6,170,2,1920249,5,1
