Item,IsWord,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
frappe,TRUE,1,4,589,6,15,2,5,11,3,66821,5,NA
fraternities,TRUE,4,10,828,10,1,0,10,247,95,355330,10,2
fraternity,TRUE,4,9,687,10,2,0,171,843,155,2559869,10,1
fraternize,TRUE,3,8,780,11,1,1,16,27,3,13353,9,1
fraternized,TRUE,3,9,927,11,1,1,0,9,1,6456,9,2
fraternizing,TRUE,4,10,833,10,0,0,29,26,3,15251,9,2
fraud,TRUE,1,4,517,6,23,6,512,5377,1743,15378751,5,1
frauds,TRUE,1,5,718,7,7,1,40,180,42,491526,5,2
fraudulence,TRUE,3,10,689,10,0,0,0,22,3,14387,5,1
fraudulent,TRUE,3,9,543,11,0,0,18,842,220,2501991,4,1
fraught,TRUE,1,4,393,5,21,2,35,751,79,459290,4,1
fray,TRUE,1,3,392,5,65,21,48,834,130,911045,4,1
frayed,TRUE,1,4,549,6,51,8,23,601,42,336848,5,2
frayl,FALSE,1,4,536,NA,25,NA,0,0,0,0,5,NA
frays,FALSE,1,4,591,NA,31,NA,0,0,0,0,4,2
freak,TRUE,1,4,526,6,51,10,1874,1579,277,3921675,5,1
freaking,TRUE,2,6,559,7,11,4,754,501,140,996113,6,NA
freakish,TRUE,2,6,659,7,1,0,25,133,17,158339,6,2
freaks,TRUE,1,5,529,7,16,7,422,524,69,2482931,6,2
freaky,TRUE,2,5,463,6,11,4,255,206,49,1357081,5,2
freckles,TRUE,2,7,528,8,2,2,101,500,24,298723,7,2
free,TRUE,1,3,353,5,95,27,9054,68509,10631,1014165416,4,1
freebie,TRUE,2,5,441,8,9,1,41,76,11,618258,6,NA
freeboard,TRUE,2,7,519,7,0,0,0,24,0,99626,5,NA
freebooters,TRUE,3,8,770,7,0,0,2,15,0,16210,5,NA
freeborn,TRUE,2,6,541,7,3,1,5,21,1,180072,6,NA
freed,TRUE,1,4,447,6,52,20,190,2510,527,2684488,5,2
freedman,TRUE,2,7,534,9,13,5,42,709,68,810881,8,NA
freedom,TRUE,2,6,479,8,10,1,1688,20418,4280,38915394,7,1
freedoms,TRUE,2,7,668,8,1,2,45,1169,244,2314731,7,2
freehand,TRUE,2,7,619,6,0,1,4,91,1,724461,5,1
freeholder,TRUE,3,8,595,11,2,1,0,17,3,87538,9,NA
freeing,TRUE,2,5,538,5,9,3,46,844,134,994624,5,2
freelancer,TRUE,3,8,763,11,2,2,39,116,17,664567,9,2
freeload,TRUE,2,6,565,9,2,0,0,18,15,12931,7,NA
freely,TRUE,2,5,579,6,27,6,215,3139,432,6826769,5,2
freeman,TRUE,2,6,389,8,22,10,129,2114,370,4740163,7,1
freer,TRUE,2,4,509,5,45,17,18,510,86,535697,4,2
freestyle,TRUE,2,7,580,7,1,0,56,822,40,4181852,6,NA
freethinker,TRUE,3,8,603,12,1,1,1,25,2,64219,9,2
freethinkers,TRUE,3,9,858,12,1,1,4,44,0,69739,9,3
freeway,TRUE,2,5,539,8,3,1,282,1687,188,2492851,6,1
freeways,TRUE,2,6,629,8,2,1,32,394,50,367916,6,2
freewheel,TRUE,2,6,569,10,1,0,0,16,0,104504,7,1
freewill,TRUE,2,6,525,7,2,0,5,14,3,135797,6,NA
freeze,TRUE,1,4,539,7,70,5,1640,4311,691,5527632,5,1
freezer,TRUE,2,5,623,8,20,3,263,1743,178,4490144,6,2
freezers,TRUE,2,6,688,8,4,2,16,131,20,2253962,6,3
freezes,TRUE,2,6,455,7,4,5,79,774,60,966045,6,2
frehf,FALSE,1,4,381,NA,18,NA,0,0,0,0,4,NA
frehks,FALSE,1,5,514,NA,15,NA,0,0,0,0,5,NA
frehltwihp,FALSE,2,8,583,NA,0,NA,0,0,0,0,5,NA
frehntslaen,FALSE,2,9,584,NA,0,NA,0,0,0,0,7,NA
frehnzwihps,FALSE,2,9,672,NA,0,NA,0,0,0,0,6,NA
frehrcheyshaxn,FALSE,3,9,600,NA,0,NA,0,0,0,0,5,NA
frehrchiy,FALSE,2,6,548,NA,1,NA,0,0,0,0,5,NA
frehrt,FALSE,1,5,436,NA,7,NA,0,0,0,0,5,NA
frehzpaetaxr,FALSE,3,9,665,NA,0,NA,0,0,0,0,5,NA
freight,TRUE,1,4,364,8,45,2,196,1231,154,8453128,5,1
freightliner,TRUE,3,8,768,8,0,0,0,17,0,349739,5,NA
french,TRUE,1,5,529,7,11,5,3541,24999,3381,81398445,6,NA
frenchman,TRUE,2,8,510,8,1,1,154,506,44,548217,7,NA
frenetic,TRUE,3,8,688,7,1,0,3,340,22,264244,5,1
frenzied,TRUE,2,7,649,9,2,1,16,545,50,353613,8,2
frenziedly,TRUE,3,9,640,9,0,0,0,11,0,5241,8,3
frenzy,TRUE,2,6,519,6,9,1,103,1470,306,1805928,7,1
frequencies,TRUE,3,10,715,9,1,0,95,1561,58,5363101,10,2
frequency,TRUE,3,9,663,9,1,0,337,7057,208,29810849,10,1
frequent,TRUE,2,8,516,9,2,2,140,6537,474,10400533,9,1
frequently,TRUE,3,10,626,9,1,0,167,12867,874,32113462,9,2
fresco,TRUE,2,6,555,7,6,3,17,402,39,742977,7,1
frescoed,TRUE,2,7,559,8,3,1,0,31,0,26723,7,NA
frescoes,TRUE,2,7,714,8,2,2,5,320,22,249518,7,2
fresh,TRUE,1,4,499,6,27,8,2780,25161,2862,38789267,5,1
freshen,TRUE,2,6,549,8,5,3,131,174,17,193151,7,2
freshened,TRUE,2,7,423,9,3,2,7,65,0,59268,7,3
freshly,TRUE,2,6,503,7,1,1,71,3506,59,2119331,5,2
freshman,TRUE,2,7,504,9,7,4,375,3567,385,4856078,8,1
freshmans,TRUE,2,8,585,9,2,2,0,0,0,1133,8,NA
freshmen,TRUE,2,7,503,7,2,2,92,1398,147,1817045,6,1
fretted,TRUE,2,6,433,7,1,1,0,240,5,204701,6,2
freudian,TRUE,3,7,521,6,0,0,51,338,40,260726,4,NA
freyaxnt,FALSE,2,6,573,NA,1,NA,0,0,0,0,5,NA
freyk,FALSE,1,4,400,NA,40,NA,0,0,0,0,5,NA
freymaxt,FALSE,2,6,416,NA,1,NA,0,0,0,0,6,NA
friction,TRUE,2,7,538,9,3,3,63,1601,148,3001167,8,1
fridays,TRUE,2,6,636,7,4,4,86,1229,99,2127738,6,NA
fridge,TRUE,1,4,447,7,20,4,502,1384,131,5458180,5,NA
fried,TRUE,1,4,514,6,36,19,518,3726,332,4364192,5,2
friend,TRUE,1,5,472,7,22,6,21384,39344,9083,154539828,6,1
friendlier,TRUE,3,7,569,10,3,0,19,259,48,245660,7,3
friendly,TRUE,2,6,559,9,8,1,1328,9694,1459,64542810,7,2
friends,TRUE,1,5,668,8,20,6,15578,51805,12456,110767672,6,2
friendship,TRUE,2,7,391,11,2,2,1164,5013,675,9180791,8,2
friendships,TRUE,2,8,633,11,2,2,71,1491,150,1459994,8,3
fries,TRUE,1,4,496,6,41,25,596,1660,249,2119656,4,2
frieze,TRUE,1,4,546,7,70,5,2,178,16,255319,5,1
fright,TRUE,1,4,459,7,30,7,141,539,77,819010,5,1
frighten,TRUE,2,6,460,9,13,2,324,568,129,429760,7,1
frightened,TRUE,2,7,592,9,3,1,1186,3547,762,1592215,7,2
frightening,TRUE,2,7,426,12,2,2,294,2623,811,1501182,5,2
frighteningly,TRUE,4,10,611,12,0,0,13,169,24,145079,9,3
frigid,TRUE,2,6,452,7,2,2,71,836,80,315044,6,1
frigidity,TRUE,4,9,563,7,1,1,3,19,3,35956,5,2
frihmihng,FALSE,2,6,416,NA,4,NA,0,0,0,0,5,NA
frihnihst,FALSE,2,7,517,NA,0,NA,0,0,0,0,5,NA
frihntihkt,FALSE,2,8,651,NA,0,NA,0,0,0,0,5,NA
frihrd,FALSE,1,5,384,NA,6,NA,0,0,0,0,5,NA
frihtfaxn,FALSE,2,7,616,NA,1,NA,0,0,0,0,5,NA
frills,TRUE,1,5,416,6,16,6,19,435,28,568246,5,2
frilly,TRUE,2,5,589,6,24,5,16,240,17,169453,5,2
fringe,TRUE,1,5,668,7,5,6,85,1598,243,3682671,6,1
fringed,TRUE,1,6,589,7,3,5,3,312,0,417959,6,2
fringes,TRUE,2,7,524,7,2,5,14,586,59,647924,6,2
frisk,TRUE,1,5,499,6,16,10,79,86,20,152512,6,1
fritter,TRUE,2,5,450,8,16,6,15,67,7,62574,6,1
fritters,TRUE,2,6,563,8,6,2,9,166,9,156984,6,2
frivolity,TRUE,4,9,678,7,0,0,9,101,15,110563,4,1
frivolous,TRUE,3,8,788,10,0,0,61,728,159,776741,9,1
friybrihngzliy,FALSE,3,10,760,NA,0,NA,0,0,0,0,5,NA
friyhhaeskaxr,FALSE,3,9,635,NA,0,NA,0,0,0,0,6,NA
friylehps,FALSE,2,7,581,NA,0,NA,0,0,0,0,5,NA
friym,FALSE,1,4,675,NA,52,NA,0,0,0,0,5,NA
friyshayz,FALSE,2,6,683,NA,0,NA,0,0,0,0,5,NA
friythehsnaxrz,FALSE,3,10,802,NA,0,NA,0,0,0,0,5,NA
friyzmaxnt,FALSE,2,8,496,NA,0,NA,0,0,0,0,5,NA
friyzmaxnts,FALSE,2,9,688,NA,0,NA,0,0,0,0,5,NA
frizzled,TRUE,2,7,559,6,5,3,1,18,2,68386,7,2
frizzy,TRUE,2,5,433,6,8,0,18,137,13,86162,5,2
frog,TRUE,1,4,455,5,19,12,603,1588,148,8025641,5,1
frogman,TRUE,2,7,599,6,1,4,7,26,13,131739,6,2
frogs,TRUE,1,5,596,5,7,5,172,1350,176,2327702,5,2
frolic,TRUE,2,6,425,7,10,2,42,143,11,289348,7,1
frolicking,TRUE,3,8,591,7,1,0,12,128,12,114472,7,1
frolics,TRUE,2,7,788,7,2,1,7,20,0,96342,7,2
from,TRUE,1,4,486,5,32,15,103992,1043919,200634,2275621616,5,1
frond,TRUE,1,5,415,6,8,5,2,72,1,88985,6,NA
front,TRUE,1,5,337,6,15,6,9259,60046,10181,100890012,6,1
frontage,TRUE,2,7,668,7,3,0,10,78,7,1027134,7,1
frontal,TRUE,2,7,446,7,1,0,96,996,113,1692472,6,2
frontier,TRUE,2,7,565,9,5,2,167,3182,306,6329201,8,1
frontiers,TRUE,2,8,768,10,1,4,15,661,65,1785820,8,2
frontiersman,TRUE,3,11,642,11,1,1,1,31,3,50287,10,1
frontiersmen,TRUE,3,11,675,11,1,1,2,35,0,36496,10,1
frontline,TRUE,2,8,553,10,1,0,0,612,125,2554440,9,NA
fronts,TRUE,1,6,499,6,8,6,47,1193,245,1985378,6,2
frost,TRUE,1,5,458,6,9,11,245,2513,269,5943971,6,1
frostbite,TRUE,2,8,575,9,0,0,45,206,35,279720,7,1
frosted,TRUE,2,7,518,6,1,1,41,486,21,1162991,6,2
frosting,TRUE,2,7,592,9,2,2,72,863,25,560844,8,2
frosts,TRUE,1,6,694,6,3,4,4,103,1,154550,6,2
frosty,TRUE,2,6,678,6,4,3,121,456,29,907842,6,2
frothing,TRUE,2,6,478,9,0,0,13,98,3,152890,7,2
frowgihng,FALSE,2,6,552,NA,2,NA,0,0,0,0,4,NA
frowhhyaxr,FALSE,2,7,552,NA,0,NA,0,0,0,0,4,NA
frown,TRUE,1,4,427,6,20,7,104,915,34,748276,5,1
frowned,TRUE,1,5,437,6,13,3,21,2325,26,532161,5,2
frowngaxr,FALSE,2,6,552,NA,0,NA,0,0,0,0,4,NA
frowning,TRUE,2,6,442,9,4,4,25,731,13,191805,7,2
frowns,TRUE,1,5,659,6,18,4,18,423,16,149730,5,2
froze,TRUE,1,4,458,6,62,3,216,1447,104,599030,5,1
frozen,TRUE,2,6,482,6,6,2,782,7718,719,9167199,5,1
frugal,TRUE,2,6,559,7,1,0,9,419,53,932856,7,1
fruit,TRUE,1,4,305,6,24,3,1108,10882,654,22768964,5,1
fruitcake,TRUE,2,7,690,10,1,1,105,154,32,192505,8,NA
fruitful,TRUE,2,7,510,9,3,0,47,736,58,1141122,8,2
fruitfully,TRUE,3,8,634,9,2,0,0,67,0,58150,8,3
fruits,TRUE,1,5,445,6,16,3,143,3971,353,7957960,5,2
frumpy,TRUE,2,6,528,6,2,2,9,92,16,57786,6,NA
frustrated,TRUE,3,10,797,10,0,2,255,4532,1143,3221418,9,2
frustrating,TRUE,3,10,674,12,0,0,126,2292,696,2394252,11,2
frustration,TRUE,3,10,579,12,1,1,152,4889,1071,3230941,11,2
frustrations,TRUE,3,11,740,12,1,1,26,970,183,733557,11,3
fry,TRUE,1,3,544,4,40,19,428,2070,143,4484595,4,1
fryer,TRUE,2,4,539,6,40,14,33,156,4,866546,5,NA
frying,TRUE,2,5,598,4,9,8,142,1247,44,1037756,4,2
fudge,TRUE,1,3,527,6,18,8,185,567,82,1969555,4,1
fuel,TRUE,1,4,449,5,22,15,876,16237,2656,39148291,5,1
fueled,TRUE,2,6,535,5,4,3,49,2395,348,1431603,6,2
fueling,TRUE,2,6,589,5,8,3,20,709,149,696312,6,2
fuels,TRUE,2,6,619,5,3,7,28,2670,326,4657731,6,2
fugitive,TRUE,3,8,469,9,1,1,264,792,260,1229796,5,1
fugitives,TRUE,3,9,569,9,1,2,54,237,90,535400,9,2
fuhrmaym,FALSE,2,6,552,NA,0,NA,0,0,0,0,5,NA
fuhsihd,FALSE,2,5,392,NA,1,NA,0,0,0,0,3,NA
fuhtgihs,FALSE,2,6,677,NA,0,NA,0,0,0,0,4,NA
fuhtgrehnts,FALSE,2,9,656,NA,0,NA,0,0,0,0,4,NA
fuhtjhehnt,FALSE,2,7,588,NA,0,NA,0,0,0,0,4,NA
fuhtstaans,FALSE,2,8,840,NA,0,NA,0,0,0,0,6,NA
fulfill,TRUE,2,6,619,8,2,1,199,2408,384,4687190,7,1
fulfilled,TRUE,2,7,579,8,2,0,145,1357,192,2964755,7,2
fulfilling,TRUE,3,8,581,8,0,0,75,1474,208,2709097,7,2
fulfillment,TRUE,3,10,609,8,0,0,52,1310,75,2919906,7,2
full,TRUE,1,3,659,5,48,23,8512,61522,9168,309938387,4,1
fuller,TRUE,2,4,471,7,29,13,241,2140,326,3885291,5,2
fullest,TRUE,2,6,609,6,1,1,50,476,73,1456067,5,2
fullness,TRUE,2,6,571,5,1,1,24,601,24,774154,4,2
fulltime,TRUE,2,6,562,5,0,0,2,152,9,457770,5,NA
fully,TRUE,2,4,433,5,26,10,880,16324,2383,48617064,4,1
fulminate,TRUE,3,8,704,9,0,1,1,10,1,22073,9,1
fulminating,TRUE,4,10,718,9,0,1,1,17,3,19035,9,2
fumbled,TRUE,2,7,585,7,7,7,24,700,25,223373,7,2
fumed,TRUE,1,5,521,5,5,5,2,206,1,115514,5,NA
fumes,TRUE,1,5,550,5,9,8,146,945,109,956671,5,2
fuming,TRUE,2,6,549,5,4,2,9,219,30,191278,6,NA
fun,TRUE,1,3,388,4,91,25,12010,24061,7103,108402779,4,1
function,TRUE,2,7,569,9,4,3,565,14884,1064,93882580,8,1
functional,TRUE,3,9,539,11,1,0,139,4716,150,41864347,10,2
functioned,TRUE,2,8,643,9,2,0,16,656,30,399074,8,2
functioning,TRUE,3,9,532,9,0,0,142,4337,406,5619525,8,2
functions,TRUE,2,8,585,9,2,1,201,6796,353,51819579,8,2
fund,TRUE,1,4,435,5,36,18,541,19710,3590,67130844,5,1
fundamental,TRUE,4,11,621,12,3,2,167,9834,1810,15652618,12,1
fundamentalism,TRUE,6,15,809,14,1,2,2,649,107,765058,13,2
fundamentalist,TRUE,5,14,839,15,3,6,26,1193,222,1060857,15,2
fundamentally,TRUE,5,12,728,12,3,0,42,2803,803,2189483,12,2
fundamentals,TRUE,4,12,755,12,3,2,27,878,204,5491412,12,2
funding,TRUE,2,6,550,5,5,4,162,12715,2146,47661725,6,2
fundraiser,TRUE,3,8,762,11,2,1,97,696,153,2089346,9,NA
fundraising,TRUE,3,9,618,9,0,0,37,1082,213,6505719,7,NA
funds,TRUE,1,5,486,6,9,9,337,16712,2298,55722303,5,2
funeral,TRUE,3,7,408,8,1,2,1693,5613,1301,12827636,8,1
funerals,TRUE,3,8,638,8,1,1,164,734,161,1020335,8,2
funfair,TRUE,2,6,620,4,0,3,3,4,0,50016,3,NA
fungal,TRUE,2,6,437,5,4,0,15,873,34,1640857,6,1
fungi,TRUE,2,5,568,6,0,1,9,938,62,2000715,5,1
fungicide,TRUE,3,8,707,10,1,1,3,79,4,439063,9,1
fungus,TRUE,2,6,619,5,1,1,112,1086,97,1600808,6,1
funk,TRUE,1,4,482,5,33,21,161,909,107,6702720,5,1
funky,TRUE,2,5,558,5,11,7,259,904,107,5595849,5,2
funnel,TRUE,2,5,369,7,20,4,56,725,96,1073571,6,1
funneled,TRUE,2,6,479,7,3,0,8,297,50,124627,6,2
funnels,TRUE,2,6,505,7,10,5,8,130,8,231261,6,2
funnier,TRUE,3,5,358,7,4,0,128,261,89,450110,5,3
funniest,TRUE,3,7,688,7,0,1,148,558,180,1431047,5,3
funny,TRUE,2,4,415,5,36,8,11127,12458,4466,34294708,5,2
fur,TRUE,1,2,410,4,110,28,422,3278,267,6828397,3,1
furbish,TRUE,2,5,549,8,4,2,0,4,0,21596,6,1
furious,TRUE,3,7,679,8,4,1,306,2575,582,2146277,8,2
furiously,TRUE,4,9,651,8,1,1,13,875,48,456190,8,3
furled,TRUE,1,4,487,6,24,3,4,59,2,78249,4,2
furnace,TRUE,2,5,537,8,7,1,138,958,58,2989498,6,1
furnished,TRUE,2,6,564,9,4,3,62,998,51,7186113,6,2
furnishes,TRUE,3,7,668,9,3,2,7,92,0,324932,7,2
furnishings,TRUE,3,8,643,11,2,1,24,1053,33,8344412,8,3
furor,TRUE,2,6,569,4,0,3,6,364,71,180460,5,NA
furrowed,TRUE,2,4,425,7,10,1,4,374,4,106332,4,2
furrows,TRUE,2,4,569,7,25,2,6,216,3,133111,4,2
furry,TRUE,2,3,479,5,70,16,122,536,47,1887605,4,2
furs,TRUE,1,3,666,5,75,15,81,388,47,660522,4,2
further,TRUE,2,4,428,8,16,3,2690,37182,4796,109528141,5,1
furthermore,TRUE,3,7,670,10,0,0,146,6811,240,11463532,5,1
furthermost,TRUE,3,8,724,10,0,0,2,5,1,12663,5,2
furtive,TRUE,2,5,489,8,3,0,16,278,9,117858,6,1
fury,TRUE,2,5,382,4,9,18,195,1748,188,3497938,6,1
fuse,TRUE,1,4,668,5,59,19,248,705,103,3000882,5,1
fused,TRUE,1,5,565,5,6,9,34,525,46,1359240,5,2
fusion,TRUE,2,6,409,5,1,2,133,1702,85,10847353,4,1
fuss,TRUE,1,3,501,5,57,27,364,1259,187,1475689,4,1
fussy,TRUE,2,4,605,5,28,4,79,363,27,440117,5,2
futile,TRUE,2,6,529,6,3,1,82,1052,94,956638,5,1
futility,TRUE,4,9,659,6,1,1,25,564,42,429773,5,2
future,TRUE,2,5,455,7,7,2,5278,57275,10516,121849200,6,1
futures,TRUE,2,6,613,8,1,4,83,1661,235,7473055,6,2
futuristic,TRUE,4,10,736,9,0,0,17,520,45,1294993,9,3
fuwknihlihng,FALSE,3,8,768,NA,0,NA,0,0,0,0,4,NA
fuwknihlmaxnt,FALSE,3,10,628,NA,0,NA,0,0,0,0,4,NA
fuzz,TRUE,1,3,467,5,40,3,95,285,21,616736,4,1
fuzzy,TRUE,2,4,479,5,14,4,297,1585,154,5243391,5,2
fyown,FALSE,1,4,497,NA,4,NA,0,0,0,0,4,NA
fyowz,FALSE,1,4,616,NA,6,NA,0,0,0,0,4,NA
fyuwngk,FALSE,1,5,408,NA,1,NA,0,0,0,0,4,NA
gaabaxlviy,FALSE,3,7,592,NA,0,NA,0,0,0,0,6,NA
gaabaxrst,FALSE,2,7,544,NA,0,NA,0,0,0,0,5,NA
gaabaxzow,FALSE,3,6,616,NA,0,NA,0,0,0,0,5,NA
gaag,FALSE,1,3,440,NA,51,NA,0,0,0,0,4,NA
gaaglaxrt,FALSE,2,7,496,NA,0,NA,0,0,0,0,5,NA
gaajhd,FALSE,1,5,529,NA,0,NA,0,0,0,0,3,NA
gaaksaxs,FALSE,2,6,686,NA,0,NA,0,0,0,0,4,NA
gaalaxns,FALSE,2,6,624,NA,3,NA,0,0,0,0,6,NA
gaalaxyhaxsihng,FALSE,4,10,664,NA,0,NA,0,0,0,0,5,NA
gaalchehnz,FALSE,2,7,624,NA,0,NA,0,0,0,0,4,NA
gaamaxlawz,FALSE,3,7,720,NA,0,NA,0,0,0,0,6,NA
gaamaxlaxk,FALSE,3,7,688,NA,0,NA,0,0,0,0,6,NA
gaamaxlaxshax,FALSE,4,8,736,NA,0,NA,0,0,0,0,6,NA
gaamaxnaytaxs,FALSE,4,9,656,NA,0,NA,0,0,0,0,5,NA
gaanaxfnehstaxnt,FALSE,4,12,799,NA,0,NA,0,0,0,0,5,NA
gaanihng,FALSE,2,5,432,NA,9,NA,0,0,0,0,4,NA
gaanihs,FALSE,2,5,504,NA,6,NA,0,0,0,0,4,NA
gaansehnsihzihng,FALSE,4,11,840,NA,0,NA,0,0,0,0,5,NA
gaanzliy,FALSE,2,6,659,NA,0,NA,0,0,0,0,5,NA
gaapaxl,FALSE,2,5,432,NA,24,NA,0,0,0,0,3,NA
gaarbaxrst,FALSE,2,8,648,NA,0,NA,0,0,0,0,6,NA
gaarkaxk,FALSE,2,6,476,NA,2,NA,0,0,0,0,4,NA
gaarkaxmchayaxch,FALSE,4,10,698,NA,0,NA,0,0,0,0,4,NA
gaarpawgaxnaxs,FALSE,4,10,752,NA,0,NA,0,0,0,0,5,NA
gaarpeysaxnt,FALSE,3,9,588,NA,0,NA,0,0,0,0,5,NA
gaarpuwnyaxn,FALSE,3,9,624,NA,0,NA,0,0,0,0,5,NA
gaarsehtihk,FALSE,3,8,608,NA,0,NA,0,0,0,0,6,NA
gaarshaxlawnt,FALSE,3,9,608,NA,0,NA,0,0,0,0,4,NA
gaarskaafaxt,FALSE,3,9,647,NA,0,NA,0,0,0,0,6,NA
gaarskaxlihdaxreytiyn,FALSE,6,15,832,NA,0,NA,0,0,0,0,6,NA
gaartiy,FALSE,2,5,384,NA,24,NA,0,0,0,0,5,NA
gaaskaxnd,FALSE,2,7,617,NA,0,NA,0,0,0,0,6,NA
gaatlayt,FALSE,2,6,553,NA,0,NA,0,0,0,0,5,NA
gaavaxnaxyh,FALSE,3,8,680,NA,0,NA,0,0,0,0,4,NA
gaawihn,FALSE,2,5,352,NA,12,NA,0,0,0,0,4,NA
gadfly,TRUE,2,6,556,6,1,0,3,85,6,243830,7,1
gadgetry,TRUE,3,7,604,7,0,0,3,91,14,119829,6,1
gadgets,TRUE,2,6,535,7,2,2,71,914,190,12605510,6,2
gaechaxld,FALSE,2,6,608,NA,2,NA,0,0,0,0,6,NA
gaechaxraxlaagraxm,FALSE,5,12,824,NA,0,NA,0,0,0,0,5,NA
gaechaxraxnaen,FALSE,4,9,768,NA,0,NA,0,0,0,0,5,NA
gaechaxraxnehrsk,FALSE,4,11,875,NA,0,NA,0,0,0,0,5,NA
gaechaxraxnihch,FALSE,4,9,640,NA,0,NA,0,0,0,0,5,NA
gaechaxraxnihdiyn,FALSE,5,11,912,NA,0,NA,0,0,0,0,5,NA
gaechiyaxlf,FALSE,3,7,697,NA,0,NA,0,0,0,0,4,NA
gaedhiht,FALSE,2,5,432,NA,8,NA,0,0,0,0,4,NA
gaegnaxts,FALSE,2,7,592,NA,3,NA,0,0,0,0,5,NA
gaehhihng,FALSE,2,5,496,NA,6,NA,0,0,0,0,4,NA
gaekskaxrz,FALSE,2,8,656,NA,0,NA,0,0,0,0,5,NA
gaelaxlts,FALSE,2,7,528,NA,0,NA,0,0,0,0,6,NA
gaelaxtax,FALSE,3,6,605,NA,3,NA,0,0,0,0,6,NA
gaeleh,FALSE,2,4,512,NA,9,NA,0,0,0,0,4,NA
gaelfs,FALSE,1,5,580,NA,9,NA,0,0,0,0,5,NA
gaelk,FALSE,1,4,376,NA,17,NA,0,0,0,0,5,NA
gaemihng,FALSE,2,5,472,NA,16,NA,0,0,0,0,5,NA
gaenbiyaxn,FALSE,3,7,608,NA,0,NA,0,0,0,0,4,NA
gaenbiyaxnz,FALSE,3,8,809,NA,0,NA,0,0,0,0,4,NA
gaengplaxrgz,FALSE,2,9,744,NA,0,NA,0,0,0,0,6,NA
gaenkaxnaxr,FALSE,3,8,472,NA,0,NA,0,0,0,0,4,NA
gaenkaxnihng,FALSE,3,8,672,NA,0,NA,0,0,0,0,4,NA
gaeraxtaxm,FALSE,3,7,577,NA,0,NA,0,0,0,0,6,NA
gaeshaxnaxlaagraxm,FALSE,5,12,752,NA,0,NA,0,0,0,0,5,NA
gaeshaxnaxnehkts,FALSE,4,11,922,NA,0,NA,0,0,0,0,5,NA
gaeshaxnaxnihdiyn,FALSE,5,11,768,NA,0,NA,0,0,0,0,5,NA
gaeshk,FALSE,1,4,464,NA,7,NA,0,0,0,0,4,NA
gaetaxrt,FALSE,2,6,472,NA,0,NA,0,0,0,0,5,NA
gaethaxrvz,FALSE,2,7,657,NA,0,NA,0,0,0,0,4,NA
gaetraxraxs,FALSE,3,8,712,NA,0,NA,0,0,0,0,6,NA
gaetraxraxshax,FALSE,4,9,760,NA,0,NA,0,0,0,0,6,NA
gaevaxfayt,FALSE,3,7,676,NA,0,NA,0,0,0,0,5,NA
gag,TRUE,1,3,414,4,54,39,360,734,153,3570507,4,1
gaga,TRUE,2,4,457,5,0,19,52,517,155,237733,4,NA
gages,TRUE,2,5,495,5,13,27,1,43,6,395070,5,2
gagging,TRUE,2,5,431,5,13,10,29,156,14,708679,4,2
gaggle,TRUE,2,5,456,5,23,5,23,223,19,189602,5,1
gags,TRUE,1,4,589,4,27,26,58,165,18,908238,4,2
gagwriters,TRUE,3,8,736,4,0,0,0,0,0,440,4,NA
gahb,FALSE,1,3,392,NA,39,NA,0,0,0,0,4,NA
gahchaxrd,FALSE,2,6,457,NA,0,NA,0,0,0,0,5,NA
gahchaxrz,FALSE,2,6,552,NA,0,NA,0,0,0,0,5,NA
gahd,FALSE,1,3,312,NA,53,NA,0,0,0,0,4,NA
gahdlaxjhaxmaxl,FALSE,4,10,720,NA,0,NA,0,0,0,0,5,NA
gahgd,FALSE,1,4,464,NA,10,NA,0,0,0,0,4,NA
gahgiyeyt,FALSE,3,6,632,NA,0,NA,0,0,0,0,4,NA
gahihfihng,FALSE,3,6,608,NA,1,NA,0,0,0,0,3,NA
gahjhaxrihng,FALSE,3,7,520,NA,0,NA,0,0,0,0,5,NA
gahkaxst,FALSE,2,6,529,NA,0,NA,0,0,0,0,4,NA
gahks,FALSE,1,4,400,NA,33,NA,0,0,0,0,4,NA
gahlihng,FALSE,2,5,433,NA,14,NA,0,0,0,0,5,NA
gahmaxnaxshax,FALSE,4,8,608,NA,0,NA,0,0,0,0,4,NA
gahnkaxsehtaxl,FALSE,4,10,632,NA,0,NA,0,0,0,0,5,NA
gahnriyt,FALSE,2,6,516,NA,0,NA,0,0,0,0,5,NA
gahnsaxl,FALSE,2,6,584,NA,5,NA,0,0,0,0,5,NA
gahnthaent,FALSE,2,7,512,NA,0,NA,0,0,0,0,5,NA
gahnvaxnawz,FALSE,3,8,841,NA,0,NA,0,0,0,0,4,NA
gahtaxihng,FALSE,3,6,689,NA,2,NA,0,0,0,0,5,NA
gahtsiyz,FALSE,2,6,644,NA,1,NA,0,0,0,0,6,NA
gahvaxmliy,FALSE,3,7,608,NA,0,NA,0,0,0,0,5,NA
gahvaxrmuwnsihng,FALSE,4,11,800,NA,0,NA,0,0,0,0,5,NA
gahvd,FALSE,1,4,450,NA,7,NA,0,0,0,0,4,NA
gahz,FALSE,1,3,448,NA,57,NA,0,0,0,0,4,NA
gaiety,TRUE,3,5,502,5,2,0,23,92,3,150778,3,1
