Lower,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
inductive,inductive,3,8,702,8,1,0,2,290,3,1071605,8,2
indulge,indulge,2,6,660,8,2,2,147,987,80,1550268,7,1
indulgence,indulgence,3,9,705,11,2,2,49,602,46,1897385,10,2
industrial,industrial,4,10,669,11,8,4,233,12947,1470,65922996,11,2
industrialized,industrialized,5,13,868,14,1,1,2,1474,199,1004097,13,4
industrially,industrially,5,11,684,11,7,0,0,73,4,137207,11,3
industries,industries,3,9,715,11,5,3,45,6525,784,31316995,9,2
industrious,industrious,4,10,683,9,2,0,17,262,19,303871,10,2
industry,industry,3,8,490,9,5,1,596,38161,7884,160814289,9,1
inedible,inedible,4,8,728,4,2,0,18,102,1,113940,4,2
ineffective,ineffective,4,9,734,12,1,0,30,1639,190,2063551,5,3
ineffectiveness,ineffectiveness,5,12,803,12,0,0,1,154,7,160292,7,4
inefficient,inefficient,4,9,539,12,0,0,21,1045,110,1494636,10,2
inept,inept,2,5,449,6,1,2,43,457,80,465273,6,1
inequalities,inequalities,5,11,774,10,2,0,1,621,31,1656200,8,4
inequality,inequality,5,10,721,10,2,0,3,1818,201,3635529,8,3
inequitable,inequitable,5,11,598,8,0,0,1,138,9,220009,8,2
inequity,inequity,4,8,506,8,1,1,6,260,28,269116,9,1
inert,inert,2,4,447,6,10,4,18,453,15,935898,5,1
inertia,inertia,3,5,441,8,1,1,31,607,21,1264964,6,1
inescapable,inescapable,5,11,728,11,0,1,14,559,60,324090,10,3
inessential,inessential,4,9,675,5,0,0,1,20,0,220691,5,2
inevitability,inevitability,7,13,1006,9,0,0,18,411,79,260745,5,2
inevitable,inevitable,5,10,626,10,0,1,288,4962,793,3872819,9,2
inevitably,inevitably,5,10,593,10,0,1,65,3354,390,2562764,9,1
inexorably,inexorably,5,10,725,10,0,1,7,388,23,199866,9,1
inexpensive,inexpensive,4,11,818,12,0,0,37,2415,212,5190742,7,2
inexperienced,inexperienced,5,13,833,13,1,1,58,829,126,911748,13,3
inexplicable,inexplicable,5,13,888,12,0,1,38,521,70,402438,7,2
inexplicably,inexplicably,5,13,778,12,0,1,21,390,21,287281,7,NA
inextinguishable,inextinguishable,6,16,828,6,0,0,0,12,2,18187,6,3
inextricably,inextricably,5,13,677,12,0,1,7,460,33,321542,12,NA
infamous,infamous,3,7,566,6,0,0,114,1606,383,2125602,6,3
infamy,infamy,3,6,609,6,0,0,22,173,45,266887,6,1
infancy,infancy,3,7,603,6,0,0,18,825,60,1174715,6,2
infant,infant,2,6,506,7,4,5,215,4224,530,12959639,7,1
infantry,infantry,3,8,613,9,0,0,144,1909,244,4572549,7,1
infantryman,infantryman,4,11,599,10,0,1,5,98,20,119541,7,NA
infants,infants,2,7,501,8,1,4,63,2724,207,6673177,7,2
infatuations,infatuations,5,12,1048,12,0,1,3,16,0,12823,6,3
infected,infected,3,8,682,7,5,5,422,3869,842,8359292,7,2
infection,infection,3,8,589,10,4,3,446,6290,681,15209694,9,2
infections,infections,3,9,767,10,3,4,47,3217,312,8296662,9,3
infectious,infectious,3,8,773,9,1,1,65,2022,240,6051038,8,1
infelicity,infelicity,5,10,673,5,0,0,0,3,0,8504,6,1
inference,inference,3,7,698,10,0,1,12,681,57,2743712,5,1
inferences,inferences,4,9,640,10,0,1,1,549,26,926135,7,2
inferior,inferior,4,7,655,9,1,1,156,1610,109,2546617,7,1
inferiority,inferiority,6,11,742,9,0,0,40,396,17,310087,7,2
infernally,infernally,4,8,630,9,2,1,6,13,0,9184,8,4
infertility,infertility,5,10,759,9,0,0,20,733,96,2232157,6,3
infestation,infestation,4,10,862,12,1,1,35,214,11,661448,11,2
infidelity,infidelity,5,10,848,10,1,0,67,833,161,557505,11,1
infield,infield,2,6,618,8,5,3,24,467,23,449788,7,1
infighting,infighting,3,7,492,5,3,0,12,249,54,169089,4,3
infiltrating,infiltrating,4,11,677,11,2,0,23,198,35,235137,11,2
infiltration,infiltration,4,11,701,11,0,0,40,454,50,1316426,9,2
infinite,infinite,3,7,401,9,1,3,178,1756,107,6798243,8,2
infinitely,infinitely,4,9,588,9,0,0,48,769,49,1290354,8,3
infinitive,infinitive,4,9,696,9,0,0,3,41,0,198593,8,1
infinity,infinity,4,8,606,8,2,2,86,732,48,4602590,6,3
infirm,infirm,2,5,570,7,4,1,15,157,16,253244,6,2
inflammable,inflammable,4,10,611,9,0,0,13,19,7,99404,8,2
inflammatory,inflammatory,5,11,918,10,0,0,32,1372,159,3621413,8,1
inflatable,inflatable,4,10,642,7,0,0,37,482,67,2633718,8,2
inflated,inflated,3,8,611,8,2,3,26,1036,126,1081504,8,2
inflation,inflation,3,8,649,10,2,0,53,6205,1470,8567769,9,2
inflected,inflected,3,9,778,8,1,3,0,173,3,197076,8,2
inflict,inflict,2,7,708,8,2,2,69,646,133,647531,8,1
inflicted,inflicted,3,9,576,8,1,1,73,1192,218,1217476,9,2
inflicting,inflicting,3,9,526,9,2,1,24,308,64,297452,9,2
influence,influence,3,8,614,10,1,2,754,22449,2710,26461871,9,1
influenced,influenced,3,9,647,10,1,2,107,5769,471,6376458,9,2
influences,influences,4,10,748,10,1,2,61,3952,221,5834542,10,2
influencing,influencing,4,10,640,9,1,0,29,1271,110,2094933,10,2
influential,influential,4,10,639,8,0,0,81,3995,466,3536369,8,1
influenza,influenza,4,9,633,8,0,0,25,1560,131,3673978,8,1
influx,influx,2,7,740,6,1,0,13,1137,133,1138882,6,1
infomercials,infomercials,4,10,833,12,1,2,20,137,52,173713,10,NA
inform,inform,2,6,601,7,3,2,644,3184,342,11659013,7,1
informal,informal,3,8,562,9,2,1,86,3775,215,8143817,9,2
informant,informant,3,9,725,10,1,1,213,885,280,807179,10,2
informants,informants,3,10,828,10,1,1,58,1017,149,516554,10,3
information,information,4,9,594,12,2,2,4557,83107,13810,932609547,10,2
informational,informational,5,11,750,12,0,0,14,594,35,10645899,10,4
informatist,informatist,4,11,806,10,0,0,0,0,0,2283,10,NA
informative,informative,4,10,633,10,0,0,35,949,86,6379114,10,3
informed,informed,2,7,582,8,4,3,633,7984,1011,38215335,7,3
informer,informer,3,7,526,9,4,2,63,141,27,537095,8,2
informing,informing,3,8,531,8,0,0,57,912,88,2108822,8,3
informs,informs,2,7,626,7,4,1,43,771,35,1723121,7,2
infrared,infrared,3,7,607,6,0,0,155,1885,126,7355235,5,1
infrastructure,infrastructure,4,12,726,15,1,1,60,5976,1318,29093174,13,1
infrequency,infrequency,4,11,878,10,0,0,0,23,0,29060,10,2
infrequent,infrequent,3,10,592,11,0,0,5,451,13,713232,11,2
infringe,infringe,2,7,679,9,1,2,7,170,37,921270,8,1
infuriated,infuriated,5,11,734,10,1,2,7,424,83,188365,10,2
infuriating,infuriating,5,11,738,10,1,0,25,252,42,166198,11,2
infuriation,infuriation,5,11,825,10,0,0,0,0,0,3867,9,2
infuse,infuse,2,6,718,7,1,2,9,346,34,302454,7,1
infusion,infusion,3,8,542,9,1,1,18,855,90,2184887,9,2
ingenious,ingenious,3,8,698,10,0,1,108,693,56,880588,9,1
ingenuity,ingenuity,5,9,619,7,0,0,47,709,73,868677,7,1
inglorious,inglorious,4,9,691,5,0,0,5,64,9,52162,4,3
ingot,ingot,2,5,343,6,2,2,2,48,2,234792,6,2
ingratiating,ingratiating,5,11,768,10,0,0,7,79,4,35615,10,2
ingredient,ingredient,4,10,568,11,1,1,133,1693,266,4830835,11,1
ingredients,ingredients,4,11,760,11,1,1,109,6705,448,13418042,11,2
ingrown,ingrown,2,6,510,5,1,0,17,77,7,228400,6,2
inhabit,inhabit,3,7,610,8,2,2,33,866,34,766321,8,1
inhabitable,inhabitable,5,11,734,9,0,0,1,29,4,32204,9,2
inhabitant,inhabitant,4,10,617,11,2,2,8,146,3,299553,11,2
inhabitants,inhabitants,4,11,674,11,2,2,64,2227,65,3812535,11,3
inhabitation,inhabitation,5,11,881,9,0,0,0,8,0,18249,8,2
inhabiting,inhabiting,4,9,589,8,1,1,6,241,11,267415,8,2
inhale,inhale,2,5,605,7,2,2,120,634,72,452592,6,2
inhaled,inhaled,2,6,532,7,3,2,36,752,36,984613,6,2
inhaling,inhaling,3,7,492,6,1,0,36,409,43,267519,6,2
inharmonious,inharmonious,5,11,848,5,1,1,1,5,0,16302,5,3
