idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50
16193,sprite,sprYt,5,3,2,1,4
16198,spry,sprY,5,2,3,1,4
16201,spun,sp^n,11,8,3,3,8
16203,spur,spR,11,5,6,3,8
16204,spurge,spRJ,8,4,4,4,4
16206,spurn,spRn,12,11,1,2,10
16207,spurt,spRt,12,10,2,2,10
16210,spy,spY,15,6,9,5,10
16211,squab,skwab,6,4,2,1,5
16213,squad,skwad,5,4,1,1,4
16216,squall,skwcl,4,3,1,1,3
16219,square,skwEr,3,1,2,1,2
16220,squash,skwaS,5,3,2,2,3
16221,squat,skwat,6,4,2,1,5
16231,squid,skwId,4,2,2,1,3
16233,squire,skwYr,4,2,2,3,1
16236,squirt,skwRt,5,3,2,1,4
16237,stab,st@b,7,6,1,3,4
16243,stable,stebL,4,2,2,3,1
16245,stack,st@k,16,13,3,6,10
16248,stag,st@g,9,6,3,5,4
16249,stage,steJ,11,8,3,2,9
16250,stagger,st@gX,4,3,1,1,3
16255,stagy,steJi,2,1,1,1,1
16256,staid,sted,13,12,1,2,11
16257,stain,sten,17,14,3,5,12
16258,stair,stEr,12,10,2,5,7
16259,stake,stek,17,14,3,4,13
16261,stale,stel,17,14,3,4,13
16262,stalk,stck,9,7,2,1,8
16264,stall,stcl,10,9,1,3,7
16271,stamp,st@mp,4,3,1,3,1
16276,stand,st@nd,3,1,2,2,1
16282,stank,st@Gk,7,4,3,6,1
16286,star,star,12,7,5,3,9
16290,stark,stark,7,5,2,2,5
16292,start,start,7,4,3,2,5
16297,state,stet,16,12,4,6,10
16314,stave,stev,10,8,2,2,8
16316,stay,ste,17,7,10,4,13
16317,stead,stEd,11,9,2,3,8
16318,steady,stEdi,3,2,1,2,1
16319,steal,stil,11,9,2,2,9
16321,steam,stim,8,5,3,3,5
16322,steed,stid,10,9,1,3,7
16324,steep,stip,10,8,2,3,7
16325,steeple,stipL,4,2,2,3,1
16326,steer,stIr,15,12,3,7,8
16329,stein,stYn,10,7,3,4,6
16330,stellar,stElX,2,1,1,1,1
16352,stern,stRn,10,5,5,4,6
16353,sternal,stRnL,2,1,1,1,1
16357,stew,stu,13,5,8,5,8
16359,stick,stIk,18,13,5,4,14
16361,sticky,stIki,2,1,1,1,1
16362,stiff,stIf,10,9,1,3,7
16368,stile,stYl,10,8,2,2,8
16370,still,stIl,17,14,3,5,12
16372,stilt,stIlt,7,3,4,4,3
16379,sting,stIG,14,10,4,6,8
16381,stink,stIGk,6,3,3,4,2
16382,stint,stInt,3,2,1,2,1
16387,stir,stR,9,6,3,3,6
16390,stoat,stot,10,8,2,2,8
16391,stock,stak,12,9,3,2,10
16398,stocky,staki,4,2,2,2,2
16404,stoke,stok,19,13,6,4,15
16405,stole,stol,15,11,4,2,13
16412,stone,ston,14,11,3,4,10
16415,stool,stul,12,10,2,3,9
16416,stoop,stup,12,9,3,5,7
16417,stop,stap,11,8,3,5,6
16420,store,stor,18,12,6,6,12
16423,stork,stork,7,4,3,2,5
16424,storm,storm,4,3,1,1,3
16425,story,stori,5,2,3,1,4
16427,stout,stWt,6,5,1,4,2
16429,stow,sto,14,6,8,3,11
16430,straddle,str@dL,2,1,1,1,1
16433,straight,stret,8,4,4,1,7
16437,strain,stren,9,4,5,3,6
16444,strap,str@p,6,4,2,3,3
16456,stray,stre,10,4,6,4,6
16458,stream,strim,6,5,1,1,5
16460,street,strit,6,5,1,1,5
16465,stress,strEs,2,1,1,1,1
16467,strew,stru,6,3,3,2,4
16475,stride,strYd,7,5,2,2,5
16480,string,strIG,7,4,3,1,6
16484,strip,strIp,6,5,1,2,4
16485,stripe,strYp,8,7,1,1,7
16494,stroll,strol,6,4,2,2,4
16504,struck,str^k,8,6,2,2,6
16509,strung,str^G,7,6,1,2,5
16512,stub,st^b,11,7,4,3,8
16513,stubble,st^bL,4,2,2,1,3
16517,stuck,st^k,16,11,5,3,13
16518,stud,st^d,12,11,1,2,10
16523,study,st^di,6,4,2,2,4
16524,stuff,st^f,10,8,2,2,8
16530,stun,st^n,13,10,3,3,10
16531,stung,st^G,12,8,4,5,7
16532,stunk,st^Gk,8,5,3,6,2
16533,stunt,st^nt,2,1,1,1,1
16544,sty,stY,11,7,4,4,7
16552,sub,s^b,17,15,2,11,6
16605,subtile,s^tL,5,4,1,3,2
16619,succor,s^kX,8,7,1,3,5
16623,such,s^C,12,11,1,6,6
16625,suck,s^k,25,20,5,15,10
16626,suckle,s^kL,10,9,1,6,4
16633,sue,su,34,26,8,20,14
16634,suede,swed,7,5,2,3,4
16636,suffer,s^fX,7,6,1,3,4
16652,suit,sut,27,24,3,19,8
16657,suite,swit,9,7,2,4,5
16659,suitor,sutX,7,5,2,4,3
16663,sulk,s^lk,7,5,2,4,3
16665,sully,s^li,8,7,1,7,1
16678,summer,s^mX,7,5,2,2,5
16680,summon,s^mxn,7,6,1,5,2
16684,sunder,s^ndX,6,4,2,5,1
16688,sung,s^G,20,16,4,13,7
16689,sunk,s^Gk,17,11,6,14,3
16693,sup,s^p,17,14,3,9,8
16719,supper,s^pX,7,4,3,2,5
16721,supple,s^pL,6,5,1,2,4
16742,sure,SUr,9,8,1,7,2
16750,surly,sRli,7,5,2,6,1
16760,surrey,sRi,13,9,4,6,7
16764,surtout,sRtu,3,2,1,2,1
16766,survey,sRve,3,2,1,1,2
16779,swab,swab,10,8,2,3,7
16781,swag,sw@g,8,5,3,5,3
16782,swage,sweJ,7,3,4,4,3
16783,swagger,sw@gX,2,1,1,1,1
16785,swain,swen,12,9,3,6,6
16789,swan,swan,11,10,1,1,10
16792,swap,swap,14,12,2,3,11
16793,sward,sword,7,4,3,3,4
16794,swarm,sworm,6,4,2,2,4
16795,swart,swort,10,7,3,6,4
16797,swash,swaS,10,9,1,2,8
16799,swat,swat,16,13,3,7,9
16802,sway,swe,9,4,5,5,4
16803,swear,swEr,11,9,2,8,3
16804,sweat,swEt,9,5,4,3,6
16806,swede,swid,8,6,2,5,3
16808,sweep,swip,9,7,2,4,5
16813,swell,swEl,10,8,2,6,4
16815,swept,swEpt,3,1,2,2,1
16817,swerve,swRv,3,2,1,1,2
16819,swig,swIg,10,9,1,3,7
16820,swill,swIl,15,13,2,7,8
16823,swine,swYn,10,8,2,6,4
16824,swing,swIG,12,10,2,5,7
16825,swipe,swYp,6,5,1,2,4
16827,swish,swIS,9,8,1,2,7
16829,switch,swIC,11,10,1,5,6
16832,swoon,swun,6,5,1,2,4
16833,swoop,swup,10,9,1,6,4
16834,sword,sord,13,11,2,9,4
16836,swore,swor,11,5,6,6,5
16837,sworn,sworn,6,4,2,2,4
16838,swum,sw^m,6,5,1,3,3
16839,swung,sw^G,5,4,1,3,2
16851,sylph,sIlf,5,4,1,1,4
16878,synodal,sIn|dL,2,1,1,1,1
16898,t,ti,33,23,10,19,14
16899,tab,t@b,17,15,2,9,8
16900,tabby,t@bi,10,8,2,5,5
16902,table,tebL,9,7,2,8,1
16920,tack,t@k,37,27,10,23,14
16921,tackle,t@kL,12,10,2,5,7
16922,tacky,t@ki,13,11,2,4,9
16923,tact,t@kt,10,5,5,4,6
16926,tactile,t@ktL,4,1,3,2,2
16931,tag,t@g,21,20,1,14,7
16932,tail,tel,30,26,4,26,4
16934,tailor,telX,6,5,1,3,3
16935,taint,tent,8,7,1,7,1
16936,take,tek,25,23,2,22,3
16939,talent,t@l|nt,2,1,1,1,1
16942,talk,tck,23,20,3,18,5
16944,tall,tcl,27,22,5,22,5
16945,tallow,t@lo,10,8,2,8,2
16946,tally,t@li,13,12,1,7,6
16951,talon,t@l|n,3,2,1,2,1
16952,tam,t@m,24,21,3,16,8
16956,tame,tem,19,18,1,16,3
16957,tamp,t@mp,11,6,5,8,3
16958,tamper,t@mpX,5,4,1,3,2
16959,tan,t@n,25,23,2,17,8
16962,tang,t@G,18,16,2,10,8
16968,tangle,t@GgL,9,8,1,8,1
16970,tank,t@Gk,16,11,5,11,5
16972,tanker,t@GkX,7,4,3,5,2
16973,tanner,t@nX,6,5,1,4,2
16980,tap,t@p,26,23,3,17,9
16981,tape,tep,16,14,2,12,4
16982,taper,tepX,7,6,1,4,3
16987,taps,t@ps,7,4,3,5,2
16989,tar,tar,20,16,4,15,5
16992,tare,tEr,23,20,3,20,3
16995,tarn,tarn,6,5,1,4,2
16999,tarry,t@ri,14,12,2,10,4
17000,tart,tart,14,8,6,9,5
17001,tartan,tartN,5,4,1,3,2
17002,tartar,tartX,6,5,1,4,2
17004,task,t@sk,9,7,2,5,4
17006,taste,test,9,8,1,7,2
17007,tasty,testi,2,1,1,1,1
17008,tat,t@t,31,26,5,20,11
17009,tatter,t@tX,15,13,2,11,4
17012,tattle,t@tL,14,12,2,9,5
17014,taught,tct,22,19,3,16,6
17015,taunt,tcnt,12,11,1,10,2
17016,taupe,top,23,19,4,14,9
17017,Taurus,tcr|s,2,1,1,1,1
17019,taw,tc,22,16,6,11,11
17022,tax,t@ks,9,6,3,3,6
17031,teach,tiC,13,11,2,6,7
17032,teak,tik,28,25,3,21,7
17033,teal,til,30,27,3,23,7
17034,team,tim,19,17,2,12,7
17037,tease,tiz,16,12,4,7,9
17038,teasel,tizL,4,2,2,3,1
17040,teat,tIt,31,25,6,21,10
17053,teens,tinz,3,2,1,1,2
17056,teeth,tiT,12,11,1,5,7
17057,teethe,tiD,11,10,1,4,7
17079,tell,tEl,21,20,1,19,2
17084,temper,tEmpX,5,4,1,1,4
17099,tempt,tEmpt,4,3,1,1,3
17102,ten,tEn,27,22,5,21,6
17108,tenant,tEn|nt,3,1,2,1,2
17109,tend,tEnd,16,11,5,11,5
17111,tender,tEndX,7,5,2,4,3
17119,tenet,tEn|t,6,4,2,2,4
17121,tennis,tEn|s,4,3,1,1,3
17122,tenon,tEn|n,7,4,3,2,5
17123,tenor,tEnX,9,6,3,1,8
17126,tense,tEns,12,9,3,6,6
17127,tensile,tEnsL,5,3,2,4,1
17128,tension,tEnC|n,6,4,2,4,2
17130,tent,tEnt,19,17,2,13,6
17152,tern,tRn,19,17,2,15,4
17163,terror,tErX,5,2,3,1,4
17167,test,tEst,18,14,4,14,4
17172,tester,tEstX,5,3,2,3,2
17179,testy,tEsti,5,3,2,2,3
17185,text,tEkst,2,1,1,1,1
17190,Thai,tY,34,22,12,18,16
17192,than,D@n,12,11,1,11,1
17196,that,D@t,14,13,1,13,1
17198,thaw,Tc,15,12,3,11,4
17199,the,Dx,7,6,1,2,5
17202,thee,Di,24,22,2,18,6
17204,their,DEr,17,15,2,14,3
17208,them,DEm,5,4,1,3,2
17211,then,DEn,17,16,1,15,2
17221,theory,TIri,7,5,2,6,1
17245,these,Diz,9,7,2,8,1
17248,thew,Tu,21,20,1,18,3
17251,thick,TIk,13,12,1,10,3
17256,thieve,Tiv,9,7,2,6,3
17258,thieves,Tivz,5,3,2,4,1
17259,thigh,TY,19,18,1,17,2
17261,thin,TIn,16,14,2,13,3
17262,thine,DYn,15,14,1,14,1
17263,thing,TIG,11,10,1,8,3
17264,think,TIGk,13,10,3,11,2
17265,thinner,TInX,4,2,2,2,2
17274,thong,TcG,9,7,2,7,2
17284,those,Doz,9,8,1,8,1
17286,though,Do,20,18,2,14,6
17287,thought,Tct,11,9,2,9,2
17290,thrash,Tr@S,5,4,1,4,1
17291,thread,TrEd,6,5,1,5,1
17293,three,Tri,9,8,1,7,2
17299,threw,Tru,10,8,2,7,3
17300,thrice,TrYs,4,3,1,3,1
17302,thrill,TrIl,7,6,1,6,1
17303,thrive,TrYv,5,4,1,3,2
17306,throat,Trot,6,4,2,2,4
17308,throe,Tro,14,10,4,9,5
17310,throne,Tron,8,6,2,5,3
17311,throng,TrcG,4,2,2,3,1
17315,throve,Trov,8,6,2,4,4
17316,thrum,Tr^m,6,4,2,5,1
17317,thrush,Tr^S,5,4,1,3,2
17322,thumb,T^m,15,13,2,12,3
17323,thump,T^mp,9,8,1,8,1
17331,thy,DY,23,21,2,17,6
17332,thyme,tYm,21,19,2,11,10
17339,tic,tIk,30,26,4,23,7
17342,tickle,tIkL,10,7,3,6,4
17343,tidal,tYdL,6,4,2,3,3
17345,tide,tYd,22,17,5,10,12
17347,tidy,tYdi,6,5,1,3,3
17348,tier,tIr,29,27,2,23,6
17349,tiff,tIf,11,9,2,5,6
17353,tight,tYt,30,25,5,18,12
17355,tights,tYts,4,3,1,1,3
17357,tile,tYl,29,26,3,20,9
17358,till,tIl,35,28,7,26,9
17360,tiller,tIlX,7,6,1,3,4
17361,tilt,tIlt,15,11,4,10,5
17362,tilth,tIlT,4,3,1,1,3
17365,timbre,t@mbX,4,3,1,3,1
17376,tin,tIn,30,25,5,21,9
17380,tine,tYn,33,28,5,23,10
17382,tinge,tInJ,7,5,2,4,3
17383,tingle,tIGgL,8,7,1,7,1
17384,tinker,tIGkX,4,3,1,1,3
17385,tinkle,tIGkL,7,5,2,3,4
17386,tinny,tIni,11,10,1,8,3
17390,tint,tInt,14,11,3,9,5
17393,tiny,tYni,7,6,1,5,2
17394,tip,tIp,25,23,2,18,7
17396,tipple,tIpL,8,5,3,5,3
17401,tire,tYr,26,22,4,16,10
17405,titan,tYtN,5,4,1,2,3
17409,tithe,tYD,13,12,1,4,9
17412,title,tYtL,10,8,2,5,5
17415,titter,tItX,9,7,2,6,3
17417,tittle,tItL,10,9,1,6,4
17420,to,tu,31,22,9,18,13
17421,toad,tod,20,16,4,10,10
17422,toady,todi,4,3,1,2,2
17423,toast,tost,11,10,1,9,2
17429,toddle,tadL,8,7,1,6,2
17430,toddy,tadi,9,8,1,7,2
17431,toe,to,31,19,12,16,15
17434,tog,tag,8,7,1,4,4
17439,toil,tOl,15,13,2,14,1
17445,told,told,11,8,3,9,2
17450,toll,tol,33,29,4,24,9
17453,tomb,tum,22,19,3,13,9
17457,tome,tom,22,20,2,14,8
17461,ton,t^n,28,25,3,20,8
17462,tonal,tonL,5,3,2,3,2
17464,tone,ton,33,27,6,23,10
17465,tong,tcG,12,11,1,7,5
17467,tongue,t^G,16,15,1,10,6
17476,too,tu,31,22,9,18,13
17478,tool,tul,23,20,3,15,8
17479,toot,tut,27,23,4,17,10
17480,tooth,tuT,14,10,4,5,9
17484,top,tap,21,17,4,16,5
17487,toper,topX,3,1,2,1,2
17488,topic,tapIk,3,2,1,2,1
17493,topple,tapL,4,3,1,1,3
17494,tops,taps,5,4,1,3,2
17496,toque,tok,29,25,4,20,9
17497,tor,tor,36,27,9,22,14
17499,torch,torC,8,6,2,1,7
17502,torn,torn,16,14,2,9,7
17509,torque,tork,11,8,3,4,7
17515,tort,tort,15,13,2,7,8
17520,Tory,tori,13,10,3,6,7
17521,toss,tcs,10,9,1,5,5
17522,tot,tat,26,24,2,22,4
17523,total,totL,8,7,1,5,3
17527,tote,tot,30,23,7,18,12
17529,touch,t^C,12,11,1,5,7
17532,touchy,t^Ci,3,2,1,1,2
17533,tough,t^f,17,15,2,10,7
17540,tousle,tWzL,2,1,1,1,1
17541,tout,tWt,20,17,3,17,3
17543,towel,tWL,9,7,2,5,4
17556,toy,tO,12,10,2,4,8
17557,trace,tres,13,11,2,4,9
17560,track,tr@k,10,7,3,3,7
17561,tract,tr@kt,5,1,4,3,2
17567,trade,tred,13,9,4,4,9
17577,trail,trel,13,10,3,5,8
17578,train,tren,15,12,3,9,6
17579,trait,tret,19,15,4,9,10
17580,traitor,tretX,3,2,1,1,2
17583,tram,tr@m,11,7,4,5,6
17585,tramp,tr@mp,8,3,5,4,4
17640,trap,tr@p,13,8,5,4,9
17646,traps,tr@ps,4,2,2,2,2
17648,trash,tr@S,7,6,1,4,3
17652,travel,tr@vL,3,2,1,2,1
17656,trawl,trcl,10,9,1,5,5
17657,tray,tre,19,11,8,9,10
17660,tread,trEd,12,9,3,5,7
17666,treat,trit,10,7,3,3,7
17669,treble,trEbL,6,4,2,3,3
17671,tree,tri,16,11,5,8,8
17673,trek,trEk,6,5,1,1,5
17680,trench,trEnC,4,3,1,3,1
17682,trend,trEnd,5,2,3,3,2
17686,tress,trEs,11,9,2,4,7
17687,trestle,trEsL,4,2,2,1,3
17693,tribal,trYbL,5,3,2,2,3
17694,tribe,trYb,9,7,2,1,8
17701,trice,trYs,15,13,2,4,11
17705,trick,trIk,13,10,3,5,8
17706,trickle,trIkL,7,5,2,5,2
17712,tried,trYd,16,11,5,5,11
17714,trifle,trYfL,4,2,2,2,2
17716,trig,trIg,9,7,2,4,5
17719,trill,trIl,15,13,2,8,7
17722,trim,trIm,9,8,1,4,5
17724,trine,trYn,13,10,3,4,9
17728,trio,trio,4,2,2,1,3
17729,trip,trIp,14,10,4,5,9
17731,tripe,trYp,15,11,4,4,11
17732,triple,trIpL,5,2,3,3,2
17740,trite,trYt,17,13,4,6,11
17755,trod,trad,7,5,2,2,5
17757,troll,trol,9,5,4,4,5
17761,troop,trup,10,9,1,3,7
17763,trope,trop,9,6,3,3,6
17764,trophy,trofi,3,2,1,1,2
17767,trot,trat,8,6,2,3,5
17768,troth,trcT,6,5,1,3,3
17770,trouble,tr^bL,5,4,1,3,2
17775,trout,trWt,8,6,2,3,5
17776,trow,tro,17,12,5,8,9
17777,trowel,trWL,4,2,2,2,2
17780,truce,trus,9,6,3,1,8
17781,truck,tr^k,9,5,4,2,7
17782,truckle,tr^kL,5,4,1,2,3
17786,TRUE,tru,18,11,7,8,10
17787,truffle,tr^fL,4,3,1,2,2
17796,trunk,tr^Gk,3,2,1,2,1
17798,trust,tr^st,6,3,3,4,2
17801,truth,truT,5,3,2,1,4
17802,try,trY,19,10,9,6,13
17804,tub,t^b,17,16,1,11,6
17806,tube,tub,12,8,4,2,10
17807,tuber,tubX,5,4,1,1,4
17815,tuck,t^k,28,24,4,20,8
17816,tucker,t^kX,3,2,1,2,1
17819,tuft,t^ft,2,1,1,1,1
17824,tumble,t^mbL,8,5,3,7,1
17827,tumbril,t^mbrL,2,1,1,1,1
17830,tumor,tumX,4,3,1,1,3
17835,tune,tun,27,23,4,18,9
17840,tunnel,t^nL,7,6,1,4,3
17841,tunny,t^ni,12,11,1,9,3
17842,tuque,tuk,19,17,2,11,8
17845,turbine,tRb|n,4,3,1,2,2
17853,Turk,tRk,23,21,2,18,5
17854,turkey,tRki,3,1,2,1,2
17867,tusk,t^sk,9,6,3,5,4
17872,tutor,tutX,8,7,1,5,3
17877,twain,twen,6,5,1,4,2
17879,tweak,twik,4,2,2,2,2
17880,tweed,twid,4,3,1,2,2
17888,twig,twIg,8,7,1,4,4
17890,twill,twIl,10,8,2,5,5
17891,twin,twIn,9,6,3,2,7
17892,twine,twYn,8,6,2,5,3
17896,twist,twIst,3,2,1,2,1
17897,twit,twIt,11,7,4,4,7
17898,twitch,twIC,7,6,1,3,4
17903,tyke,tYk,25,24,1,16,9
17906,type,tYp,18,16,2,9,9
17928,umbel,^mbL,8,2,6,7,1
17929,umber,^mbX,6,3,3,5,1
17988,under,^ndX,4,1,3,3,1
18160,up,^p,7,3,4,5,2
18178,upon,xpcn,3,2,1,2,1
18179,upper,^pX,5,3,2,4,1
18208,urban,Rb|n,5,3,2,4,1
18209,urbane,Rben,2,1,1,1,1
18220,urge,RJ,11,6,5,7,4
18230,us,^s,10,5,5,9,1
18234,use,yuz,13,9,4,9,4
18259,v,vi,22,19,3,19,3
18278,vail,vel,24,22,2,21,3
18279,vain,ven,19,18,1,15,4
18298,valley,v@li,11,10,1,9,2
18313,van,v@n,12,11,1,11,1
18341,varied,vErid,3,2,1,1,2
18351,vary,vEri,10,7,3,8,2
18353,vase,ves,16,15,1,13,3
18356,vast,v@st,13,10,3,10,3
18357,vasty,v@sti,4,3,1,3,1
18358,vat,v@t,17,15,2,15,2
18363,vaunt,vcnt,10,9,1,9,1
18364,veal,vil,20,17,3,18,2
18368,veer,vIr,20,17,3,17,3
18369,veery,vIri,9,6,3,6,3
18380,veined,vend,2,1,1,1,1
18381,velar,vilX,3,2,1,2,1
18390,venal,vinL,6,4,2,4,2
18394,vend,vEnd,14,11,3,10,4
18396,vender,vEndX,6,5,1,3,3
18405,venial,viniL,2,1,1,1,1
18410,vent,vEnt,16,14,2,12,4
18423,verb,vRb,6,5,1,2,4
18435,verdure,vRJX,3,2,1,2,1
18436,verge,vRJ,9,7,2,5,4
18456,verse,vRs,15,12,3,10,5
18457,versed,vRst,10,8,2,8,2
18481,vessel,vEsL,6,5,1,4,2
18482,vest,vEst,19,16,3,14,5
18483,vestal,vEstL,5,3,2,2,3
18484,vestee,vEsti,5,3,2,2,3
18492,vet,vEt,16,14,2,13,3
18493,vetch,vEC,6,5,1,5,1
18500,via,vYx,7,5,2,1,6
18505,vial,vYL,10,6,4,1,9
18513,vicar,vIkX,7,6,1,5,2
18517,vice,vYs,16,14,2,10,6
18531,victor,vIktX,3,1,2,1,2
18540,vie,vY,25,18,7,17,8
18541,vier,vYX,9,6,3,1,8
18552,vile,vYl,22,19,3,15,7
18553,vilely,vYli,5,4,1,3,2
18555,vilifier,vIlxfYX,2,1,1,1,1
18556,vilify,vIlxfY,2,1,1,1,1
18570,vine,vYn,21,19,2,14,7
18576,vinyl,vYnL,7,5,2,3,4
18587,viper,vYpX,4,3,1,2,2
18589,viral,vYrL,4,3,1,1,3
18590,vireo,vIrio,2,1,1,1,1
18596,virile,vIrL,5,4,1,1,4
18625,visor,vYzX,6,5,1,4,2
18633,vital,vYtL,6,4,2,2,4
18651,vivifier,vIvxfYX,2,1,1,1,1
18652,vivify,vIvxfY,2,1,1,1,1
18671,voice,vOs,7,6,1,4,3
18672,voiced,vOst,8,7,1,7,1
18673,void,vOd,4,2,2,2,2
18674,voile,vOl,12,11,1,10,2
18680,vole,vol,21,20,1,18,3
18684,volt,volt,9,7,2,7,2
18706,vote,vot,15,13,2,12,3
18708,vouch,vWC,6,4,2,4,2
18710,vow,vW,14,11,3,10,4
18711,vowel,vWL,7,6,1,5,2
18734,wad,wad,22,17,5,17,5
18736,waddle,wadL,12,9,3,6,6
18737,wade,wed,24,21,3,16,8
18739,wadi,wadi,6,5,1,4,2
18740,wafer,wefX,4,3,1,1,3
18742,waft,waft,3,2,1,1,2
18743,wag,w@g,14,12,2,13,1
18744,wage,weJ,17,13,4,8,9
18745,wager,weJX,4,3,1,1,3
18748,waggle,w@gL,4,2,2,2,2
18753,waif,wef,13,11,2,4,9
18754,wail,wel,32,28,4,24,8
18755,wain,wen,29,26,3,21,8
18758,waist,west,8,7,1,7,1
18762,wait,wet,27,22,5,18,9
18764,waive,wev,21,18,3,11,10
18765,waiver,wevX,7,5,2,3,4
18766,wake,wek,26,22,4,18,8
18768,walk,wck,15,14,1,12,3
18769,wall,wcl,23,19,4,18,5
18781,waltz,wcls,3,2,1,1,2
18783,wan,wan,14,12,2,11,3
18784,wand,wand,9,6,3,6,3
18785,wander,wandX,6,5,1,5,1
18787,wangle,w@GgL,8,6,2,7,1
18788,want,wcnt,9,8,1,8,1
18791,war,wor,29,20,9,19,10
18795,ward,word,21,15,6,11,10
18796,warden,wordN,3,2,1,1,2
18797,warder,wordX,4,2,2,2,2
18799,ware,wEr,25,21,4,19,6
18805,warm,worm,11,8,3,4,7
18809,warn,worn,15,13,2,9,6
18810,warp,worp,7,6,1,1,6
18812,warrant,wcrxnt,3,1,2,1,2
18814,warren,wcrxn,2,1,1,1,1
18817,wart,wort,15,11,4,9,6
18820,wary,w@ri,11,10,1,9,2
18822,wash,wcS,7,4,3,2,5
18834,water,wctX,3,2,1,1,2
18846,watt,wat,25,21,4,21,4
18847,wattle,watL,8,7,1,3,5
18848,wavy,wevi,4,3,1,2,2
18849,wax,w@ks,4,3,1,3,1
18851,way,we,30,20,10,17,13
18854,we,wi,30,22,8,18,12
18855,weak,wik,22,19,3,16,6
18857,weal,wil,28,24,4,21,7
18858,weald,wild,10,8,2,8,2
18859,wealth,wElT,6,5,1,1,5
18860,wean,win,25,21,4,17,8
18865,weary,wIri,11,8,3,8,3
18867,weasel,wizL,3,2,1,2,1
18875,weave,wiv,16,13,3,9,7
18876,web,wEb,10,8,2,3,7
18878,wed,wEd,25,22,3,16,9
18880,wedge,wEJ,12,11,1,6,6
18883,weed,wid,24,20,4,17,7
18884,weeny,wini,5,4,1,3,2
18885,weep,wip,18,16,2,12,6
18886,weevil,wivL,3,1,2,1,2
18887,weft,wEft,10,9,1,5,5
18889,welch,wElC,7,6,1,1,6
18891,weld,wEld,16,13,3,8,8
18894,well,wEl,31,22,9,20,11
18896,welt,wElt,21,17,4,10,11
18897,welter,wEltX,3,1,2,2,1
18899,wen,wEn,29,24,5,20,9
18900,wench,wEnC,8,6,2,4,4
18901,wend,wEnd,18,15,3,12,6
18902,went,wEnt,19,17,2,11,8
18903,wept,wEpt,7,5,2,2,5
18906,west,wEst,19,17,2,14,5
18908,wet,wEt,29,22,7,18,11
18911,whale,hwel,7,4,3,3,4
18913,wharf,worf,7,5,2,1,6
18916,what,hwat,7,5,2,3,4
18920,wheal,hwil,7,5,2,2,5
18921,wheat,hwit,9,8,1,3,6
18926,whelm,hwElm,3,2,1,1,2
18927,whelp,hwElp,3,2,1,1,2
18928,when,hwEn,6,3,3,2,4
18932,where,hwEr,7,4,3,4,3
18944,whet,hwEt,8,7,1,2,6
18946,which,hwIC,11,9,2,4,7
18949,whicker,hwIkX,3,1,2,1,2
18952,Whig,hwIg,10,9,1,3,7
18953,while,hwYl,8,5,3,2,6
18956,whim,hwIm,9,8,1,2,7
18962,whine,hwYn,7,5,2,3,4
18964,whip,hwIp,10,9,1,2,8
18971,whirl,hwRl,8,5,3,4,4
18976,whish,hwIS,9,8,1,2,7
18981,whist,hwIst,4,3,1,1,3
18983,whit,hwIt,17,13,4,4,13
18984,white,hwYt,11,7,4,3,8
18992,whither,hwIDX,3,1,2,2,1
18999,whizz,hwIz,10,9,1,2,8
19000,who,hu,31,25,6,19,12
19005,whom,hum,17,16,1,12,5
19008,whoop,hwup,3,2,1,2,1
19010,whore,hor,30,24,6,19,11
19012,whose,huz,16,14,2,11,5
19015,why,hwY,6,1,5,1,5
19016,wick,wIk,26,23,3,16,10
19018,wicker,wIkX,8,6,2,6,2
19021,wide,wYd,26,23,3,15,11
19022,widen,wYdN,2,1,1,1,1
19028,wife,wYf,15,14,1,6,9
19030,wig,wIg,20,16,4,11,9
19032,wiggle,wIgL,5,4,1,4,1
19033,wight,wYt,26,23,3,17,9
19036,wild,wYld,10,8,2,7,3
19041,wile,wYl,29,24,5,18,11
19044,will,wIl,34,28,6,24,10
19048,willow,wIlo,8,6,2,3,5
19051,wilt,wIlt,14,10,4,10,4
19053,wily,wYli,4,3,1,2,2
19055,win,wIn,31,25,6,19,12
19056,wince,wIns,9,7,2,5,4
19057,winch,wInC,11,8,3,6,5
19058,wind,wInd,11,8,3,3,8
19072,windy,wIndi,3,2,1,1,2
19073,wine,wYn,30,26,4,21,9
19075,wing,wIG,18,15,3,8,10
19078,wink,wIGk,14,10,4,10,4
19079,winkle,wIGkL,4,2,2,3,1
19080,winnow,wIno,8,6,2,1,7
19085,wipe,wYp,14,12,2,5,9
19086,wire,wYr,22,19,3,13,9
19090,wise,wYz,15,13,2,5,10
19092,wish,wIS,13,11,2,5,8
19096,wit,wIt,31,25,6,21,10
19097,witch,wIC,20,15,5,11,9
19100,with,wIT,13,12,1,4,9
19103,wither,wIDX,9,7,2,6,3
19115,witty,wIti,7,6,1,4,3
19116,wive,wYv,19,17,2,9,10
19117,wives,wYvz,5,3,2,3,2
19120,woad,wod,22,18,4,16,6
19121,woe,wo,23,18,5,14,9
19124,woke,wok,18,16,2,14,4
19126,wold,wold,15,13,2,13,2
19134,womb,wum,9,8,1,8,1
19141,woo,wu,24,23,1,18,6
19142,wood,wUd,15,13,2,11,4
19145,wooden,wUdN,3,2,1,1,2
19147,woodman,wUdmxn,3,1,2,2,1
19153,woof,wUf,6,5,1,3,3
