Item,Experiment,Release,Subject,Trial,List,WordRunLength,ExperimentRunID,RT,Session,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
amok,MALD1_sR,MALD1,15716,417,words40,1,15716_40,906,40,643,amok,xm^k,2,1,1,1,1,2,4,442,4,7,5,26,248,56,463652,4,1
audit,MALD1_sR,MALD1,15716,29,words40,1,15716_40,836,40,1280,audit,cd|t,2,1,1,1,1,2,4,359,6,2,8,57,2290,194,20786450,5,1
ballot,MALD1_sR,MALD1,15716,539,words40,1,15716_40,1007,40,1473,ballot,b@l|t,6,5,1,5,1,2,5,555,7,25,9,69,3649,1444,6136404,6,1
bloom,MALD1_sR,MALD1,15716,537,words40,1,15716_40,812,40,1945,bloom,blum,11,7,4,8,3,1,4,425,6,35,12,281,2985,356,5457662,5,1
booty,MALD1_sR,MALD1,15716,248,words40,1,15716_40,912,40,2065,booty,buti,7,3,4,3,4,2,4,419,5,54,10,313,530,62,14220912,5,1
bridge,MALD1_sR,MALD1,15716,185,words40,1,15716_40,697,40,2188,bridge,brIJ,6,4,2,2,4,1,4,374,7,27,12,2331,12099,1558,35181570,5,1
bright,MALD1_sR,MALD1,15716,176,words40,1,15716_40,773,40,2194,bright,brYt,14,11,3,6,8,1,4,444,7,41,6,2265,16050,1306,19447263,5,1
bull,MALD1_sR,MALD1,15716,665,words40,4,15716_40,1665,40,2298,bull,bUl,13,12,1,10,3,1,3,269,5,60,29,1403,4710,696,10234576,4,1
camp,MALD1_sR,MALD1,15716,317,words40,1,15716_40,657,40,2502,camp,k@mp,12,7,5,9,3,1,4,354,5,54,29,2612,17877,3006,35261166,5,1
canned,MALD1_sR,MALD1,15716,72,words40,5,15716_40,699,40,2538,canned,k@nd,16,10,6,8,8,1,4,402,7,57,14,214,1814,121,2721212,5,2
caught,MALD1_sR,MALD1,15716,370,words40,2,15716_40,844,40,2779,caught,kct,23,20,3,17,6,1,3,477,6,134,6,4791,23155,4521,17750070,4,1
child,MALD1_sR,MALD1,15716,119,words40,1,15716_40,768,40,3056,child,CYld,4,3,1,3,1,1,4,418,6,18,7,8040,75235,16801,119753056,5,1
chin,MALD1_sR,MALD1,15716,484,words40,3,15716_40,761,40,3067,chin,CIn,21,20,1,15,6,1,3,286,5,84,24,647,4723,303,3994291,4,1
crumble,MALD1_sR,MALD1,15716,308,words40,2,15716_40,812,40,4252,crumble,kr^mbL,3,2,1,2,1,2,7,589,8,9,8,71,692,73,477166,8,1
drew,MALD1_sR,MALD1,15716,498,words40,1,15716_40,849,40,5276,drew,dru,13,9,4,7,6,1,3,379,5,52,12,1277,12170,1745,10762071,4,1
flew,MALD1_sR,MALD1,15716,727,words40,1,15716_40,815,40,6530,flew,flu,14,10,4,6,8,1,3,425,5,49,13,785,5579,1100,3529715,4,1
fool,MALD1_sR,MALD1,15716,192,words40,1,15716_40,842,40,6635,fool,ful,18,17,1,17,1,1,3,462,5,88,16,4556,4403,584,7569582,4,1
fort,MALD1_sR,MALD1,15716,301,words40,2,15716_40,980,40,6718,fort,fort,16,13,3,6,10,1,4,394,5,66,35,787,9036,1109,34362335,5,1
grab,MALD1_sR,MALD1,15716,378,words40,2,15716_40,670,40,7327,grab,gr@b,8,7,1,3,5,1,4,318,5,41,23,3614,5666,1021,7611410,5,1
inject,MALD1_sR,MALD1,15716,166,words40,1,15716_40,864,40,8827,inject,InJEkt,4,3,1,3,1,2,6,531,7,6,3,123,822,231,1187647,7,1
lard,MALD1_sR,MALD1,15716,358,words40,1,15716_40,1028,40,9665,lard,lard,15,14,1,11,4,1,4,589,5,41,25,86,277,16,423971,5,1
love,MALD1_sR,MALD1,15716,220,words40,3,15716_40,729,40,10140,love,l^v,11,10,1,5,6,1,3,363,5,40,31,56864,84549,24659,201087618,4,1
lush,MALD1_sR,MALD1,15716,223,words40,6,15716_40,720,40,10197,lush,l^S,16,12,4,10,6,1,3,431,5,52,27,60,1835,74,2660423,4,1
move,MALD1_sR,MALD1,15716,564,words40,3,15716_40,690,40,11215,move,muv,8,5,3,1,7,1,3,385,5,30,26,21325,52746,13243,70118763,4,1
offend,MALD1_sR,MALD1,15716,640,words40,2,15716_40,792,40,11877,offend,xfEnd,7,5,2,6,1,2,5,514,7,11,2,266,852,262,1254866,6,1
outer,MALD1_sR,MALD1,15716,209,words40,1,15716_40,1214,40,12108,outer,WtX,5,3,2,4,1,2,3,397,6,30,17,463,4701,382,11245628,4,1
plant,MALD1_sR,MALD1,15716,102,words40,2,15716_40,737,40,13102,plant,pl@nt,8,2,6,3,5,1,5,351,6,19,19,1408,22580,2700,53249198,6,1
pray,MALD1_sR,MALD1,15716,261,words40,5,15716_40,738,40,13455,pray,pre,15,10,5,9,6,1,3,329,5,50,21,1847,4496,1123,8562999,4,1
really,MALD1_sR,MALD1,15716,190,words40,1,15716_40,766,40,14308,really,rili,4,3,1,2,2,2,4,349,6,110,6,76508,175972,98022,162055598,5,2
sign,MALD1_sR,MALD1,15716,401,words40,2,15716_40,979,40,15664,sign,sYn,31,24,7,24,7,1,3,526,5,110,9,6797,25474,5491,242300906,4,1
sink,MALD1_sR,MALD1,15716,767,words40,3,15716_40,752,40,15722,sink,sIGk,17,12,5,14,3,1,4,459,5,55,36,863,5489,494,8121285,5,1
snivel,MALD1_sR,MALD1,15716,509,words40,4,15716_40,2074,40,15903,snivel,snIvL,3,2,1,2,1,2,6,484,7,3,2,5,9,1,18854,7,1
some,MALD1_sR,MALD1,15716,648,words40,1,15716_40,788,40,15983,some,s^m,23,19,4,16,7,1,3,433,5,88,16,88089,425712,130750,548849339,4,1
spar,MALD1_sR,MALD1,15716,384,words40,3,15716_40,983,40,16050,spar,spar,12,8,4,3,9,1,4,569,5,33,24,36,325,18,894464,5,1
stream,MALD1_sR,MALD1,15716,69,words40,2,15716_40,1124,40,16458,stream,strim,6,5,1,1,5,1,5,624,7,22,5,410,7055,462,38598566,6,1
study,MALD1_sR,MALD1,15716,279,words40,2,15716_40,912,40,16523,study,st^di,6,4,2,2,4,2,5,549,6,18,5,2501,90030,5262,152983170,6,1
the,MALD1_sR,MALD1,15716,668,words40,1,15716_40,742,40,17199,the,Dx,7,6,1,2,5,1,2,349,4,32,30,1501908,13780893,2694449,23135851162,3,1
tiny,MALD1_sR,MALD1,15716,515,words40,2,15716_40,805,40,17393,tiny,tYni,7,6,1,5,2,2,4,358,4,43,13,1643,17174,1788,17301787,5,1
tool,MALD1_sR,MALD1,15716,110,words40,3,15716_40,1124,40,17478,tool,tul,23,20,3,15,8,1,3,469,5,88,17,548,9630,928,65017834,4,1
wake,MALD1_sR,MALD1,15716,567,words40,1,15716_40,843,40,18766,wake,wek,26,22,4,18,8,1,3,354,5,90,31,5366,10784,2244,14121621,4,1
yell,MALD1_sR,MALD1,15716,2,words40,1,15716_40,744,40,19258,yell,yEl,19,16,3,14,5,1,3,329,5,77,20,939,1555,269,1654034,4,1
after,MALD1_sR,MALD1,15716,235,words54,3,15716_54,898,54,382,after,@ftX,5,2,3,4,1,2,4,402,6,13,6,34812,288288,59624,372953923,5,1
amiss,MALD1_sR,MALD1,15716,434,words54,3,15716_54,876,54,633,amiss,xmIs,5,4,1,2,3,2,4,460,5,10,6,38,274,39,273918,4,1
answer,MALD1_sR,MALD1,15716,739,words54,4,15716_54,761,54,778,answer,@nsX,3,1,2,2,1,2,4,401,7,22,1,8986,38425,12425,64651553,5,1
axe,MALD1_sR,MALD1,15716,208,words54,2,15716_54,935,54,1394,axe,@ks,9,4,5,6,3,1,3,403,4,93,28,249,714,77,2777022,4,1
bleach,MALD1_sR,MALD1,15716,448,words54,1,15716_54,882,54,1906,bleach,bliC,7,5,2,3,4,1,4,439,7,21,5,118,574,123,1545195,5,1
bless,MALD1_sR,MALD1,15716,138,words54,1,15716_54,761,54,1917,bless,blEs,6,4,2,1,5,1,4,478,6,27,10,1788,1956,796,5481678,5,1
boron,MALD1_sR,MALD1,15716,635,words54,1,15716_54,949,54,2072,boron,boran,2,1,1,1,1,2,5,728,5,15,19,8,122,3,865654,4,1
brace,MALD1_sR,MALD1,15716,629,words54,1,15716_54,757,54,2122,brace,bres,13,10,3,5,8,1,4,489,6,47,25,319,1218,185,2182960,5,1
bunt,MALD1_sR,MALD1,15716,34,words54,1,15716_54,817,54,2324,bunt,b^nt,12,8,4,8,4,1,4,326,5,59,25,41,140,5,374480,5,1
burn,MALD1_sR,MALD1,15716,618,words54,2,15716_54,739,54,2349,burn,bRn,22,18,4,13,9,1,3,394,5,155,28,2816,6706,1206,13609561,4,1
butler,MALD1_sR,MALD1,15716,687,words54,1,15716_54,677,54,2375,butler,b^tlX,2,1,1,1,1,2,5,440,7,16,16,508,3313,444,8416594,6,1
dad,MALD1_sR,MALD1,15716,796,words54,2,15716_54,756,54,4395,dad,d@d,21,18,3,16,5,1,3,338,4,73,49,25870,21958,5221,15150692,4,1
dent,MALD1_sR,MALD1,15716,516,words54,1,15716_54,635,54,4689,dent,dEnt,19,16,3,12,7,1,4,335,5,55,33,180,1163,151,3053258,5,1
else,MALD1_sR,MALD1,15716,723,words54,3,15716_54,810,54,5562,else,Els,6,4,2,2,4,1,3,397,5,55,16,22907,54241,16297,96024346,4,1
flung,MALD1_sR,MALD1,15716,781,words54,3,15716_54,1089,54,6586,flung,fl^G,8,6,2,3,5,1,4,460,5,14,6,44,1740,69,841446,5,1
french,MALD1_sR,MALD1,15716,713,words54,2,15716_54,1104,54,6792,french,frEnC,4,3,1,3,1,1,5,529,7,11,5,3541,24999,3381,81398445,6,
glue,MALD1_sR,MALD1,15716,377,words54,2,15716_54,865,54,7239,glue,glu,11,7,4,8,3,1,3,389,5,38,12,300,2071,140,4435595,4,1
gutter,MALD1_sR,MALD1,15716,675,words54,3,15716_54,789,54,7526,gutter,g^tX,11,8,3,8,3,2,4,365,7,35,19,267,490,90,1322843,5,1
halve,MALD1_sR,MALD1,15716,193,words54,1,15716_54,598,54,7604,halve,h@v,17,16,1,5,12,1,3,448,6,45,10,7,222,4,242617,4,1
her,MALD1_sR,MALD1,15716,614,words54,1,15716_54,743,54,7819,her,hR,22,14,8,7,15,1,2,389,4,150,49,144627,835418,117168,391980169,3,1
lamb,MALD1_sR,MALD1,15716,356,words54,1,15716_54,763,54,9614,lamb,l@m,27,23,4,16,11,1,3,437,5,100,17,542,3186,321,6532527,4,1
lip,MALD1_sR,MALD1,15716,189,words54,2,15716_54,638,54,9979,lip,lIp,29,23,6,19,10,1,3,329,4,93,40,548,4814,386,7699845,4,1
musty,MALD1_sR,MALD1,15716,341,words54,1,15716_54,886,54,11307,musty,m^sti,6,5,1,4,2,2,5,678,5,15,12,25,406,12,240811,6,1
palm,MALD1_sR,MALD1,15716,606,words54,1,15716_54,905,54,12304,palm,pam,14,9,5,4,10,1,4,356,5,16,24,675,7791,1278,42632962,5,1
posy,MALD1_sR,MALD1,15716,146,words54,2,15716_54,1078,54,13395,posy,pozi,11,8,3,6,5,2,4,382,4,27,15,9,12,1,189674,4,1
prior,MALD1_sR,MALD1,15716,420,words54,1,15716_54,952,54,13651,prior,prYX,9,8,1,4,5,2,4,431,6,45,7,422,12718,1638,62949059,5,1
quarrel,MALD1_sR,MALD1,15716,365,words54,2,15716_54,783,54,14069,quarrel,kwcrL,2,1,1,1,1,2,6,427,8,9,2,286,630,125,590286,7,1
quick,MALD1_sR,MALD1,15716,722,words54,2,15716_54,592,54,14094,quick,kwIk,14,11,3,4,10,1,4,295,6,30,5,5542,20412,5253,85588228,5,1
rag,MALD1_sR,MALD1,15716,283,words54,1,15716_54,705,54,14175,rag,r@g,28,24,4,17,11,1,3,381,4,78,47,244,1217,107,2387246,4,1
reform,MALD1_sR,MALD1,15716,737,words54,2,15716_54,790,54,14446,reform,rIform,2,1,1,1,1,2,6,557,7,2,4,184,21029,6775,22752959,7,2
run,MALD1_sR,MALD1,15716,81,words54,4,15716_54,577,54,15000,run,r^n,26,23,3,16,10,1,3,349,4,152,43,17878,67485,15633,117221037,4,1
shout,MALD1_sR,MALD1,15716,105,words54,5,15716_54,666,54,15609,shout,SWt,15,14,1,14,1,1,3,369,6,46,14,839,2210,318,3972506,4,1
slack,MALD1_sR,MALD1,15716,60,words54,2,15716_54,872,54,15770,slack,sl@k,19,17,2,9,10,1,4,505,6,37,15,302,1465,197,1954286,5,1
slim,MALD1_sR,MALD1,15716,734,words54,2,15716_54,867,54,15812,slim,slIm,11,10,1,3,8,1,4,563,5,26,20,605,2868,328,9713890,5,1
span,MALD1_sR,MALD1,15716,191,words54,1,15716_54,1137,54,16044,span,sp@n,9,8,1,2,7,1,4,593,5,28,28,101,3273,383,9050838,5,1
stellar,MALD1_sR,MALD1,15716,294,words54,1,15716_54,1587,54,16330,stellar,stElX,2,1,1,1,1,2,5,589,8,42,3,41,1597,70,3063048,6,1
tidy,MALD1_sR,MALD1,15716,280,words54,1,15716_54,736,54,17347,tidy,tYdi,6,5,1,3,3,2,4,445,4,16,4,189,1116,81,1772031,4,1
white,MALD1_sR,MALD1,15716,334,words54,5,15716_54,866,54,18984,white,hwYt,11,7,4,3,8,1,3,286,6,104,25,8744,120488,26610,209878931,4,1
willow,MALD1_sR,MALD1,15716,413,words54,1,15716_54,834,54,19048,willow,wIlo,8,6,2,3,5,2,4,415,7,38,6,318,1776,519,5211634,5,1
wish,MALD1_sR,MALD1,15716,253,words54,1,15716_54,625,54,19092,wish,wIS,13,11,2,5,8,1,3,352,5,72,26,11991,17820,4726,74054528,4,1
wrestle,MALD1_sR,MALD1,15716,311,words54,1,15716_54,1263,54,19198,wrestle,rEsL,8,7,1,5,3,2,5,469,8,39,5,176,689,139,718785,6,1
awake,MALD1_sR,MALD1,15738,325,words50,1,15738_50,792,50,1376,awake,xwek,4,2,2,2,2,2,4,499,6,6,4,1362,3759,384,3233171,5,1
bake,MALD1_sR,MALD1,15738,72,words50,1,15738_50,724,50,1450,bake,bek,29,26,3,20,9,1,3,419,5,116,45,323,5337,281,3791576,4,1
brought,MALD1_sR,MALD1,15738,436,words50,2,15738_50,1096,50,2244,brought,brct,10,8,2,3,7,1,4,363,8,33,6,8786,40456,9791,39794764,5,1
budge,MALD1_sR,MALD1,15738,307,words50,1,15738_50,785,50,2276,budge,b^J,15,14,1,4,11,1,3,348,6,43,16,104,583,86,418361,4,1
burst,MALD1_sR,MALD1,15738,649,words50,3,15738_50,706,50,2358,burst,bRst,15,14,1,12,3,1,4,432,6,57,15,435,5127,438,5148007,5,1
crane,MALD1_sR,MALD1,15738,305,words50,2,15738_50,932,50,4120,crane,kren,15,12,3,7,8,1,4,403,6,68,21,1714,2054,199,4888961,5,1
cuddle,MALD1_sR,MALD1,15738,6,words50,4,15738_50,717,50,4279,cuddle,k^dL,10,9,1,7,3,2,5,275,7,28,7,110,234,23,531391,6,1
dip,MALD1_sR,MALD1,15738,123,words50,2,15738_50,659,50,4937,dip,dIp,25,23,2,16,9,1,3,302,4,75,31,406,2619,328,5850511,4,1
dump,MALD1_sR,MALD1,15738,220,words50,1,15738_50,902,50,5353,dump,d^mp,13,10,3,9,4,1,4,278,5,25,16,1470,2668,600,6945921,5,1
elite,MALD1_sR,MALD1,15738,119,words50,9,15738_50,783,50,5550,elite,xlit,13,10,3,7,6,2,4,452,6,16,8,151,6621,687,12688404,5,1
flint,MALD1_sR,MALD1,15738,510,words50,2,15738_50,774,50,6544,flint,flInt,5,3,2,3,2,1,5,411,6,17,14,222,922,115,3231075,6,1
ghost,MALD1_sR,MALD1,15738,550,words50,1,15738_50,792,50,7144,ghost,gost,10,9,1,9,1,1,4,435,6,31,5,1866,4017,369,14501179,5,1
group,MALD1_sR,MALD1,15738,98,words50,1,15738_50,804,50,7461,group,grup,11,10,1,3,8,1,4,450,6,43,7,3762,100117,13769,321865437,5,1
had,MALD1_sR,MALD1,15738,620,words50,4,15738_50,709,50,7564,had,h@d,31,28,3,18,13,1,3,369,4,91,48,85472,803646,146951,480246305,4,1
hemp,MALD1_sR,MALD1,15738,633,words50,1,15738_50,941,50,7808,hemp,hEmp,4,2,2,1,3,1,4,419,5,22,15,17,520,50,2200098,5,1
kept,MALD1_sR,MALD1,15738,529,words50,2,15738_50,959,50,9465,kept,kEpt,3,2,1,2,1,1,4,367,4,16,5,4559,33434,5824,27838368,4,1
loss,MALD1_sR,MALD1,15738,600,words50,1,15738_50,772,50,10126,loss,lcs,19,15,4,13,6,1,3,551,5,87,47,1485,25339,3574,83019752,4,1
luck,MALD1_sR,MALD1,15738,431,words50,2,15738_50,620,50,10161,luck,l^k,26,23,3,19,7,1,3,356,5,94,37,7840,9427,2575,16739504,4,1
mile,MALD1_sR,MALD1,15738,240,words50,1,15738_50,936,50,10823,mile,mYl,28,24,4,20,8,1,3,387,5,109,45,1071,13035,1657,22186849,4,1
moose,MALD1_sR,MALD1,15738,572,words50,2,15738_50,885,50,11120,moose,mus,19,18,1,14,5,1,3,649,6,68,19,282,1604,183,3590020,4,1
pipe,MALD1_sR,MALD1,15738,312,words50,2,15738_50,556,50,13036,pipe,pYp,18,17,1,11,7,1,3,260,5,44,18,989,4822,455,16180632,4,1
pottery,MALD1_sR,MALD1,15738,343,words50,1,15738_50,809,50,13416,pottery,patXi,2,1,1,1,1,3,5,386,7,8,3,94,1786,48,15363954,5,1
proceed,MALD1_sR,MALD1,15738,496,words50,1,15738_50,1048,50,13684,proceed,prosid,2,1,1,1,1,2,6,748,8,4,3,1066,3376,737,11314884,7,1
puck,MALD1_sR,MALD1,15738,163,words50,1,15738_50,796,50,13910,puck,p^k,27,23,4,17,10,1,3,317,5,73,21,147,555,41,1553945,4,1
putt,MALD1_sR,MALD1,15738,735,words50,1,15738_50,868,50,14017,putt,p^t,29,25,4,18,11,1,3,325,5,73,24,58,861,41,919086,4,1
read,MALD1_sR,MALD1,15738,412,words50,1,15738_50,776,50,14296,read,rid,28,25,3,18,10,1,3,375,5,150,31,12302,52516,12160,322346193,4,1
rogue,MALD1_sR,MALD1,15738,118,words50,8,15738_50,772,50,14895,rogue,rog,18,15,3,6,12,1,3,339,6,91,13,190,1269,286,4578158,4,1
rookie,MALD1_sR,MALD1,15738,352,words50,2,15738_50,767,50,14911,rookie,rUki,2,1,1,1,1,2,4,387,7,18,4,252,3316,138,3870767,5,1
saddle,MALD1_sR,MALD1,15738,796,words50,1,15738_50,781,50,15059,saddle,s@dL,7,4,3,3,4,2,5,440,7,31,9,399,2254,99,4499280,6,1
scrawl,MALD1_sR,MALD1,15738,728,words50,1,15738_50,1237,50,15278,scrawl,skrcl,4,3,1,3,1,1,5,425,7,9,2,12,137,5,119040,6,1
send,MALD1_sR,MALD1,15738,447,words50,3,15738_50,827,50,15407,send,sEnd,18,13,5,13,5,1,4,526,5,46,27,9169,21808,6821,274117675,5,1
shelve,MALD1_sR,MALD1,15738,212,words50,2,15738_50,944,50,15560,shelve,SElv,5,3,2,2,3,1,4,463,7,14,3,10,81,7,144355,5,1
soup,MALD1_sR,MALD1,15738,528,words50,1,15738_50,985,50,16024,soup,sup,22,16,6,16,6,1,3,507,5,83,16,1285,5979,505,10543534,4,1
spike,MALD1_sR,MALD1,15738,215,words50,5,15738_50,1067,50,16114,spike,spYk,10,8,2,1,9,1,4,537,6,31,12,625,1971,377,4839802,5,1
sure,MALD1_sR,MALD1,15738,196,words50,3,15738_50,867,50,16742,sure,SUr,9,8,1,7,2,1,3,418,5,52,23,56091,83472,29970,110540101,4,1
tang,MALD1_sR,MALD1,15738,131,words50,1,15738_50,869,50,16962,tang,t@G,18,16,2,10,8,1,3,343,5,69,44,114,727,15,2668036,4,1
tide,MALD1_sR,MALD1,15738,675,words50,2,15738_50,802,50,17345,tide,tYd,22,17,5,10,12,1,3,429,5,79,24,375,3350,450,6706726,4,1
toy,MALD1_sR,MALD1,15738,122,words50,1,15738_50,750,50,17556,toy,tO,12,10,2,4,8,1,2,326,4,73,44,859,4278,590,26931464,3,1
wad,MALD1_sR,MALD1,15738,512,words50,1,15738_50,824,50,18734,wad,wad,22,17,5,17,5,1,3,337,4,70,38,89,570,24,577013,4,1
after,MALD1_sR,MALD1,15739,281,words54,1,15739_54,721,54,382,after,@ftX,5,2,3,4,1,2,4,402,6,13,6,34812,288288,59624,372953923,5,1
amiss,MALD1_sR,MALD1,15739,289,words54,4,15739_54,1026,54,633,amiss,xmIs,5,4,1,2,3,2,4,460,5,10,6,38,274,39,273918,4,1
answer,MALD1_sR,MALD1,15739,47,words54,5,15739_54,777,54,778,answer,@nsX,3,1,2,2,1,2,4,401,7,22,1,8986,38425,12425,64651553,5,1
axe,MALD1_sR,MALD1,15739,642,words54,1,15739_54,703,54,1394,axe,@ks,9,4,5,6,3,1,3,403,4,93,28,249,714,77,2777022,4,1
bleach,MALD1_sR,MALD1,15739,708,words54,1,15739_54,656,54,1906,bleach,bliC,7,5,2,3,4,1,4,439,7,21,5,118,574,123,1545195,5,1
bless,MALD1_sR,MALD1,15739,135,words54,2,15739_54,778,54,1917,bless,blEs,6,4,2,1,5,1,4,478,6,27,10,1788,1956,796,5481678,5,1
brace,MALD1_sR,MALD1,15739,485,words54,4,15739_54,783,54,2122,brace,bres,13,10,3,5,8,1,4,489,6,47,25,319,1218,185,2182960,5,1
bunt,MALD1_sR,MALD1,15739,623,words54,3,15739_54,884,54,2324,bunt,b^nt,12,8,4,8,4,1,4,326,5,59,25,41,140,5,374480,5,1
burn,MALD1_sR,MALD1,15739,556,words54,2,15739_54,657,54,2349,burn,bRn,22,18,4,13,9,1,3,394,5,155,28,2816,6706,1206,13609561,4,1
butler,MALD1_sR,MALD1,15739,358,words54,1,15739_54,771,54,2375,butler,b^tlX,2,1,1,1,1,2,5,440,7,16,16,508,3313,444,8416594,6,1
dad,MALD1_sR,MALD1,15739,576,words54,2,15739_54,622,54,4395,dad,d@d,21,18,3,16,5,1,3,338,4,73,49,25870,21958,5221,15150692,4,1
dearth,MALD1_sR,MALD1,15739,131,words54,2,15739_54,658,54,4486,dearth,dRT,10,9,1,7,3,1,3,459,5,33,4,5,516,15,372449,4,1
dent,MALD1_sR,MALD1,15739,727,words54,4,15739_54,702,54,4689,dent,dEnt,19,16,3,12,7,1,4,335,5,55,33,180,1163,151,3053258,5,1
glue,MALD1_sR,MALD1,15739,136,words54,3,15739_54,784,54,7239,glue,glu,11,7,4,8,3,1,3,389,5,38,12,300,2071,140,4435595,4,1
gutter,MALD1_sR,MALD1,15739,164,words54,1,15739_54,791,54,7526,gutter,g^tX,11,8,3,8,3,2,4,365,7,35,19,267,490,90,1322843,5,1
halve,MALD1_sR,MALD1,15739,185,words54,1,15739_54,875,54,7604,halve,h@v,17,16,1,5,12,1,3,448,6,45,10,7,222,4,242617,4,1
her,MALD1_sR,MALD1,15739,800,words54,5,15739_54,740,54,7819,her,hR,22,14,8,7,15,1,2,389,4,150,49,144627,835418,117168,391980169,3,1
lamb,MALD1_sR,MALD1,15739,361,words54,1,15739_54,690,54,9614,lamb,l@m,27,23,4,16,11,1,3,437,5,100,17,542,3186,321,6532527,4,1
lip,MALD1_sR,MALD1,15739,484,words54,3,15739_54,665,54,9979,lip,lIp,29,23,6,19,10,1,3,329,4,93,40,548,4814,386,7699845,4,1
musty,MALD1_sR,MALD1,15739,376,words54,1,15739_54,852,54,11307,musty,m^sti,6,5,1,4,2,2,5,678,5,15,12,25,406,12,240811,6,1
palm,MALD1_sR,MALD1,15739,555,words54,1,15739_54,1044,54,12304,palm,pam,14,9,5,4,10,1,4,356,5,16,24,675,7791,1278,42632962,5,1
pelt,MALD1_sR,MALD1,15739,692,words54,1,15739_54,577,54,12638,pelt,pElt,14,12,2,9,5,1,4,322,5,40,24,48,274,23,353623,5,1
quarrel,MALD1_sR,MALD1,15739,742,words54,1,15739_54,1266,54,14069,quarrel,kwcrL,2,1,1,1,1,2,6,427,8,9,2,286,630,125,590286,7,1
rag,MALD1_sR,MALD1,15739,532,words54,4,15739_54,534,54,14175,rag,r@g,28,24,4,17,11,1,3,381,4,78,47,244,1217,107,2387246,4,1
reform,MALD1_sR,MALD1,15739,165,words54,2,15739_54,875,54,14446,reform,rIform,2,1,1,1,1,2,6,557,7,2,4,184,21029,6775,22752959,7,2
run,MALD1_sR,MALD1,15739,140,words54,3,15739_54,630,54,15000,run,r^n,26,23,3,16,10,1,3,349,4,152,43,17878,67485,15633,117221037,4,1
shout,MALD1_sR,MALD1,15739,197,words54,1,15739_54,623,54,15609,shout,SWt,15,14,1,14,1,1,3,369,6,46,14,839,2210,318,3972506,4,1
slack,MALD1_sR,MALD1,15739,457,words54,3,15739_54,914,54,15770,slack,sl@k,19,17,2,9,10,1,4,505,6,37,15,302,1465,197,1954286,5,1
stellar,MALD1_sR,MALD1,15739,575,words54,1,15739_54,1257,54,16330,stellar,stElX,2,1,1,1,1,2,5,589,8,42,3,41,1597,70,3063048,6,1
white,MALD1_sR,MALD1,15739,64,words54,3,15739_54,569,54,18984,white,hwYt,11,7,4,3,8,1,3,286,6,104,25,8744,120488,26610,209878931,4,1
willow,MALD1_sR,MALD1,15739,161,words54,1,15739_54,1343,54,19048,willow,wIlo,8,6,2,3,5,2,4,415,7,38,6,318,1776,519,5211634,5,1
ad,MALD1_sR,MALD1,15744,734,words12,5,15744_12,767,12,217,ad,@d,25,10,15,15,10,1,2,539,3,82,61,694,9589,2671,78774169,3,
allied,MALD1_sR,MALD1,15744,579,words12,2,15744_12,737,12,522,allied,xlYd,12,10,2,6,6,2,4,427,7,17,7,147,3336,821,7508812,5,2
anger,MALD1_sR,MALD1,15744,70,words12,4,15744_12,1303,12,718,anger,@GgX,3,2,1,1,2,2,4,320,6,12,29,991,10499,2478,7991258,5,1
birdie,MALD1_sR,MALD1,15744,510,words12,3,15744_12,852,12,1856,birdie,bRdi,7,6,1,3,4,2,4,502,7,65,6,253,796,31,775268,5,
but,MALD1_sR,MALD1,15744,673,words12,6,15744_12,783,12,2373,but,b^t,35,30,5,21,14,1,3,289,4,101,40,225291,1149758,330971,999908295,4,1
chaste,MALD1_sR,MALD1,15744,465,words12,2,15744_12,838,12,2977,chaste,Cest,9,8,1,6,3,1,4,513,7,20,5,30,238,13,289676,4,1
chat,MALD1_sR,MALD1,15744,182,words12,1,15744_12,892,12,2982,chat,C@t,22,17,5,16,6,1,3,346,5,60,32,830,2994,745,83643143,4,1
click,MALD1_sR,MALD1,15744,761,words12,2,15744_12,862,12,3288,click,klIk,19,14,5,8,11,1,4,352,6,67,16,327,4675,804,536761994,5,1
climb,MALD1_sR,MALD1,15744,258,words12,1,15744_12,1169,12,3296,climb,klYm,5,4,1,3,2,1,4,394,6,39,3,1007,6010,612,5699767,5,1
cock,MALD1_sR,MALD1,15744,468,words12,2,15744_12,1035,12,3367,cock,kak,30,24,6,18,12,1,3,419,5,161,23,580,722,34,37575461,4,1
don,MALD1_sR,MALD1,15744,386,words12,1,15744_12,879,12,5180,don,dan,19,18,1,13,6,1,3,347,4,135,61,321085,12771,4419,26009351,4,1
fame,MALD1_sR,MALD1,15744,390,words12,5,15744_12,695,12,6199,fame,fem,24,19,5,14,10,1,3,380,5,63,28,441,5747,1183,10968010,4,1
fixed,MALD1_sR,MALD1,15744,617,words12,2,15744_12,892,12,6470,fixed,fIkst,3,1,2,1,2,1,5,421,5,13,10,1647,8507,1011,49221217,5,2
force,MALD1_sR,MALD1,15744,509,words12,2,15744_12,954,12,6650,force,fors,16,14,2,7,9,1,4,478,6,62,13,3604,45496,10829,79207090,5,1
goose,MALD1_sR,MALD1,15744,523,words12,4,15744_12,789,12,7294,goose,gus,12,11,1,9,3,1,3,437,6,49,18,665,1695,185,3739646,4,1
