"","name","ortho","phono"
"16026","16026","source","sors"
"16027","16027","souse","sWs"
"16028","16028","south","sWT"
"16037","16037","soy","sO"
"16038","16038","spa","spa"
"16039","16039","space","spes"
"16042","16042","spade","sped"
"16044","16044","span","sp@n"
"16050","16050","spar","spar"
"16051","16051","spare","spEr"
"16053","16053","spark","spark"
"16054","16054","sparkle","sparkL"
"16056","16056","sparse","spars"
"16060","16060","spat","sp@t"
"16061","16061","spate","spet"
"16063","16063","spatter","sp@tX"
"16066","16066","spawn","spcn"
"16067","16067","spay","spe"
"16068","16068","speak","spik"
"16069","16069","spear","spIr"
"16080","16080","speck","spEk"
"16091","16091","sped","spEd"
"16092","16092","speech","spiC"
"16093","16093","speed","spid"
"16096","16096","spell","spEl"
"16098","16098","spend","spEnd"
"16100","16100","spent","spEnt"
"16101","16101","sperm","spRm"
"16110","16110","spice","spYs"
"16114","16114","spike","spYk"
"16115","16115","spill","spIl"
"16116","16116","spilled","spIld"
"16118","16118","spilt","spIlt"
"16119","16119","spin","spIn"
"16121","16121","spinal","spYnL"
"16124","16124","spine","spYn"
"16127","16127","spiral","spYrL"
"16128","16128","spire","spYr"
"16137","16137","spit","spIt"
"16138","16138","spite","spYt"
"16139","16139","spittle","spItL"
"16143","16143","splay","sple"
"16149","16149","splice","splYs"
"16150","16150","splint","splInt"
"16151","16151","splinter","splIntX"
"16152","16152","split","splIt"
"16156","16156","spoil","spOl"
"16157","16157","spoiled","spOld"
"16158","16158","spoilt","spOlt"
"16159","16159","spoke","spok"
"16163","16163","sponge","sp^nJ"
"16168","16168","spoof","spuf"
"16169","16169","spook","spuk"
"16170","16170","spool","spul"
"16171","16171","spoon","spun"
"16172","16172","spoor","spUr"
"16174","16174","spore","spor"
"16175","16175","sport","sport"
"16177","16177","spot","spat"
"16179","16179","spout","spWt"
"16180","16180","sprain","spren"
"16181","16181","sprang","spr@G"
"16182","16182","sprat","spr@t"
"16184","16184","spray","spre"
"16185","16185","spread","sprEd"
"16186","16186","spree","spri"
"16187","16187","sprig","sprIg"
"16189","16189","spring","sprIG"
"16193","16193","sprite","sprYt"
"16195","16195","sprout","sprWt"
"16197","16197","sprung","spr^G"
"16198","16198","spry","sprY"
"16199","16199","spud","sp^d"
"16201","16201","spun","sp^n"
"16203","16203","spur","spR"
"16204","16204","spurge","spRJ"
"16206","16206","spurn","spRn"
"16207","16207","spurt","spRt"
"16210","16210","spy","spY"
"16211","16211","squab","skwab"
"16212","16212","squabble","skwabL"
"16213","16213","squad","skwad"
"16219","16219","square","skwEr"
"16220","16220","squash","skwaS"
"16221","16221","squat","skwat"
"16230","16230","squib","skwIb"
"16231","16231","squid","skwId"
"16233","16233","squire","skwYr"
"16234","16234","squirm","skwRm"
"16235","16235","squirrel","skwRL"
"16236","16236","squirt","skwRt"
"16237","16237","stab","st@b"
"16245","16245","stack","st@k"
"16247","16247","staff","st@f"
"16248","16248","stag","st@g"
"16249","16249","stage","steJ"
"16250","16250","stagger","st@gX"
"16255","16255","stagy","steJi"
"16256","16256","staid","sted"
"16257","16257","stain","sten"
"16258","16258","stair","stEr"
"16259","16259","stake","stek"
"16261","16261","stale","stel"
"16262","16262","stalk","stck"
"16263","16263","stalked","stckt"
"16264","16264","stall","stcl"
"16270","16270","stammer","st@mX"
"16271","16271","stamp","st@mp"
"16282","16282","stank","st@Gk"
"16286","16286","star","star"
"16288","16288","starch","starC"
"16290","16290","stark","stark"
"16292","16292","start","start"
"16293","16293","startle","startL"
"16295","16295","starve","starv"
"16297","16297","state","stet"
"16307","16307","statue","st@Cu"
"16310","16310","stature","st@CX"
"16312","16312","statute","st@Cut"
"16314","16314","stave","stev"
"16316","16316","stay","ste"
"16317","16317","stead","stEd"
"16318","16318","steady","stEdi"
"16319","16319","steal","stil"
"16321","16321","steam","stim"
"16322","16322","steed","stid"
"16324","16324","steep","stip"
"16325","16325","steeple","stipL"
"16326","16326","steer","stIr"
"16329","16329","stein","stYn"
"16331","16331","stem","stEm"
"16337","16337","step","stEp"
"16346","16346","sterile","stErL"
"16352","16352","stern","stRn"
"16353","16353","sternal","stRnL"
"16357","16357","stew","stu"
"16359","16359","stick","stIk"
"16361","16361","sticky","stIki"
"16362","16362","stiff","stIf"
"16368","16368","stile","stYl"
"16370","16370","still","stIl"
"16372","16372","stilt","stIlt"
"16374","16374","Stilton","stIltN"
"16379","16379","sting","stIG"
"16381","16381","stink","stIGk"
"16382","16382","stint","stInt"
"16387","16387","stir","stR"
"16389","16389","stitch","stIC"
"16390","16390","stoat","stot"
"16391","16391","stock","stak"
"16398","16398","stocky","staki"
"16400","16400","stodgy","staJi"
"16401","16401","stoic","stoIk"
"16402","16402","stoical","stoIkL"
"16404","16404","stoke","stok"
"16405","16405","stole","stol"
"16412","16412","stone","ston"
"16413","16413","stood","stUd"
"16414","16414","stooge","stuJ"
"16415","16415","stool","stul"
"16416","16416","stoop","stup"
"16417","16417","stop","stap"
"16420","16420","store","stor"
"16422","16422","storied","storid"
"16423","16423","stork","stork"
"16424","16424","storm","storm"
"16425","16425","story","stori"
"16427","16427","stout","stWt"
"16428","16428","stove","stov"
"16429","16429","stow","sto"
"16431","16431","strafe","stref"
"16433","16433","straight","stret"
"16434","16434","straighten","stretN"
"16437","16437","strain","stren"
"16439","16439","strange","strenJ"
"16440","16440","stranger","strenJX"
"16444","16444","strap","str@p"
"16455","16455","straw","strc"
"16456","16456","stray","stre"
"16457","16457","streak","strik"
"16458","16458","stream","strim"
"16460","16460","street","strit"
"16467","16467","strew","stru"
"16468","16468","strewn","strun"
"16469","16469","stria","strix"
"16475","16475","stride","strYd"
"16478","16478","strife","strYf"
"16479","16479","strike","strYk"
"16480","16480","string","strIG"
"16482","16482","stringer","strIGX"
"16483","16483","stringy","strIGi"
"16484","16484","strip","strIp"
"16485","16485","stripe","strYp"
"16487","16487","strive","strYv"
"16492","16492","strode","strod"
"16493","16493","stroke","strok"
"16494","16494","stroll","strol"
"16495","16495","strong","strcG"
"16500","16500","strop","strap"
"16503","16503","strove","strov"
"16504","16504","struck","str^k"
"16507","16507","strum","str^m"
"16509","16509","strung","str^G"
"16510","16510","strut","str^t"
"16512","16512","stub","st^b"
"16513","16513","stubble","st^bL"
"16515","16515","stubby","st^bi"
"16516","16516","stucco","st^ko"
"16517","16517","stuck","st^k"
"16518","16518","stud","st^d"
"16520","16520","studied","st^did"
"16523","16523","study","st^di"
"16524","16524","stuff","st^f"
"16525","16525","stuffy","st^fi"
"16528","16528","stumble","st^mbL"
"16530","16530","stun","st^n"
"16531","16531","stung","st^G"
"16532","16532","stunk","st^Gk"
"16533","16533","stunt","st^nt"
"16540","16540","stupor","stupX"
"16544","16544","sty","stY"
"16550","16550","suave","swav"
"16633","16633","sue","su"
"16634","16634","suede","swed"
"16635","16635","suet","su|t"
"16652","16652","suit","sut"
"16657","16657","suite","swit"
"16659","16659","suitor","sutX"
"16750","16750","surly","sRli"
"16760","16760","surrey","sRi"
"16766","16766","survey","sRve"
"16776","16776","suture","suCX"
"16779","16779","swab","swab"
"16781","16781","swag","sw@g"
"16782","16782","swage","sweJ"
"16783","16783","swagger","sw@gX"
"16785","16785","swain","swen"
"16787","16787","swam","sw@m"
"16788","16788","swamp","swamp"
"16789","16789","swan","swan"
"16792","16792","swap","swap"
"16793","16793","sward","sword"
"16794","16794","swarm","sworm"
"16795","16795","swart","swort"
"16797","16797","swash","swaS"
"16799","16799","swat","swat"
"16800","16800","swath","swaT"
"16801","16801","swathe","swaD"
"16802","16802","sway","swe"
"16803","16803","swear","swEr"
"16804","16804","sweat","swEt"
"16805","16805","sweater","swEtX"
"16806","16806","swede","swid"
"16808","16808","sweep","swip"
"16811","16811","sweeten","switN"
"16813","16813","swell","swEl"
"16814","16814","swelter","swEltX"
"16815","16815","swept","swEpt"
"16817","16817","swerve","swRv"
"16819","16819","swig","swIg"
"16820","16820","swill","swIl"
"16821","16821","swim","swIm"
"16823","16823","swine","swYn"
"16824","16824","swing","swIG"
"16825","16825","swipe","swYp"
"16826","16826","swirl","swRl"
"16827","16827","swish","swIS"
"16828","16828","Swiss","swIs"
"16829","16829","switch","swIC"
"16832","16832","swoon","swun"
"16833","16833","swoop","swup"
"16834","16834","sword","sord"
"16836","16836","swore","swor"
"16837","16837","sworn","sworn"
"16838","16838","swum","sw^m"
"16839","16839","swung","sw^G"
