"","name","ortho","phono"
"17527","17527","tote","tot"
"17541","17541","tout","tWt"
"17561","17561","tract","tr@kt"
"17579","17579","trait","tret"
"17666","17666","treat","trit"
"17740","17740","trite","trYt"
"17767","17767","trot","trat"
"17775","17775","trout","trWt"
"17798","17798","trust","tr^st"
"17803","17803","tryst","trIst"
"17819","17819","tuft","t^ft"
"17881","17881","tweet","twit"
"17896","17896","twist","twIst"
"17897","17897","twit","twIt"
"18356","18356","vast","v@st"
"18358","18358","vat","v@t"
"18363","18363","vaunt","vcnt"
"18410","18410","vent","vEnt"
"18457","18457","versed","vRst"
"18482","18482","vest","vEst"
"18492","18492","vet","vEt"
"18672","18672","voiced","vOst"
"18706","18706","vote","vot"
"18742","18742","waft","waft"
"18758","18758","waist","west"
"18762","18762","wait","wet"
"18788","18788","want","wcnt"
"18817","18817","wart","wort"
"18846","18846","watt","wat"
"18887","18887","weft","wEft"
"18902","18902","went","wEnt"
"18906","18906","west","wEst"
"18908","18908","wet","wEt"
"18916","18916","what","hwat"
"18921","18921","wheat","hwit"
"18944","18944","whet","hwEt"
"18981","18981","whist","hwIst"
"18983","18983","whit","hwIt"
"18984","18984","white","hwYt"
"19033","19033","wight","wYt"
"19096","19096","wit","wIt"
"19179","19179","worst","wRst"
"19181","19181","wort","wRt"
"19203","19203","wrist","rIst"
"19206","19206","writ","rIt"
"19215","19215","wrought","rct"
"19231","19231","yacht","yat"
"19257","19257","yeast","yist"
"19265","19265","yet","yEt"
"19307","19307","zest","zEst"
