"","name","ortho","phono"
"10995","10995","model","madL"
"11017","11017","mogul","mogL"
"11022","11022","moist","mOst"
"11023","11023","moisten","mOsN"
"11025","11025","molar","molX"
"11027","11027","mold","mold"
"11043","11043","molt","molt"
"11045","11045","moly","moli"
"11064","11064","money","m^ni"
"11074","11074","monk","m^Gk"
"11110","11110","month","m^nT"
"11115","11115","moody","mudi"
"11126","11126","moral","mcrL"
"11142","11142","morgue","morg"
"11146","11146","morn","morn"
"11161","11161","morrow","maro"
"11176","11176","mosey","mozi"
"11178","11178","mosque","mask"
"11181","11181","most","most"
"11186","11186","mother","m^DX"
"11189","11189","motile","motL"
"11196","11196","motor","motX"
"11199","11199","mottle","matL"
"11200","11200","motto","mato"
"11201","11201","mound","mWnd"
"11202","11202","mount","mWnt"
"11209","11209","mouser","mWzX"
"11210","11210","mousey","mWsi"
"11216","11216","mover","muvX"
"11217","11217","movie","muvi"
"11225","11225","muddle","m^dL"
"11232","11232","muffle","m^fL"
"11236","11236","muggy","m^gi"
"11242","11242","mulch","m^lC"
"11264","11264","mummer","m^mX"
"11267","11267","mummy","m^mi"
"11269","11269","munch","m^nC"
"11276","11276","murder","mRdX"
"11278","11278","murmur","mRmX"
"11281","11281","muscle","m^sL"
"11292","11292","musk","m^sk"
"11303","11303","must","m^st"
"11322","11322","mutter","m^tX"
"11323","11323","mutton","m^tN"
"11326","11326","muzzle","m^zL"
"11331","11331","mynah","mYnx"
"11336","11336","myrtle","mRtL"
"11354","11354","nacre","nekX"
"11381","11381","nard","nard"
"11388","11388","narrow","n@ro"
"11391","11391","nasal","nezL"
"11396","11396","natal","netL"
"11411","11411","natty","n@ti"
"11417","11417","nature","neCX"
"11425","11425","naval","nevL"
"11431","11431","navy","nevi"
"11462","11462","needle","nidL"
"11465","11465","needs","nidz"
"11466","11466","needy","nidi"
"11480","11480","neighbor","nebX"
"11482","11482","neither","niDX"
"11505","11505","nest","nEst"
"11506","11506","nestle","nEsL"
"11509","11509","nether","nEDX"
"11511","11511","nettle","nEtL"
"11523","11523","neuter","nutX"
"11530","11530","never","nEvX"
"11537","11537","newly","nuli"
"11541","11541","newsy","nuzi"
"11547","11547","nibble","nIbL"
"11551","11551","nickel","nIkL"
"11553","11553","nicker","nIkX"
"11575","11575","ninny","nIni"
"11579","11579","nipper","nIpX"
"11580","11580","nipple","nIpL"
"11581","11581","nippy","nIpi"
"11584","11584","niter","nYtX"
"11592","11592","nix","nIks"
"11595","11595","noble","nobL"
"11602","11602","noddle","nadL"
"11603","11603","noddy","nadi"
"11612","11612","noisy","nOzi"
"11654","11654","noodle","nudL"
"11661","11661","norm","norm"
"11666","11666","Norse","nors"
"11667","11667","north","norT"
"11679","11679","nosy","nozi"
"11703","11703","novel","navL"
"11717","11717","nozzle","nazL"
"11722","11722","nubble","n^bL"
"11755","11755","nurture","nRCX"
"11762","11762","nuts","n^ts"
"11764","11764","nutty","n^ti"
"11765","11765","nuzzle","n^zL"
"11767","11767","nymph","nImf"
"11924","11924","once","w^ns"
"12138","12138","outre","utre"
"12239","12239","pacer","pesX"
"12248","12248","packer","p@kX"
"12251","12251","pact","p@kt"
"12254","12254","paddle","p@dL"
"12256","12256","paddy","p@di"
"12270","12270","paint","pent"
"12303","12303","pallor","p@lX"
"12306","12306","palmer","pamX"
"12309","12309","palmy","pami"
"12337","12337","panel","p@nL"
"12349","12349","pant","p@nt"
"12358","12358","pants","p@ns"
"12361","12361","papa","papx"
"12363","12363","papal","pepL"
"12366","12366","paper","pepX"
"12377","12377","para","parx"
"12415","12415","parch","parC"
"12417","12417","pard","pard"
"12435","12435","park","park"
"12457","12457","parry","p@ri"
"12458","12458","parse","pars"
"12465","12465","part","part"
"12489","12489","pasha","paSx"
"12494","12494","passe","p@se"
"12495","12495","passel","p@sL"
"12508","12508","past","p@st"
"12510","12510","paste","pest"
"12528","12528","paten","p@tN"
"12563","12563","patter","p@tX"
"12565","12565","patty","p@ti"
"12567","12567","paunch","pcnC"
"12568","12568","pauper","pcpX"
"12587","12587","peaked","pikt"
"12595","12595","pebble","pEbL"
"12607","12607","pedal","pEdL"
"12633","12633","pelf","pElf"
"12638","12638","pelt","pElt"
"12642","12642","penal","pinL"
"12647","12647","pence","pEns"
"12667","12667","penni","pEni"
"12676","12676","pent","pEnt"
"12691","12691","people","pipL"
"12693","12693","pepper","pEpX"
"12737","12737","peril","pErL"
"12752","12752","perjure","pRJX"
"12787","12787","person","pRsN"
"12819","12819","peso","peso"
"12821","12821","pest","pEst"
"12831","12831","petal","pEtL"
"12833","12833","peter","pitX"
"12845","12845","petty","pEti"
"12859","12859","pharaoh","fEro"
"12907","12907","phony","foni"
"12963","12963","pickle","pIkL"
"12967","12967","picky","pIki"
"12969","12969","picot","piko"
"12973","12973","piddle","pIdL"
"12979","12979","pierce","pIrs"
"12981","12981","piffle","pIfL"
"12990","12990","piker","pYkX"
"12994","12994","piled","pYld"
"13000","13000","pillar","pIlX"
"13004","13004","pillow","pIlo"
"13008","13008","pimp","pImp"
"13014","13014","pinch","pInC"
"13022","13022","pink","pIGk"
"13030","13030","pint","pYnt"
"13042","13042","piquet","pIke"
"13056","13056","pitcher","pICX"
"13062","13062","pithy","pITi"
"13069","13069","pity","pIti"
"13204","13204","poem","poxm"
"13206","13206","poet","poxt"
"13213","13213","point","pOnt"
"13220","13220","poker","pokX"
"13221","13221","pokey","poki"
"13222","13222","polar","polX"
"13253","13253","polo","polo"
"13278","13278","pommel","p^mL"
"13279","13279","pomp","pamp"
"13286","13286","pond","pand"
"13296","13296","pony","poni"
"13297","13297","poodle","pudL"
"13310","13310","poppy","papi"
"13318","13318","porch","porC"
"13321","13321","pored","pord"
"13322","13322","pork","pork"
"13331","13331","port","port"
"13351","13351","poser","pozX"
"13352","13352","poseur","pozR"
"13358","13358","posse","pasi"
"13365","13365","possum","pasM"
"13366","13366","post","post"
"13395","13395","posy","pozi"
"13408","13408","pother","paDX"
"13415","13415","potter","patX"
"13418","13418","poult","polt"
"13422","13422","pounce","pWns"
"13423","13423","pound","pWnd"
"13431","13431","pox","paks"
"13888","13888","Psyche","sYki"
"13911","13911","pucker","p^kX"
"13913","13913","puddle","p^dL"
"13915","13915","pudgy","p^Ji"
"13926","13926","pukka","p^kx"
"13931","13931","pulley","pUli"
"13935","13935","pulp","p^lp"
"13940","13940","pulse","p^ls"
"13944","13944","pump","p^mp"
"13948","13948","punch","p^nC"
"13961","13961","punk","p^Gk"
"13963","13963","punt","p^nt"
"13969","13969","puppy","p^pi"
"13990","13990","purple","pRpL"
"13995","13995","purser","pRsX"
"14000","14000","purvey","pRve"
"14006","14006","pussy","pUsi"
"14018","14018","puttee","p^ti"
"14019","14019","putter","p^tX"
"14020","14020","putty","p^ti"
"14021","14021","puzzle","p^zL"
"14033","14033","pyx","pIks"
"14107","14107","quint","kInt"
"14136","14136","rabbi","r@bY"
"14139","14139","rabble","r@bL"
"14147","14147","racial","reSL"
"14153","14153","racy","resi"
"14172","14172","raffle","r@fL"
"14173","14173","raft","r@ft"
"14190","14190","rainy","reni"
"14192","14192","raisin","rezN"
"14193","14193","rajah","raJx"
"14196","14196","rally","r@li"
"14201","14201","ramie","r@mi"
"14204","14204","ramp","r@mp"
"14211","14211","ranch","r@nC"
"14216","14216","rand","r@nd"
"14218","14218","ranee","rani"
"14220","14220","range","renJ"
"14222","14222","rank","r@Gk"
"14226","14226","rant","r@nt"
"14238","14238","rapt","r@pt"
"14249","14249","rasher","r@SX"
"14250","14250","rasp","r@sp"
"14255","14255","rather","r@DX"
"14259","14259","ratio","reSo"
"14270","14270","rattle","r@tL"
"14279","14279","ravel","r@vL"
"14289","14289","razor","rezX"
"14300","14300","ready","rEdi"
"14308","14308","really","rili"
"14309","14309","realm","rElm"
"14313","14313","reamer","rimX"
"14317","14317","reason","rizN"
"14321","14321","rebel","rEbL"
"14407","14407","recur","rIkR"
"14410","14410","redden","rEdN"
"14426","14426","reefer","rifX"
"14432","14432","refer","rIfR"
"14466","14466","regal","rigL"
"14520","14520","relay","rile"
"14566","14566","renal","rinL"
"14569","14569","rend","rEnd"
"14575","14575","renew","rInu"
"14581","14581","rent","rEnt"
"14590","14590","repay","ripe"
"14669","14669","resin","rEzN"
"14693","14693","rest","rEst"
"14742","14742","revel","rEvL"
"14809","14809","ridden","rIdN"
"14810","14810","riddle","rIdL"
"14812","14812","rider","rYdX"
"14821","14821","rifle","rYfL"
"14822","14822","rift","rIft"
"14832","14832","rigor","rIgX"
"14836","14836","rimy","rYmi"
"14837","14837","rind","rYnd"
"14841","14841","rink","rIGk"
"14842","14842","rinse","rIns"
"14849","14849","ripple","rIpL"
"14852","14852","risen","rIzN"
"14853","14853","riser","rYzX"
"14857","14857","risk","rIsk"
"14862","14862","rival","rYvL"
"14866","14866","river","rIvX"
"14878","14878","roast","rost"
"14886","14886","rocker","rakX"
"14894","14894","roger","raJX"
"14900","14900","roller","rolX"
"14907","14907","romp","ramp"
"14911","14911","rookie","rUki"
"14914","14914","roost","rust"
"14924","14924","rosin","razN"
"14927","14927","rosy","rozi"
"14936","14936","rotor","rotX"
"14937","14937","rotten","ratN"
"14940","14940","rouble","rubL"
"14948","14948","round","rWnd"
"14958","14958","rover","rovX"
"14960","14960","rowdy","rWdi"
"14964","14964","rubber","r^bX"
"14966","14966","rubble","r^bL"
"14970","14970","ruby","rubi"
"14971","14971","rudder","r^dX"
"14972","14972","ruddy","r^di"
"14976","14976","ruffed","r^ft"
"14978","14978","ruffle","r^fL"
"14986","14986","ruler","rulX"
"14994","14994","rummy","r^mi"
"14995","14995","rumor","rumX"
"14996","14996","rump","r^mp"
"15010","15010","runnel","r^nL"
"15012","15012","runny","r^ni"
"15014","15014","runt","r^nt"
"15016","15016","rupee","rupi"
"15022","15022","rusk","r^sk"
"15025","15025","rust","r^st"
"15032","15032","rustle","r^sL"
"15040","15040","sable","sebL"
"15042","15042","sabre","sebX"
"15047","15047","sachet","s@Se"
"15058","15058","sadden","s@dN"
"15059","15059","saddle","s@dL"
"15069","15069","saga","sagx"
"15077","15077","sailor","selX"
"15078","15078","saint","sent"
"15080","15080","saki","saki"
"15091","15091","sallow","s@lo"
"15092","15092","sally","s@li"
"15095","15095","salt","sclt"
"15118","15118","sand","s@nd"
"15133","15133","sank","s@Gk"
"15134","15134","sans","s@nz"
"15140","15140","sappy","s@pi"
"15150","15150","sassy","s@si"
"15152","15152","Satan","setN"
"15155","15155","satchel","s@CL"
"15161","15161","satin","s@tN"
"15173","15173","satyr","setX"
"15186","15186","savor","sevX"
"15233","15233","schism","sIzM"
"15283","15283","screw","skru"
"15327","15327","season","sizN"
"15346","15346","sect","sEkt"
"15376","15376","seizure","siZX"
"15382","15382","self","sElf"
"15407","15407","send","sEnd"
"15413","15413","senna","sEnx"
"15415","15415","sense","sEns"
"15435","15435","sepal","sipL"
"15472","15472","serum","sIrM"
"15476","15476","servile","sRvL"
"15481","15481","sessile","sEsL"
"15484","15484","settee","sEti"
"15485","15485","setter","sEtX"
"15486","15486","settle","sEtL"
"15492","15492","sever","sEvX"
"15500","15500","sex","sEks"
"15507","15507","shabby","S@bi"
"15509","15509","shackle","S@kL"
"15513","15513","shadow","S@do"
"15514","15514","shaft","S@ft"
"15522","15522","shallow","S@lo"
"15529","15529","shank","S@Gk"
"15531","15531","shard","Sard"
"15533","15533","shark","Sark"
"15534","15534","sharp","Sarp"
"15536","15536","shatter","S@tX"
"15539","15539","shaves","S@vz"
"15547","15547","sheaths","SiDz"
"15549","15549","sheaves","Sivz"
"15555","15555","shelf","SElf"
"15560","15560","shelve","SElv"
"15565","15565","sherry","SEri"
"15568","15568","shield","Sild"
"15569","15569","shift","SIft"
"15571","15571","shimmer","SImX"
"15572","15572","shimmy","SImi"
"15575","15575","shiner","SYnX"
"15579","15579","shiny","SYni"
"15587","15587","shiver","SIvX"
"15592","15592","shoddy","Sadi"
"15599","15599","shorn","Sorn"
"15600","15600","short","Sort"
"15611","15611","shovel","S^vL"
"15638","15638","shudder","S^dX"
"15639","15639","shuffle","S^fL"
"15641","15641","shunt","S^nt"
"15643","15643","shutter","S^tX"
"15644","15644","shuttle","S^tL"
"15648","15648","sibyl","sIbL"
"15651","15651","sickle","sIkL"
"15657","15657","sidle","sYdL"
"15662","15662","sift","sIft"
"15684","15684","silk","sIlk"
"15686","15686","silly","sIli"
"15687","15687","silo","sYlo"
"15688","15688","silt","sIlt"
"15697","15697","simmer","sImX"
"15710","15710","since","sIns"
"15715","15715","singe","sInJ"
"15722","15722","sink","sIGk"
"15733","15733","sisal","sYsL"
"15738","15738","six","sIks"
"15743","15743","sizzle","sIzL"
"15748","15748","skew","skyu"
"15921","15921","sober","sobX"
"15924","15924","soccer","sakX"
"15937","15937","soda","sodx"
"15938","15938","sodden","sadN"
"15941","15941","sofa","sofx"
"15942","15942","soft","scft"
"15945","15945","soggy","sagi"
"15951","15951","solar","solX"
"15953","15953","sold","sold"
"15954","15954","solder","sadX"
"15957","15957","solely","soli"
"15972","15972","solo","solo"
"15978","15978","solve","sclv"
"16012","16012","sorrel","scrL"
"16013","16013","sorrow","saro"
"16014","16014","sorry","sari"
"16015","16015","sort","sort"
"16023","16023","sound","sWnd"
"16026","16026","source","sors"
"16103","16103","spew","spyu"
"16143","16143","splay","sple"
"16184","16184","spray","spre"
"16186","16186","spree","spri"
"16198","16198","spry","sprY"
"16455","16455","straw","strc"
"16456","16456","stray","stre"
"16467","16467","strew","stru"
"16605","16605","subtile","s^tL"
"16619","16619","succor","s^kX"
"16626","16626","suckle","s^kL"
"16631","16631","sudden","s^dN"
"16632","16632","suds","s^dz"
"16636","16636","suffer","s^fX"
"16659","16659","suitor","sutX"
"16663","16663","sulk","s^lk"
"16665","16665","sully","s^li"
"16678","16678","summer","s^mX"
"16689","16689","sunk","s^Gk"
"16719","16719","supper","s^pX"
"16721","16721","supple","s^pL"
"16750","16750","surly","sRli"
"16764","16764","surtout","sRtu"
"16766","16766","survey","sRve"
"16776","16776","suture","suCX"
"16834","16834","sword","sord"
"16851","16851","sylph","sIlf"
"16900","16900","tabby","t@bi"
"16902","16902","table","tebL"
"16911","16911","tabour","tebX"
"16921","16921","tackle","t@kL"
"16922","16922","tacky","t@ki"
"16923","16923","tact","t@kt"
"16930","16930","taffy","t@fi"
"16934","16934","tailor","telX"
"16935","16935","taint","tent"
"16938","16938","talc","t@lk"
"16945","16945","tallow","t@lo"
"16946","16946","tally","t@li"
"16957","16957","tamp","t@mp"
"16970","16970","tank","t@Gk"
"16973","16973","tanner","t@nX"
"16982","16982","taper","tepX"
"16987","16987","taps","t@ps"
"16995","16995","tarn","tarn"
"16999","16999","tarry","t@ri"
"17000","17000","tart","tart"
"17004","17004","task","t@sk"
"17005","17005","tassel","t@sL"
"17006","17006","taste","test"
"17009","17009","tatter","t@tX"
"17012","17012","tattle","t@tL"
"17013","17013","tattoo","t@tu"
"17015","17015","taunt","tcnt"
"17021","17021","tawny","tcni"
"17022","17022","tax","t@ks"
"17030","17030","TB","tibi"
"17053","17053","teens","tinz"
"17054","17054","teeny","tini"
"17055","17055","teeter","titX"
"17109","17109","tend","tEnd"
"17123","17123","tenor","tEnX"
"17126","17126","tense","tEns"
"17130","17130","tent","tEnt"
"17138","17138","tepee","tipi"
"17163","17163","terror","tErX"
"17167","17167","test","tEst"
"17182","17182","tether","tEDX"
"17194","17194","thank","T@Gk"
"17203","17203","theft","TEft"
"17212","17212","thence","TEns"
"17218","17218","theorem","TIrM"
"17221","17221","theory","TIri"
"17235","17235","thermal","TRmL"
"17258","17258","thieves","Tivz"
"17264","17264","think","TIGk"
"17265","17265","thinner","TInX"
"17267","17267","thirst","TRst"
"17271","17271","thistle","TIsL"
"17272","17272","thither","TIDX"
"17279","17279","thorn","Torn"
"17283","17283","thorp","Torp"
"17323","17323","thump","T^mp"
"17342","17342","tickle","tIkL"
"17343","17343","tidal","tYdL"
"17347","17347","tidy","tYdi"
"17355","17355","tights","tYts"
"17360","17360","tiller","tIlX"
"17361","17361","tilt","tIlt"
"17362","17362","tilth","tIlT"
"17382","17382","tinge","tInJ"
"17386","17386","tinny","tIni"
"17390","17390","tint","tInt"
"17393","17393","tiny","tYni"
"17396","17396","tipple","tIpL"
"17404","17404","tissue","tISu"
"17405","17405","titan","tYtN"
"17412","17412","title","tYtL"
"17415","17415","titter","tItX"
"17417","17417","tittle","tItL"
"17422","17422","toady","todi"
"17423","17423","toast","tost"
"17429","17429","toddle","tadL"
"17430","17430","toddy","tadi"
"17433","17433","toffy","tafi"
"17435","17435","toga","togx"
"17445","17445","told","told"
"17462","17462","tonal","tonL"
"17487","17487","toper","topX"
"17493","17493","topple","tapL"
"17494","17494","tops","taps"
"17498","17498","Torah","torx"
"17499","17499","torch","torC"
"17502","17502","torn","torn"
"17509","17509","torque","tork"
"17515","17515","tort","tort"
"17520","17520","Tory","tori"
"17523","17523","total","totL"
"17528","17528","totem","totM"
"17532","17532","touchy","t^Ci"
"17534","17534","toupee","tupe"
"17805","17805","tuba","tubx"
"17807","17807","tuber","tubX"
"17816","17816","tucker","t^kX"
"17818","17818","tufa","tufx"
"17819","17819","tuft","t^ft"
"17830","17830","tumor","tumX"
"17833","17833","tuna","tunx"
"17840","17840","tunnel","t^nL"
"17841","17841","tunny","t^ni"
"17854","17854","turkey","tRki"
"17865","17865","turtle","tRtL"
"17867","17867","tusk","t^sk"
"17869","17869","tussle","t^sL"
"17872","17872","tutor","tutX"
"17875","17875","TV","tivi"
"18298","18298","valley","v@li"
"18299","18299","valor","v@lX"
"18307","18307","valve","v@lv"
"18311","18311","vamp","v@mp"
"18327","18327","vapor","vepX"
"18351","18351","vary","vEri"
"18355","18355","vassal","v@sL"
"18356","18356","vast","v@st"
"18362","18362","vault","vclt"
"18363","18363","vaunt","vcnt"
"18369","18369","veery","vIri"
"18380","18380","veined","vend"
"18381","18381","velar","vilX"
"18383","18383","vellum","vElM"
"18390","18390","venal","vinL"
"18394","18394","vend","vEnd"
"18407","18407","venom","vEnM"
"18410","18410","vent","vEnt"
"18424","18424","verbal","vRbL"
"18435","18435","verdure","vRJX"
"18443","18443","vermeil","vRmL"
"18451","18451","vernal","vRnL"
"18457","18457","versed","vRst"
"18462","18462","verso","vRso"
"18481","18481","vessel","vEsL"
"18482","18482","vest","vEst"
"18498","18498","vex","vEks"
"18513","18513","vicar","vIkX"
"18535","18535","victual","vItL"
"18537","18537","vide","vYdi"
"18546","18546","vigil","vIJL"
"18550","18550","vigor","vIgX"
"18553","18553","vilely","vYli"
"18576","18576","vinyl","vYnL"
"18587","18587","viper","vYpX"
"18589","18589","viral","vYrL"
"18593","18593","Virgo","vRgo"
"18596","18596","virile","vIrL"
"18598","18598","virtu","vRtu"
"18600","18600","virtue","vRCu"
"18625","18625","visor","vYzX"
"18633","18633","vital","vYtL"
"18660","18660","vocal","vokL"
"18672","18672","voiced","vOst"
"18682","18682","volley","vali"
"18684","18684","volt","volt"
"18732","18732","wabble","wabL"
"18733","18733","wacky","w@ki"
"18736","18736","waddle","wadL"
"18739","18739","wadi","wadi"
"18740","18740","wafer","wefX"
"18741","18741","waffle","wafL"
"18742","18742","waft","waft"
"18745","18745","wager","weJX"
"18748","18748","waggle","w@gL"
"18758","18758","waist","west"
"18765","18765","waiver","wevX"
"18773","18773","walleye","wclY"
"18777","18777","wallow","walo"
"18781","18781","waltz","wcls"
"18784","18784","wand","wand"
"18788","18788","want","wcnt"
"18795","18795","ward","word"
"18805","18805","warm","worm"
"18809","18809","warn","worn"
"18810","18810","warp","worp"
"18817","18817","wart","wort"
"18820","18820","wary","w@ri"
"18828","18828","wasp","wasp"
"18829","18829","wassail","wasL"
"18847","18847","wattle","watL"
"18848","18848","wavy","wevi"
"18849","18849","wax","w@ks"
"18858","18858","weald","wild"
"18859","18859","wealth","wElT"
"18863","18863","wearer","w@rX"
"18865","18865","weary","wIri"
"18868","18868","weather","wEDX"
"18877","18877","webbed","wEbd"
"18884","18884","weeny","wini"
"18887","18887","weft","wEft"
"18888","18888","weird","wIrd"
"18889","18889","welch","wElC"
"18891","18891","weld","wEld"
"18895","18895","welsh","wElS"
"18896","18896","welt","wElt"
"18900","18900","wench","wEnC"
"18901","18901","wend","wEnd"
"18902","18902","went","wEnt"
"18903","18903","wept","wEpt"
"18906","18906","west","wEst"
"18913","18913","wharf","worf"
"19018","19018","wicker","wIkX"
"19024","19024","widow","wIdo"
"19026","19026","width","wIdT"
"19027","19027","wiener","winX"
"19032","19032","wiggle","wIgL"
"19036","19036","wild","wYld"
"19048","19048","willow","wIlo"
"19051","19051","wilt","wIlt"
"19053","19053","wily","wYli"
"19056","19056","wince","wIns"
"19057","19057","winch","wInC"
"19058","19058","wind","wInd"
"19076","19076","winged","wIGd"
"19078","19078","wink","wIGk"
"19080","19080","winnow","wIno"
"19093","19093","wisp","wIsp"
"19103","19103","wither","wIDX"
"19109","19109","withy","wIDi"
"19115","19115","witty","wIti"
"19117","19117","wives","wYvz"
"19123","19123","woful","wofL"
"19126","19126","wold","wold"
"19127","19127","wolf","wUlf"
"19157","19157","wooly","wUli"
"19158","19158","woozy","wuzi"
"19168","19168","world","wRld"
"19177","19177","worsen","wRsN"
"19179","19179","worst","wRst"
"19184","19184","worthy","wRDi"
"19185","19185","wound","wWnd"
"19197","19197","wrench","rEnC"
"19198","19198","wrestle","rEsL"
"19201","19201","wriggle","rIgL"
"19203","19203","wrist","rIst"
"19207","19207","writer","rYtX"
"19210","19210","written","rItN"
"19237","19237","yammer","y@mX"
"19238","19238","yank","y@Gk"
"19242","19242","yard","yard"
"19244","19244","yarn","yarn"
"19245","19245","yarrow","y@ro"
"19257","19257","yeast","yist"
"19259","19259","yellow","yElo"
"19260","19260","yelp","yElp"
"19267","19267","yield","yild"
"19268","19268","yodel","yodL"
"19269","19269","yoga","yogx"
"19271","19271","yogi","yogi"
"19273","19273","yokel","yokL"
"19287","19287","yucca","y^kx"
"19291","19291","yummy","y^mi"
"19293","19293","zany","zeni"
"19304","19304","zephyr","zEfX"
"19306","19306","zero","zIro"
"19307","19307","zest","zEst"
"19309","19309","zinc","zIGk"
"19314","19314","zipper","zIpX"
"19317","19317","zither","zIDX"
"19322","19322","zonal","zonL"
"19325","19325","zoned","zond"
"19328","19328","zooid","zoOd"
