node,ortho,phono
4044,counter,kWntX
4063,county,kWnti
4064,coupe,kupe
4065,couple,k^pL
4071,courier,kRiX
4072,court,kort
4078,courtly,kortli
4080,cousin,k^zN
4081,cove,kov
4084,cover,k^vX
4086,covert,kovRt
4088,covey,k^vi
4089,cow,kW
4090,coward,kWXd
4092,cower,kWX
4094,cowl,kWl
4095,cowlick,kWlIk
4096,cowling,kWlIG
4101,coy,kO
4104,cozy,kozi
4105,crab,kr@b
4107,crabby,kr@bi
4108,crack,kr@k
4109,cracker,kr@kX
4110,crackle,kr@kL
4113,craft,kr@ft
4115,crafty,kr@fti
4116,crag,kr@g
4117,cram,kr@m
4118,cramp,kr@mp
4120,crane,kren
4122,crank,kr@Gk
4123,cranky,kr@Gki
4124,cranny,kr@ni
4125,crape,krep
4126,craps,kr@ps
4128,crash,kr@S
4129,crass,kr@s
4130,crate,kret
4131,crater,kretX
4133,crave,krev
4134,craven,krevxn
4137,crawl,krcl
4139,crayon,krean
4140,craze,krez
4141,crazy,krezi
4142,creak,krik
4143,cream,krim
4145,crease,kris
4146,create,kriet
4148,creator,krietX
4150,creche,krES
4157,credo,krido
4160,creed,krid
4161,creel,kril
4162,creep,krip
4163,creepy,kripi
4164,cremate,krimet
4169,creole,kriol
4171,crept,krEpt
4174,crescent,krEsNt
4175,cress,krEs
4176,crest,krEst
4182,crew,kru
4183,crib,krIb
4185,crick,krIk
4187,crier,krYX
4188,crime,krYm
4193,crimp,krImp
4196,crinkle,krIGkL
4198,cripple,krIpL
4200,crisp,krIsp
4207,critter,krItX
4208,croak,krok
4209,crochet,kroSe
4210,crock,krak
4213,crone,kron
4214,crony,kroni
4215,crook,krUk
4217,croon,krun
4218,crop,krap
4220,croquet,kroke
4222,crosier,kroZX
4223,cross,krcs
4227,crotch,kraC
4229,crouch,krWC
4230,croup,krup
4233,crow,kro
4235,crowd,krWd
4237,crown,krWn
4244,crude,krud
4246,cruel,krul
4248,cruise,kruz
4249,cruiser,kruzX
4250,cruller,kr^lX
4251,crumb,kr^m
4252,crumble,kr^mbL
4254,crumple,kr^mpL
4255,crunch,kr^nC
4257,crush,kr^S
4258,crust,kr^st
4260,crutch,kr^C
4263,cry,krY
4264,crypt,krIpt
4270,cub,k^b
4272,cube,kyub
4278,cud,k^d
4279,cuddle,k^dL
4280,cudgel,k^JL
4281,cue,kyu
4282,cuff,k^f
4285,cull,k^l
4290,cult,k^lt
4294,culture,k^lCX
4296,cumber,k^mbX
4303,cup,k^p
4304,cupboard,k^bXd
4309,cur,kR
4313,curb,kRb
4314,curd,kRd
4315,curdle,kRdL
4323,curl,kRl
4324,curlew,kRlu
4329,curry,kRi
4330,curse,kRs
4333,curt,kRt
4335,curtain,kRtN
4338,curve,kRv
4341,cusp,k^sp
4343,custard,k^stXd
4351,cut,k^t
4354,cute,kyut
4359,cutter,k^tX
4367,cycle,sYkL
4378,cymbal,sImbL
4379,cynic,sInIk
4383,cyst,sIst
4384,cystic,sIstIk
4385,czar,zar
4387,d,di
4388,dab,d@b
4389,dabble,d@bL
4390,dace,des
4393,dactyl,d@ktL
4395,dad,d@d
4396,daddy,d@di
4397,daemon,dimxn
4399,daft,d@ft
4400,dagger,d@gX
4403,daily,deli
4406,dairy,dEri
4407,dais,dexs
4408,daisy,dezi
4409,dale,del
4410,dally,d@li
4412,dam,d@m
4416,dame,dem
4419,damned,d@md
4420,damp,d@mp
4422,damsel,d@mzL
4424,dance,d@ns
4426,dander,d@ndX
4428,dandle,d@ndL
4430,dandy,d@ndi
4431,Dane,den
4432,danger,denJX
4434,dangle,d@GgL
4436,dank,d@Gk
4437,dapper,d@pX
4438,dapple,d@pL
4439,dare,dEr
4440,daring,d@rIG
4441,dark,dark
4447,darn,darn
4448,darnel,darnL
4449,dart,dart
4450,dash,d@S
4452,data,detx
4453,date,det
4456,datum,detM
4457,daub,dcb
4458,daughter,dctX
4459,daunt,dcnt
4462,davit,devxt
4463,dawdle,dcdL
4465,dawn,dcn
4466,day,de
4468,daze,dez
4469,dazzle,d@zL
4473,dead,dEd
4474,deaden,dEdN
4478,deaf,dEf
4480,deal,dil
4481,dealer,dilX
4482,dealing,dilIG
4483,dealt,dElt
4484,dean,din
4485,dear,dIr
4486,dearth,dRT
4487,death,dET
4489,deb,dEb
4493,debase,dIbes
4499,debris,dxbri
4500,debt,dEt
4513,decay,dxke
4514,deceive,dIsiv
4528,deck,dEk
4557,decree,dxkri
4563,deduce,dIdus
4564,deed,did
4565,deem,dim
4566,deep,dip
4567,deface,dIfes
4571,defame,dIfem
4573,defeat,dxfit
4576,defend,dxfEnd
4577,defense,dxfEns
4583,defile,dIfYl
4584,define,dIfYn
4592,deft,dEft
4594,defy,dIfY
4597,degree,dxgri
4603,deice,diYs
4607,deistic,diIstIk
4610,delay,dxle
4611,dele,dili
4616,delete,dxlit
4618,delft,dElft
4629,dell,dEl
4632,delta,dEltx
4633,delude,dxlud
4637,delve,dElv
4640,demand,dxm@nd
4653,demise,dxmYz
4675,den,dEn
4678,denial,dInYL
4679,denier,dInYX
4681,denim,dEnM
4685,denote,dInot
4687,dense,dEns
4689,dent,dEnt
4690,dental,dEntL
4695,denture,dEnCX
4699,deny,dInY
4701,depart,dxpart
4704,depend,dxpEnd
4707,deplete,dIplit
4723,depth,dEpT
4736,derive,dXYv
4758,design,dIzYn
4763,desk,dEsk
4808,deuce,dus
4817,device,dxvYs
4818,devil,dEvL
4821,devise,dxvYz
4823,devoid,dxvOd
4828,devotee,dEvxti
4831,dew,du
4836,dhow,dW
4846,dial,dYl
4854,diaper,dYpX
4860,diary,dYri
4864,dibble,dIbL
4865,dice,dYs
4867,dicker,dIkX
4868,dicky,dIki
4878,did,dId
4881,die,dY
4883,dies,dYz
4884,diet,dYxt
4887,differ,dIfX
4893,dig,dIg
4895,digit,dIJ|t
4901,dike,dYk
4910,dill,dIl
4913,dim,dIm
4914,dime,dYm
4920,dimmer,dImX
4921,dimple,dImpL
4922,din,dIn
4924,dine,dYn
4925,diner,dYnX
4927,dinghy,dIGi
4928,dingle,dIGgL
4931,dinky,dIGki
4932,dinner,dInX
4934,dint,dInt
4937,dip,dIp
4944,dipper,dIpX
4945,dipstick,dIpstIk
4947,dire,dYr
4950,dirge,dRJ
4951,dirham,dxr@m
4953,dirk,dRk
4954,dirndl,dRndL
4955,dirt,dRt
4975,disc,dIsk
5005,dish,dIS
5081,distich,dIstIk
5082,distil,dIstIl
5097,ditch,dIC
5098,dither,dIDX
5099,ditto,dIto
5100,ditty,dIti
5107,dive,dYv
5113,divide,dxvYd
5117,divine,dxvYn
5122,divisor,dxvYzX
5124,divot,dIvxt
5126,dizzy,dIzi
5129,docile,dasL
5131,dock,dak
5132,docket,dak|t
5142,dodder,dadX
5143,dodge,daJ
5145,doe,do
5146,does,d^z
5147,doff,daf
5148,dog,dcg
5149,doge,doJ
5155,doily,dOli
5159,dole,dol
5160,doll,dal
5161,dollar,dalX
5163,dolly,dali
5165,dolor,dolX
5167,dolt,dolt
5169,dome,dom
5180,don,dan
5184,done,d^n
5185,donkey,dcGki
5187,donor,donX
5189,doodle,dudL
5190,doom,dum
5192,door,doX
5193,dope,dop
5194,dorm,dorm
5198,dorsal,dorsL
5199,dory,dori
5201,dose,dos
5203,dot,dat
5205,dote,dot
5206,dottle,datL
5207,double,d^bL
5211,doubly,d^bLi
5212,doubt,dWt
5213,douche,duS
5214,doughty,dWti
5215,dour,dWr
5216,dove,dov
5219,dowdy,dWdi
5220,dowel,dWL
5221,dower,dWX
5222,down,dWn
5228,downy,dWni
5229,dowry,dWri
5230,dowse,dWz
5232,doze,doz
5233,dozen,d^zN
5234,drab,dr@b
5236,draft,dr@ft
5237,draftee,dr@fti
5239,drag,dr@g
5243,drain,dren
5244,drake,drek
5245,dram,dr@m
5251,drank,dr@Gk
5252,drape,drep
5253,draper,drepX
5255,draughts,dr@fts
5256,draw,drc
5257,drawer,dror
5258,drawl,drcl
5259,drawn,drcn
5261,dray,dre
5262,dread,drEd
5263,dream,drim
5264,dreamed,drimd
5265,dreamer,drimX
5268,drear,drIr
5269,dreary,drIri
5270,dredge,drEJ
5272,drench,drEnC
5273,dress,drEs
5275,dresser,drEsX
5276,drew,dru
5277,dribble,drIbL
5279,drift,drIft
5280,drill,drIl
5281,drink,drIGk
5282,drip,drIp
5283,drive,drYv
5284,drivel,drIvL
5285,driven,drIvxn
5286,driver,drYvX
5288,driving,drYvIG
5289,drizzle,drIzL
5290,drogue,drog
5291,droll,drol
5292,drolly,droli
5294,drone,dron
5295,drool,drul
5296,droop,drup
5297,drop,drap
5300,dross,dras
5301,drouth,drWT
5302,drove,drov
5303,drover,drovX
5304,drown,drWn
5305,drowse,drWz
5306,drowsy,drWzi
5307,drub,dr^b
5308,drudge,dr^J
5309,drug,dr^g
5311,drum,dr^m
5314,drunk,dr^Gk
5315,dry,drY
5317,dryer,drYX
5318,dual,duL
5320,dub,d^b
5323,ducal,dukL
5324,ducat,d^kxt
5326,duchy,d^Ci
5327,duck,d^k
5328,duct,d^kt
5329,ductile,d^ktL
5331,dud,d^d
5332,dude,dud
5335,duet,duEt
5336,duffer,d^fX
5337,dug,d^g
5339,duke,duk
5342,dull,d^l
5343,dullard,d^lXd
5344,dully,d^li
5345,duly,duli
5346,duma,dumx
5347,dumb,d^m
5352,dummy,d^mi
5353,dump,d^mp
5354,dumps,d^mps
5355,dumpy,d^mpi
5356,dunce,d^ns
5358,dune,dun
5359,dung,d^G
5363,dunk,d^Gk
5364,duo,duo
5366,dupe,dup
5376,duress,dUrEs
5377,during,dUrIG
5378,dusk,d^sk
5379,dust,d^st
5381,dutch,d^C
5385,duty,duti
5386,dwarf,dworf
5388,dwell,dwEl
5389,dwelled,dwEld
5390,dwelt,dwElt
5401,e,i
5402,each,iC
5403,eager,igX
5404,eagle,igL
5406,ear,Ir
5407,earl,Rl
5409,early,Rli
5411,earn,Rn
5413,earnings,RnIGz
5416,earth,RT
5417,earthen,RT|n
5419,earthy,RTi
5420,ease,iz
5421,easel,izL
5422,east,ist
5423,Easter,istX
5424,eastern,istXn
5425,easy,izi
5427,eat,it
5428,eaten,itN
5429,eaves,ivz
5430,ebb,Eb
5438,echo,Eko
5458,eddy,Edi
5460,Eden,idN
5461,edge,EJ
5474,educe,Idus
5475,eel,il
5476,eery,Iri
5477,efface,Ifes
5478,effect,IfEkt
5484,ego,igo
5494,eider,YdX
5496,eighteen,etin
5497,eighth,etT
5498,eighty,eti
5501,either,iDX
5503,eject,IJEkt
5504,eke,ik
5506,elapse,xl@ps
5508,elate,xlet
5510,elder,EldX
5512,elect,xlEkt
5516,elector,xlEktX
5542,eleven,xlEvxn
5543,elf,Elf
5545,elicit,xlIs|t
5550,elite,xlit
5553,elk,Elk
5554,ell,El
5555,ellipse,xlIps
5557,elm,Elm
5560,elope,xlop
5562,else,Els
5565,elver,ElvX
5566,elves,Elvz
5582,ember,EmbX
5601,emend,ImEnd
5604,emerge,ImRJ
5613,emir,ImIr
5615,emit,ImIt
5618,emote,Imot
5637,emu,imyu
5643,enable,InebL
5648,enchain,InCen
5650,encipher,InsYfX
5661,end,End
5693,ennoble,InobL
5696,enough,In^f
5711,enter,EntX
5720,entomb,Intum
5739,envenom,InvEnM
5745,envoy,EnvO
5746,envy,Envi
5751,epee,Epe
5752,epergne,IpRn
5755,epic,EpIk
5779,epoch,Epxk
5790,equate,Ikwet
5792,equator,IkwetX
5801,equip,xkwIp
5810,era,Irx
5812,erase,Ires
5816,ermine,Rmxn
5817,erode,Irod
5819,errand,Erxnd
5820,errant,Erxnt
5825,error,ErX
5827,erst,Rst
5855,esprit,Ispri
5856,espy,IspY
5857,esquire,EskwYr
5858,essay,Ese
5862,estate,Istet
5863,ester,EstX
5868,estrange,IstrenJ
5871,etch,EC
5872,eternal,ItRnL
5874,ether,iTX
5882,ethyl,ETL
5885,etiquette,EtIk|t
5891,euchre,yukX
5918,eve,iv
5923,event,xvEnt
5926,ever,EvX
5930,every,Evri
5936,evil,ivL
5944,ewe,yu
5945,ewer,yuX
5959,exceed,Iksid
5971,excite,IksYt
6037,expect,IkspEkt
6138,eyestrain,Ystren
6139,eyrie,Yri
6140,eyrir,erIr
6141,f,Ef
6143,fable,febL
6149,face,fes
6151,facet,f@s|t
6153,facial,feSL
6154,facile,f@sL
6158,fact,f@kt
6161,factor,f@ktX
6165,fad,f@d
6166,fade,fed
6167,faery,fEri
6168,fag,f@g
6169,faggot,f@g|t
6172,fail,fel
6173,faille,fYl
6175,fain,fen
6176,faint,fent
6177,fair,fEr
6178,fairy,f@ri
6179,faith,feT
6180,fake,fek
6184,fall,fcl
6189,fallout,fclWt
6190,fallow,f@lo
6191,FALSE,fcls
6198,falter,fcltX
6199,fame,fem
6200,famed,femd
6206,famine,f@mxn
6209,fan,f@n
6211,fancier,f@nsiX
6212,fancy,f@nsi
6215,fang,f@G
6220,far,far
6222,farce,fars
6226,farm,farm
6231,farrier,f@riX
6232,farrow,f@ro
6235,farther,farDX
6246,fast,f@st
6247,fasten,f@sN
6248,fastener,f@sNX
6252,fat,f@t
6253,fatal,fetL
6257,fate,fet
6259,fateful,fetfL
6260,father,faDX
6263,fatten,f@tN
6264,fatty,f@ti
6268,faucet,fcs|t
6269,fault,fclt
6270,faun,fcn
6271,fauna,fcnx
6272,favor,fevX
6274,fay,fe
6275,faze,fez
6277,fear,fIr
6281,feast,fist
6282,feat,fit
6283,feather,fEDX
6284,feature,fiCX
6285,feaze,fiz
6286,febrile,fEbrL
6294,fed,fEd
6300,fee,fi
6301,feeble,fibL
6303,feed,fid
6305,feel,fil
6309,fell,fEl
6310,fellah,fElx
6312,felloe,fElo
6315,felly,fEli
6319,felt,fElt
6325,femur,fimX
6326,fen,fEn
6327,fence,fEns
6328,fend,fEnd
6331,fennel,fEnL
6335,fern,fRn
6340,ferrule,fErL
6341,fertile,fRtL
6346,festal,fEstL
6347,fester,fEstX
6351,fetch,fEC
6352,fetich,fEtIS
6355,fetter,fEtX
6356,fettle,fEtL
6358,feud,fyud
6359,feudal,fyudL
6362,fever,fivX
6363,few,fyu
6364,fez,fEz
6367,fiat,fiat
6368,fib,fIb
6372,fichu,fISu
6373,fickle,fIkL
6376,fiddle,fIdL
6379,fidget,fIJ|t
6381,fie,fY
6382,fief,fif
6383,field,fild
6385,fiend,find
6386,fierce,fIrs
6387,fiery,fYri
6389,fife,fYf
6391,fifth,fIfT
6393,fig,fIg
6394,fight,fYt
6402,filch,fIlC
6403,filet,fIle
6404,filial,fIliL
6407,filing,fYlIG
6409,fill,fIl
6410,filler,fIlX
6411,filling,fIlIG
6413,filly,fIli
6414,film,fIlm
6415,fils,fIls
6416,filter,fIltX
6417,filth,fIlT
6420,fin,fIn
6422,final,fYnL
6426,finally,fYnLi
6430,finch,fInC
6431,find,fYnd
6433,fine,fYn
6434,finery,fYnXi
6436,finger,fIGgX
6441,finis,fIni
6444,finny,fIni
6445,fir,fR
6446,fire,fYr
6449,firm,fRm
6451,first,fRst
6454,firth,fRT
6455,fiscal,fIskL
6456,fish,fIS
6461,fissure,fISX
6462,fist,fIst
6465,fit,fIt
6466,five,fYv
6467,fix,fIks
6470,fixed,fIkst
6475,fizz,fIz
6476,fizzle,fIzL
6477,fjord,fiord
6482,flag,fl@g
6490,flail,flel
6491,flair,flEr
6492,flak,fl@k
6493,flake,flek
6496,flame,flem
6502,flank,fl@Gk
6505,flap,fl@p
6507,flash,fl@S
6508,flask,fl@sk
6509,flat,fl@t
6511,flatten,fl@tN
6514,flaunt,flcnt
6516,flavor,flevX
6518,flaw,flc
6519,flax,fl@ks
6520,flay,fle
6521,flea,fli
6522,fleck,flEk
6523,fled,flEd
6525,fleece,flis
6526,fleer,flIr
6527,fleet,flit
6529,flesh,flES
6530,flew,flu
6531,flex,flEks
6536,flick,flIk
6537,flicker,flIkX
6538,flier,flYX
6539,flight,flYt
6542,flinch,flInC
6543,fling,flIG
6544,flint,flInt
6546,flip,flIp
6548,flipper,flIpX
6549,flirt,flRt
6551,flit,flIt
6552,flitch,flIC
6553,flivver,flIvX
6554,float,flot
6555,flock,flak
6556,floe,flo
6557,flog,flag
6558,flood,fl^d
6559,floor,floX
6562,flop,flap
6568,floss,flcs
6572,flounder,flWndX
6573,flour,flWr
6575,flout,flWt
6576,flower,flWX
6577,flown,flon
6581,fluff,fl^f
6584,fluke,fluk
6585,flume,flum
6586,flung,fl^G
6587,flunk,fl^Gk
6588,flunkey,fl^Gki
6594,flurry,flRi
6595,flush,fl^S
6596,fluster,fl^stX
6597,flute,flut
6599,flutter,fl^tX
6600,flux,fl^ks
6601,fly,flY
6605,foal,fol
6606,foam,fom
6607,fob,fab
6610,fodder,fadX
6611,foe,fo
6612,fog,fcg
6613,fogey,fogi
6614,foible,fObL
6615,foist,fOst
6616,fold,fold
6619,folio,folio
6620,folk,fok
6621,folksy,foksi
6624,follow,falo
6625,folly,fali
6628,fond,fand
6630,fondle,fandL
6631,fondu,fandu
6632,font,fant
6633,food,fud
6635,fool,ful
6639,foot,fUt
6643,fop,fap
6644,for,for
6646,foray,fcre
6650,force,fors
6653,ford,ford
6657,forecastle,foksL
6671,foresee,forsi
6690,forge,forJ
6695,fork,fork
6696,forked,forkt
6699,form,form
6700,formal,formL
6708,former,formX
6718,fort,fort
6719,forth,forT
6731,forty,forti
6732,forum,forM
6734,fossil,fasL
6735,foster,fcstX
6736,fought,fct
6737,foul,fWl
6739,foully,fWli
6741,found,fWnd
6743,founder,fWndX
6746,fount,fWnt
6747,fountain,fWntN
6748,fourteen,fortin
6749,fox,faks
6750,foxed,fakst
6751,foyer,fOX
6755,fragile,fr@JL
6759,frail,frel
6761,frame,frem
6762,franc,fr@Gk
6771,frappe,fr@p
6775,fraud,frcd
6777,fraught,frct
6778,fray,fre
6779,frazzle,fr@zL
6780,freak,frik
6782,free,fri
6790,freeze,friz
6791,freight,fret
6792,french,frEnC
6798,fresh,frES
6799,fret,frEt
6802,friar,frYX
6807,friend,frEnd
6809,fright,frYt
6812,frill,frIl
6815,frisk,frIsk
6816,fritter,frItX
6820,frizz,frIz
6821,frizzle,frIzL
6822,fro,fro
6823,frock,frak
6824,frog,frcg
6825,frolic,fralIk
6826,from,fr^m
6827,frond,frand
6828,front,fr^nt
6830,frontal,fr^ntL
6833,frost,frcst
6836,froth,frcT
6839,frown,frWn
6840,frowsy,frWzi
6841,froze,froz
6842,frozen,frozN
6846,fruit,frut
6850,fry,frY
6852,fuddle,f^dL
6853,fudge,f^J
6855,fuel,fyul
6857,fugue,fyug
6860,full,fUl
6861,fully,fUli
6865,fumble,f^mbL
6866,fume,fyum
6870,fun,f^n
6873,fund,f^nd
6883,funk,f^Gk
6884,funnel,f^nL
6885,funny,f^ni
6889,furl,fRl
6891,furlough,fRlo
6896,furrier,fRiX
6897,furring,fRIG
6898,furrow,fRo
6899,furry,fRi
6900,further,fRDX
6904,furze,fRz
6905,fuse,fyuz
6910,fuss,f^s
6912,fusty,f^sti
6913,futile,fyutL
6918,fuzz,f^z
6919,g,Ji
6920,gab,g@b
6922,gabble,g@bL
6923,gabby,g@bi
6925,gable,gebL
6926,gad,g@d
6929,gadget,g@J|t
6933,Gael,gel
6935,gaff,g@f
6936,gaffer,g@fX
6937,gag,g@g
6938,gage,geJ
6940,gaily,geli
6941,gain,gen
6943,gait,get
6944,gaiter,getX
6945,gala,gelx
6949,gall,gcl
6950,gallant,g@l|nt
6954,gallery,g@lXi
6955,galley,g@li
6960,gallon,g@l|n
6962,gallows,g@loz
6969,gambit,g@mbxt
6970,gamble,g@mbL
6971,game,gem
6975,gamin,g@mxn
6976,gamine,g@min
6977,gammer,g@mX
6978,gamut,g@mxt
6979,gamy,gemi
6980,gander,g@ndX
6981,gang,g@G
6990,gannet,g@n|t
6992,gantry,g@ntri
6993,gaol,Jel
6994,gap,g@p
6995,gape,gep
6997,garb,garb
6999,garble,garbL
7000,garden,gardN
7002,gargle,gargL
7004,garish,g@rIS
7008,garner,garnX
7011,garotte,gxrat
7012,garret,g@rxt
7017,garter,gartX
7018,gas,g@s
7019,gash,g@S
7023,gasp,g@sp
7030,gather,g@DX
7031,gauche,goS
7034,gaud,gcd
7035,gaunt,gcnt
7036,gauze,gcz
7037,gave,gev
7038,gavel,g@vL
7039,gavotte,gxvat
7040,gawk,gck
7041,gawky,gcki
7042,gay,ge
7043,gaze,gez
7048,gear,gIr
7049,geese,gis
7050,geisha,geSx
7053,geld,gEld
7055,gem,JEm
7062,gender,JEndX
7063,gene,Jin
7066,general,JEnXL
7084,genic,JinIk
7085,genie,Jini
7086,genital,JEn|tL
7091,gens,JEnz
7092,gent,JEnt
7095,gentian,JEnC|n
7098,gentle,JEntL
7105,genus,Jin|s
7116,germ,JRm
7117,german,JRmxn
7118,germane,JRmen
7127,gerund,JErxnd
7132,gesture,JEsCX
7134,get,gEt
7138,geyser,gYzX
7141,ghat,gct
7143,ghetto,gEto
7144,ghost,gost
7145,ghoul,gul
7146,GI,JiY
7148,gibber,JIbX
7150,gibbon,gIb|n
7151,gibe,JYb
7153,Gibson,gIbs|n
7154,giddy,gIdi
7155,gift,gIft
7156,gig,gIg
7158,giggle,gIgL
7160,gild,gIld
7161,gill,gIl
7162,gilt,gIlt
7167,gin,JIn
7168,ginger,JInJX
7170,giraffe,JX@f
7171,gird,gRd
7172,girder,gRdX
7173,girdle,gRdL
7174,girl,gRl
7175,girt,gRt
7176,girth,gRT
7178,gist,JIst
7179,give,gIv
7181,given,gIvxn
7186,glad,gl@d
7187,gladden,gl@dN
7188,glade,gled
7193,glamor,gl@mX
7195,glance,gl@ns
7196,gland,gl@nd
7198,glare,glEr
7200,glass,gl@s
7201,glaze,glez
7203,gleam,glim
7204,glean,glin
7205,glebe,glib
7206,glee,gli
7207,glen,glEn
7209,glib,glIb
7210,glide,glYd
7211,glimmer,glImX
7213,glint,glInt
7214,glisten,glIsN
7215,glister,glIstX
7216,glitter,glItX
7218,gloat,glot
7219,glob,glab
7220,global,globL
7221,globe,glob
7224,gloom,glum
7228,glory,glori
7229,gloss,glcs
7233,glove,gl^v
7234,glow,glo
7235,glower,glWX
7237,gloze,gloz
7239,glue,glu
7240,glum,gl^m
7241,glut,gl^t
7242,gluten,glutN
7244,glutton,gl^tN
7247,gnarl,narl
7248,gnash,n@S
7249,gnat,n@t
7250,gnaw,nc
7251,gneiss,nYs
7252,gnome,nom
7253,gnu,nu
7254,go,go
7255,goad,god
7256,goal,gol
7257,goalie,goli
7260,goat,got
7261,goatee,goti
7263,gob,gab
7265,gobble,gabL
7267,gobbler,gablX
7270,god,gad
7271,goggle,gagL
7272,going,goIG
7273,goitre,gOtX
7274,gold,gold
7279,golf,g^lf
7282,gone,gcn
7283,goner,gcnX
7285,gong,gcG
7287,goo,gu
7288,good,gUd
7289,goodly,gUdli
7292,goody,gUdi
7293,goof,guf
7294,goose,gus
7297,gopher,gofX
7298,gore,gor
7299,gorge,gorJ
7304,gorse,gors
7305,gory,gori
7310,got,gat
7311,Goth,gaT
7313,gotten,gatN
7315,gouge,gWJ
7317,gourd,gord
7318,gourde,gUrd
7321,gout,gWt
7326,gown,gWn
7327,grab,gr@b
7328,grace,gres
7330,grackle,gr@kL
7332,grade,gred
7338,graft,gr@ft
7339,grail,grel
7340,grain,gren
7341,grammar,gr@mX
7343,gramme,gr@m
7345,grand,gr@nd
7349,grandee,gr@ndi
7356,grange,grenJ
7357,granite,gr@n|t
7358,grant,gr@nt
7359,grantee,gr@nti
7363,grape,grep
7364,graph,gr@f
7366,graphite,gr@fYt
7367,grapnel,gr@pnL
7368,grapple,gr@pL
7369,grasp,gr@sp
7370,grass,gr@s
7371,grate,gret
7375,grating,gretIG
7379,grave,grev
7380,gravel,gr@vL
7387,gravy,grevi
7388,gray,gre
7390,grayling,grelIG
7391,graze,grez
7393,grease,gris
7395,greasy,grisi
7396,grebe,grib
7398,greed,grid
7399,Greek,grik
7400,green,grin
7402,greet,grit
7408,grew,gru
7410,grid,grId
7411,griddle,grIdL
7413,grief,grif
7415,grieve,griv
7417,grill,grIl
7419,grim,grIm
7421,grime,grYm
7422,grin,grIn
7423,grind,grYnd
7424,grinder,grYndX
7426,grip,grIp
7427,gripe,grYp
7429,grist,grIst
7430,gristle,grIsL
7432,grit,grIt
7433,grits,grIts
7435,groan,gron
7436,groat,grot
7437,grocer,grosX
7438,grocery,grosXi
7439,grog,grag
7440,groggy,gragi
7441,groin,grOn
7443,groom,grum
7445,groove,gruv
7446,grope,grop
7449,gross,gros
7452,grot,grat
7454,grotto,grato
7455,grouch,grWC
7456,ground,grWnd
7461,group,grup
7462,grouse,grWs
7463,grove,grov
7464,grovel,gravL
7465,grow,gro
7466,growl,grWl
7467,growth,groT
7468,grub,gr^b
7469,grubby,gr^bi
7471,grudge,gr^J
7472,gruel,grul
7474,gruff,gr^f
7475,grumble,gr^mbL
7477,grunt,gr^nt
7483,guard,gard
7488,guerdon,gRdN
7489,guess,gEs
7490,guest,gEst
7493,guide,gYd
7495,guilder,gIldX
7496,guile,gYl
7499,guinea,gIni
7500,guise,gYz
7502,gulch,g^lC
7504,gull,g^l
7505,gullet,g^l|t
7506,gully,g^li
7507,gulp,g^lp
7508,gum,g^m
7509,gumbo,g^mbo
7512,gun,g^n
7513,gunnel,g^nL
7514,gunnery,g^nXi
7515,gunny,g^ni
7518,guppy,g^pi
7519,gurgle,gRgL
7520,gush,g^S
7521,gusset,g^s|t
7522,gust,g^st
7524,gusto,g^sto
7525,gut,g^t
7526,gutter,g^tX
7527,guttural,g^tXL
7528,gutty,g^ti
7529,guy,gY
7530,guzzle,g^zL
7531,gym,JIm
7536,gyp,JIp
7539,gyrate,JYret
7543,gyve,JYv
7544,h,eC
7548,habit,h@b|t
7559,hack,h@k
7560,hackle,h@kL
7564,had,h@d
7565,haddock,h@dxk
7570,haft,h@ft
7571,hag,h@g
7574,haggle,h@gL
7576,hail,hel
7577,hair,hEr
7581,hairy,h@ri
7582,hake,hek
7585,haler,halX
7586,half,h@f
7591,hall,hcl
7595,hallo,hxlo
7596,hallow,h@lo
7600,halo,helo
7602,halt,hclt
7603,halter,hcltX
7604,halve,h@v
7605,halvers,h@vXz
7606,halves,h@vz
7607,ham,h@m
7611,hammer,h@mX
7612,hammock,h@mxk
7613,hamper,h@mpX
7616,hand,h@nd
7621,handle,h@ndL
7630,handy,h@ndi
7631,hang,h@G
7632,hangar,h@GX
7634,hanged,h@Gd
7637,hank,h@Gk
7638,hanker,h@GkX
7639,hansel,h@nsL
7640,hap,h@p
7646,happy,h@pi
7647,harangue,hX@G
7648,harass,hX@s
7650,harbor,harbX
7651,hard,hard
7654,hardly,hardli
7656,hardy,hardi
7657,harem,h@rM
7658,hark,hark
7661,harm,harm
7668,harp,harp
7671,harpy,harpi
7673,harrier,h@riX
7674,harrow,h@ro
7675,harsh,harS
7676,hart,hart
7679,has,h@z
7680,hash,h@S
7682,hasp,h@sp
7683,hassle,h@sL
7684,hassock,h@sxk
7685,haste,hest
7686,hasten,hesN
7687,hat,h@t
7688,hatch,h@C
7689,hatchet,h@C|t
7691,hate,het
7693,hatter,h@tX
7696,haunch,hcnC
7697,haunt,hcnt
7698,hautboy,obO
7700,haven,hevxn
7703,havoc,h@vxk
7704,haw,hc
7705,hawk,hck
7706,hawker,hckX
7707,hawser,hczX
7709,hay,he
7713,haze,hez
7714,hazel,hezL
7715,hazy,hezi
7716,he,hi
7717,head,hEd
7723,heady,hEdi
7724,heal,hil
7725,health,hElT
7726,heap,hip
7727,hear,hIr
7728,heard,hRd
7732,hearse,hRs
7733,hearten,hartN
7734,hearth,harT
7736,hearty,harti
7737,heat,hit
7738,heath,hiT
7740,heather,hEDX
7742,heave,hiv
7743,heaven,hEvxn
