node,ortho,phono
7744,heavy,hEvi
7751,heckle,hEkL
7754,hector,hEktX
7755,hedge,hEJ
7758,heed,hid
7760,heft,hEft
7761,hefty,hEfti
7764,heifer,hEfX
7765,height,hYt
7766,heighten,hYtN
7767,heinous,hen|s
7768,heiress,@r|s
7770,heist,hYst
7771,held,hEld
7779,hell,hEl
7788,hello,hElo
7789,helm,hElm
7793,help,hElp
7795,helve,hElv
7797,hem,hEm
7808,hemp,hEmp
7810,hen,hEn
7811,hence,hEns
7814,henna,hEnx
7816,hep,hEp
7819,her,hR
7823,herb,hRb
7852,hero,hIro
7857,heron,hErxn
7859,hers,hRz
7866,hew,hyu
7867,hewn,hyun
7868,hex,hEks
7881,hick,hIk
7883,hid,hId
7885,hidden,hIdN
7886,hide,hYd
7890,hiding,hYdIG
7891,hie,hY
7900,hike,hYk
7902,hill,hIl
7904,hilt,hIlt
7905,him,hIm
7907,hind,hYnd
7908,hinder,hIndX
7909,Hindi,hIndi
7914,hinge,hInJ
7915,hint,hInt
7917,hip,hIp
7921,hire,hYr
7923,his,hIz
7924,hiss,hIs
7930,history,hIstXi
7932,hit,hIt
7933,hitch,hIC
7934,hither,hIDX
7935,hive,hYv
7936,hives,hYvz
7937,hoard,hord
7940,hoarse,hors
7941,hoary,hori
7942,hoax,hoks
7943,hob,hab
7944,hobble,habL
7945,hobby,habi
7947,hobo,hobo
7948,hock,hak
7949,hockey,haki
7950,hod,had
7952,hoe,ho
7953,hog,hcg
7955,hoist,hOst
7956,hokum,hokM
7957,hold,hold
7959,hole,hol
7962,holla,halx
7963,hollo,halo
7964,holly,hali
7967,holster,holstX
7968,holy,holi
7971,home,hom
7972,homely,homli
7988,hone,hon
7990,honey,h^ni
7992,honk,hcGk
7993,honor,anX
7998,hood,hUd
8002,hooey,hui
8003,hoof,hUf
8004,hook,hUk
8005,hookah,hUkx
8008,hoop,hup
8010,hoot,hut
8012,hooves,hUvz
8013,hop,hap
8014,hope,hop
8021,horn,horn
8033,horror,hcrX
8036,horsy,horsi
8042,hose,hoz
8050,host,host
8055,hostler,haslX
8056,hot,hat
8061,hound,hWnd
8062,hour,Wr
8063,houri,hUri
8064,house,hWs
8073,hove,hov
8074,hovel,h^vL
8075,hover,h^vX
8076,how,hW
8081,howl,hWl
8083,hoyden,hOdN
8085,hub,h^b
8090,huddle,h^dL
8091,huff,h^f
8092,hug,h^g
8093,huge,hyuJ
8095,hula,hulx
8096,hulk,h^lk
8098,hull,h^l
8100,hum,h^m
8109,humble,h^mbL
8120,hummock,h^mxk
8124,hump,h^mp
8126,Hun,h^n
8127,hunch,h^nC
8129,hung,h^G
8131,hunger,h^GgX
8132,hunk,h^Gk
8133,hunker,h^GkX
8134,hunt,h^nt
8137,hurdle,hRdL
8138,hurl,hRl
8141,hurry,hRi
8142,hurt,hRt
8143,hurtle,hRtL
8145,hush,h^S
8146,husk,h^sk
8147,husky,h^ski
8148,hussar,h^zar
8149,hussy,h^zi
8151,hustle,h^sL
8152,hut,h^t
8153,hutch,h^C
8155,huzza,h^za
8216,ibis,Ybxs
8217,ice,Ys
8222,ichor,Ykor
8224,icicle,YsIkL
8225,icon,Ykan
8229,icy,Ysi
8230,id,Id
8231,idea,Ydix
8232,ideal,Ydil
8237,ideally,Ydili
8244,ides,Ydz
8251,idle,YdL
8252,idly,Ydli
8256,if,If
8257,iffy,Ifi
8258,igloo,Iglu
8262,ignoble,IgnobL
8269,ilk,Ilk
8270,ill,Il
8271,illegal,IligL
8273,illegally,IligLi
8278,illiberal,IlIbXL
8279,illicit,IlIs|t
8283,illume,Ilum
8292,image,ImIJ
8324,immense,ImEns
8325,immerse,ImRs
8333,immobile,ImobL
8340,immoral,ImcrL
8342,immortal,ImortL
8356,imp,Imp
8382,impend,ImpEnd
8442,impound,ImpWnd
8481,in,In
8492,inane,Inen
8508,Inca,IGkx
8522,incense,InsEns
8526,incessant,InsEsNt
8527,incest,InsEst
8529,inch,InC
8535,incise,InsYz
8538,incisor,InsYzX
8539,incite,InsYt
8607,incur,InkR
8628,indent,IndEnt
8646,indict,IndYt
8677,induce,Indus
8702,inert,InRt
8727,infect,InfEkt
8730,infer,InfR
8734,infernal,InfRnL
8735,inferno,InfRno
8736,infertile,InfRtL
8737,infest,InfEst
8750,infirm,InfRm
8759,inflect,InflEkt
8764,inflict,InflIkt
8791,ingest,InJEst
8792,ingle,IGgL
8827,inject,InJEkt
8829,injure,InJX
8831,injury,InJXi
8833,ink,IGk
8836,inky,IGki
8840,inlet,InlEt
8841,inmate,Inmet
8844,innate,Inet
8845,inner,InX
8848,inning,InIG
8849,innings,InIGz
8871,inroad,Inrod
8874,insane,Insen
8880,insect,InsEkt
8892,insert,InsRt
8894,inset,InsEt
8896,inside,InsYd
8897,insider,InsYdX
8899,insight,InsYt
8906,insist,InsIst
8916,inspect,InspEkt
8929,instate,Instet
8983,intend,IntEnd
8985,intense,IntEns
8989,intent,IntEnt
8992,inter,IntR
9041,intern,IntRn
9042,internal,IntRnL
9044,interne,IntRn
9046,internee,IntRni
9082,into,Intu
9086,intone,Inton
9116,inurn,InRn
9126,invent,InvEnt
9131,inverse,InvRs
9133,invert,InvRt
9135,invest,InvEst
9152,invite,InvYt
9155,invoice,InvOs
9171,ion,Y|n
9172,ionic,YanIk
9178,irate,Yret
9179,ire,Yr
9180,irenic,YrEnIk
9184,iris,Yr|s
9186,irk,Rk
9187,iron,Yrn
9188,ironic,YranIk
9230,is,Iz
9236,ism,IzM
9249,issue,ISu
9252,it,It
9255,itch,IC
9256,item,YtM
9262,its,Its
9264,ivory,Yvri
9265,ivy,Yvi
9266,j,Je
9267,jab,J@b
9268,jabber,J@bX
9271,jack,J@k
9272,jackal,J@kL
9276,jade,Jed
9277,jag,J@g
9280,jailor,JelX
9284,jam,J@m
9286,jangle,J@GgL
9290,jape,Jep
9291,jar,Jar
9297,jaunt,Jcnt
9298,jaunty,Jcnti
9300,jaw,Jc
9302,jazz,J@z
9304,jeans,Jinz
9305,jeer,JIr
9309,jell,JEl
9310,jelly,JEli
9311,jennet,JEn|t
9314,jerk,JRk
9315,jerkin,JRkxn
9317,jersey,JRzi
9318,jess,JEs
9320,jest,JEst
9321,jet,JEt
9324,jetty,JEti
9325,Jew,Ju
9326,jewel,JuL
9327,Jewry,JUri
9328,jib,JIb
9329,jiffy,JIfi
9330,jig,JIg
9331,jigger,JIgX
9332,jiggle,JIgL
9334,jilt,JIlt
9335,jimmy,JImi
9337,jingle,JIGgL
9341,jinx,JIGks
9344,jitters,JItXz
9345,job,Jab
9346,jobber,JabX
9349,jockey,Jaki
9355,jog,Jag
9356,joggle,JagL
9357,johnny,Jani
9358,join,JOn
9359,joint,JOnt
9360,joist,JOst
9361,joke,Jok
9364,jolly,Jali
9365,jolt,Jolt
9367,josh,JaS
9368,joss,Jas
9369,jostle,JasL
9370,jot,Jat
9371,jounce,JWns
9372,journal,JRnL
9376,journey,JRni
9377,joust,JWst
9381,jowl,JWl
9382,joy,JO
9388,judge,J^J
9395,jug,J^g
9397,juggle,J^gL
9398,juggler,J^gLX
9400,juice,Jus
9401,juicy,Jusi
9407,jumble,J^mbL
9408,jumbo,J^mbo
9409,jump,J^mp
9410,junco,J^Gko
9413,June,Jun
9414,jungle,J^GgL
9417,junk,J^Gk
9418,Junker,yUGkX
9425,juror,JUrX
9426,just,J^st
9430,jut,J^t
9431,jute,Jut
9435,k,ke
9438,kaiser,kYzX
9439,kale,kel
9447,karakul,k@rxkL
9449,karma,karmx
9451,kayak,kY@k
9452,kayo,keo
9453,kazoo,kxzu
9454,kedge,kEJ
9455,keel,kil
9456,keen,kin
9457,keep,kip
9458,keg,kEg
9460,kelp,kElp
9461,Kelt,kElt
9462,ken,kEn
9463,kennel,kEnL
9464,kepi,kepi
9465,kept,kEpt
9468,ketch,kEC
9469,kettle,kEtL
9470,khaki,k@ki
9475,kick,kIk
9477,kid,kId
9480,kill,kIl
9481,killing,kIlIG
9482,kiln,kIln
9483,kilo,kilo
9487,kilt,kIlt
9488,kilter,kIltX
9490,kin,kIn
9491,kind,kYnd
9494,kindle,kIndL
9498,kine,kYn
9501,king,kIG
9502,kink,kIGk
9507,kip,kIp
9508,kipper,kIpX
9509,kirk,kIrk
9510,kirtle,kRtL
9512,kiss,kIs
9513,kit,kIt
9517,kite,kYt
9518,kith,kIT
9519,kitten,kItN
9520,kitty,kIti
9522,knack,n@k
9524,knave,nev
9525,knavery,nevXi
9527,knead,nid
9528,knee,ni
9529,kneel,nil
9530,kneeled,nild
9531,knell,nEl
9532,knelt,nElt
9533,knickers,nIkXz
9535,knife,nYf
9536,knight,nYt
9537,knit,nIt
9538,knives,nYvz
9539,knob,nab
9540,knobbed,nabd
9541,knobby,nabi
9542,knock,nak
9544,knoll,nol
9545,knot,nat
9546,know,no
9547,knowable,noxbL
9548,knowledge,nalIJ
9549,known,non
9550,knuckle,n^kL
9555,Koran,kX@n
9556,Korean,kXixn
9557,koruna,kcrxna
9558,kosher,koSX
9560,kraut,krWt
9562,krona,kronx
9564,kulak,kul@k
9567,lab,l@b
9568,label,lebL
9569,labial,lebiL
9571,labor,lebX
9578,lac,l@k
9579,lace,les
9585,lackey,l@ki
9588,lacquer,l@kX
9589,lacrosse,lxkrcs
9594,lacy,lesi
9595,lad,l@d
9596,ladder,l@dX
9597,laddie,l@di
9598,laden,ledN
9600,ladle,ledL
9601,lady,ledi
9603,lag,l@g
9604,lager,lagX
9608,laid,led
9609,lain,len
9610,lair,lEr
9611,laird,lErd
9613,lake,lek
9614,lamb,l@m
9618,lame,lem
9625,lamp,l@mp
9629,lance,l@ns
9630,lancer,l@nsX
9632,land,l@nd
9633,landau,l@ndW
9634,landed,l@nd|d
9647,languor,l@GgX
9648,lank,l@Gk
9649,lanky,l@Gki
9654,lap,l@p
9660,lapse,l@ps
9664,larch,larC
9665,lard,lard
9666,larder,lardX
9667,large,larJ
9671,lark,lark
9672,larva,larvx
9677,lascar,l@skX
9679,lash,l@S
9680,lass,l@s
9682,lasso,l@so
9683,last,l@st
9685,latch,l@C
9686,latchet,l@C|t
9687,latchkey,l@Cki
9688,late,let
9690,lateral,l@tXL
9692,lath,l@T
9693,lathe,leD
9694,lather,l@DX
9695,Latin,l@tN
9699,latter,l@tX
9702,laud,lcd
9705,laugh,l@f
9706,launch,lcnC
9709,laurel,lcrL
9710,lava,lavx
9714,lave,lev
9716,lavish,l@vIS
9717,law,lc
9718,lawn,lcn
9720,lawsuit,lcsut
9721,lawyer,lOX
9722,lax,l@ks
9725,lay,le
9726,layer,leX
9727,layette,leEt
9728,layman,lemxn
9730,lazar,l@zX
9731,laze,lez
9732,lazy,lezi
9734,lea,li
9735,leach,liC
9736,lead,lEd
9737,leaden,lEdN
9738,leaf,lif
9742,league,lig
9743,leak,lik
9745,leal,lil
9746,lean,lin
9747,leap,lip
9750,leapt,lipt
9751,learn,lRn
9752,learned,lRnd
9753,learning,lRnIG
9754,lease,lis
9755,leash,liS
9756,least,list
9757,leather,lEDX
9758,leave,liv
9759,leaven,lEvxn
9760,leaves,livz
9766,ledge,lEJ
9767,ledger,lEJX
9768,leer,lIr
9769,leery,lIri
9770,lees,liz
9773,left,lEft
9776,leg,lEg
9778,legal,ligL
9783,legate,lEgxt
9784,legatee,lEgxti
9789,legged,lEgd
9790,leggin,lEgxn
9804,leisure,liZX
9806,lek,lEk
9808,lemon,lEmxn
9811,lend,lEnd
9818,lens,lEnz
9819,lent,lEnt
9820,lentil,lEntL
9821,Leo,lio
9823,leopard,lEpXd
9825,leper,lEpX
9831,less,lEs
9832,lessee,lEsi
9833,lessen,lEsN
9835,lest,lEst
9836,let,lEt
9838,lethal,liTL
9841,letter,lEtX
9845,leu,lu
9848,lev,lEf
9849,leva,lEvx
9850,levee,lEvi
9851,level,lEvL
9853,lever,lEvX
9857,levity,lEvxti
9858,lewd,lud
9862,liable,lYxbL
9864,liar,lYX
9866,libel,lYbL
9867,liberal,lIbXL
9871,liberally,lIbXLi
9885,lice,lYs
9890,lichen,lYkxn
9891,licit,lIs|t
9892,lick,lIk
9894,lid,lId
9895,lido,lido
9896,lie,lY
9897,lied,lit
9898,lieder,lidX
9899,liege,liJ
9901,life,lYf
9905,lifer,lYfX
9907,lift,lIft
9910,light,lYt
9911,lighten,lYtN
9912,lighter,lYtX
9915,lightning,lYtnIG
9916,lights,lYts
9920,like,lYk
9923,liken,lYk|n
9925,liking,lYkIG
9927,lilt,lIlt
9928,lily,lIli
9929,limb,lIm
9931,limber,lImbX
9933,limbo,lImbo
9934,lime,lYm
9939,limit,lIm|t
9943,limp,lImp
9945,limy,lYmi
9946,linage,lYnIJ
9948,linden,lInd|n
9949,line,lYn
9951,lineal,lIniL
9953,linear,lIniX
9955,linen,lIn|n
9956,liner,lYnX
9959,ling,lIG
9960,linger,lIGgX
9962,lingo,lIGgo
9966,lining,lYnIG
9967,link,lIGk
9968,links,lIGks
9970,linnet,lIn|t
9973,lint,lInt
9974,lintel,lIntL
9975,lion,lY|n
9979,lip,lIp
9980,lipped,lIpt
9982,lipstick,lIpstIk
9985,liqueur,lIkR
9989,liquor,lIkX
9990,lira,lIrx
9991,lisle,lYl
9992,lisp,lIsp
9994,list,lIst
9995,listen,lIsN
9997,lists,lIsts
9998,lit,lIt
10000,literal,lItXL
10008,lithe,lYD
10020,litre,litX
10021,litter,lItX
10022,little,lItL
10028,live,lIv
10033,liven,lYvxn
10034,liver,lIvX
10037,livery,lIvXi
10038,lives,lYvz
10043,llama,lamx
10045,lo,lo
10046,load,lod
10047,loaf,lof
10048,loam,lom
10049,loan,lon
10050,loath,loT
10051,loathe,loD
10055,loaves,lovz
10056,lob,lab
10057,lobar,lobX
10058,lobby,labi
10059,lobe,lob
10060,lobster,labstX
10061,local,lokL
10068,loch,lak
10070,locker,lakX
10071,locket,lak|t
10078,lodge,laJ
10080,lodger,laJX
10081,loft,lcft
10082,lofty,lcfti
10083,log,lcg
10086,loge,loZ
10094,logy,logi
10095,loin,lOn
10096,loiter,lOtX
10097,loll,lal
10099,long,lcG
10100,longer,lcGgX
10107,look,lUk
10109,loom,lum
10110,loon,lun
10111,looney,luni
10112,loop,lup
10113,loose,lus
10114,loosen,lusN
10115,loot,lut
10116,lop,lap
10119,lord,lord
10120,lore,lor
10122,lorn,lorn
10123,lorry,lcri
10124,lose,luz
10126,loss,lcs
10127,lost,lcst
10128,lot,lat
10131,lottery,latXi
10132,loud,lWd
10133,lounge,lWnJ
10134,lour,lWr
10135,louse,lWs
10136,lousy,lWzi
10137,lout,lWt
10138,louvre,luvX
10140,love,l^v
10143,lower,loX
10146,lox,laks
10147,loyal,lOL
10149,luau,luW
10150,lubber,l^bX
10155,lucent,lusNt
10161,luck,l^k
10162,lucky,l^ki
10164,lucre,lukX
10167,luff,l^f
10168,lug,l^g
10172,lull,l^l
10175,lumber,l^mbX
10181,lump,l^mp
10184,lunch,l^nC
10185,luncheon,l^nC|n
10189,lung,l^G
10190,lunge,l^nJ
10192,lurch,lRC
10193,lure,lUr
10195,lurk,lRk
10197,lush,l^S
10198,lust,l^st
10200,lustre,l^stX
10201,lusty,l^sti
10207,lying,lYIG
10208,lymph,lImf
10210,lynch,lInC
10211,lyre,lYr
10212,lyric,lIrxk
10213,m,Em
10214,ma,ma
10220,mace,mes
10235,mad,m@d
10236,madam,m@dM
10239,madden,m@dN
10240,madder,m@dX
10241,madding,m@dIG
10242,made,med
10254,maggot,m@g|t
10264,magnate,m@gnet
10266,magnet,m@gn|t
10288,mail,mel
10289,mailed,meld
10290,maim,mem
10291,main,men
10296,maize,mez
10300,major,meJX
10304,make,mek
10317,Malay,mxle
10329,malice,m@lxs
10331,malign,mxlYn
10335,mall,mcl
10339,mallet,m@l|t
10340,mallow,m@lo
10346,malt,mclt
10348,mama,mamx
10350,mammal,m@mL
10353,mammon,m@mxn
10354,mammoth,m@mxT
10355,man,m@n
10376,manful,m@nfL
10378,mange,menJ
10379,manger,menJX
10380,mangle,m@GgL
10381,mango,m@Ggo
10383,mangy,menJi
10402,manna,m@nx
10403,manned,m@nd
10405,manner,m@nX
10410,manse,m@ns
10412,mansion,m@nC|n
10415,manta,m@ntx
10416,manteau,m@nto
10417,mantel,m@ntL
10428,Manx,m@Gks
10429,many,mEni
10431,Maori,mWri
10432,map,m@p
10433,maple,mepL
10434,mar,mar
10438,marble,marbL
10440,march,marC
10442,mare,mEr
10444,marge,marJ
10451,marina,mXinx
10453,marine,mXin
10459,mark,mark
10461,marked,markt
10463,market,mark|t
10464,markka,marka
10467,marl,marl
10474,maroon,mXun
10476,marquee,marki
10479,marquise,markiz
10482,marrow,m@ro
10483,marry,m@ri
10484,Mars,marz
10485,marsh,marS
10486,marshal,marSL
10489,mart,mart
10490,marten,martN
10495,martyr,martX
10496,marvel,marvL
10504,mash,m@S
10505,mask,m@sk
10507,mason,mesN
10511,mass,m@s
10517,massive,m@sIv
10518,mast,m@st
10519,master,m@stX
10523,mastery,m@stXi
10532,mat,m@t
10534,match,m@C
10536,mate,met
10544,math,m@T
10558,matter,m@tX
10559,matting,m@tIG
10570,mauve,mov
10573,maw,mc
10579,may,me
10580,maya,mayx
10581,mayapple,me@pL
10582,maybe,mebi
10586,mayor,meX
10589,mazy,mezi
10591,me,mi
10592,mead,mid
10593,meadow,mEdo
10595,meadowy,mEdoi
10596,meagre,migX
10597,meal,mil
10600,mean,min
10602,meaning,minIG
10603,meant,mEnt
10610,meat,mit
10611,mecca,mEkx
10617,medal,mEdL
10619,meddler,mEdlX
10622,medial,midiL
10640,medley,mEdli
10642,meek,mik
10644,meeting,mitIG
10652,meld,mEld
10653,melee,mele
10658,mellow,mElo
10666,melt,mElt
10667,member,mEmbX
10670,memo,mEmo
10678,men,mEn
10679,menace,mEn|s
10682,mend,mEnd
10686,menial,miniL
10695,mental,mEntL
10698,mention,mEnC|n
10701,meow,miW
10707,mercer,mRsX
10712,mercy,mRsi
10713,mere,mIr
10715,merge,mRJ
10716,merger,mRJX
10724,merry,mEri
10725,mesa,mesx
10728,mesh,mES
10733,mess,mEs
10741,met,mEt
10745,metal,mEtL
10760,meteor,mitiX
10764,meter,mitX
10777,mew,myu
10778,mews,myuz
10782,mica,mYkx
10783,mice,mYs
10794,mid,mId
10795,midday,mIde
10796,midden,mIdN
10797,middle,mIdL
10800,middling,mIdlIG
10801,middy,mIdi
10802,midge,mIJ
10803,midget,mIJ|t
10805,midst,mIdst
10809,miff,mIf
10810,might,mYt
10811,mighty,mYti
10818,mike,mYk
10819,mil,mIl
10820,milch,mIlk
10821,mild,mYld
10823,mile,mYl
10839,millet,mIl|t
10845,milling,mIlIG
10850,mime,mYm
10857,mince,mIns
10859,mind,mYnd
10860,mine,mYn
10862,miner,mYnX
10867,mingle,mIGgL
10874,minister,mIn|stX
10879,mink,mIGk
10881,minnow,mIno
10883,minster,mInstX
10885,mint,mInt
10888,minus,mYn|s
10889,minute,mIn|t
10892,minx,mIGks
10896,mire,mYr
10897,mirror,mIrX
10898,mirth,mRT
10930,miser,mYzX
10953,miss,mIs
10954,missal,mIsL
10957,missing,mIsIG
10959,missive,mIsIv
10961,mist,mIst
10964,mister,mIstX
10970,misty,mIsti
10976,mitre,mYtX
10977,mitt,mIt
10978,mitten,mItN
10979,mix,mIks
10981,mizen,mIzN
10983,moan,mon
10984,moat,mot
10985,mob,mab
10986,mobile,mobL
10990,mobster,mabstX
10992,mock,mak
10993,modal,modL
10994,mode,mod
10995,model,madL
11017,mogul,mogL
11020,moil,mOl
11022,moist,mOst
11023,moisten,mOsN
11025,molar,molX
11027,mold,mold
11029,molder,moldX
11031,mole,mol
11038,moll,mal
11043,molt,molt
11044,molten,moltN
11045,moly,moli
11062,Monday,m^nde
11064,money,m^ni
11066,monger,m^GgX
11067,Mongol,maGgL
11072,monitor,man|tX
11074,monk,m^Gk
11075,monkey,m^Gki
11105,monster,manstX
11110,month,m^nT
11113,moo,mu
11114,mood,mud
11115,moody,mudi
11116,moon,mun
11117,moor,mor
11118,mooring,mUrIG
11120,moose,mus
11121,moot,mut
11122,mop,map
11123,mope,mop
11125,moraine,mXen
11126,moral,mcrL
11127,morale,mX@l
11134,morass,mX@s
11142,morgue,morg
11146,morn,morn
11150,moron,moran
11152,morose,mXos
11161,morrow,maro
11162,morsel,morsL
11163,mortal,mortL
11165,mortally,mortLi
11166,mortar,mortX
11176,mosey,mozi
11178,mosque,mask
11180,moss,mcs
11181,most,most
11182,mot,mo
11185,moth,mcT
11186,mother,m^DX
11189,motile,motL
11196,motor,motX
11199,mottle,matL
11200,motto,mato
11201,mound,mWnd
11202,mount,mWnt
11203,mountain,mWntN
11208,mouse,mWs
11209,mouser,mWzX
11210,mousey,mWsi
11212,mouth,mWT
11215,move,muv
11216,mover,muvX
11217,movie,muvi
11218,mow,mW
11219,much,m^C
11222,muck,m^k
11224,mud,m^d
11225,muddle,m^dL
11230,muff,m^f
11231,muffin,m^fxn
11232,muffle,m^fL
11234,mufti,m^fti
11235,mug,m^g
11236,muggy,m^gi
11242,mulch,m^lC
11243,mulct,m^lkt
11244,mule,myul
11247,mull,m^l
11248,mullein,m^lxn
11249,mullet,m^l|t
11252,mullion,m^lyxn
11262,mum,m^m
11263,mumble,m^mbL
11264,mummer,m^mX
11267,mummy,m^mi
11268,mumps,m^mps
11269,munch,m^nC
11270,mundane,m^nden
11276,murder,mRdX
11277,murk,mRk
11278,murmur,mRmX
11281,muscle,m^sL
11287,mush,m^S
11292,musk,m^sk
11301,muss,m^s
11303,must,m^st
11305,mustard,m^stXd
11306,muster,m^stX
11307,musty,m^sti
11314,mute,myut
11321,mutt,m^t
11322,mutter,m^tX
11323,mutton,m^tN
11326,muzzle,m^zL
11327,my,mY
11331,mynah,mYnx
11335,myrrh,mR
11336,myrtle,mRtL
11339,mystery,mIstXi
11340,mystic,mIstIk
11341,mystical,mIstIkL
11345,mystique,mIstik
11346,myth,mIT
11350,n,En
11351,nab,n@b
11354,nacre,nekX
11356,nag,n@g
11359,nail,nel
11365,name,nem
11368,nap,n@p
11370,nape,nep
11381,nard,nard
11382,nares,n@riz
11383,naris,n@rxs
11388,narrow,n@ro
11391,nasal,nezL
11395,nasty,n@sti
11396,natal,netL
11411,natty,n@ti
11417,nature,neCX
11418,naught,nct
11421,nautch,ncC
11425,naval,nevL
11431,navy,nevi
11432,nay,ne
11436,neap,nip
11437,near,nIr
11440,neat,nit
11441,neath,niT
11443,neb,nEb
11452,neck,nEk
11460,nectar,nEktX
11462,needle,nidL
11465,needs,nidz
11466,needy,nidi
11480,neighbor,nebX
11482,neither,niDX
11488,neon,nian
11503,nerve,nRv
11505,nest,nEst
11506,nestle,nEsL
11508,net,nEt
11509,nether,nEDX
11511,nettle,nEtL
11523,neuter,nutX
11530,never,nEvX
11534,newel,nuL
11537,newly,nuli
11539,news,nuz
11541,newsy,nuzi
11542,newt,nut
11543,next,nEkst
11546,nib,nIb
11547,nibble,nIbL
11549,niche,nIC
11550,nick,nIk
11551,nickel,nIkL
11553,nicker,nIkX
11556,niece,nis
11561,nigh,nY
11566,nil,nIl
11567,nimble,nImbL
11571,nine,nYn
11575,ninny,nIni
11576,ninth,nYnT
11578,nip,nIp
11579,nipper,nIpX
11580,nipple,nIpL
11581,nippy,nIpi
11583,nisei,nise
11584,niter,nYtX
11592,nix,nIks
11595,noble,nobL
11601,nod,nad
11602,noddle,nadL
11603,noddy,nadi
11604,node,nod
11608,noel,noEl
11610,noise,nOz
11612,noisy,nOzi
11621,nonage,nanIJ
11632,none,n^n
11634,nones,nonz
11654,noodle,nudL
11655,nook,nUk
11656,noon,nun
11658,noose,nus
11659,nor,nor
11661,norm,norm
11662,normal,normL
11665,normally,normLi
11666,Norse,nors
11667,north,norT
11674,nose,noz
11679,nosy,nozi
11681,notable,notxbL
11685,notch,naC
11686,note,not
11700,noun,nWn
11703,novel,navL
11712,now,nW
11717,nozzle,nazL
11718,nth,EnT
11720,nub,n^b
11722,nubble,n^bL
11726,nude,nud
11727,nudge,n^J
11734,null,n^l
11738,numb,n^m
11739,number,n^mbX
11752,nurse,nRs
11755,nurture,nRCX
11756,nut,n^t
11762,nuts,n^ts
11764,nutty,n^ti
11765,nuzzle,n^zL
11767,nymph,nImf
11768,o,o
11769,oaf,of
11770,oafish,ofIS
11771,oak,ok
11773,oakum,okM
11774,oar,or
11777,oat,ot
11778,oath,oT
11785,obese,obis
11786,obey,obe
11789,obi,obi
11790,obit,obIt
11804,oblique,oblik
11810,oboe,obo
11831,obtain,xbten
11842,occlude,xklud
11843,occult,xk^lt
11847,occur,xkR
11853,ochre,okX
11865,odd,ad
11867,odds,adz
11868,ode,od
11871,odor,odX
11874,of,xv
11875,off,cf
11877,offend,xfEnd
11878,offense,xfEns
11880,offer,cfX
11881,offering,cfXIG
11890,offing,cfIG
11891,offish,cfIS
11894,oft,cft
11896,ogle,ogL
11897,ogre,ogX
11898,ohm,om
11899,ohmic,omIk
11900,oil,Ol
11902,okay,oke
11904,old,old
11909,oleo,olio
11914,olive,alIv
11916,omen,omxn
11918,omit,omIt
11924,once,w^ns
11926,one,w^n
11927,oneness,w^n|s
11936,onto,cntu
11937,onus,on|s
11939,onyx,anIks
11941,ooze,uz
11942,oozy,uzi
11943,opal,opL
11946,ope,op
11947,open,opxn
11948,opener,opxnX
11962,opine,opYn
11965,opossum,xpasM
11968,oppose,xpoz
11971,oppress,xprEs
11974,opt,apt
11986,opus,opxs
11987,oracle,crxkL
11989,oral,orL
11994,orate,oret
12000,orb,orb
12011,order,ordX
12019,ordure,orJX
12031,orgy,orJi
12032,oriel,oriL
12042,oriole,oriol
12048,ornate,ornet
12054,orris,cr|s
12069,osier,oZX
12072,osprey,aspri
12083,other,^DX
12085,otter,atX
12088,ounce,Wns
12089,ours,Wrz
12091,oust,Wst
12092,ouster,WstX
12093,out,Wt
12108,outer,WtX
12111,outfight,WtfYt
12112,outfit,WtfIt
12123,outing,WtIG
12138,outre,utre
12141,outright,WtrYt
12156,oval,ovL
12158,ovary,ovXi
12161,over,ovX
12164,overall,ovXcl
12165,overalls,ovXclz
12167,overawe,ovXc
12181,overhaul,ovXhcl
12187,overlap,ovXl@p
12188,overlay,ovXle
12189,overleap,ovXlip
12192,overly,ovXli
12195,overplay,ovXple
12204,overt,ovRt
12215,ovoid,ovOd
12217,ovum,ovM
12218,owl,Wl
12221,own,on
12223,ox,aks
12232,oyster,OstX
12233,ozone,ozon
12234,p,pi
12235,pa,pa
12237,pace,pes
12239,pacer,pesX
12246,pack,p@k
12247,package,p@kIJ
12248,packer,p@kX
12249,packet,p@k|t
12251,pact,p@kt
12252,pad,p@d
12253,padding,p@dIG
12254,paddle,p@dL
12255,paddock,p@dxk
12256,paddy,p@di
12259,paean,pian
12261,page,peJ
12266,paid,ped
12267,pail,pel
12268,pain,pen
12270,paint,pent
12271,pair,pEr
12275,pal,p@l
12276,palace,p@lxs
12281,palate,p@l|t
12292,paling,pelIG
12295,pall,pcl
12298,pallet,p@lxt
12302,pallid,p@lxd
12303,pallor,p@lX
12304,palm,pam
12306,palmer,pamX
12309,palmy,pami
12317,palter,pcltX
12318,pampa,p@mpx
12319,pamper,p@mpX
12322,pan,p@n
12331,panda,p@ndx
12334,pander,p@ndX
12337,panel,p@nL
12339,pang,p@G
12344,pannier,p@nyX
12348,pansy,p@nzi
12349,pant,p@nt
12354,panther,p@nTX
12357,pantry,p@ntri
12358,pants,p@ns
12359,panty,p@nti
12360,pap,p@p
12361,papa,papx
12363,papal,pepL
12366,paper,pepX
12368,papery,pepXi
12376,par,par
12377,para,parx
12378,parable,p@rxbL
12382,parade,pXed
12414,parcel,parsL
12415,parch,parC
12417,pard,pard
12418,pardon,pardN
12422,parent,p@rxnt
12428,parfait,parfe
