"","x"
"5783",21
"5791",20
"5792",13
"5793",6
"5794",14
"5795",11
"5798",2
"5800",2
"5805",12
"5806",15
"5807",13
"5808",2
"5809",8
"5810",4
"5812",19
"5814",4
"5815",2
"5819",13
"5820",7
"5821",10
"5822",3
"5823",2
"5824",2
"5825",17
"5826",2
"5834",26
"5837",6
"5839",16
"5840",12
"5841",6
"5842",5
"5843",2
"5845",6
"5846",4
"5847",4
"5848",3
"5850",4
"5851",2
"5854",3
"5861",14
"5862",8
"5863",17
"5864",10
"5865",7
"5866",4
"5867",4
"5870",23
"5871",9
"5873",2
"5874",6
"5876",19
"5879",1
"5880",6
"5881",31
"5882",9
"5883",21
"5888",19
"5889",7
"5890",7
"5891",11
"5892",5
"5893",7
"5894",2
"5895",6
"5896",4
"5897",2
"5899",2
"5901",16
"5902",2
"5905",2
"5909",8
"5910",6
"5911",1
"5912",35
"5913",8
"5916",8
"5917",9
"5920",3
"5929",12
"5931",2
"5932",3
"5936",22
"5937",5
"5939",10
"5940",7
"5941",4
"5942",4
"5943",2
"5944",1
"5945",4
"5947",15
"5948",7
"5949",5
"5950",9
"5951",22
"5957",1
"5959",26
"5962",5
"5965",4
"5967",21
"5972",2
"5974",8
"5976",8
"5979",25
"5980",7
"5981",5
"5983",13
"5984",3
"5985",15
"5986",13
"5987",21
"5988",15
"5989",30
"5990",8
"5992",5
"5993",8
"5994",14
"5995",9
"5997",5
"6000",2
"6002",1
"6006",26
"6007",6
"6008",18
"6018",2
"6022",1
"6024",1
"6031",3
"6034",3
"6042",20
"6043",11
"6045",16
"6085",4
"6090",5
"6091",2
"6094",1
"6106",20
"6107",13
"6108",6
"6109",6
"6110",17
"6111",3
"6113",10
"6116",30
"6121",2
"6125",2
"6134",1
"6135",7
"6139",3
"6140",2
"6142",5
"6143",1
"6148",6
"6159",7
"6160",3
"6161",7
"6162",4
"6163",4
"6183",6
"6193",3
"6194",2
"6203",4
"6204",2
"6206",3
"6212",4
"6214",4
"6215",10
"6224",3
"6228",2
"6241",3
"6242",1
"6244",2
"6245",1
"6264",2
"6276",5
"6277",1
"6292",4
"6296",25
"6300",5
"6301",5
"6302",6
"6309",2
"6314",13
"6315",12
"6319",18
"6320",4
"6324",1
"6326",6
"6337",3
"6345",3
"6373",2
"6392",2
"6393",2
"6400",1
"6404",5
"6405",3
"6406",5
"6412",6
"6417",3
"6418",1
"6440",6
"6444",5
"6445",5
"6446",3
"6448",6
"6451",5
"6452",3
"6453",4
"6455",5
"6456",4
"6539",22
"6561",2
"6562",3
"6565",2
"6567",2
"6568",2
"6573",1
"6574",3
"6581",1
"6582",2
"6584",32
"6587",17
"6606",21
"6613",1
"6614",9
"6624",9
"6625",5
"6628",3
"6629",2
"6630",2
"6631",6
"6635",2
"6636",18
"6637",6
"6638",4
"6640",27
"6651",2
"6653",22
"6654",25
"6657",13
"6658",27
"6659",2
"6660",2
"6664",6
"6665",3
"6676",5
"6687",22
"6695",12
"6696",1
"6704",9
"6715",34
"6717",23
"6719",17
"6729",1
"6730",1
"6732",35
"6733",14
"6734",11
"6735",9
"6736",25
"6740",10
"6741",13
"6742",7
"6749",25
"6756",10
"6757",9
"6758",9
"6760",21
"6761",4
"6771",2
"6772",4
"6774",2
"6775",3
"6776",2
"6777",8
"6778",11
"6779",4
"6814",2
"6829",9
"6832",2
"6852",4
"6896",7
"6899",4
"6900",4
"6901",3
