from_node,to_node,from_ortho,to_ortho,from_phono,to_phono,type,position
1,1629,a,awe,^,>,replace,0
1,8736,a,eye,^,#,replace,0
1,11747,a,i,^,#,replace,0
1,16045,a,of,^,^v,insert,1
1,16537,a,owe,^,o,replace,0
1,23976,a,the,^,D^,insert,0
1,25529,a,us,^,^s,insert,1
2,7,aback,abash,^b&k,^b&S,replace,3
2,1458,aback,attack,^b&k,^t&k,replace,1
2,1665,aback,back,^b&k,b&k,delete,0
3,4,abandon,abandoned,^b&nd^n,^b&nd^nd,insert,7
7,1883,abash,bash,^b&S,b&S,delete,0
8,21,abated,abetted,^betId,^bEtId,replace,2
8,1725,abated,baited,^betId,betId,delete,0
8,6000,abated,debated,^betId,d^betId,insert,0
9,60,abbey,abs,&bi,&bz,replace,2
9,522,abbey,aggie,&bi,&gi,replace,1
9,687,abbey,alley,&bi,&li,replace,1
9,1949,abbey,be,&bi,bi,delete,0
9,2029,abbey,bee,&bi,bi,delete,0
9,21207,abbey,shabby,&bi,S&bi,insert,0
9,23588,abbey,tabby,&bi,t&bi,insert,0
10,104,abbot,abut,&b^t,^b^t,replace,0
10,3118,abbot,but,&b^t,b^t,delete,0
10,3122,abbot,butt,&b^t,b^t,delete,0
10,10785,abbot,habit,&b^t,h&b^t,insert,0
10,18857,abbot,rabbit,&b^t,r&b^t,insert,0
12,15,abdicate,abduct,&bd^ket,&bd^kt,delete,5
18,24,abed,abide,^bEd,^b#d,replace,2
18,34,abed,abode,^bEd,^bod,replace,2
18,562,abed,ahead,^bEd,^hEd,replace,1
18,2005,abed,bed,^bEd,bEd,delete,0
19,20,aberration,aberrations,&bReS^n,&bReS^nz,insert,7
19,382,aberration,adoration,&bReS^n,&dReS^n,replace,1
24,34,abide,abode,^b#d,^bod,replace,2
24,1319,abide,aside,^b#d,^s#d,replace,1
25,26,abilities,ability,^bIl^tiz,^bIl^ti,delete,7
27,2362,ablaze,blaze,^blez,blez,delete,0
28,841,able,anal,eb^l,en^l,replace,1
28,3169,able,cable,eb^l,keb^l,insert,0
28,8762,able,fable,eb^l,feb^l,insert,0
28,11207,able,herbal,eb^l,Rb^l,replace,0
28,13253,able,label,eb^l,leb^l,insert,0
28,20463,able,sable,eb^l,seb^l,insert,0
28,23590,able,table,eb^l,teb^l,insert,0
29,32,abnormal,abnormally,&bn>rm^l,&bn>rm^li,insert,8
30,31,abnormalities,abnormality,&bn>rm&l^tiz,&bn>rm&l^ti,delete,11
33,42,aboard,abort,^b>rd,^b>rt,replace,4
33,166,aboard,accord,^b>rd,^k>rd,replace,1
33,383,aboard,adored,^b>rd,^d>rd,replace,1
33,484,aboard,afford,^b>rd,^f>rd,replace,1
33,1623,aboard,award,^b>rd,^w>rd,replace,1
33,2476,aboard,board,^b>rd,b>rd,delete,0
33,2618,aboard,bored,^b>rd,b>rd,delete,0
34,2498,abode,bode,^bod,bod,delete,0
34,2683,abode,bowed,^bod,bod,delete,0
35,36,abolish,abolished,^balIS,^balISt,insert,6
38,39,abolitionist,abolitionists,&b^lIS^n^st,&b^lIS^n^s,delete,10
42,1392,abort,assort,^b>rt,^s>rt,replace,1
43,45,abortion,abortions,^b>rS^n,^b>rS^nz,insert,7
43,1103,abortion,apportion,^b>rS^n,^p>rS^n,replace,1
46,2664,abound,bound,^b$nd,b$nd,delete,0
47,48,abounded,abounding,^b$ndId,^b$ndIN,replace,6
47,25009,abounded,unbounded,^b$ndId,^nb$ndId,insert,1
49,104,about,abut,^b$t,^b^t,replace,2
49,2676,about,bout,^b$t,b$t,delete,0
50,104,above,abut,^b^v,^b^t,replace,3
54,303,abreast,addressed,^brEst,^drEst,replace,1
54,2786,abreast,breast,^brEst,brEst,delete,0
54,15979,abreast,obsessed,^brEst,^bsEst,replace,2
54,16195,abreast,oppressed,^brEst,^prEst,replace,1
54,25379,abreast,unrest,^brEst,^nrEst,replace,1
56,2871,abroad,broad,^br>d,br>d,delete,0
60,306,abs,adds,&bz,&dz,replace,1
60,390,abs,ads,&bz,&dz,replace,1
60,1301,abs,as,&bz,&z,delete,1
60,3173,abs,cabs,&bz,k&bz,insert,0
60,7649,abs,ebbs,&bz,Ebz,replace,0
60,11208,abs,herbs,&bz,Rbz,replace,0
60,12904,abs,jabs,&bz,J&bz,insert,0
60,23605,abs,tabs,&bz,t&bz,insert,0
61,131,abscesses,accesses,&bsEsIz,&ksEsIz,replace,1
61,15980,abscesses,obsesses,&bsEsIz,^bsEsIz,replace,0
62,64,absence,absent,&bs^ns,&bs^nt,replace,5
64,66,absent,absentee,&bs^nt,&bs^nti,insert,6
66,68,absentee,absently,&bs^nti,&bs^ntli,insert,6
69,71,absolute,absolutes,&bs^lut,&bs^luts,insert,7
74,75,absorb,absorbed,^bz>rb,^bz>rbd,insert,6
74,77,absorb,absorbs,^bz>rb,^bz>rbz,insert,6
75,77,absorbed,absorbs,^bz>rbd,^bz>rbz,replace,6
79,15991,abstain,obtain,^bsten,^bten,delete,2
81,82,abstinence,abstinent,&bst^n^ns,&bst^n^nt,replace,8
85,90,abstracting,abstractive,&bstr&ktIN,&bstr&ktIv,replace,9
86,89,abstraction,abstractions,&bstr&kS^n,&bstr&kS^nz,insert,10
93,94,absurdities,absurdity,^bsRd^tiz,^bsRd^ti,delete,8
96,97,abundance,abundant,^b^nd^ns,^b^nd^nt,replace,7
99,197,abused,accused,^byuzd,^kyuzd,replace,1
99,833,abused,amused,^byuzd,^myuzd,replace,1
99,25443,abused,unused,^byuzd,^nyuzd,replace,1
100,101,abusers,abuses,^byuzRz,^byuzIz,replace,5
101,102,abuses,abusing,^byuzIz,^byuzIN,replace,6
101,198,abuses,accuses,^byuzIz,^kyuzIz,replace,1
102,199,abusing,accusing,^byuzIN,^kyuzIN,replace,1
102,835,abusing,amusing,^byuzIN,^myuzIN,replace,1
104,3118,abut,but,^b^t,b^t,delete,0
104,3122,abut,butt,^b^t,b^t,delete,0
105,809,abyss,amiss,^bIs,^mIs,replace,1
107,109,academic,academics,&k^dEmIk,&k^dEmIks,insert,8
111,8459,accede,exceed,&ksid,Iksid,replace,0
112,116,accelerate,accelerator,&ksElRet,&ksElRetR,insert,8
118,120,accent,accents,&ksEnt,&ksEnts,insert,6
118,130,accent,accessed,&ksEnt,&ksEst,replace,4
120,128,accents,accepts,&ksEnts,&ksEpts,replace,4
123,8467,accept,except,^ksEpt,IksEpt,replace,0
129,130,access,accessed,&ksEs,&ksEst,insert,5
129,1646,access,axis,&ksEs,&ks^s,replace,3
129,8475,access,excess,&ksEs,EksEs,replace,0
131,135,accesses,accessors,&ksEsIz,&ksEsRz,replace,5
131,8476,accesses,excesses,&ksEsIz,IksEsIz,replace,0
134,135,accessories,accessors,&ksEsRiz,&ksEsRz,delete,6
134,136,accessories,accessory,&ksEsRiz,&ksEsRi,delete,7
135,136,accessors,accessory,&ksEsRz,&ksEsRi,replace,6
137,140,accident,accidents,&ks^d^nt,&ks^d^nts,insert,8
138,139,accidental,accidentally,&ks^dEnt^l,&ks^dEnt^li,insert,10
141,142,acclaim,acclaimed,^klem,^klemd,insert,5
141,491,acclaim,aflame,^klem,^flem,replace,1
141,4065,acclaim,claim,^klem,klem,delete,0
142,4067,acclaimed,claimed,^klemd,klemd,delete,0
142,25026,acclaimed,unclaimed,^klemd,^nklemd,insert,1
145,146,accolade,accolades,&k^led,&k^ledz,insert,6
150,151,accommodation,accommodations,^kam^deS^n,^kam^deS^nz,insert,10
152,153,accompanied,accompanies,^k^mp^nid,^k^mp^niz,replace,8
152,158,accompanied,accompany,^k^mp^nid,^k^mp^ni,delete,8
153,158,accompanies,accompany,^k^mp^niz,^k^mp^ni,delete,8
153,4592,accompanies,companies,^k^mp^niz,k^mp^niz,delete,0
154,155,accompaniment,accompaniments,^k^mpnIm^nt,^k^mpnIm^nts,insert,11
158,4596,accompany,company,^k^mp^ni,k^mp^ni,delete,0
161,162,accomplish,accomplished,^kamplIS,^kamplISt,insert,8
164,165,accomplishment,accomplishments,^kamplISm^nt,^kamplISm^nts,insert,12
166,171,accord,accords,^k>rd,^k>rdz,insert,5
166,383,accord,adored,^k>rd,^d>rd,replace,1
166,484,accord,afford,^k>rd,^f>rd,replace,1
166,1623,accord,award,^k>rd,^w>rd,replace,1
166,3943,accord,chord,^k>rd,k>rd,delete,0
166,5250,accord,cord,^k>rd,k>rd,delete,0
166,19258,accord,record,^k>rd,r^k>rd,insert,0
166,20792,accord,scored,^k>rd,sk>rd,replace,0
168,169,accorded,according,^k>rdId,^k>rdIN,replace,6
169,19262,according,recording,^k>rdIN,r^k>rdIN,insert,0
171,487,accords,affords,^k>rdz,^f>rdz,replace,1
171,1625,accords,awards,^k>rdz,^w>rdz,replace,1
171,3944,accords,chords,^k>rdz,k>rdz,delete,0
171,5253,accords,cords,^k>rdz,k>rdz,delete,0
172,5340,accost,cost,^k>st,k>st,delete,0
173,180,account,accounts,^k$nt,^k$nts,insert,5
173,818,account,amount,^k$nt,^m$nt,replace,1
173,5368,account,count,^k$nt,k$nt,delete,0
175,5369,accountable,countable,^k$nt^b^l,k$nt^b^l,delete,0
176,177,accountant,accountants,^k$nt^nt,^k$nt^nts,insert,8
179,820,accounting,amounting,^k$ntIN,^m$ntIN,replace,1
179,5397,accounting,counting,^k$ntIN,k$ntIN,delete,0
180,821,accounts,amounts,^k$nts,^m$nts,replace,1
180,5403,accounts,counts,^k$nts,k$nts,delete,0
183,184,accrue,accrued,^kru,^krud,insert,4
183,5587,accrue,crew,^kru,kru,delete,0
183,7674,accrue,ecru,^kru,Ekru,replace,0
183,20849,accrue,screw,^kru,skru,replace,0
184,5683,accrued,crude,^krud,krud,delete,0
184,20852,accrued,screwed,^krud,skrud,replace,0
185,20853,accruing,screwing,^kruIN,skruIN,replace,0
188,189,accumulated,accumulating,^kyumy^letId,^kyumy^letIN,replace,11
193,194,accusation,accusations,&ky^zeS^n,&ky^zeS^nz,insert,9
196,197,accuse,accused,^kyuz,^kyuzd,insert,5
196,273,accuse,acute,^kyuz,^kyut,replace,4
196,832,accuse,amuse,^kyuz,^myuz,replace,1
196,5739,accuse,cues,^kyuz,kyuz,delete,0
197,833,accused,amused,^kyuzd,^myuzd,replace,1
197,25443,accused,unused,^kyuzd,^nyuzd,replace,1
198,199,accuses,accusing,^kyuzIz,^kyuzIN,replace,6
199,835,accusing,amusing,^kyuzIN,^myuzIN,replace,1
202,204,ace,ache,es,ek,replace,1
202,206,ace,aches,es,eks,insert,1
202,512,ace,age,es,eJ,replace,1
202,564,ace,aid,es,ed,replace,1
202,565,ace,aide,es,ed,replace,1
202,572,ace,aim,es,em,replace,1
202,639,ace,ale,es,el,replace,1
202,1029,ace,ape,es,ep,replace,1
202,1032,ace,apes,es,eps,insert,1
202,1873,ace,base,es,bes,insert,0
202,1898,ace,bass,es,bes,insert,0
202,3459,ace,case,es,kes,insert,0
202,3748,ace,chase,es,Ces,insert,0
202,7745,ace,eight,es,et,replace,1
202,8769,ace,face,es,fes,insert,0
202,11748,ace,ice,es,#s,replace,0
202,13266,ace,lace,es,les,insert,0
202,14082,ace,mace,es,mes,insert,0
202,16564,ace,pace,es,pes,insert,0
202,18862,ace,race,es,res,insert,0
202,25529,ace,us,es,^s,replace,0
202,25646,ace,vase,es,ves,insert,0
204,205,ache,ached,ek,ekt,insert,2
204,206,ache,aches,ek,eks,insert,2
204,239,ache,acre,ek,ekR,insert,2
204,512,ache,age,ek,eJ,replace,1
204,564,ache,aid,ek,ed,replace,1
204,565,ache,aide,ek,ed,replace,1
204,572,ache,aim,ek,em,replace,1
204,639,ache,ale,ek,el,replace,1
204,1029,ache,ape,ek,ep,replace,1
204,1726,ache,bake,ek,bek,insert,0
204,3195,ache,cake,ek,kek,insert,0
204,7745,ache,eight,ek,et,replace,1
204,8831,ache,fake,ek,fek,insert,0
204,11808,ache,ike,ek,#k,replace,0
204,12817,ache,irk,ek,Rk,replace,0
204,13299,ache,lake,ek,lek,insert,0
204,14180,ache,make,ek,mek,insert,0
204,15923,ache,oak,ek,ok,replace,0
204,21223,ache,shake,ek,Sek,insert,0
204,23638,ache,take,ek,tek,insert,0
204,25993,ache,wake,ek,wek,insert,0
205,206,ached,aches,ekt,eks,replace,2
205,239,ached,acre,ekt,ekR,replace,2
205,248,ached,act,ekt,&kt,replace,0
205,1727,ached,baked,ekt,bekt,insert,0
205,7745,ached,eight,ekt,et,delete,1
205,8832,ached,faked,ekt,fekt,insert,0
205,18947,ached,raked,ekt,rekt,insert,0
206,239,aches,acre,eks,ekR,replace,2
206,1032,aches,apes,eks,eps,replace,1
206,1639,aches,ax,eks,&ks,replace,0
206,1640,aches,axe,eks,&ks,replace,0
206,1730,aches,bakes,eks,beks,insert,0
206,3196,aches,cakes,eks,keks,insert,0
206,13300,aches,lakes,eks,leks,insert,0
206,14183,aches,makes,eks,meks,insert,0
206,15924,aches,oaks,eks,oks,replace,0
206,21226,aches,shakes,eks,Seks,insert,0
206,23643,aches,takes,eks,teks,insert,0
206,25997,aches,wakes,eks,weks,insert,0
207,208,achieve,achieved,^Civ,^Civd,insert,4
207,212,achieve,achieves,^Civ,^Civz,insert,4
208,212,achieved,achieves,^Civd,^Civz,replace,4
209,210,achievement,achievements,^Civm^nt,^Civm^nts,insert,8
211,212,achievers,achieves,^CivRz,^Civz,delete,4
214,539,aching,aging,ekIN,eJIN,replace,1
214,568,aching,aiding,ekIN,edIN,replace,1
214,574,aching,aiming,ekIN,emIN,replace,1
214,1731,aching,baking,ekIN,bekIN,insert,0
214,13179,aching,king,ekIN,kIN,delete,0
214,14186,aching,making,ekIN,mekIN,insert,0
214,18948,aching,raking,ekIN,rekIN,insert,0
214,21228,aching,shaking,ekIN,SekIN,insert,0
214,23644,aching,taking,ekIN,tekIN,insert,0
214,25998,aching,waking,ekIN,wekIN,insert,0
215,218,acid,acids,&s^d,&s^dz,insert,4
215,1609,acid,avid,&s^d,&v^d,replace,1
219,220,acknowledge,acknowledged,IknalIJ,IknalIJd,insert,7
221,222,acknowledges,acknowledging,IknalIJIz,IknalIJIN,replace,8
224,5262,acorn,corn,ek>rn,k>rn,delete,0
224,20796,acorn,scorn,ek>rn,sk>rn,replace,0
227,18761,acquaint,quaint,^kwent,kwent,delete,0
231,232,acquire,acquired,^kw#R,^kw#Rd,insert,5
231,233,acquire,acquires,^kw#R,^kw#Rz,insert,5
231,3922,acquire,choir,^kw#R,kw#R,delete,0
232,233,acquired,acquires,^kw#Rd,^kw#Rz,replace,5
235,236,acquisition,acquisitions,&kw^zIS^n,&kw^zIS^nz,insert,9
236,1150,acquisitions,aquisition,&kw^zIS^nz,&kw^zIS^n,delete,9
239,241,acre,acres,ekR,ekRz,insert,3
239,1728,acre,baker,ekR,bekR,insert,0
239,8833,acre,faker,ekR,fekR,insert,0
239,14182,acre,maker,ekR,mekR,insert,0
239,16017,acre,occur,ekR,^kR,replace,0
239,16027,acre,ocher,ekR,okR,replace,0
239,21225,acre,shaker,ekR,SekR,insert,0
241,16021,acres,occurs,ekRz,^kRz,replace,0
242,244,acrobat,acrobats,&kr^b&t,&kr^b&ts,insert,7
246,5648,across,cross,^kr>s,kr>s,delete,0
246,13277,across,lacrosse,^kr>s,l^kr>s,insert,0
248,263,act,actor,&kt,&ktR,insert,3
248,266,act,acts,&kt,&kts,insert,3
248,952,act,ant,&kt,&nt,replace,1
248,1144,act,apt,&kt,&pt,replace,1
248,1322,act,asked,&kt,&skt,insert,1
248,1431,act,at,&kt,&t,delete,1
248,1639,act,ax,&kt,&ks,replace,2
248,1640,act,axe,&kt,&ks,replace,2
248,1673,act,backed,&kt,b&kt,insert,0
248,8785,act,fact,&kt,f&kt,insert,0
248,13274,act,lacked,&kt,l&kt,insert,0
248,16577,act,packed,&kt,p&kt,insert,0
248,16582,act,pact,&kt,p&kt,insert,0
248,23608,act,tacked,&kt,t&kt,insert,0
250,257,acting,active,&ktIN,&ktIv,replace,4
251,252,action,actions,&kS^n,&kS^nz,insert,5
251,267,action,actual,&kS^n,&kS^l,replace,4
251,1312,action,ashen,&kS^n,&S^n,delete,1
251,1506,action,auction,&kS^n,akS^n,replace,0
251,8786,action,faction,&kS^n,f&kS^n,insert,0
252,1508,actions,auctions,&kS^nz,akS^nz,replace,0
252,8787,actions,factions,&kS^nz,f&kS^nz,insert,0
257,16032,active,octave,&ktIv,aktIv,replace,0
260,261,activist,activists,&kt^v^st,&kt^v^s,delete,7
263,264,actor,actors,&ktR,&ktRz,insert,4
263,266,actor,acts,&ktR,&kts,replace,3
263,499,actor,after,&ktR,&ftR,replace,1
263,1408,actor,aster,&ktR,&stR,replace,1
263,8790,actor,factor,&ktR,f&ktR,insert,0
264,8792,actors,factors,&ktRz,f&ktRz,insert,0
266,1004,acts,ants,&kts,&nts,replace,1
266,1530,acts,aunts,&kts,&nts,replace,1
266,1639,acts,ax,&kts,&ks,delete,2
266,1640,acts,axe,&kts,&ks,delete,2
273,5837,acute,cute,^kyut,kyut,delete,0
276,306,ad,adds,&d,&dz,insert,2
276,390,ad,ads,&d,&dz,insert,2
276,564,ad,aid,&d,ed,replace,0
276,565,ad,aide,&d,ed,replace,0
276,774,ad,amb,&d,&m,replace,1
276,836,ad,an,&d,&n,replace,1
276,875,ad,and,&d,&nd,insert,1
276,1301,ad,as,&d,&z,replace,1
276,1309,ad,ash,&d,&S,replace,1
276,1431,ad,at,&d,&t,replace,1
276,1703,ad,bad,&d,b&d,insert,0
276,3178,ad,cad,&d,k&d,insert,0
276,5870,ad,dad,&d,d&d,insert,0
276,8742,ad,eyed,&d,#d,replace,0
276,8798,ad,fad,&d,f&d,insert,0
276,10795,ad,had,&d,h&d,insert,0
276,13282,ad,lad,&d,l&d,insert,0
276,14097,ad,mad,&d,m&d,insert,0
276,16036,ad,odd,&d,ad,replace,0
276,16040,ad,ode,&d,od,replace,0
276,16538,ad,owed,&d,od,replace,0
276,16583,ad,pad,&d,p&d,insert,0
276,20480,ad,sad,&d,s&d,insert,0
276,23618,ad,tad,&d,t&d,insert,0
277,301,adage,addle,&d^J,&d^l,replace,3
280,308,adapt,adept,^d&pt,^dEpt,replace,2
280,374,adapt,adopt,^d&pt,^dapt,replace,2
283,375,adapted,adopted,^d&pt^d,^dapt^d,replace,2
284,285,adapting,adaptive,^d&ptIN,^d&ptIv,replace,6
284,376,adapting,adopting,^d&ptIN,^daptIN,replace,2
285,379,adaptive,adoptive,^d&ptIv,^daptIv,replace,2
286,306,add,adds,&d,&dz,insert,2
286,390,add,ads,&d,&dz,insert,2
286,564,add,aid,&d,ed,replace,0
286,565,add,aide,&d,ed,replace,0
286,774,add,amb,&d,&m,replace,1
286,836,add,an,&d,&n,replace,1
286,875,add,and,&d,&nd,insert,1
286,1301,add,as,&d,&z,replace,1
286,1309,add,ash,&d,&S,replace,1
286,1431,add,at,&d,&t,replace,1
286,1703,add,bad,&d,b&d,insert,0
286,3178,add,cad,&d,k&d,insert,0
286,5870,add,dad,&d,d&d,insert,0
286,8742,add,eyed,&d,#d,replace,0
286,8798,add,fad,&d,f&d,insert,0
286,10795,add,had,&d,h&d,insert,0
286,13282,add,lad,&d,l&d,insert,0
286,14097,add,mad,&d,m&d,insert,0
286,16036,add,odd,&d,ad,replace,0
286,16040,add,ode,&d,od,replace,0
286,16538,add,owed,&d,od,replace,0
286,16583,add,pad,&d,p&d,insert,0
286,20480,add,sad,&d,s&d,insert,0
286,23618,add,tad,&d,t&d,insert,0
288,294,addict,addicts,&dIkt,&dIkts,insert,5
290,293,addicting,addictive,^dIktIN,^dIktIv,replace,6
291,292,addiction,addictions,^dIkS^n,^dIkS^nz,insert,7
291,296,addiction,addition,^dIkS^n,^dIS^n,delete,3
291,6651,addiction,diction,^dIkS^n,dIkS^n,delete,0
291,7690,addiction,edition,^dIkS^n,^dIS^n,delete,3
292,299,addictions,additions,^dIkS^nz,^dIS^nz,delete,3
295,568,adding,aiding,&dIN,edIN,replace,0
295,6736,adding,ding,&dIN,dIN,delete,0
295,16585,adding,padding,&dIN,p&dIN,insert,0
296,299,addition,additions,^dIS^n,^dIS^nz,insert,6
296,358,addition,admission,^dIS^n,^dmIS^n,insert,2
296,1517,addition,audition,^dIS^n,adIS^n,replace,0
299,359,additions,admissions,^dIS^nz,^dmIS^nz,insert,2
299,1519,additions,auditions,^dIS^nz,>dIS^nz,replace,0
299,7690,additions,edition,^dIS^nz,^dIS^n,delete,6
299,7691,additions,editions,^dIS^nz,IdIS^nz,replace,0
301,391,addle,adult,&d^l,&d^lt,insert,4
301,538,addle,agile,&d^l,&J^l,replace,1
301,1085,addle,apple,&d^l,&p^l,replace,1
301,7514,addle,dull,&d^l,d^l,delete,0
301,11791,addle,idle,&d^l,#d^l,replace,0
301,11793,addle,idol,&d^l,#d^l,replace,0
301,16586,addle,paddle,&d^l,p&d^l,insert,0
301,20483,addle,saddle,&d^l,s&d^l,insert,0
302,304,address,addressee,&drEs,&drEsi,insert,5
302,7401,address,dress,&drEs,drEs,delete,0
303,7402,addressed,dressed,^drEst,drEst,delete,0
303,16195,addressed,oppressed,^drEst,^prEst,replace,1
303,25379,addressed,unrest,^drEst,^nrEst,replace,1
304,7408,addressee,dressy,&drEsi,drEsi,delete,0
306,567,adds,aides,&dz,edz,replace,0
306,569,adds,aids,&dz,edz,replace,0
306,877,adds,ands,&dz,&ndz,insert,1
306,1301,adds,as,&dz,&z,delete,1
306,1710,adds,bads,&dz,b&dz,insert,0
306,5871,adds,dads,&dz,d&dz,insert,0
306,8804,adds,fads,&dz,f&dz,insert,0
306,16039,adds,odds,&dz,adz,replace,0
306,16591,adds,pads,&dz,p&dz,insert,0
307,369,adduce,ado,^dus,^du,delete,3
307,6539,adduce,deuce,^dus,dus,delete,0
307,19332,adduce,reduce,^dus,r^dus,insert,0
308,374,adept,adopt,^dEpt,^dapt,replace,2
312,316,adhere,adheres,^dhIr,^dhIrz,insert,5
322,323,adjective,adjectives,&JIktIv,&JIktIvz,insert,7
324,325,adjoin,adjoined,^J%n,^J%nd,insert,4
324,327,adjoin,adjoins,^J%n,^J%nz,insert,4
324,328,adjoin,adjourn,^J%n,^JRn,replace,2
324,12998,adjoin,join,^J%n,J%n,delete,0
325,327,adjoined,adjoins,^J%nd,^J%nz,replace,4
325,12999,adjoined,joined,^J%nd,J%nd,delete,0
326,13000,adjoining,joining,^J%nIN,J%nIN,delete,0
327,13001,adjoins,joins,^J%nz,J%nz,delete,0
329,13042,adjudged,judged,^J^Jd,J^Jd,delete,0
336,337,adjustment,adjustments,^J^stm^nt,^J^stm^nts,insert,9
339,340,administer,administered,^dmIn^stR,^dmIn^stRd,insert,9
348,349,admiral,admirals,&dmR^l,&dmR^lz,insert,6
351,382,admiration,adoration,&dmReS^n,&dReS^n,delete,2
358,359,admission,admissions,^dmIS^n,^dmIS^nz,insert,7
358,7690,admission,edition,^dmIS^n,^dIS^n,delete,2
360,361,admit,admits,^dmIt,^dmIts,insert,5
367,368,admonition,admonitions,&dm^nIS^n,&dm^nIS^nz,insert,9
369,6584,ado,dew,^du,du,delete,0
369,7163,ado,do,^du,du,delete,0
369,7498,ado,due,^du,du,delete,0
369,24936,ado,udder,^du,^dR,replace,2
369,25144,ado,undo,^du,^ndu,insert,1
369,25154,ado,undue,^du,^ndu,insert,1
371,372,adolescence,adolescent,&d^lEs^ns,&d^lEs^nt,replace,8
371,373,adolescence,adolescents,&d^lEs^ns,&d^lEs^nts,insert,8
372,373,adolescent,adolescents,&d^lEs^nt,&d^lEs^nts,insert,9
374,380,adopt,adopts,^dapt,^dapts,insert,5
376,379,adopting,adoptive,^daptIN,^daptIv,replace,6
377,378,adoption,adoptions,^dapS^n,^dapS^nz,insert,7
383,384,adored,adores,^d>rd,^d>rz,replace,4
383,385,adored,adorned,^d>rd,^d>rnd,insert,4
383,484,adored,afford,^d>rd,^f>rd,replace,1
383,1623,adored,award,^d>rd,^w>rd,replace,1
384,7257,adores,doors,^d>rz,d>rz,delete,0
390,567,ads,aides,&dz,edz,replace,0
390,569,ads,aids,&dz,edz,replace,0
390,877,ads,ands,&dz,&ndz,insert,1
390,1301,ads,as,&dz,&z,delete,1
390,1710,ads,bads,&dz,b&dz,insert,0
390,5871,ads,dads,&dz,d&dz,insert,0
390,8804,ads,fads,&dz,f&dz,insert,0
390,16039,ads,odds,&dz,adz,replace,0
390,16591,ads,pads,&dz,p&dz,insert,0
391,396,adult,adults,&d^lt,&d^lts,insert,5
397,398,advance,advanced,^dv&ns,^dv&nst,insert,6
399,400,advancement,advancements,^dv&nsm^nt,^dv&nsm^nts,insert,10
407,409,adventure,adventures,^dvEnCR,^dvEnCRz,insert,7
408,409,adventurers,adventures,^dvEnCRRz,^dvEnCRz,delete,7
412,418,adverb,advert,&dvRb,&dvRt,replace,4
413,414,adversaries,adversary,&dvRsEriz,&dvRsEri,delete,8
415,1604,adverse,averse,^dvRs,^vRs,delete,1
415,15996,adverse,obverse,^dvRs,^bvRs,replace,1
419,420,advertise,advertised,&dvRt#z,&dvRt#zd,insert,7
421,422,advertisement,advertisements,&dvRt#zm^nt,&dvRt#zm^nts,insert,11
427,428,advise,advised,^dv#z,^dv#zd,insert,5
427,433,advise,advisor,^dv#z,^dv#zR,insert,5
428,433,advised,advisor,^dv#zd,^dv#zR,replace,5
430,433,adviser,advisor,&dv#zR,^dv#zR,replace,0
431,432,advises,advising,&dv#zIz,&dv#zIN,replace,6
433,434,advisor,advisors,^dv#zR,^dv#zRz,insert,6
433,435,advisor,advisory,^dv#zR,^dv#zRi,insert,6
434,435,advisors,advisory,^dv#zRz,^dv#zRi,replace,6
437,439,advocate,advocates,&dv^ket,&dv^kets,insert,7
441,442,aerate,aerates,Eret,Erets,insert,4
441,5526,aerate,crate,Eret,kret,replace,0
441,9798,aerate,freight,Eret,fret,replace,0
441,10521,aerate,grate,Eret,gret,replace,0
441,10558,aerate,great,Eret,gret,replace,0
441,16218,aerate,orate,Eret,>ret,replace,0
441,19026,aerate,rate,Eret,ret,delete,0
441,21143,aerate,serrate,Eret,sEret,insert,0
441,24505,aerate,trait,Eret,tret,replace,0
442,5528,aerates,crates,Erets,krets,replace,0
442,19028,aerates,rates,Erets,rets,delete,0
442,24507,aerates,traits,Erets,trets,replace,0
443,15460,aeration,narration,EreS^n,nEreS^n,insert,0
444,1193,aerial,area,Eri^l,Eri^,delete,4
444,1194,aerial,areas,Eri^l,Eri^z,replace,4
444,3069,aerial,burial,Eri^l,bEri^l,insert,0
445,1153,aerobic,arabic,ErobIk,Er^bIk,replace,2
449,602,aeroplane,airplane,Eroplen,Erplen,delete,2
451,609,aerospace,airspace,Erospes,Erspes,delete,2
452,453,aesthetic,aesthetics,EsTEtIk,EsTEtIks,insert,7
454,455,afar,affair,^far,^fEr,replace,2
454,8873,afar,far,^far,far,delete,0
455,456,affair,affairs,^fEr,^fErz,insert,4
455,1626,affair,aware,^fEr,^wEr,replace,1
455,8814,affair,fair,^fEr,fEr,delete,0
455,8876,affair,fare,^fEr,fEr,delete,0
455,25179,affair,unfair,^fEr,^nfEr,insert,1
456,8822,affairs,fairs,^fErz,fErz,delete,0
456,8877,affairs,fares,^fErz,fErz,delete,0
457,465,affect,affects,^fEkt,^fEkts,insert,5
459,460,affected,affecting,^fEktId,^fEktIN,replace,6
459,464,affected,affective,^fEktId,^fEktIv,replace,6
460,464,affecting,affective,^fEktIN,^fEktIv,replace,6
460,7705,affecting,effecting,^fEktIN,IfEktIN,replace,0
464,7706,affective,effective,^fEktIv,IfEktIv,replace,0
465,7704,affects,effect,^fEkts,^fEkt,delete,5
465,7708,affects,effects,^fEkts,IfEkts,replace,0
472,473,affinities,affinity,^fIn^tiz,^fIn^ti,delete,7
474,478,affirm,affirmed,^fRm,^fRmd,insert,4
474,480,affirm,affirms,^fRm,^fRmz,insert,4
