from_node,to_node,from_ortho,to_ortho,from_phono,to_phono,type,position
13292,13348,lag,lap,l&g,l&p,replace,2
13292,13370,lag,lash,l&g,l&S,replace,2
13292,13378,lag,latch,l&g,l&C,replace,2
13292,13396,lag,laugh,l&g,l&f,replace,2
13292,13461,lag,league,l&g,lig,replace,1
13292,13517,lag,leg,l&g,lEg,replace,1
13292,13888,lag,log,l&g,l>g,replace,1
13292,14024,lag,lug,l&g,l^g,replace,1
13292,14111,lag,mag,l&g,m&g,replace,0
13292,15431,lag,nag,l&g,n&g,replace,0
13292,18906,lag,rag,l&g,r&g,replace,0
13292,23622,lag,tag,l&g,t&g,replace,0
13293,13295,lagged,lags,l&gd,l&gz,replace,3
13293,13317,lagged,land,l&gd,l&nd,replace,2
13293,13529,lagged,legged,l&gd,lEgd,replace,1
13293,15432,lagged,nagged,l&gd,n&gd,replace,0
13293,20502,lagged,sagged,l&gd,s&gd,replace,0
13293,23623,lagged,tagged,l&gd,t&gd,replace,0
13293,25967,lagged,wagged,l&gd,w&gd,replace,0
13295,13462,lags,leagues,l&gz,ligz,replace,1
13295,13547,lags,legs,l&gz,lEgz,replace,1
13295,13900,lags,logs,l&gz,l>gz,replace,1
13295,18914,lags,rags,l&gz,r&gz,replace,0
13295,20505,lags,sags,l&gz,s&gz,replace,0
13295,23625,lags,tags,l&gz,t&gz,replace,0
13296,13299,laid,lake,led,lek,replace,2
13296,13304,laid,lame,led,lem,replace,2
13296,13339,laid,lane,led,len,replace,2
13296,13381,laid,late,led,let,replace,2
13296,13430,laid,lay,led,le,delete,2
13296,13432,laid,layer,led,leR,replace,2
13296,13433,laid,layered,led,leRd,insert,2
13296,13441,laid,lays,led,lez,replace,2
13296,13444,laid,lead,led,lid,replace,1
13296,13502,laid,led,led,lEd,replace,1
13296,13648,laid,lid,led,lId,replace,1
13296,13652,laid,lied,led,l#d,replace,1
13296,13831,laid,load,led,lod,replace,1
13296,13974,laid,loud,led,l$d,replace,1
13296,14103,laid,made,led,med,replace,0
13296,14144,laid,maid,led,med,replace,0
13296,16606,laid,paid,led,ped,replace,0
13296,18917,laid,raid,led,red,replace,0
13296,21209,laid,shade,led,Sed,replace,0
13296,25960,laid,wade,led,wed,replace,0
13296,26228,laid,weighed,led,wed,replace,0
13297,13502,lair,led,lEr,lEd,replace,2
13297,13504,lair,ledge,lEr,lEJ,replace,2
13297,13517,lair,leg,lEr,lEg,replace,2
13297,13578,lair,less,lEr,lEs,replace,2
13297,13584,lair,let,lEr,lEt,replace,2
13297,13959,lair,lore,lEr,l>r,replace,1
13297,14054,lair,lure,lEr,lUr,replace,1
13297,14075,lair,lyre,lEr,l#r,replace,1
13297,14320,lair,mare,lEr,mEr,replace,0
13297,16624,lair,pair,lEr,pEr,replace,0
13297,16971,lair,pear,lEr,pEr,replace,0
13297,19012,lair,rare,lEr,rEr,replace,0
13297,21254,lair,share,lEr,SEr,replace,0
13297,23986,lair,their,lEr,DEr,replace,0
13297,24012,lair,there,lEr,DEr,replace,0
13297,26187,lair,wear,lEr,wEr,replace,0
13297,26303,lair,where,lEr,wEr,replace,0
13299,13300,lake,lakes,lek,leks,insert,3
13299,13304,lake,lame,lek,lem,replace,2
13299,13339,lake,lane,lek,len,replace,2
13299,13381,lake,late,lek,let,replace,2
13299,13430,lake,lay,lek,le,delete,2
13299,13431,lake,layed,lek,led,replace,2
13299,13432,lake,layer,lek,leR,replace,2
13299,13441,lake,lays,lek,lez,replace,2
13299,13506,lake,leek,lek,lik,replace,1
13299,13693,lake,like,lek,l#k,replace,1
13299,13869,lake,lock,lek,lak,replace,1
13299,14017,lake,luck,lek,l^k,replace,1
13299,14180,lake,make,lek,mek,replace,0
13299,21223,lake,shake,lek,Sek,replace,0
13299,21748,lake,slake,lek,slek,insert,0
13299,23638,lake,take,lek,tek,replace,0
13299,25993,lake,wake,lek,wek,replace,0
13300,13428,lakes,lax,leks,l&ks,replace,1
13300,13466,lakes,leaks,leks,liks,replace,1
13300,13507,lakes,leeks,leks,liks,replace,1
13300,13699,lakes,likes,leks,l#ks,replace,1
13300,13875,lakes,locks,leks,laks,replace,1
13300,13933,lakes,looks,leks,lUks,replace,1
13300,14183,lakes,makes,leks,meks,replace,0
13300,21226,lakes,shakes,leks,Seks,replace,0
13300,23643,lakes,takes,leks,teks,replace,0
13300,25997,lakes,wakes,leks,weks,replace,0
13301,13884,lamas,lodges,lam^z,laJ^z,replace,2
13301,14221,lamas,mammas,lam^z,mam^z,replace,0
13302,13304,lamb,lame,l&m,lem,replace,1
13302,13309,lamb,lamp,l&m,l&mp,insert,3
13302,13348,lamb,lap,l&m,l&p,replace,2
13302,13370,lamb,lash,l&m,l&S,replace,2
13302,13378,lamb,latch,l&m,l&C,replace,2
13302,13396,lamb,laugh,l&m,l&f,replace,2
13302,13707,lamb,limb,l&m,lIm,replace,1
13302,13711,lamb,lime,l&m,l#m,replace,1
13302,13838,lamb,loam,l&m,lom,replace,1
13302,18954,lamb,ram,l&m,r&m,replace,0
13302,21235,lamb,sham,l&m,S&m,replace,0
13302,21750,lamb,slam,l&m,sl&m,insert,0
13304,13339,lame,lane,lem,len,replace,2
13304,13381,lame,late,lem,let,replace,2
13304,13430,lame,lay,lem,le,delete,2
13304,13431,lame,layed,lem,led,replace,2
13304,13432,lame,layer,lem,leR,replace,2
13304,13441,lame,lays,lem,lez,replace,2
13304,13707,lame,limb,lem,lIm,replace,1
13304,13711,lame,lime,lem,l#m,replace,1
13304,13838,lame,loam,lem,lom,replace,1
13304,15442,lame,name,lem,nem,replace,0
13304,20554,lame,same,lem,sem,replace,0
13304,21239,lame,shame,lem,Sem,replace,0
13304,23667,lame,tame,lem,tem,replace,0
13309,13312,lamp,lamps,l&mp,l&mps,insert,4
13309,13348,lamp,lap,l&mp,l&p,delete,2
13309,13725,lamp,limp,l&mp,lImp,replace,1
13309,14039,lamp,lump,l&mp,l^mp,replace,1
13309,18960,lamp,ramp,l&mp,r&mp,replace,0
13309,23670,lamp,tamp,l&mp,t&mp,replace,0
13312,13352,lamps,laps,l&mps,l&ps,delete,2
13312,13353,lamps,lapse,l&mps,l&ps,delete,2
13312,13728,lamps,limps,l&mps,lImps,replace,1
13312,14041,lamps,lumps,l&mps,l^mps,replace,1
13312,18964,lamps,ramps,l&mps,r&mps,replace,0
13314,13315,lance,lancer,l&ns,l&nsR,insert,4
13314,13317,lance,land,l&ns,l&nd,replace,3
13314,13352,lance,laps,l&ns,l&ps,replace,2
13314,13353,lance,lapse,l&ns,l&ps,replace,2
13314,13400,lance,laughs,l&ns,l&fs,replace,2
13314,13428,lance,lax,l&ns,l&ks,replace,2
13316,13355,lances,lapses,l&nsIz,l&psIz,replace,2
13317,13333,land,lands,l&nd,l&ndz,insert,4
13317,13468,land,leaned,l&nd,lind,replace,1
13317,13476,land,learned,l&nd,lRnd,replace,1
13317,13554,land,lend,l&nd,lEnd,replace,1
13317,13738,land,lined,l&nd,l#nd,replace,1
13317,13840,land,loaned,l&nd,lond,replace,1
13317,14267,land,manned,l&nd,m&nd,replace,0
13317,17543,land,planned,l&nd,pl&nd,insert,0
13317,20569,land,sand,l&nd,s&nd,replace,0
13319,13320,landfall,landfill,l&ndf>l,l&ndfIl,replace,5
13320,13321,landfill,landfills,l&ndfIl,l&ndfIlz,insert,7
13322,13323,landing,landings,l&ndIN,l&ndINz,insert,6
13322,13557,landing,lending,l&ndIN,lEndIN,replace,1
13322,20577,landing,sanding,l&ndIN,s&ndIN,replace,0
13325,13326,landlord,landlords,l&ndl>rd,l&ndl>rdz,insert,8
13328,13329,landmark,landmarks,l&ndmark,l&ndmarks,insert,8
13333,13558,lands,lends,l&ndz,lEndz,replace,1
13333,20581,lands,sands,l&ndz,s&ndz,replace,0
13334,13335,landscape,landscapes,l&nskep,l&nskeps,insert,7
13339,13340,lane,lanes,len,lenz,insert,3
13339,13381,lane,late,len,let,replace,2
13339,13421,lane,lawn,len,l>n,replace,1
13339,13430,lane,lay,len,le,delete,2
13339,13431,lane,layed,len,led,replace,2
13339,13432,lane,layer,len,leR,replace,2
13339,13441,lane,lays,len,lez,replace,2
13339,13467,lane,lean,len,lin,replace,1
13339,13475,lane,learn,len,lRn,replace,1
13339,13653,lane,lien,len,lin,replace,1
13339,13729,lane,line,len,l#n,replace,1
13339,13839,lane,loan,len,lon,replace,1
13339,13901,lane,loin,len,l%n,replace,1
13339,13905,lane,lone,len,lon,replace,1
13339,14158,lane,main,len,men,replace,0
13339,14239,lane,mane,len,men,replace,0
13339,16608,lane,pain,len,pen,replace,0
13339,17526,lane,plain,len,plen,insert,0
13339,17535,lane,plane,len,plen,insert,0
13339,18929,lane,rain,len,ren,replace,0
13339,19492,lane,reign,len,ren,replace,0
13339,19500,lane,rein,len,ren,replace,0
13339,20587,lane,sane,len,sen,replace,0
13339,25587,lane,vain,len,ven,replace,0
13339,25669,lane,vein,len,ven,replace,0
13340,13422,lanes,lawns,lenz,l>nz,replace,1
13340,13434,lanes,layers,lenz,leRz,replace,2
13340,13441,lanes,lays,lenz,lez,delete,2
13340,13470,lanes,leans,lenz,linz,replace,1
13340,13480,lanes,learns,lenz,lRnz,replace,1
13340,13569,lanes,lens,lenz,lEnz,replace,1
13340,13745,lanes,lines,lenz,l#nz,replace,1
13340,13841,lanes,loans,lenz,lonz,replace,1
13340,16614,lanes,pains,lenz,penz,replace,0
13340,16675,lanes,panes,lenz,penz,replace,0
13340,17529,lanes,plains,lenz,plenz,insert,0
13340,17536,lanes,planes,lenz,plenz,insert,0
13340,18938,lanes,rains,lenz,renz,replace,0
13340,19509,lanes,reins,lenz,renz,replace,0
13340,25671,lanes,veins,lenz,venz,replace,0
13343,13344,languish,languished,l&NgwIS,l&NgwISt,insert,7
13345,13380,lanky,latchkey,l&Nki,l&Cki,replace,2
13345,26711,lanky,yankee,l&Nki,y&Nki,replace,0
13346,13347,lantern,lanterns,l&ntRn,l&ntRnz,insert,6
13348,13352,lap,laps,l&p,l&ps,insert,3
13348,13353,lap,lapse,l&p,l&ps,insert,3
13348,13370,lap,lash,l&p,l&S,replace,2
13348,13378,lap,latch,l&p,l&C,replace,2
13348,13396,lap,laugh,l&p,l&f,replace,2
13348,13471,lap,leap,l&p,lip,replace,1
13348,13766,lap,lip,l&p,lIp,replace,1
13348,13953,lap,lope,l&p,lop,replace,1
13348,14298,lap,map,l&p,m&p,replace,0
13348,15450,lap,nap,l&p,n&p,replace,0
13348,16694,lap,pap,l&p,p&p,replace,0
13348,18994,lap,rap,l&p,r&p,replace,0
13348,21762,lap,slap,l&p,sl&p,insert,0
13348,23690,lap,tap,l&p,t&p,replace,0
13348,26658,lap,wrap,l&p,r&p,replace,0
13351,13399,lapping,laughing,l&pIN,l&fIN,replace,2
13351,13473,lapping,leaping,l&pIN,lipIN,replace,1
13351,14302,lapping,mapping,l&pIN,m&pIN,replace,0
13351,20597,lapping,sapping,l&pIN,s&pIN,replace,0
13351,21765,lapping,slapping,l&pIN,sl&pIN,insert,0
13351,23700,lapping,tapping,l&pIN,t&pIN,replace,0
13351,26662,lapping,wrapping,l&pIN,r&pIN,replace,0
13351,26713,lapping,yapping,l&pIN,y&pIN,replace,0
13352,13354,laps,lapsed,l&ps,l&pst,insert,4
13352,13400,laps,laughs,l&ps,l&fs,replace,2
13352,13428,laps,lax,l&ps,l&ks,replace,2
13352,13768,laps,lips,l&ps,lIps,replace,1
13352,14303,laps,maps,l&ps,m&ps,replace,0
13352,15456,laps,naps,l&ps,n&ps,replace,0
13352,21766,laps,slaps,l&ps,sl&ps,insert,0
13352,23702,laps,taps,l&ps,t&ps,replace,0
13352,26663,laps,wraps,l&ps,r&ps,replace,0
13353,13354,lapse,lapsed,l&ps,l&pst,insert,4
13353,13400,lapse,laughs,l&ps,l&fs,replace,2
13353,13428,lapse,lax,l&ps,l&ks,replace,2
13353,13768,lapse,lips,l&ps,lIps,replace,1
13353,14303,lapse,maps,l&ps,m&ps,replace,0
13353,15456,lapse,naps,l&ps,n&ps,replace,0
13353,21766,lapse,slaps,l&ps,sl&ps,insert,0
13353,23702,lapse,taps,l&ps,t&ps,replace,0
13353,26663,lapse,wraps,l&ps,r&ps,replace,0
13354,13373,lapsed,last,l&pst,l&st,delete,2
13358,13359,lard,larder,lard,lardR,insert,4
13358,13360,lard,large,lard,larJ,replace,3
13358,13364,lard,lark,lard,lark,replace,3
13358,13508,lard,leered,lard,lird,replace,1
13358,13883,lard,lodged,lard,laJd,replace,2
13358,13955,lard,lord,lard,l>rd,replace,1
13358,14055,lard,lured,lard,lUrd,replace,1
13358,21252,lard,shard,lard,Sard,replace,0
13358,26714,lard,yard,lard,yard,replace,0
13359,13362,larder,larger,lardR,larJR,replace,3
13360,13362,large,larger,larJ,larJR,insert,4
13360,13364,large,lark,larJ,lark,replace,3
13360,13882,large,lodge,larJ,laJ,delete,2
13364,13365,lark,larks,lark,larks,insert,4
13364,13869,lark,lock,lark,lak,delete,2
13364,14336,lark,mark,lark,mark,replace,0
13364,16772,lark,park,lark,park,replace,0
13364,21261,lark,shark,lark,Sark,replace,0
13365,13875,larks,locks,larks,laks,delete,2
13365,14350,larks,marks,larks,marks,replace,0
13365,16776,larks,parks,larks,parks,replace,0
13365,21263,larks,sharks,larks,Sarks,replace,0
13368,13369,laser,lasers,lezR,lezRz,insert,4
13368,13385,laser,later,lezR,letR,replace,2
13368,13432,laser,layer,lezR,leR,delete,2
13368,13441,laser,lays,lezR,lez,delete,3
13368,13442,laser,lazy,lezR,lezi,replace,3
13368,13961,laser,loser,lezR,luzR,replace,1
13368,19070,laser,razor,lezR,rezR,replace,0
13369,13434,lasers,layers,lezRz,leRz,delete,2
13369,13962,lasers,losers,lezRz,luzRz,replace,1
13369,19071,lasers,razors,lezRz,rezRz,replace,0
13370,13378,lash,latch,l&S,l&C,replace,2
13370,13396,lash,laugh,l&S,l&f,replace,2
13370,13486,lash,leash,l&S,liS,replace,1
13370,14061,lash,lush,l&S,l^S,replace,1
13370,19019,lash,rash,l&S,r&S,replace,0
13370,21768,lash,slash,l&S,sl&S,insert,0
13372,13373,lasso,last,l&so,l&st,replace,3
13373,13377,last,lasts,l&st,l&sts,insert,4
13373,13398,last,laughed,l&st,l&ft,replace,2
13373,13483,last,leased,l&st,list,replace,1
13373,13488,last,least,l&st,list,replace,1
13373,13583,last,lest,l&st,lEst,replace,1
13373,13778,last,list,l&st,lIst,replace,1
13373,13967,last,lost,l&st,l>st,replace,1
13373,14062,last,lust,l&st,l^st,replace,1
13373,14401,last,massed,l&st,m&st,replace,0
13373,14404,last,mast,l&st,m&st,replace,0
13373,16844,last,passed,l&st,p&st,replace,0
13373,16860,last,past,l&st,p&st,replace,0
13373,25649,last,vast,l&st,v&st,replace,0
13374,13375,lasted,lasting,l&stId,l&stIN,replace,5
13375,13786,lasting,listing,l&stIN,lIstIN,replace,1
13376,25650,lastly,vastly,l&stli,v&stli,replace,0
13377,13789,lasts,lists,l&sts,lIsts,replace,1
13377,14066,lasts,lusts,l&sts,l^sts,replace,1
13378,13396,latch,laugh,l&C,l&f,replace,2
13378,13443,latch,leach,l&C,liC,replace,1
13378,14052,latch,lurch,l&C,lRC,replace,1
13378,14421,latch,match,l&C,m&C,replace,0
13378,16879,latch,patch,l&C,p&C,replace,0
13378,23974,latch,thatch,l&C,T&C,replace,0
13379,14424,latches,matches,l&C^z,m&C^z,replace,0
13379,16881,latches,patches,l&C^z,p&C^z,replace,0
13381,13385,late,later,let,letR,insert,3
13381,13430,late,lay,let,le,delete,2
13381,13431,late,layed,let,led,replace,2
13381,13432,late,layer,let,leR,replace,2
13381,13439,late,layout,let,le$t,insert,2
13381,13441,late,lays,let,lez,replace,2
13381,13584,late,let,let,lEt,replace,1
13381,13676,late,light,let,l#t,replace,1
13381,13790,late,lit,let,lIt,replace,1
13381,13948,late,loot,let,lut,replace,1
13381,13968,late,lot,let,lat,replace,1
13381,14430,late,mate,let,met,replace,0
13381,15475,late,nate,let,net,replace,0
13381,16883,late,pate,let,pet,replace,0
13381,17568,late,plate,let,plet,insert,0
13381,19026,late,rate,let,ret,replace,0
13381,20609,late,sate,let,set,replace,0
13381,21770,late,slate,let,slet,insert,0
13381,25983,late,wait,let,wet,replace,0
13383,13687,lately,lightly,letli,l#tli,replace,1
13384,13387,latent,latest,let^nt,let^st,replace,4
13385,13395,later,latter,letR,l&tR,replace,1
13385,13432,later,layer,letR,leR,delete,2
13385,13681,later,lighter,letR,l#tR,replace,1
13385,13808,later,litter,letR,lItR,replace,1
13385,13950,later,looter,letR,lutR,replace,1
13385,25985,later,waiter,letR,wetR,replace,0
13386,13793,lateral,literal,l&tR^l,lItR^l,replace,1
13387,13683,latest,lightest,let^st,l#t^st,replace,1
13389,13679,latin,lighten,l&t^n,l#t^n,replace,1
13389,20614,latin,satin,l&t^n,s&t^n,replace,0
13395,13401,latter,laughter,l&tR,l&ftR,insert,2
13395,13681,latter,lighter,l&tR,l#tR,replace,1
13395,13808,latter,litter,l&tR,lItR,replace,1
13395,13950,latter,looter,l&tR,lutR,replace,1
13395,14454,latter,matter,l&tR,m&tR,replace,0
13395,17577,latter,platter,l&tR,pl&tR,insert,0
13395,23729,latter,tatter,l&tR,t&tR,replace,0
13396,13398,laugh,laughed,l&f,l&ft,insert,3
13396,13400,laugh,laughs,l&f,l&fs,insert,3
13396,13454,laugh,leaf,l&f,lif,replace,1
13396,13658,laugh,life,l&f,l#f,replace,1
13396,13836,laugh,loaf,l&f,lof,replace,1
13398,13400,laughed,laughs,l&ft,l&fs,replace,3
13398,13401,laughed,laughter,l&ft,l&ftR,insert,4
13398,13455,laughed,leafed,l&ft,lift,replace,1
13398,13512,laughed,left,l&ft,lEft,replace,1
13398,13672,laughed,lift,l&ft,lIft,replace,1
13398,13886,laughed,loft,l&ft,l>ft,replace,1
13398,21219,laughed,shaft,l&ft,S&ft,replace,0
13400,13428,laughs,lax,l&fs,l&ks,replace,2
13402,13403,launch,launched,l>nC,l>nCt,insert,4
13402,13421,launch,lawn,l>nC,l>n,delete,3
13402,13422,launch,lawns,l>nC,l>nz,replace,3
13402,14044,launch,lunch,l>nC,l^nC,replace,1
13402,14073,launch,lynch,l>nC,lInC,replace,1
13402,16931,launch,paunch,l>nC,p>nC,replace,0
13403,14074,launched,lynched,l>nCt,lInCt,replace,1
13405,13406,launching,launchings,l>nCIN,l>nCINz,insert,6
13411,13416,laurel,lawful,l>r^l,l>f^l,replace,2
13411,16214,laurel,oral,l>r^l,>r^l,delete,0
13415,13430,law,lay,la,le,replace,1
13415,13651,law,lie,la,l#,replace,1
13415,13655,law,lieu,la,lu,replace,1
13415,13869,law,lock,la,lak,insert,2
13415,13882,law,lodge,la,laJ,insert,2
13415,13968,law,lot,la,lat,insert,2
13415,13997,law,low,la,lo,replace,1
13415,19067,law,raw,la,ra,replace,0
13415,23586,law,ta,la,ta,replace,0
13421,13422,lawn,lawns,l>n,l>nz,insert,3
13421,13423,lawn,laws,l>n,l>z,replace,2
13421,13467,lawn,lean,l>n,lin,replace,1
13421,13475,lawn,learn,l>n,lRn,replace,1
13421,13653,lawn,lien,l>n,lin,replace,1
13421,13729,lawn,line,l>n,l#n,replace,1
13421,13839,lawn,loan,l>n,lon,replace,1
13421,13888,lawn,log,l>n,l>g,replace,2
13421,13901,lawn,loin,l>n,l%n,replace,1
13421,13905,lawn,lone,l>n,lon,replace,1
13421,13911,lawn,long,l>n,l>N,replace,2
13421,13959,lawn,lore,l>n,l>r,replace,2
13421,13965,lawn,loss,l>n,l>s,replace,2
13421,16944,lawn,pawn,l>n,p>n,replace,0
13422,13423,lawns,laws,l>nz,l>z,delete,2
13422,13470,lawns,leans,l>nz,linz,replace,1
13422,13480,lawns,learns,l>nz,lRnz,replace,1
13422,13569,lawns,lens,l>nz,lEnz,replace,1
13422,13745,lawns,lines,l>nz,l#nz,replace,1
13422,13841,lawns,loans,l>nz,lonz,replace,1
13422,13900,lawns,logs,l>nz,l>gz,replace,2
13423,13441,laws,lays,l>z,lez,replace,1
13423,13654,laws,lies,l>z,l#z,replace,1
13423,13888,laws,log,l>z,l>g,replace,2
13423,13900,laws,logs,l>z,l>gz,insert,2
13423,13911,laws,long,l>z,l>N,replace,2
13423,13959,laws,lore,l>z,l>r,replace,2
13423,13960,laws,lose,l>z,luz,replace,1
13423,13965,laws,loss,l>z,l>s,replace,2
13423,14009,laws,lows,l>z,loz,replace,1
13423,16934,laws,pause,l>z,p>z,replace,0
13423,16946,laws,paws,l>z,p>z,replace,0
13424,13425,lawsuit,lawsuits,l>sut,l>suts,insert,5
13424,13967,lawsuit,lost,l>sut,l>st,delete,3
13426,13427,lawyer,lawyers,l%R,l%Rz,insert,3
13426,13432,lawyer,layer,l%R,leR,replace,1
13426,13617,lawyer,liar,l%R,l#R,replace,1
13426,13901,lawyer,loin,l%R,l%n,replace,2
13426,14001,lawyer,lower,l%R,loR,replace,1
13427,13434,lawyers,layers,l%Rz,leRz,replace,1
13427,14004,lawyers,lowers,l%Rz,loRz,replace,1
13428,13466,lax,leaks,l&ks,liks,replace,1
13428,13507,lax,leeks,l&ks,liks,replace,1
13428,13699,lax,likes,l&ks,l#ks,replace,1
13428,13875,lax,locks,l&ks,laks,replace,1
13428,13933,lax,looks,l&ks,lUks,replace,1
13428,14468,lax,max,l&ks,m&ks,replace,0
13428,16581,lax,packs,l&ks,p&ks,replace,0
13428,17558,lax,plaques,l&ks,pl&ks,insert,0
13428,18884,lax,racks,l&ks,r&ks,replace,0
13428,20471,lax,sacks,l&ks,s&ks,replace,0
13428,21746,lax,slacks,l&ks,sl&ks,insert,0
13428,23740,lax,tax,l&ks,t&ks,replace,0
13428,26158,lax,wax,l&ks,w&ks,replace,0
13430,13431,lay,layed,le,led,insert,2
13430,13432,lay,layer,le,leR,insert,2
13430,13441,lay,lays,le,lez,insert,2
13430,13651,lay,lie,le,l#,replace,1
13430,13655,lay,lieu,le,lu,replace,1
13430,13997,lay,low,le,lo,replace,1
13430,14478,lay,may,le,me,replace,0
13430,16947,lay,pay,le,pe,replace,0
13430,17579,lay,play,le,ple,insert,0
13430,19068,lay,ray,le,re,replace,0
13430,20657,lay,say,le,se,replace,0
13430,21780,lay,slay,le,sle,insert,0
13430,21795,lay,sleigh,le,sle,insert,0
13430,26162,lay,way,le,we,replace,0
13430,26227,lay,weigh,le,we,replace,0
13430,26315,lay,whey,le,we,replace,0
13431,13432,layed,layer,led,leR,replace,2
13431,13433,layed,layered,led,leRd,insert,2
13431,13441,layed,lays,led,lez,replace,2
13431,13444,layed,lead,led,lid,replace,1
13431,13502,layed,led,led,lEd,replace,1
13431,13648,layed,lid,led,lId,replace,1
13431,13652,layed,lied,led,l#d,replace,1
13431,13831,layed,load,led,lod,replace,1
13431,13974,layed,loud,led,l$d,replace,1
13431,14103,layed,made,led,med,replace,0
13431,14144,layed,maid,led,med,replace,0
13431,16606,layed,paid,led,ped,replace,0
13431,18917,layed,raid,led,red,replace,0
13431,21209,layed,shade,led,Sed,replace,0
13431,25960,layed,wade,led,wed,replace,0
13431,26228,layed,weighed,led,wed,replace,0
13432,13433,layer,layered,leR,leRd,insert,3
13432,13434,layer,layers,leR,leRz,insert,3
13432,13441,layer,lays,leR,lez,replace,2
13432,13617,layer,liar,leR,l#R,replace,1
13432,14001,layer,lower,leR,loR,replace,1
13432,14483,layer,mayor,leR,meR,replace,0
13432,17583,layer,player,leR,pleR,insert,0
13433,13434,layered,layers,leRd,leRz,replace,3
13433,14002,layered,lowered,leRd,loRd,replace,1
13434,13441,layers,lays,leRz,lez,delete,2
13434,14004,layers,lowers,leRz,loRz,replace,1
13434,14486,layers,mayors,leRz,meRz,replace,0
13434,17584,layers,players,leRz,pleRz,insert,0
13435,14072,laying,lying,leIN,l#IN,replace,1
13435,16951,laying,paying,leIN,peIN,replace,0
13435,17592,laying,playing,leIN,pleIN,insert,0
13435,20658,laying,saying,leIN,seIN,replace,0
13435,26229,laying,weighing,leIN,weIN,replace,0
13436,13552,laymen,lemon,lem^n,lEm^n,replace,1
13437,13438,layoff,layoffs,le>f,le>fs,insert,4
13437,16955,layoff,payoff,le>f,pe>f,replace,0
13437,17594,layoff,playoff,le>f,ple>f,insert,0
13438,17595,layoffs,playoffs,le>fs,ple>fs,insert,0
13441,13442,lays,lazy,lez,lezi,insert,3
13441,13654,lays,lies,lez,l#z,replace,1
13441,13960,lays,lose,lez,luz,replace,1
13441,14009,lays,lows,lez,loz,replace,1
13441,14172,lays,maize,lez,mez,replace,0
13441,14488,lays,maze,lez,mez,replace,0
13441,16957,lays,pays,lez,pez,replace,0
13441,17257,lays,phase,lez,fez,replace,0
13441,17598,lays,plays,lez,plez,insert,0
13441,18942,lays,raise,lez,rez,replace,0
13441,19069,lays,rays,lez,rez,replace,0
13441,26165,lays,ways,lez,wez,replace,0
13441,26230,lays,weighs,lez,wez,replace,0
13442,13983,lazy,lousy,lezi,l$zi,replace,1
13443,13444,leach,lead,liC,lid,replace,2
13443,13454,leach,leaf,liC,lif,replace,2
13443,13461,leach,league,liC,lig,replace,2
13443,13467,leach,lean,liC,lin,replace,2
13443,13471,leach,leap,liC,lip,replace,2
13443,13482,leach,lease,liC,lis,replace,2
13443,13486,leach,leash,liC,liS,replace,2
13443,13492,leach,leave,liC,liv,replace,2
13443,13506,leach,leek,liC,lik,replace,2
13443,13653,leach,lien,liC,lin,replace,2
13443,14052,leach,lurch,liC,lRC,replace,1
13443,16965,leach,peach,liC,piC,replace,0
13443,19074,leach,reach,liC,riC,replace,0
13443,23758,leach,teach,liC,tiC,replace,0
13444,13447,lead,leader,lid,lidR,insert,3
13444,13453,lead,leads,lid,lidz,insert,3
13444,13454,lead,leaf,lid,lif,replace,2
13444,13461,lead,league,lid,lig,replace,2
13444,13467,lead,lean,lid,lin,replace,2
13444,13468,lead,leaned,lid,lind,insert,2
13444,13471,lead,leap,lid,lip,replace,2
13444,13482,lead,lease,lid,lis,replace,2
13444,13486,lead,leash,lid,liS,replace,2
13444,13492,lead,leave,lid,liv,replace,2
13444,13502,lead,led,lid,lEd,replace,1
13444,13506,lead,leek,lid,lik,replace,2
13444,13508,lead,leered,lid,lird,insert,2
13444,13648,lead,lid,lid,lId,replace,1
13444,13652,lead,lied,lid,l#d,replace,1
13444,13653,lead,lien,lid,lin,replace,2
13444,13831,lead,load,lid,lod,replace,1
13444,13974,lead,loud,lid,l$d,replace,1
13444,14490,lead,mead,lid,mid,replace,0
13444,17605,lead,plead,lid,plid,insert,0
13444,19091,lead,read,lid,rid,replace,0
13444,19342,lead,reed,lid,rid,replace,0
13444,20988,lead,seed,lid,sid,replace,0
13444,26215,lead,weed,lid,wid,replace,0
13446,13493,leaden,leaven,lEd^n,lEv^n,replace,2
13446,13552,leaden,lemon,lEd^n,lEm^n,replace,2
13446,13579,leaden,lessen,lEd^n,lEs^n,replace,2
13446,13581,leaden,lesson,lEd^n,lEs^n,replace,2
13447,13449,leader,leaders,lidR,lidRz,insert,4
13447,13453,leader,leads,lidR,lidz,replace,3
13447,13549,leader,leisure,lidR,liZR,replace,2
13447,13975,leader,louder,lidR,l$dR,replace,1
13447,19095,leader,reader,lidR,ridR,replace,0
13449,13453,leaders,leads,lidRz,lidz,delete,3
13449,19096,leaders,readers,lidRz,ridRz,replace,0
13450,19097,leadership,readership,lidRSIp,ridRSIp,replace,0
13451,13452,leading,leadings,lidIN,lidINz,insert,5
13451,13465,leading,leaking,lidIN,likIN,replace,2
13451,13469,leading,leaning,lidIN,linIN,replace,2
13451,13473,leading,leaping,lidIN,lipIN,replace,2
13451,13487,leading,leasing,lidIN,lisIN,replace,2
13451,13495,leading,leaving,lidIN,livIN,replace,2
13451,13509,leading,leering,lidIN,lirIN,replace,2
